date,932000.CSI_年化波动率_20日
2014-01-30,20.1171044319572
2014-02-07,20.80171175279837
2014-02-10,18.628934825525977
2014-02-11,18.607370076691605
2014-02-12,19.036878705104684
2014-02-13,19.083491109014883
2014-02-14,18.13368155676198
2014-02-17,18.69332925612493
2014-02-18,18.332636640951062
2014-02-19,18.49620412986326
2014-02-20,20.361959254299762
2014-02-21,20.074367187002984
2014-02-24,19.642263530828387
2014-02-25,25.18735270275699
2014-02-26,24.746824756784054
2014-02-27,25.565350500518598
2014-02-28,25.5905280672989
2014-03-03,26.44024500039836
2014-03-04,26.32451365203552
2014-03-05,26.248438859753314
2014-03-06,26.11218390139013
2014-03-07,25.6789009846718
2014-03-10,28.004468247205196
2014-03-11,27.96601947553416
2014-03-12,27.213355629221763
2014-03-13,26.935638561085312
2014-03-14,25.501274381367267
2014-03-17,25.746133167555698
2014-03-18,25.906014289177058
2014-03-19,25.99017152745087
2014-03-20,27.24053320833927
2014-03-21,27.838004638656937
2014-03-24,27.451607041720134
2014-03-25,23.567044673303975
2014-03-26,23.596086715085036
2014-03-27,24.293660436782925
2014-03-28,25.8063947498848
2014-03-31,24.282210421101404
2014-04-01,25.335477816065783
2014-04-02,25.32130946558232
2014-04-03,25.34549049492651
2014-04-04,25.704804011164946
2014-04-08,21.99738587170188
2014-04-09,22.34784635662637
2014-04-10,22.290054294809476
2014-04-11,21.966745075119324
2014-04-14,22.18938264426368
2014-04-15,20.698516128685814
2014-04-16,20.53739694502321
2014-04-17,20.46450496990077
2014-04-18,17.57838506510629
2014-04-21,17.883664381853734
2014-04-22,18.204092721605058
2014-04-23,18.217673719142148
2014-04-24,18.036871756210132
2014-04-25,17.848733436342474
2014-04-28,19.120821483576393
2014-04-29,19.703778617223506
2014-04-30,18.917723948362205
2014-05-05,19.702720205676226
2014-05-06,19.890401537286788
2014-05-07,20.55177295118017
2014-05-08,20.273425708147467
2014-05-09,19.60689168564951
2014-05-12,20.948596127039526
2014-05-13,20.95651428027495
2014-05-14,20.57199115633856
2014-05-15,21.46753556868693
2014-05-16,21.4338558403231
2014-05-19,21.361388525730323
2014-05-20,21.48199845719672
2014-05-21,21.438499213847617
2014-05-22,21.234705916119413
2014-05-23,21.596510730934497
2014-05-26,22.242344757786757
2014-05-27,20.748368822600284
2014-05-28,16.40198357511214
