date,8841431.WI_年化波动率_60日
2009-08-21,34.457246068422776
2009-08-24,34.64566504006727
2009-08-25,34.76218376065995
2009-08-26,35.44865012533731
2009-08-27,35.585755441205826
2009-08-28,36.01378488048716
2009-08-31,38.67475460560786
2009-09-01,38.63459857073358
2009-09-02,38.59943425477674
2009-09-03,39.48579299750005
2009-09-04,39.34673482194077
2009-09-07,39.24669273642124
2009-09-08,39.32494468042279
2009-09-09,39.284353233576205
2009-09-10,39.32499652828504
2009-09-11,39.45318149764992
2009-09-14,39.7007245494882
2009-09-15,39.75761741517322
2009-09-16,39.753707176441125
2009-09-17,40.09331657901801
2009-09-18,40.6362493569268
2009-09-21,40.75934082765891
2009-09-22,41.02860172484846
2009-09-23,41.29737632958431
2009-09-24,41.3208367608761
2009-09-25,41.35027869093173
2009-09-28,41.97547715073139
2009-09-29,42.357359917245226
2009-09-30,42.30768382429702
2009-10-09,43.18646920775651
2009-10-12,43.230892503716476
2009-10-13,43.328162279710604
2009-10-14,43.28590438832974
2009-10-15,43.27652977844477
2009-10-16,43.277296294529854
2009-10-19,43.470405725258985
2009-10-20,43.48671039502733
2009-10-21,43.14659051489932
2009-10-22,43.08013309280307
2009-10-23,43.08783913937632
2009-10-26,43.06496925447176
2009-10-27,43.33020107362881
2009-10-28,43.303886988670776
2009-10-29,41.515463385450744
2009-10-30,41.516979800960584
2009-11-02,41.44438957184293
2009-11-03,41.48728464148798
2009-11-04,41.46230759523227
2009-11-05,41.50547983349045
2009-11-06,41.432478703028444
2009-11-09,41.13809386233516
2009-11-10,41.07943429769861
2009-11-11,41.07806719407901
2009-11-12,39.50927138948744
2009-11-13,39.57343651918452
2009-11-16,37.88103840979282
2009-11-17,34.573858638952395
2009-11-18,34.455772343036884
2009-11-19,32.20517106197476
2009-11-20,31.540472829292078
2009-11-23,31.23440171629558
2009-11-24,33.700431245894904
2009-11-25,34.19385041202771
2009-11-26,34.57899592092099
2009-11-27,34.954404201351224
2009-11-30,35.29826441256583
2009-12-01,32.393721552133506
2009-12-02,32.47118132211636
2009-12-03,32.48807461072595
2009-12-04,32.499056188712004
2009-12-07,32.5861428195997
2009-12-08,32.56029657759317
2009-12-09,32.76474042264629
2009-12-10,32.784267847117945
2009-12-11,32.69192134546273
2009-12-14,32.65723470920919
2009-12-15,32.3877300574378
2009-12-16,32.376838544273895
2009-12-17,33.1457649200615
2009-12-18,33.64392463621366
2009-12-21,33.04827425398801
2009-12-22,33.62890544113417
2009-12-23,33.36152043438089
2009-12-24,33.39058849059209
2009-12-25,33.30000876024806
2009-12-28,33.321738645395186
2009-12-29,32.349771811063434
2009-12-30,31.675115105103473
2009-12-31,31.691418077628626
2010-01-04,30.481006130373444
2010-01-05,30.49167053323928
2010-01-06,30.4095054342179
2010-01-07,30.757348952204083
2010-01-08,30.79510987348875
2010-01-11,30.82164513588852
2010-01-12,30.77809569605548
2010-01-13,30.700668292667256
2010-01-14,30.971290566406957
2010-01-15,30.97002496726158
