time,000300.SH_动量_120日
2005-07-07,-14.048213562557354
2005-07-08,-16.42967103380738
2005-07-11,-16.179943733255765
2005-07-12,-13.429638256917464
2005-07-13,-14.855731935175209
2005-07-14,-14.796893098727848
2005-07-15,-15.625514172087641
2005-07-18,-16.439540685561006
2005-07-19,-15.450477888427272
2005-07-20,-12.901001806807988
2005-07-21,-13.4096106552962
2005-07-22,-11.116510375202903
2005-07-25,-10.39325695820632
2005-07-26,-10.800281700461223
2005-07-27,-10.431575751928857
2005-07-28,-10.712836060234022
2005-07-29,-10.279939551159279
2005-08-01,-8.51850597815994
2005-08-02,-6.769540934927343
2005-08-03,-4.744999104598591
2005-08-04,-5.418792385802207
2005-08-05,-8.253940509259493
2005-08-08,-6.619312032138058
2005-08-09,-8.238023401497541
2005-08-10,-8.129669865883004
2005-08-11,-6.526906563355494
2005-08-12,-6.733130892446226
2005-08-15,-6.93532676893197
2005-08-16,-9.71450517031862
2005-08-17,-8.710428911895661
2005-08-18,-11.936276854207717
2005-08-19,-11.819603519810151
2005-08-22,-10.415110159818997
2005-08-23,-10.861695822320726
2005-08-24,-8.877628950769601
2005-08-25,-9.496064064765353
2005-08-26,-9.320316079350022
2005-08-29,-10.92369821074679
2005-08-30,-12.78442916833098
2005-08-31,-11.335213808497302
2005-09-01,-7.614731033349543
2005-09-02,-7.743406113707141
2005-09-05,-7.5952497803159265
2005-09-06,-7.58867830330442
2005-09-07,-5.015328019619869
2005-09-08,-3.7851143611958515
2005-09-09,-3.0245283115264088
2005-09-12,-3.2984245737570195
2005-09-13,-0.025932964324537622
2005-09-14,1.1660983722797447
2005-09-15,0.4972009771963215
2005-09-16,0.4714654371180238
2005-09-19,1.0867121337030605
2005-09-20,0.704467174070067
2005-09-21,0.786951167193517
2005-09-22,-2.009015042405937
2005-09-23,-6.337608432287645
2005-09-26,-4.5400595322230615
2005-09-27,-5.377156503048342
2005-09-28,-7.184070956424571
2005-09-29,-6.982400305463498
2005-09-30,-8.575756518792755
2005-10-10,-8.850526561123385
2005-10-11,-6.026073442546565
2005-10-12,-7.734538914976518
2005-10-13,-7.140606398338356
2005-10-14,-7.109668385207824
2005-10-17,-6.863552790494021
2005-10-18,-6.576345448634724
2005-10-19,-5.4816288713353085
2005-10-20,-4.668102430027732
2005-10-21,-3.6936389163678918
2005-10-24,-2.517874998656011
2005-10-25,-4.568538752703866
2005-10-26,-5.4806584042374045
2005-10-27,-7.029603862970268
2005-10-28,-6.935472626944583
2005-10-31,-3.617789334054866
2005-11-01,-4.403905041858513
2005-11-02,-2.1481375526556046
2005-11-03,-1.2694452597593164
2005-11-04,-1.0345414250351848
2005-11-07,0.2293004109584329
2005-11-08,0.007033768897590775
2005-11-09,-0.44655999347823494
2005-11-10,-2.3980655325723244
2005-11-11,-2.0359938058119864
2005-11-14,-0.1380682719805959
2005-11-15,-1.36115128457861
2005-11-16,-0.6139667062390441
2005-11-17,0.6213469476783251
2005-11-18,3.853171482787676
2005-11-21,3.3027821021678117
2005-11-22,1.5971801959469234
2005-11-23,4.620360774274901
2005-11-24,7.712074723325024
2005-11-25,8.076935771539784
2005-11-28,4.9070497272338365
2005-11-29,4.064102655974922
2005-11-30,-3.527153050488363
2005-12-01,-4.3323281510929235
2005-12-02,-2.752203327684344
2005-12-05,-3.7346619497647615
2005-12-06,-1.9763745038408165
2005-12-07,0.807997840416963
2005-12-08,-0.5892609159987461
2005-12-09,0.7966195071250404
2005-12-12,-1.957175408687395
2005-12-13,-0.7883584068130278
2005-12-14,-0.27680131816495424
2005-12-15,0.3202875649639836
2005-12-16,0.47422857149217457
2005-12-19,-1.4336663235241187
2005-12-20,0.3985765439584954
2005-12-21,0.47235615164344935
2005-12-22,3.4219277421058347
2005-12-23,6.561535042711175
2005-12-26,7.762999864475217
2005-12-27,8.20086173719723
2005-12-28,9.300628088815444
2005-12-29,10.334912143421127
2005-12-30,11.327696931484322
2006-01-04,14.237523010034025
2006-01-05,12.59873024221192
2006-01-06,14.62969331069177
2006-01-09,14.791016843418593
2006-01-10,16.3083040329322
2006-01-11,16.864687062947546
2006-01-12,17.72457898919111
2006-01-13,16.159669420310664
2006-01-16,13.916328095100994
2006-01-17,12.167176540380819
2006-01-18,14.793781948042838
2006-01-19,13.091228550565903
2006-01-20,11.11036540896544
2006-01-23,11.817125667173656
2006-01-24,12.489697848595526
2006-01-25,13.233408889791122
2006-02-06,14.346645300233064
2006-02-07,13.233396000307817
2006-02-08,14.258917215063871
2006-02-09,10.369743332723536
2006-02-10,11.306660801254154
2006-02-13,10.559014199074257
2006-02-14,10.438550783202349
2006-02-15,9.189594881298802
2006-02-16,8.718278277254132
2006-02-17,6.9005617589067425
2006-02-20,8.10331217766529
2006-02-21,9.00345431117342
2006-02-22,12.731366579375258
2006-02-23,12.82016558364878
2006-02-24,12.640808524020763
2006-02-27,13.475104341064803
2006-02-28,13.14767834558821
2006-03-01,13.600532405565735
2006-03-02,11.894107026279311
2006-03-03,13.550243031445275
2006-03-06,13.552924973767055
2006-03-07,9.381991473366114
2006-03-08,6.8510278341533
2006-03-09,5.957878234485503
2006-03-10,5.896819307307433
2006-03-13,8.888865162661098
2006-03-14,6.87624769353814
2006-03-15,7.712486993369505
2006-03-16,8.27667230379372
2006-03-17,7.847133140812179
2006-03-20,7.666216353626476
2006-03-21,7.273192034986864
2006-03-22,8.051584264819024
2006-03-23,8.376477397816018
2006-03-24,7.3589075062607145
2006-03-27,9.2302990168611
2006-03-28,11.814173535167004
2006-03-29,15.382215896906025
2006-03-30,15.224514655832966
2006-03-31,15.525893182795581
2006-04-03,19.36576960763712
2006-04-04,20.54311129897679
2006-04-05,20.08733862823766
2006-04-06,20.257970420496374
2006-04-07,21.5836512105418
2006-04-10,21.548949680337493
2006-04-11,21.63792590025826
2006-04-12,21.884802929408554
2006-04-13,20.898668034145707
2006-04-14,24.618798760726925
2006-04-17,24.607310115851
2006-04-18,25.873552424272095
2006-04-19,26.48316785474183
2006-04-20,25.427182684036296
2006-04-21,26.747417972937782
2006-04-24,27.779691190152445
2006-04-25,30.3840971889201
2006-04-26,31.95493743784603
2006-04-27,33.136958658751745
2006-04-28,33.78649795385502
2006-05-08,39.59146030600378
2006-05-09,41.829144749217576
2006-05-10,44.74836349083839
2006-05-11,42.883734592041336
2006-05-12,47.75897719992979
2006-05-15,53.38833656258932
2006-05-16,51.393115966753555
2006-05-17,54.75927264973903
2006-05-18,53.93344048844229
2006-05-19,58.45254126606885
2006-05-22,60.35697817623608
2006-05-23,52.661915680224844
2006-05-24,51.65245091333992
2006-05-25,48.22446474376048
2006-05-26,50.58984851861867
2006-05-29,57.114223847969846
2006-05-30,57.35110342159413
2006-05-31,54.902080901379804
2006-06-01,58.67787197222047
2006-06-02,57.937754994222686
2006-06-05,61.04061700198553
2006-06-06,60.11695705661888
2006-06-07,51.21783322471241
2006-06-08,52.42259200676831
2006-06-09,50.554902804760296
2006-06-12,49.833443985797985
2006-06-13,48.57170322187867
2006-06-14,46.8876136082814
2006-06-15,44.855289522379934
2006-06-16,48.33801903844379
2006-06-19,50.13963542949564
2006-06-20,48.99721985007008
2006-06-21,48.75964097747296
2006-06-22,47.530527022550274
2006-06-23,48.347675848091164
2006-06-26,50.2684835967103
2006-06-27,51.016449204113634
2006-06-28,49.97292996784608
2006-06-29,52.32440576925177
2006-06-30,51.12708672583257
2006-07-03,54.49095022624433
2006-07-04,53.2179268752192
2006-07-05,49.459513685703605
2006-07-06,53.62753410846921
2006-07-07,49.81804237817444
2006-07-10,47.22906288380977
2006-07-11,46.24002094776254
2006-07-12,45.52111093224014
2006-07-13,37.61514035622202
2006-07-14,39.41048427441019
2006-07-17,39.49696863728962
2006-07-18,40.31501549331893
2006-07-19,39.02535678290564
2006-07-20,39.50097999564446
2006-07-21,37.8611905793079
2006-07-24,37.014916940907284
2006-07-25,38.338333299776515
2006-07-26,37.657830754435516
2006-07-27,35.67755954650869
2006-07-28,32.864202250997174
2006-07-31,25.269590431596335
2006-08-01,24.47916717236105
2006-08-02,23.426827946164465
2006-08-03,24.729820252864098
2006-08-04,20.300638260568004
2006-08-07,18.658916998024466
2006-08-08,20.59206706395862
2006-08-09,20.12537680241153
2006-08-10,24.63943002839859
2006-08-11,25.019012748341773
2006-08-14,21.93357927800328
2006-08-15,21.856324892955058
2006-08-16,23.67140868207942
2006-08-17,22.110617425264522
2006-08-18,20.813116278715206
2006-08-21,21.254765733481552
2006-08-22,22.056580659253
2006-08-23,21.678675094807144
2006-08-24,24.42893095566816
2006-08-25,24.36071834167406
2006-08-28,27.6281123871734
2006-08-29,31.053239839877513
2006-08-30,32.24109282838803
2006-08-31,33.290386560779964
2006-09-01,30.647528935064706
2006-09-04,31.11973753363193
2006-09-05,31.66246346752144
2006-09-06,30.847614771448374
2006-09-07,29.26783934855044
2006-09-08,30.09116077401208
2006-09-11,29.016854284500006
2006-09-12,29.486421902519023
2006-09-13,27.74930178129289
2006-09-14,27.632882769039146
2006-09-15,30.665710084682416
2006-09-18,30.91784864857663
2006-09-19,30.523910445443203
2006-09-20,29.397049077531644
2006-09-21,31.425285657718472
2006-09-22,29.57002623722067
2006-09-25,27.153805815132092
2006-09-26,24.626596448776382
2006-09-27,24.65039955635153
2006-09-28,25.721127917210886
2006-09-29,27.204814558982715
2006-10-09,28.4606095302842
2006-10-10,27.947544217614386
2006-10-11,28.541823139579936
2006-10-12,30.40199282400531
2006-10-13,27.916417472803246
2006-10-16,26.156113317692608
2006-10-17,25.030651093760103
2006-10-18,26.299527077306138
2006-10-19,26.886557514626897
2006-10-20,25.324977070167918
2006-10-23,23.2797292022914
2006-10-24,26.107029327541966
2006-10-25,25.187544452577846
2006-10-26,26.03958561996005
2006-10-27,22.7494931108281
2006-10-30,18.695468404400707
2006-10-31,17.00704132514015
2006-11-01,16.86313572677227
2006-11-02,17.897588513467745
2006-11-03,14.814500519572892
2006-11-06,11.517614474671923
2006-11-07,13.89626985253849
2006-11-08,12.178749448717841
2006-11-09,14.536722854024298
2006-11-10,10.09920964616715
2006-11-13,7.432986283499576
2006-11-14,13.366331373790086
2006-11-15,17.31483930343163
2006-11-16,17.251014569888913
2006-11-17,17.359919460263562
2006-11-20,16.604503283339135
2006-11-21,16.935048696070943
2006-11-22,18.937113085713065
2006-11-23,16.539915416796468
2006-11-24,17.729743417096124
2006-11-27,17.719822999893807
2006-11-28,17.5015831130793
2006-11-29,26.276346675170224
2006-11-30,29.289981213880445
2006-12-01,33.614900497224134
2006-12-04,37.2256428830134
2006-12-05,38.201045078242224
2006-12-06,38.596364146181884
2006-12-07,38.146469734748734
2006-12-08,29.86123018793485
2006-12-11,34.087451203954174
2006-12-12,34.71506617357496
2006-12-13,35.26904491230807
2006-12-14,37.89484909725711
2006-12-15,39.433467269303875
2006-12-18,40.53760672664848
2006-12-19,40.87906995841326
2006-12-20,42.09173921497411
2006-12-21,36.83263996605319
2006-12-22,35.989549220459935
2006-12-25,36.52508434671429
2006-12-26,37.36499947201055
2006-12-27,42.34488075812861
2006-12-28,39.562126632244876
2006-12-29,44.71107726798016
2007-01-04,46.38176250810835
2007-01-05,46.12431489346702
2007-01-08,50.19429974231944
2007-01-09,63.442954695383946
2007-01-10,66.2307709878722
2007-01-11,62.625067953891936
2007-01-12,58.27302142977801
2007-01-15,71.12574477572188
2007-01-16,74.98398000585789
2007-01-17,70.2710037292603
2007-01-18,70.61022500187757
2007-01-19,74.36656308899188
2007-01-22,81.67593406232794
2007-01-23,85.02742439387848
2007-01-24,89.08910364076745
2007-01-25,89.50613754782407
2007-01-26,96.00704180859354
2007-01-29,102.09718858619956
2007-01-30,100.66019576266925
2007-01-31,92.07018555319719
2007-02-01,95.66768128799723
2007-02-02,83.48999429888231
2007-02-05,81.55523304600503
2007-02-06,82.15408427862802
