date,000300.SH_占市场比重
2005-01-04,66.08424782524385
2005-01-05,57.93794917275601
2005-01-06,57.4338986543954
2005-01-07,58.54964636094141
2005-01-10,55.762098168235006
2005-01-11,53.9548133280778
2005-01-12,48.06756074856614
2005-01-13,45.955484420663176
2005-01-14,50.77351134930812
2005-01-17,48.54305800598033
2005-01-18,48.62347622429684
2005-01-19,45.42325115181314
2005-01-20,50.18528065184788
2005-01-21,58.64533347922573
2005-01-24,54.72168309387278
2005-01-25,56.5343320080211
2005-01-26,54.01049650229125
2005-01-27,50.7178606654479
2005-01-28,46.583329815748854
2005-01-31,51.469470952274975
2005-02-01,53.815232265274425
2005-02-02,62.90248373740066
2005-02-03,63.69670899513926
2005-02-04,66.2532865752234
2005-02-16,61.230013832829876
2005-02-17,57.34401404740599
2005-02-18,54.69027654294641
2005-02-21,56.886575568866235
2005-02-22,53.991844113963026
2005-02-23,52.2550836713819
2005-02-24,50.92632628400844
2005-02-25,53.243751697179285
2005-02-28,50.72835696167783
2005-03-01,46.78715174160907
2005-03-02,53.41625372058143
2005-03-03,50.26382378240496
2005-03-04,51.50485203089449
2005-03-07,51.22965507087005
2005-03-08,55.34909036971779
2005-03-09,53.19042860579989
2005-03-10,51.997282860383386
2005-03-11,53.568457388987376
2005-03-14,54.82453892561272
2005-03-15,53.10995836184531
2005-03-16,54.77930309429826
2005-03-17,53.039205506935616
2005-03-18,53.67722861745712
2005-03-21,51.02213162642123
2005-03-22,54.10259353481217
2005-03-23,56.00956477465013
2005-03-24,58.515759148597965
2005-03-25,51.273894516446106
2005-03-28,50.73940747822723
2005-03-29,56.82783060248647
2005-03-30,54.840559318822834
2005-03-31,54.43270148276479
2005-04-01,60.16844845032988
2005-04-04,57.44717435329512
2005-04-05,58.198516720324825
2005-04-06,59.0074428073735
2005-04-07,58.71005470341518
2005-04-08,54.970681869895245
2005-04-11,56.46879139563765
2005-04-12,53.00383039823937
2005-04-13,55.98921419063012
2005-04-14,53.0569477567868
2005-04-15,50.62315111087036
2005-04-18,52.658635687712874
2005-04-19,56.317515154183496
2005-04-20,52.5044684639561
2005-04-21,52.65755113440643
2005-04-22,53.78104595734864
2005-04-25,57.4491111819391
2005-04-26,57.404132347353254
2005-04-27,58.994376333893605
2005-04-28,55.740447880106295
2005-04-29,56.984774716067385
2005-05-09,57.50915612011857
2005-05-10,57.10717342369961
2005-05-11,55.44147005484867
2005-05-12,59.463794846779635
2005-05-13,59.07927569780084
2005-05-16,56.63533193113618
2005-05-17,53.139097705830665
2005-05-18,54.86503008631293
2005-05-19,52.76837841241472
2005-05-20,52.11283191479937
2005-05-23,52.56028273826213
2005-05-24,56.34922425012221
2005-05-25,48.89123723923621
2005-05-26,48.08520242636854
2005-05-27,54.83049504658619
2005-05-30,54.873168253348815
2005-05-31,52.84363357197793
2005-06-01,54.81792804689479
2005-06-02,58.67042088451332
2005-06-03,54.81035229209942
2005-06-06,56.66861731427658
2005-06-07,56.96485328593347
2005-06-08,58.426923693480745
2005-06-09,56.88661473767049
2005-06-10,56.48027650734673
2005-06-13,56.45370764946919
2005-06-14,56.33531348828039
2005-06-15,55.40284141040955
2005-06-16,56.074639836018015
2005-06-17,63.3555422266875
2005-06-20,59.344336825254395
2005-06-21,52.8929602898478
2005-06-22,53.923471032000236
2005-06-23,52.47746460358162
2005-06-24,53.6834636361584
2005-06-27,49.941572968540186
2005-06-28,49.30910546447576
2005-06-29,61.07456236164117
2005-06-30,53.02993756275932
2005-07-01,50.398636478702784
2005-07-04,48.35175202913812
2005-07-05,67.96468158771206
2005-07-06,53.879534510159196
2005-07-07,48.603932547712624
2005-07-08,48.500838133015996
2005-07-11,52.04855581013985
2005-07-12,59.670809990340615
2005-07-13,51.15500297472339
2005-07-14,55.574417832064995
2005-07-15,50.06248613109916
2005-07-18,53.65366992285999
2005-07-19,55.55239197649179
2005-07-20,55.9053801347717
2005-07-21,55.11215257721612
2005-07-22,60.60639325958081
2005-07-25,57.171821304853175
2005-07-26,61.961845863613675
2005-07-27,58.32036634625341
2005-07-28,56.48802809004192
2005-07-29,53.97083501227405
2005-08-01,53.378957022296156
2005-08-02,50.726009491068865
2005-08-03,55.502723933826395
2005-08-04,50.84910884382573
2005-08-05,50.34270888576368
2005-08-08,48.46732106959129
2005-08-09,49.11584389563688
2005-08-10,46.66027318479989
2005-08-11,52.07508730196757
2005-08-12,49.99447497297732
2005-08-15,49.13837711523644
2005-08-16,49.746261457530196
2005-08-17,44.75769229980332
2005-08-18,47.829189876949194
2005-08-19,49.381581817850126
2005-08-22,50.59255503527152
2005-08-23,50.97493201486502
2005-08-24,50.67627838430408
2005-08-25,46.62365539398395
2005-08-26,42.59072045197783
2005-08-29,44.37097573203758
2005-08-30,44.291516349066164
2005-08-31,44.18548698788365
2005-09-01,44.48639988759036
2005-09-02,42.136298879236136
2005-09-05,43.95221963284639
2005-09-06,43.12635362502284
2005-09-07,45.892638899233916
2005-09-08,48.97010986594412
2005-09-09,46.16434041138155
2005-09-12,45.40503119763064
2005-09-13,42.96185259120348
2005-09-14,41.54910266376362
2005-09-15,40.21807976927656
2005-09-16,40.79657229708086
2005-09-19,40.716368958147356
2005-09-20,39.264982668513895
2005-09-21,39.099790657478515
2005-09-22,43.23629962686492
2005-09-23,39.965115415945604
2005-09-26,40.83686174671266
2005-09-27,41.33772802444399
2005-09-28,39.59405067627911
2005-09-29,44.22898946175883
2005-09-30,39.8898968746769
2005-10-10,40.86961953353241
2005-10-11,38.19022055785305
2005-10-12,45.834288037659284
2005-10-13,45.46944630823074
2005-10-14,44.970187927371526
2005-10-17,46.88823983193786
2005-10-18,42.62847209950845
2005-10-19,39.04006966036897
2005-10-20,47.22055006617815
2005-10-21,40.970732038341566
2005-10-24,39.63365176581702
2005-10-25,44.4555653831437
