date,000852.SH_动量_60日
2015-01-13,1.7899809000922362
2015-01-14,-0.24746040308587514
2015-01-15,1.075699065116753
2015-01-16,3.725667813077038
2015-01-19,3.0149652229000568
2015-01-20,6.642711470994422
2015-01-21,7.639543466962162
2015-01-22,6.570174402531492
2015-01-23,4.088047142979034
2015-01-26,6.425031578502138
2015-01-27,7.814889323052987
2015-01-28,6.218474112383476
2015-01-29,6.309380764772254
2015-01-30,5.128303126021216
2015-02-02,3.922777361543428
2015-02-03,6.846027089511231
2015-02-04,6.511145561786136
2015-02-05,10.477794801398122
2015-02-06,6.648482743137385
2015-02-09,7.487571761395073
2015-02-10,9.091886340271627
2015-02-11,8.927911975299118
2015-02-12,9.19115527234855
2015-02-13,10.047303958529842
2015-02-16,12.599292037286624
2015-02-17,12.486896657369728
2015-02-25,11.308428397607951
2015-02-26,10.212466534698317
2015-02-27,10.982635964407915
2015-03-02,13.056448681184186
2015-03-03,12.411031122049842
2015-03-04,15.93391843896188
2015-03-05,15.38275471401256
2015-03-06,12.656623308996352
2015-03-09,12.800193540905337
2015-03-10,17.09032481601538
2015-03-11,17.17071794380218
2015-03-12,21.960678531241506
2015-03-13,20.144075290451568
2015-03-16,22.280312458805973
2015-03-17,22.123926119791793
2015-03-18,22.420749322821898
2015-03-19,23.832829333612636
2015-03-20,26.98332910759216
2015-03-23,30.875963039229724
2015-03-24,34.44118568968637
2015-03-25,43.53061522580695
2015-03-26,42.97427717326159
2015-03-27,41.51849963557359
2015-03-30,40.12393077644278
2015-03-31,40.85385220509161
2015-04-01,47.70014784441787
2015-04-02,54.41442534695406
2015-04-03,56.26992527606709
2015-04-07,58.69520695522006
2015-04-08,53.1916637828576
2015-04-09,51.937862436553075
2015-04-10,55.74672487241064
2015-04-13,60.14322426261567
2015-04-14,62.151156585728494
2015-04-15,53.08923115938937
2015-04-16,55.42132722187745
2015-04-17,55.10172552928043
2015-04-20,49.60812210346164
2015-04-21,59.04232655703574
2015-04-22,57.73779473666685
2015-04-23,56.289627177614676
2015-04-24,54.1249964223927
2015-04-27,56.4871601599922
2015-04-28,48.25332263874511
2015-04-29,50.99630912518229
2015-04-30,52.716574081074484
2015-05-04,55.02071319191455
2015-05-05,52.86216640492765
2015-05-06,52.603106257849895
2015-05-07,47.3654788626547
2015-05-08,54.42444078446036
2015-05-11,61.87988065070434
2015-05-12,69.31999928297282
2015-05-13,72.00949463127682
2015-05-14,71.00993346673138
2015-05-15,68.80465156173115
2015-05-18,72.17479897640375
2015-05-19,73.58603067439297
2015-05-20,74.18299654243228
2015-05-21,79.287107946336
2015-05-22,81.1262922637985
2015-05-25,82.78751070931582
2015-05-26,87.64379951071761
2015-05-27,85.61286594092634
2015-05-28,76.03405497419153
2015-05-29,75.78127424594192
2015-06-01,83.7517477740291
2015-06-02,94.54257356231682
2015-06-03,92.68493544868106
2015-06-04,89.10574149330448
2015-06-05,91.18627410553518
2015-06-08,87.63501496118475
2015-06-09,84.41095283321643
2015-06-10,82.98300482971617
2015-06-11,84.76707639189749
2015-06-12,84.10537371651479
2015-06-15,79.00026093441784
2015-06-16,69.5217175398124
2015-06-17,68.3010618261372
2015-06-18,60.989058828150824
2015-06-19,48.26238496039059
2015-06-23,51.50052299943428
2015-06-24,52.85132150005094
2015-06-25,46.34884886492141
2015-06-26,33.59636472511027
2015-06-29,21.0679501933849
2015-06-30,23.202074073400535
2015-07-01,13.958829416635243
2015-07-02,4.183402039971584
2015-07-03,-1.024344329650495
2015-07-06,-5.451055465530907
2015-07-07,-12.960661747358259
2015-07-08,-17.312630354866855
2015-07-09,-15.067932430131158
2015-07-10,-8.695092738289823
2015-07-13,-5.336639988865787
2015-07-14,-2.3989686126073217
2015-07-15,-4.390890919999668
2015-07-16,-6.948291997333566
2015-07-17,-4.5421830863463075
2015-07-20,-2.6258892637208042
2015-07-21,-0.6027009327423949
2015-07-22,0.5303560722955458
2015-07-23,7.162233586412858
2015-07-24,3.387119338306599
2015-07-27,-4.527674994032704
2015-07-28,-9.596654570097929
2015-07-29,-2.7983486005673908
2015-07-30,-5.146006247649504
2015-07-31,-5.9437253301583
2015-08-03,-15.093721470297961
2015-08-04,-13.984888066976009
2015-08-05,-16.382906103554028
2015-08-06,-17.131185296256714
2015-08-07,-14.503158476866684
2015-08-10,-10.162194807776482
2015-08-11,-12.030259186226644
2015-08-12,-15.428746991047515
2015-08-13,-15.030703811374046
2015-08-14,-17.543800477512804
2015-08-17,-16.742404406299528
2015-08-18,-23.848423691184973
2015-08-19,-24.9488288831465
2015-08-20,-28.290959355938305
2015-08-21,-28.167865799099623
2015-08-24,-34.70034259062378
2015-08-25,-42.42922847353441
2015-08-26,-47.158761501563426
2015-08-27,-45.714592591560674
2015-08-28,-42.19608838010574
2015-08-31,-45.03942692221281
2015-09-01,-47.22354186924147
2015-09-02,-49.45517122576337
2015-09-07,-49.581223613133766
2015-09-08,-48.19174050649496
2015-09-09,-46.977549913773764
2015-09-10,-46.6744821230105
2015-09-11,-43.61076068169627
2015-09-14,-48.551812204317265
2015-09-15,-49.513482453277526
2015-09-16,-42.41248768610348
2015-09-17,-43.06257007826845
2015-09-18,-43.24530716632866
2015-09-21,-38.49850500507501
2015-09-22,-32.81898619918366
2015-09-23,-28.25935981206311
2015-09-24,-30.3356888017543
2015-09-25,-28.822759193692672
2015-09-28,-21.622311729109345
2015-09-29,-17.5029583601078
2015-09-30,-12.771349636870744
2015-10-08,-3.588344861503101
2015-10-09,0.8107875228027028
