date,8841431.WI_涨跌幅绝对值_1日
2009-06-01,1.6484401936434523
2009-06-02,0.6891589495167771
2009-06-03,1.0819100507676316
2009-06-04,0.2677532893036849
2009-06-05,0.15854711786350562
2009-06-08,0.6555634206643512
2009-06-09,0.9327778023592526
2009-06-10,1.1785479277574895
2009-06-11,0.5149814490586158
2009-06-12,2.083826618427931
2009-06-15,1.9153931475319297
2009-06-16,0.08276783759639805
2009-06-17,1.1316513401870898
2009-06-18,0.599485114274545
2009-06-19,0.19099362926198182
2009-06-22,0.6510479174671069
2009-06-23,0.09059734452492307
2009-06-24,0.9039854951562676
2009-06-25,0.4234531040488765
2009-06-26,0.4778137491449508
2009-06-29,0.29882594276895436
2009-06-30,0.8845697583666712
2009-07-01,0.7495722528451765
2009-07-02,0.8625122410037322
2009-07-03,0.6224445885911756
2009-07-06,0.05878256830507134
2009-07-07,0.731974422161441
2009-07-08,1.269194630320758
2009-07-09,2.200596009647904
2009-07-10,0.24937246442109373
2009-07-13,1.0911694264833516
2009-07-14,1.5007504580329734
2009-07-15,0.7071695914991682
2009-07-16,0.2830987079704528
2009-07-17,0.9927729509904726
2009-07-20,1.7427901759428988
2009-07-21,2.6822610421951887
2009-07-22,1.456157642156386
2009-07-23,1.0525578563298055
2009-07-24,0.6418310602486876
2009-07-27,1.7712308064034898
2009-07-28,1.402573296906362
2009-07-29,6.168295072558738
2009-07-30,1.0963993443399156
2009-07-31,2.9635627248218555
2009-08-03,2.1521646752748147
2009-08-04,1.2128494941588075
2009-08-05,0.8581247592069907
2009-08-06,1.0943202644451144
2009-08-07,2.35028515503799
2009-08-10,1.2799475005660366
2009-08-11,0.6972031357045383
2009-08-12,5.205540629952122
2009-08-13,0.43566421293106394
2009-08-14,5.453777904789659
2009-08-17,6.915579352214996
2009-08-18,1.9920073650455894
2009-08-19,5.485751756709812
2009-08-20,3.926209894263555
2009-08-21,3.2786622798987697
2009-08-24,2.4978572150210487
2009-08-25,1.3662653653827572
2009-08-26,3.7610816417097848
2009-08-27,1.7969187512508533
2009-08-28,2.546680612272234
2009-08-31,6.660532634513549
2009-09-01,0.2755115500599148
2009-09-02,0.8408141221092125
2009-09-03,4.286904361152555
2009-09-04,1.6470773264082084
2009-09-07,1.2253722270862744
2009-09-08,1.4102274713325036
2009-09-09,0.5522555632047954
2009-09-10,0.8444882530130537
2009-09-11,1.7293613236776917
2009-09-14,2.556661221069456
2009-09-15,1.2864294273028154
2009-09-16,0.8442989679213975
2009-09-17,2.866702773998764
2009-09-18,2.9917381702223134
2009-09-21,1.8040114863388634
2009-09-22,2.3193318769747284
2009-09-23,2.1783649715484965
2009-09-24,0.8372925633057249
2009-09-25,0.7923344529344956
2009-09-28,3.423199146990874
2009-09-29,2.8281713923815843
2009-09-30,0.7632959052737087
2009-10-09,4.921482422191215
2009-10-12,1.029658162229219
2009-10-13,1.8324260635619538
2009-10-14,1.1431849460928234
2009-10-15,0.5337780061132946
2009-10-16,0.4053686067283957
2009-10-19,2.3132117697580945
2009-10-20,1.8461852351745023
2009-10-21,0.7570711334955238
2009-10-22,0.7408554826786595
2009-10-23,1.1353300474783445
2009-10-26,0.40314973084145667
2009-10-27,2.7789848382510085
2009-10-28,1.1758485257819418
2009-10-29,2.0256210935597596
2009-10-30,1.1120977759693673
2009-11-02,2.6814684059784266
2009-11-03,2.3608908198037293
2009-11-04,0.9493222560078118
2009-11-05,1.3125808115038717
2009-11-06,0.2682007458584934
2009-11-09,0.8910768319477125
2009-11-10,0.0409511881143132
2009-11-11,0.6703402553813742
2009-11-12,0.5765446577118194
2009-11-13,1.4082948357408087
2009-11-16,2.2485394413473303
2009-11-17,0.6141061556051763
2009-11-18,0.825758556914491
2009-11-19,2.105966417320637
2009-11-20,0.8759676520458504
2009-11-23,2.1142560078747374
2009-11-24,5.855041027440844
2009-11-25,3.9741371854215224
2009-11-26,3.56981284480159
2009-11-27,2.48566407437093
2009-11-30,4.3216625556448784
2009-12-01,3.274725086084751
2009-12-02,1.8100557338230017
2009-12-03,1.2052674224764193
2009-12-04,2.996669418529363
2009-12-07,2.166669671803767
2009-12-08,0.27953193989318503
2009-12-09,1.5083967614999527
2009-12-10,1.0463320626469264
2009-12-11,0.06968033246127492
2009-12-14,0.513435315989641
