date,8841431.WI_占市场比重
2009-11-25,9.035680342593363
2009-11-26,9.825684967601605
2009-11-27,9.514972793683363
2009-11-30,9.144922209258437
2009-12-01,10.39136294916953
2009-12-02,11.196314037590236
2009-12-03,11.395280616839967
2009-12-04,9.438400464924324
2009-12-07,8.991371181055188
2009-12-08,10.051600748531056
2009-12-09,10.675313208431952
2009-12-10,10.325535221587618
2009-12-11,11.258651336928068
2009-12-14,9.331472220526093
2009-12-15,9.873541953128255
2009-12-16,11.76595671249203
2009-12-17,11.105338755269962
2009-12-18,9.546181209583443
2009-12-21,8.889586630608141
2009-12-22,9.322041941745379
2009-12-23,8.853038314382564
2009-12-24,9.075935680665072
2009-12-25,10.47447472697446
2009-12-28,9.926238576298118
2009-12-29,10.673421454496006
2009-12-30,7.933832950588918
2009-12-31,8.7792272965294
2010-01-04,9.49076974950927
2010-01-05,8.69161241582363
2010-01-06,9.066102351451038
2010-01-07,9.142381491132184
2010-01-08,9.316108741694995
2010-01-11,8.658563044643804
2010-01-12,9.242580567245277
2010-01-13,8.718573892387536
2010-01-14,10.357400480297505
2010-01-15,10.98237244870827
2010-01-18,10.474523939167346
2010-01-19,10.789854099886501
2010-01-20,10.406203227159681
2010-01-21,10.117120126073944
2010-01-22,9.174405616442098
2010-01-25,9.465347798812031
2010-01-26,8.632156202113112
2010-01-27,8.319344654239012
2010-01-28,8.426613217980124
2010-01-29,8.836285881266846
2010-02-01,8.715570397722594
2010-02-02,8.658396292225587
2010-02-03,8.76952659442308
2010-02-04,9.476646696690784
2010-02-05,10.559846240724372
2010-02-08,10.974583758452162
2010-02-09,10.527670080809154
2010-02-10,10.609323533279364
2010-02-11,10.417444518463977
2010-02-12,12.080118656765201
2010-02-22,11.580182181596701
2010-02-23,11.226555295842786
2010-02-24,12.112306097897392
2010-02-25,11.098898292873692
2010-02-26,12.222100584750843
2010-03-01,12.245942723883564
2010-03-02,11.671613348740781
2010-03-03,11.832856786447929
2010-03-04,11.85042798257288
2010-03-05,10.715621815207301
2010-03-08,10.891885704204524
2010-03-09,10.525857585479443
2010-03-10,11.153332148720438
2010-03-11,11.372425405507483
2010-03-12,12.193540758908613
2010-03-15,10.8249502107641
2010-03-16,11.743244453914905
2010-03-17,11.143603868898342
2010-03-18,11.207152721042943
2010-03-19,11.658595872770402
2010-03-22,11.910977543369262
2010-03-23,12.07357426263256
2010-03-24,12.918013893231745
2010-03-25,13.055760015451154
2010-03-26,11.664571548467539
2010-03-29,8.989204107808021
2010-03-30,10.874650871171387
2010-03-31,11.899182531442893
2010-04-01,11.58341545826472
2010-04-02,10.67655306798033
2010-04-06,10.887092013748392
2010-04-07,11.328363159176641
2010-04-08,11.393385260665505
2010-04-09,11.871825485184436
2010-04-12,11.540541578665898
2010-04-13,10.85805617556527
2010-04-14,10.330507220509466
2010-04-15,11.044990820711194
2010-04-16,10.686173420702767
2010-04-19,9.187545309674858
2010-04-20,9.35025422268815
2010-04-21,10.13188152471743
2010-04-22,10.373034891037832
2010-04-23,10.78924300584498
2010-04-26,10.512070506533828
2010-04-27,10.178515209571888
2010-04-28,10.217813437519544
2010-04-29,9.809913222121601
2010-04-30,9.153311586826435
2010-05-04,8.47764602210962
2010-05-05,7.877853187360542
2010-05-06,8.444116529665239
2010-05-07,7.542199843582577
2010-05-10,8.441604594885115
2010-05-11,7.956292493615617
2010-05-12,7.923820430816939
2010-05-13,8.766373384022069
2010-05-14,8.332427907001685
2010-05-17,8.446149012513391
2010-05-18,8.058603799455602
2010-05-19,7.540018369876448
2010-05-20,7.376531374300938
2010-05-21,7.4592705275858515
2010-05-24,7.933737552290318
2010-05-25,8.445835399216701
2010-05-26,8.384550615931033
2010-05-27,8.573029110587774
2010-05-28,8.935979091587614
2010-05-31,9.001164146188238
2010-06-01,8.800278674324145
2010-06-02,7.741728519288839
2010-06-03,9.032173642392863
2010-06-04,8.5322719230284
2010-06-07,8.764416879969913
2010-06-08,9.751154418974822
2010-06-09,8.949637103975375
2010-06-10,9.261138794322079
2010-06-11,8.766070518781094
2010-06-17,8.635396443047487
2010-06-18,7.879754470010826
2010-06-21,6.887310510560887
2010-06-22,8.412217524139356
2010-06-23,9.03354338098221
2010-06-24,9.624448762540867
2010-06-25,9.272976122307504
2010-06-28,8.969972292091304
2010-06-29,8.748128985090268
2010-06-30,7.830333311895366
2010-07-01,8.180322622202171
2010-07-02,8.2527779401251
2010-07-05,8.398641570888381
2010-07-06,8.270579209390332
2010-07-07,8.307698899220634
2010-07-08,8.603667789442829
2010-07-09,8.348847675000643
2010-07-12,8.369369142750429
2010-07-13,9.080233177006354
2010-07-14,9.464906453208364
2010-07-15,9.84307715699812
2010-07-16,9.161092480541406
2010-07-19,7.946210065364749
2010-07-20,8.36584909892444
2010-07-21,8.899382984745603
2010-07-22,8.920804142086254
2010-07-23,8.595293749026881
2010-07-26,9.721015167046506
2010-07-27,10.109915184725732
2010-07-28,9.38992452977228
2010-07-29,9.383308059935768
2010-07-30,9.658419842896103
2010-08-02,9.829581469293148
2010-08-03,8.995065593039055
2010-08-04,8.474825417457184
2010-08-05,9.02849017480701
2010-08-06,8.706808660672099
2010-08-09,9.443405126032463
2010-08-10,9.312430725813604
2010-08-11,9.475720648956136
2010-08-12,9.730127313790968
2010-08-13,9.280014141724333
2010-08-16,8.958238573033023
2010-08-17,9.314195191933761
2010-08-18,9.328665880689364
2010-08-19,9.121791388703432
2010-08-20,9.376471184948153
2010-08-23,10.270062944560904
2010-08-24,9.64289262447473
2010-08-25,10.381045344718121
2010-08-26,10.56188532063505
2010-08-27,9.934122269403304
2010-08-30,9.620064701585864
2010-08-31,9.92885135268229
2010-09-01,9.491358338857744
2010-09-02,10.237646029625628
2010-09-03,10.150296658331943
2010-09-06,9.066427410304518
2010-09-07,9.074773389216634
2010-09-08,8.970537483449588
2010-09-09,9.048023163991301
2010-09-10,8.799062139993897
2010-09-13,9.321966159240233
2010-09-14,9.767561107784937
2010-09-15,9.59256319304171
2010-09-16,9.212275162368352
2010-09-17,8.833901129569568
2010-09-20,8.903030666079312
2010-09-21,8.959047568403419
2010-09-27,8.160101639275222
2010-09-28,7.460167888215301
2010-09-29,7.318021373885833
2010-09-30,6.294906976401042
2010-10-08,6.209361788020848
2010-10-11,5.549033218132124
2010-10-12,6.165576931542926
2010-10-13,5.803103201167555
2010-10-14,5.234722784316313
2010-10-15,4.5965167979907084
2010-10-18,3.929473971313937
2010-10-19,5.464121764891363
2010-10-20,5.01281710432633
2010-10-21,5.621307615250425
2010-10-22,6.024917853850528
2010-10-25,5.9627852760416795
2010-10-26,5.969107399748565
2010-10-27,6.713452940010391
2010-10-28,6.978206513963999
2010-10-29,6.803038052009677
2010-11-01,6.904106609917537
2010-11-02,6.620245490121719
2010-11-03,6.585700821935879
2010-11-04,6.803934373515615
2010-11-05,6.673860062727975
2010-11-08,7.91756630207236
2010-11-09,7.6684011463887245
2010-11-10,7.553596401387488
2010-11-11,7.300021236046011
2010-11-12,6.702121239438448
2010-11-15,6.70760995024397
2010-11-16,7.308106592708073
2010-11-17,7.335054339097042
2010-11-18,7.255203092937077
2010-11-19,7.539709359285454
2010-11-22,8.798787338433748
2010-11-23,8.349647252490586
2010-11-24,8.346541433861923
2010-11-25,8.652206040611311
2010-11-26,8.615452431143698
2010-11-29,9.293631591193733
2010-11-30,8.014798574881967
2010-12-01,8.623827781232954
2010-12-02,9.185946597613084
2010-12-03,9.416959806088213
2010-12-06,8.324983083227075
2010-12-07,7.920933742679198
2010-12-08,7.990534060767001
2010-12-09,7.890486199583638
2010-12-10,7.219842590841028
2010-12-13,7.0847168307539
2010-12-14,8.024041625497711
2010-12-15,8.18037683187061
2010-12-16,8.33310881058235
2010-12-17,8.780318607898547
2010-12-20,7.616134968258831
2010-12-21,7.088007442878191
2010-12-22,7.428890798669017
2010-12-23,7.429509893561119
2010-12-24,7.566592537160992
2010-12-27,6.6557220655863
2010-12-28,7.237614506655965
2010-12-29,7.008136054053553
2010-12-30,6.654871087339546
2010-12-31,5.928109188333567
2011-01-04,5.680942893423014
2011-01-05,5.854371661676964
2011-01-06,6.8646974126230305
2011-01-07,6.190516027892228
2011-01-10,6.576286671590091
2011-01-11,6.5024192416139455
2011-01-12,6.362451445289517
2011-01-13,6.263206748103224
2011-01-14,6.475491254836097
2011-01-17,6.006449882236011
2011-01-18,6.420618749079058
2011-01-19,6.495963301068534
2011-01-20,6.097528458598118
2011-01-21,5.39692261084748
2011-01-24,5.695882184925024
2011-01-25,5.851701135982236
2011-01-26,5.586766021806734
2011-01-27,4.745469632073263
2011-01-28,5.691651669159273
2011-01-31,5.882786771271591
2011-02-01,5.336348645095211
2011-02-09,5.576109886906137
2011-02-10,6.570903235634621
2011-02-11,6.212697394294789
2011-02-14,5.001060890477701
2011-02-15,5.69955658688195
2011-02-16,6.033822188811785
2011-02-17,6.00364013395826
2011-02-18,6.139279862710868
2011-02-21,6.444787699704356
2011-02-22,6.372120357544466
2011-02-23,6.3805758040183305
2011-02-24,6.70676786651776
2011-02-25,7.008637018768484
2011-02-28,6.637148428186555
2011-03-01,6.407343865445994
2011-03-02,6.97629633633757
2011-03-03,6.132989981775376
2011-03-04,6.201224452449513
2011-03-07,5.325065887559989
2011-03-08,6.256972140118465
2011-03-09,6.612213366060953
2011-03-10,6.472927043954388
2011-03-11,7.458918461987725
2011-03-14,8.191975523825322
2011-03-15,6.6003409197663965
2011-03-16,6.84044132886283
2011-03-17,6.526066850042874
2011-03-18,7.004749717543189
2011-03-21,7.272940885054603
2011-03-22,6.787962121991975
2011-03-23,6.956476811796848
2011-03-24,8.14305931644073
2011-03-25,7.1922329927741195
2011-03-28,6.6736339522534065
2011-03-29,6.769196118365822
2011-03-30,7.097563088699471
2011-03-31,7.134717997190437
2011-04-01,6.664370386579656
2011-04-06,5.466500499680017
2011-04-07,6.254448389348162
2011-04-08,6.703431859077415
2011-04-11,6.138155136567993
2011-04-12,5.781589056493319
2011-04-13,6.295131685431267
2011-04-14,6.443076500170765
2011-04-15,6.68817810436349
2011-04-18,6.765965072020154
2011-04-19,6.750968266613319
2011-04-20,6.287447581327857
2011-04-21,6.414174695470377
2011-04-22,6.940186263890462
2011-04-25,6.110598315250285
2011-04-26,6.857590608293002
2011-04-27,6.396109173438588
2011-04-28,6.098847149750648
2011-04-29,5.650364978376183
2011-05-03,5.1961582696698825
2011-05-04,5.007403928457026
2011-05-05,5.3610067665627135
2011-05-06,4.935039928531914
2011-05-09,6.269108681857197
2011-05-10,6.7906612136968745
2011-05-11,6.337146741079312
2011-05-12,6.849584128508872
2011-05-13,6.622616110979994
2011-05-16,6.571188437490999
2011-05-17,6.032161166510573
2011-05-18,6.781590298177435
2011-05-19,7.3865417754906115
2011-05-20,7.636615362611213
2011-05-23,6.80963668153277
2011-05-24,6.723241155635725
2011-05-25,6.070022586726573
2011-05-26,7.018377417015372
2011-05-27,6.906045708183322
2011-05-30,7.031956043121647
2011-05-31,5.794628300917213
2011-06-01,6.943465997916349
2011-06-02,6.01177294224658
2011-06-03,5.878385344086384
2011-06-07,6.1638448041307425
2011-06-08,6.271294745869785
2011-06-09,6.377293992264916
2011-06-10,6.11300813341423
2011-06-13,6.268507430419021
2011-06-14,5.682649924500089
2011-06-15,5.884677378205975
2011-06-16,6.212077401800095
2011-06-17,5.82357312630623
2011-06-20,5.80882377277066
2011-06-21,5.665978620200037
2011-06-22,6.617113051168347
2011-06-23,6.450734011905814
2011-06-24,5.1626733013060715
2011-06-27,6.034482796716242
2011-06-28,5.458172030415273
2011-06-29,5.748180579777204
2011-06-30,5.59559838762517
2011-07-01,5.620426269884576
2011-07-04,5.217566792723029
2011-07-05,5.897822255636539
2011-07-06,5.991755736250968
2011-07-07,6.129256478188163
2011-07-08,6.3321436389546735
2011-07-11,5.89914909082267
2011-07-12,5.823549210832912
2011-07-13,5.780675612652274
2011-07-14,6.446712626751
2011-07-15,7.051875511524417
2011-07-18,6.351030755729211
2011-07-19,6.155384154303161
2011-07-20,6.569644881516584
2011-07-21,6.430564318371651
2011-07-22,6.954898949626463
2011-07-25,6.48757077131747
2011-07-26,6.707869383334182
2011-07-27,6.533624303827715
2011-07-28,6.228793842219401
2011-07-29,6.5502958846409225
2011-08-01,7.681170023524942
2011-08-02,7.570468295906073
2011-08-03,7.827822092872884
2011-08-04,7.985176458945839
2011-08-05,6.894542084581865
2011-08-08,6.147255343432201
2011-08-09,5.57157819257493
2011-08-10,5.871201360842624
2011-08-11,6.003378847784523
2011-08-12,6.783693144987126
2011-08-15,6.860734596260673
2011-08-16,7.214736088945702
2011-08-17,8.281446237899052
2011-08-18,7.132107634651795
2011-08-19,6.993470015463683
2011-08-22,7.7671413116239565
2011-08-23,9.371212215405105
2011-08-24,9.22469355912335
2011-08-25,6.696273246878532
2011-08-26,7.667289174720911
2011-08-29,7.20013509272396
2011-08-30,7.753316009833819
2011-08-31,7.890530746293621
2011-09-01,8.074967588317252
2011-09-02,8.185933437152327
2011-09-05,7.433970733640886
2011-09-06,7.330335447581603
2011-09-07,7.196538261598725
2011-09-08,7.869196818169853
2011-09-09,6.615909673020407
2011-09-13,6.605627347090317
2011-09-14,6.447745160532681
2011-09-15,7.696145822515773
2011-09-16,7.427089754357554
2011-09-19,8.039605214700815
2011-09-20,7.28427683930082
2011-09-21,6.3871821569359994
2011-09-22,7.314232148896796
2011-09-23,6.15454440308118
2011-09-26,5.657466818012084
2011-09-27,6.347688775943572
2011-09-28,6.853034566900881
2011-09-29,6.834281049723287
2011-09-30,5.8210988097812
2011-10-10,5.533610091073235
2011-10-11,5.363625246940616
2011-10-12,5.358290831946307
2011-10-13,5.905780858018268
2011-10-14,6.271558021169889
2011-10-17,6.794184292699635
2011-10-18,7.159395450620982
2011-10-19,6.375674026877723
2011-10-20,6.440259659580515
2011-10-21,6.268422695264963
2011-10-24,5.649871952860069
2011-10-25,5.850710020418861
2011-10-26,5.742664597799847
2011-10-27,6.643191663656914
2011-10-28,5.801398452024151
2011-10-31,6.317899537380874
2011-11-01,6.586559654003164
2011-11-02,6.8889304679856265
2011-11-03,6.59004809088536
2011-11-04,6.583994863817363
2011-11-07,7.024814878548217
2011-11-08,6.84900435720142
2011-11-09,7.091150898377006
2011-11-10,7.866147040950134
2011-11-11,8.046823612149762
2011-11-14,8.074394718546793
2011-11-15,8.125413802178013
2011-11-16,8.045330816095978
2011-11-17,8.36265341794953
2011-11-18,7.770300482035612
2011-11-21,8.641550475204385
2011-11-22,7.914976438067534
2011-11-23,8.418288936749127
2011-11-24,7.678021960352233
2011-11-25,8.245290452342061
2011-11-28,7.562043179251959
2011-11-29,7.437992413317277
2011-11-30,7.798745383274353
2011-12-01,6.236013369717437
2011-12-02,6.716717400156615
2011-12-05,6.0451307407597605
2011-12-06,6.432221270777575
2011-12-07,6.858744520678132
2011-12-08,7.0183862096691305
2011-12-09,6.646357737276369
2011-12-12,6.715629276369526
2011-12-13,6.558914577892782
2011-12-14,6.3041554490596745
2011-12-15,6.190173745065286
2011-12-16,6.512284882808715
2011-12-19,6.071318687580609
2011-12-20,6.323009447022766
2011-12-21,6.638445164335989
2011-12-22,6.888127708832066
2011-12-23,5.904001046378705
2011-12-26,5.286277885914834
2011-12-27,5.9796573124357
2011-12-28,5.58190870617582
2011-12-29,6.013493969328942
2011-12-30,5.814322330036414
2012-01-04,5.825677027269174
2012-01-05,5.688024133014875
2012-01-06,5.240269619376501
2012-01-09,5.205520028532863
2012-01-10,5.2512687332780885
2012-01-11,5.851957656920628
2012-01-12,5.655755684528887
2012-01-13,5.5057828591956115
2012-01-16,5.341198337090648
2012-01-17,4.678485905632447
2012-01-18,4.550442804357037
2012-01-19,4.329439553269197
2012-01-20,4.262822711694573
2012-01-30,5.263357199878866
2012-01-31,5.483447523716955
2012-02-01,5.535635080353618
2012-02-02,5.314261964729047
2012-02-03,6.01235978916153
2012-02-06,6.23000917199413
2012-02-07,5.757583180602145
2012-02-08,5.012683403203842
2012-02-09,5.797915737252175
2012-02-10,5.6139653412973605
2012-02-13,5.970538504562859
2012-02-14,6.060686415749299
2012-02-15,6.108937098168966
2012-02-16,6.432984820580957
2012-02-17,6.101912228966613
2012-02-20,5.705036451288547
2012-02-21,6.595526673222858
2012-02-22,6.246277078271671
2012-02-23,6.333177728808936
2012-02-24,5.3143208945625915
2012-02-27,5.132591688234859
2012-02-28,5.843761694347085
2012-02-29,5.417740457611042
2012-03-01,6.01351736237957
2012-03-02,5.418522295644603
2012-03-05,5.485580871480482
2012-03-06,5.34540469536989
2012-03-07,5.848037423882213
2012-03-08,5.578948748051571
2012-03-09,5.881285759496174
2012-03-12,5.101335508916191
2012-03-13,5.685892998216568
2012-03-14,5.560338768072561
2012-03-15,5.340765649351253
2012-03-16,5.333994087144655
2012-03-19,5.3617884748694316
2012-03-20,5.527485312460666
2012-03-21,5.0957571262395955
2012-03-22,5.609256027848411
2012-03-23,5.581007831328346
2012-03-26,5.4704072588686685
2012-03-27,5.1072745774421495
2012-03-28,5.550378924131989
2012-03-29,5.071146348724603
2012-03-30,5.452953294811022
2012-04-05,4.655629432929135
2012-04-06,4.897596309942527
2012-04-09,5.172039456044898
2012-04-10,5.294979577155024
2012-04-11,5.835317582803292
2012-04-12,5.97086778128676
2012-04-13,5.691491320471196
2012-04-16,6.187910855642548
2012-04-17,6.937950367213603
2012-04-18,5.769133743198548
2012-04-19,5.610452098881451
2012-04-20,5.328629252467105
2012-04-23,5.517778958851015
2012-04-24,5.1539501850285685
2012-04-25,4.734920938265357
2012-04-26,5.081597187341077
2012-04-27,4.729275133179548
2012-05-02,3.754707978066868
2012-05-03,4.192346047731429
2012-05-04,4.677382739245762
2012-05-07,4.55301921087317
2012-05-08,5.009468335930366
2012-05-09,5.059406853086987
2012-05-10,5.128947291220427
2012-05-11,5.337740462537089
2012-05-14,4.636134247069135
2012-05-15,4.669640772662943
2012-05-16,4.986258140950965
2012-05-17,5.246914166171341
2012-05-18,5.468479520072816
2012-05-21,5.08459000045937
2012-05-22,4.5336316432387775
2012-05-23,4.435579145463589
2012-05-24,4.731788238398121
2012-05-25,5.122696434293719
2012-05-28,4.060721483769019
2012-05-29,3.914688036270146
2012-05-30,4.648502379573313
2012-05-31,5.155240686507483
2012-06-01,4.775486066146005
2012-06-04,4.366277088808383
2012-06-05,3.701393773941574
2012-06-06,4.134853432975947
2012-06-07,4.487814753759975
2012-06-08,4.584995119287414
2012-06-11,5.354200439977977
2012-06-12,5.210834846279311
2012-06-13,5.056995170841814
2012-06-14,5.546874161640177
2012-06-15,5.1967902917919035
2012-06-18,6.103795918061876
2012-06-19,6.277168485081998
2012-06-20,7.682389570329466
2012-06-21,7.14764021961852
2012-06-25,6.08613834376923
2012-06-26,5.779149740515895
2012-06-27,6.856301027897341
2012-06-28,6.137650856149722
2012-06-29,5.332147006875538
2012-07-02,5.252849597645735
2012-07-03,6.4608096558063375
2012-07-04,6.157939413891762
2012-07-05,5.8456521797927525
2012-07-06,4.756478855723753
2012-07-09,4.430669719627909
2012-07-10,4.313461763159002
2012-07-11,3.985014471424463
2012-07-12,3.839446497570962
2012-07-13,5.059417658214159
2012-07-16,4.729876114694957
2012-07-17,3.830026132675974
2012-07-18,4.089052920700246
2012-07-19,4.59695960353055
2012-07-20,4.68292092202627
2012-07-23,4.373423260196714
2012-07-24,4.46390696638223
2012-07-25,5.279177027536937
2012-07-26,4.08128286799839
2012-07-27,4.438840340538264
2012-07-30,4.919059300727873
2012-07-31,4.297760520727178
2012-08-01,3.76542656696188
2012-08-02,3.94758324101194
2012-08-03,4.686801356326238
2012-08-06,4.481372887441552
2012-08-07,4.762267552123035
2012-08-08,4.507589128674625
2012-08-09,4.653436968906884
2012-08-10,5.136901342320669
2012-08-13,4.452349542547371
2012-08-14,3.88389347084539
2012-08-15,4.7303891481091656
2012-08-16,4.886555546134999
2012-08-17,4.513598144703212
2012-08-20,4.959220626796987
2012-08-21,5.909134432883283
2012-08-22,6.028542819025228
2012-08-23,6.803566546655546
2012-08-24,6.147353288657639
2012-08-27,4.918559227183218
2012-08-28,5.328406603105522
2012-08-29,6.1532955557491515
2012-08-30,5.776384481179798
2012-08-31,5.7031598986098295
2012-09-03,5.011060348615025
2012-09-04,6.165212358162766
2012-09-05,7.501712391637925
2012-09-06,7.813781704312424
2012-09-07,5.751653932621928
2012-09-10,5.905640019686118
2012-09-11,5.975245244507544
2012-09-12,5.873015671221584
2012-09-13,5.694643737316554
2012-09-14,4.761736635758901
2012-09-17,5.264508150844917
2012-09-18,6.014386657803062
2012-09-19,5.540252297572254
2012-09-20,5.413445617831981
2012-09-21,4.674400245927203
2012-09-24,4.7534096108150505
2012-09-25,4.733349069775332
2012-09-26,5.046218767025822
2012-09-27,4.233205881125224
2012-09-28,3.8717601836860807
2012-10-08,4.768306622995907
2012-10-09,5.287091239070629
2012-10-10,6.3323578742596105
2012-10-11,5.660940038289288
2012-10-12,5.325823994026152
2012-10-15,6.445955240355445
2012-10-16,5.292460745978034
2012-10-17,5.3534550416773525
2012-10-18,5.269481730532659
2012-10-19,6.00152996403667
2012-10-22,5.560408099945857
2012-10-23,5.624570406148493
2012-10-24,5.577039253288739
2012-10-25,5.839037681917562
2012-10-26,5.254800071119734
2012-10-29,4.872090643722143
2012-10-30,4.205825234099373
2012-10-31,4.1455968563455246
2012-11-01,4.254207775877763
2012-11-02,4.5873931767779474
2012-11-05,4.849372820773407
2012-11-06,5.10030653503359
2012-11-07,5.262473231779614
2012-11-08,5.597778086059069
2012-11-09,5.571867206898621
2012-11-12,5.286319610334497
2012-11-13,5.638562243712374
2012-11-14,5.811816943252481
2012-11-15,5.1500573768562194
2012-11-16,4.943302354371928
2012-11-19,4.621743128499975
2012-11-20,6.171370945223979
2012-11-21,6.244781528858416
2012-11-22,6.037774471073504
2012-11-23,5.611588766222948
2012-11-26,5.428290786896698
2012-11-27,6.037825340799115
2012-11-28,5.201020932595504
2012-11-29,5.124360895943685
2012-11-30,4.494617096368389
2012-12-03,4.134273767462109
2012-12-04,4.574373886333847
2012-12-05,4.02619094136674
2012-12-06,4.2523891135667355
2012-12-07,4.079710245518781
2012-12-10,4.592761291746273
2012-12-11,4.785738847673911
2012-12-12,4.8498837846979965
2012-12-13,4.612857268182267
2012-12-14,3.9838599987666243
2012-12-17,3.5431431595239613
2012-12-18,3.7048165557382085
2012-12-19,3.876952688736521
2012-12-20,4.464603206725261
2012-12-21,4.538214523516651
2012-12-24,5.077033851226386
2012-12-25,4.601628718199769
2012-12-26,5.652184057435745
2012-12-27,5.19427014271956
2012-12-28,4.798047006136476
2012-12-31,3.939654962288946
2013-01-04,3.956328427187641
2013-01-07,4.632995364942973
2013-01-08,5.330599875634329
2013-01-09,5.249122873880471
2013-01-10,4.963463136623424
2013-01-11,5.5512453506221995
2013-01-14,4.943419428696451
2013-01-15,5.087459770359592
2013-01-16,4.583222368645536
2013-01-17,4.9606493085077705
2013-01-18,4.765451410827053
2013-01-21,4.5926014955849395
2013-01-22,4.236078442423793
2013-01-23,3.9960348306120927
2013-01-24,3.6842662878805443
2013-01-25,4.010626496753018
2013-01-28,3.3143201482607827
2013-01-29,3.633483267463511
2013-01-30,3.571289745843964
2013-01-31,3.716155893336563
2013-02-01,3.4302068496970715
2013-02-04,2.913996572034083
2013-02-05,2.91872478430162
2013-02-06,3.4273795079548695
2013-02-07,3.153718055010751
2013-02-08,3.7627282980955155
2013-02-18,4.152074720013188
2013-02-19,4.195132141064192
2013-02-20,4.786890312397091
2013-02-21,4.185710544163974
2013-02-22,4.762567932675196
2013-02-25,5.140961385170974
2013-02-26,4.785622505654923
2013-02-27,4.986218848707204
2013-02-28,4.67856516750478
2013-03-01,5.396333900976013
2013-03-04,4.2688739721068
2013-03-05,4.204578046852201
2013-03-06,4.971306299972482
2013-03-07,4.693784097090508
2013-03-08,4.829698071637735
2013-03-11,5.032773798227021
2013-03-12,5.06245356101299
2013-03-13,4.379232467070942
2013-03-14,4.185659072254313
2013-03-15,3.5904861278064457
2013-03-18,3.7480135593824238
2013-03-19,3.949753483295549
