date,8841431.WI_RSI,8841431.WI_RSI_30P,8841431.WI_RSI_70P
2009-12-10,54.387697188887316,58.3527742377956,72.90359213836938
2009-12-11,51.47279135705457,57.79339281913639,72.70508175528495
2009-12-14,61.15289793564467,57.79339281913639,72.67253611356418
2009-12-15,56.48587352426885,57.35500387886283,72.67253611356418
2009-12-16,64.49308375815988,57.35500387886283,72.67253611356418
2009-12-17,62.248515707772064,57.35500387886283,72.67253611356418
2009-12-18,46.10729044534145,56.320602876238944,72.67253611356418
2009-12-21,41.257842805791654,55.89308941765278,72.67253611356418
2009-12-22,30.746732377296805,55.665582855548394,72.67253611356418
2009-12-23,32.18641539105005,55.070239855836476,72.67253611356418
2009-12-24,45.391751193940884,54.3121341061759,72.67253611356418
2009-12-25,41.068397862171906,54.13174342075083,72.48325152851919
2009-12-28,45.005359476901404,53.32739898622563,72.39667303173144
2009-12-29,50.320692382135334,51.38357416362593,72.21502232385986
2009-12-30,46.60912900996903,50.96655405441304,71.68065934052304
2009-12-31,49.48425958562886,50.431679344860044,70.88553350085175
2010-01-04,51.5375335857586,50.431679344860044,70.31420899460134
2010-01-05,52.59480059083859,50.431679344860044,70.17477139916326
2010-01-06,52.66807907486355,50.431679344860044,69.45270822581384
2010-01-07,55.62905356445478,50.431679344860044,68.92752805407284
2010-01-08,68.70646357012563,50.431679344860044,68.74494539847556
2010-01-11,68.30437888373898,50.431679344860044,68.61139261154273
2010-01-12,83.9932568186953,50.431679344860044,68.61139261154273
2010-01-13,79.36589388272292,50.431679344860044,68.61139261154273
2010-01-14,79.42927245524297,50.431679344860044,68.61139261154273
2010-01-15,79.70201382541924,50.431679344860044,68.61139261154273
2010-01-18,79.56815095588708,50.431679344860044,68.61139261154273
2010-01-19,78.19918606344987,50.431679344860044,68.61139261154273
2010-01-20,64.41936544674101,50.431679344860044,68.38729682280172
2010-01-21,64.42988530476457,50.431679344860044,68.30568055360281
2010-01-22,54.97073458843341,50.431679344860044,68.30568055360281
2010-01-25,49.346884347849276,50.06976254318339,68.30568055360281
2010-01-26,42.16266262252946,49.46777317498539,68.30568055360281
2010-01-27,44.17580041623154,49.404578722793545,68.30568055360281
2010-01-28,43.64884624382795,49.177458370999894,68.30568055360281
2010-01-29,43.31705925433056,48.69008852593067,68.30568055360281
2010-02-01,35.147786689112095,48.199355383552465,68.30568055360281
2010-02-02,35.56122874399693,47.55205206644399,68.30568055360281
2010-02-03,32.163041237261616,47.39067226446625,68.30568055360281
2010-02-04,33.545267606646654,46.90550365845618,68.30568055360281
2010-02-05,26.721278756744816,46.90550365845618,68.30568055360281
2010-02-08,28.15965051843541,46.4719512319077,68.30568055360281
2010-02-09,33.989627814062814,46.4719512319077,68.30568055360281
2010-02-10,35.015802165614396,46.4719512319077,68.30568055360281
2010-02-11,40.241042460415905,46.4719512319077,68.30568055360281
2010-02-12,50.49314178039157,46.90550365845618,68.30568055360281
2010-02-22,67.08650981100116,47.39067226446625,68.30568055360281
2010-02-23,74.11645370863936,48.19597542955466,68.38729682280172
2010-02-24,76.85591049665952,48.69008852593067,68.61139261154273
2010-02-25,78.08988809697183,49.177458370999894,68.74494539847556
2010-02-26,86.63724792101691,49.404578722793545,68.92752805407284
2010-03-01,89.64279764162612,49.46777317498539,69.45270822581384
2010-03-02,88.73642718100517,50.06976254318339,70.17477139916326
2010-03-03,88.91196540407695,50.431679344860044,70.31420899460134
2010-03-04,75.82246133872734,50.48897280208243,70.88553350085175
2010-03-05,76.02697636766706,51.17889648405566,71.68065934052304
2010-03-08,77.77135871861175,51.51811091714739,72.21502232385986
2010-03-09,76.52163225000936,51.51811091714739,72.39667303173144
2010-03-10,75.03985730751855,51.51811091714739,72.48325152851919
2010-03-11,72.33261886653301,51.51811091714739,72.48325152851919
2010-03-12,66.14132272785311,51.51811091714739,72.48325152851919
2010-03-15,60.74605907134908,51.51811091714739,72.48325152851919
2010-03-16,57.799832691618725,51.51811091714739,72.48325152851919
2010-03-17,59.942472909610636,51.51811091714739,72.48325152851919
2010-03-18,60.163167791101166,51.51811091714739,72.48325152851919
2010-03-19,57.96330381200501,51.51811091714739,72.48325152851919
2010-03-22,59.621187354728214,51.51811091714739,72.45600056318524
2010-03-23,54.25220898348483,51.51811091714739,72.3483314205496
2010-03-24,73.16995895874244,51.51811091714739,72.3483314205496
2010-03-25,66.72836149832139,51.51811091714739,72.19930976984325
2010-03-26,66.10145463581225,51.51811091714739,72.19930976984325
2010-03-29,66.8097122135728,51.51811091714739,72.19930976984325
2010-03-30,73.98795244726111,51.51811091714739,72.3483314205496
2010-03-31,75.04350253518643,52.277620489314586,72.45600056318524
2010-04-01,84.80676194680167,52.64609552965606,72.67253611356418
