date,000905.SH_对_932000.CSI_相对强弱
2014-01-02,3.785593866987678
2014-01-03,3.767408259457376
2014-01-06,3.775623129751009
2014-01-07,3.7685265231287253
2014-01-08,3.7513354242519665
2014-01-09,3.7765457532414644
2014-01-10,3.7696662620627985
2014-01-13,3.740127985808302
2014-01-14,3.736512516364526
2014-01-15,3.7290819136698303
2014-01-16,3.723034836801724
2014-01-17,3.6979452061002602
2014-01-20,3.6895589670318234
2014-01-21,3.6761830332016205
2014-01-22,3.708075492029532
2014-01-23,3.692428953420593
2014-01-24,3.709217568081379
2014-01-27,3.70989398847528
2014-01-28,3.714720055648737
2014-01-29,3.7085041447820055
2014-01-30,3.7001354190276112
2014-02-07,3.7016753484311513
2014-02-10,3.7111212228740222
2014-02-11,3.6972906263336878
2014-02-12,3.675304774835452
2014-02-13,3.687973141573849
2014-02-14,3.663975896332107
2014-02-17,3.6518931006336453
2014-02-18,3.640700019641112
2014-02-19,3.6379699476280276
2014-02-20,3.6489069340621523
2014-02-21,3.62331163639151
2014-02-24,3.565973504499469
2014-02-25,3.580149821839277
2014-02-26,3.580453347379257
2014-02-27,3.5902821518843075
2014-02-28,3.5883725627556737
2014-03-03,3.581938089501348
2014-03-04,3.578228371202696
2014-03-05,3.5574568831310254
2014-03-06,3.5421131173271894
2014-03-07,3.532143324957605
2014-03-10,3.5325243021852413
2014-03-11,3.5514343879421846
2014-03-12,3.5634579589500945
2014-03-13,3.5563769818983806
2014-03-14,3.5420315890408167
2014-03-17,3.5270258472232325
2014-03-18,3.520245509971747
2014-03-19,3.4944245260807665
2014-03-20,3.5031363125011237
2014-03-21,3.5179473175552904
2014-03-24,3.5489169282296
2014-03-25,3.5594566561935075
2014-03-26,3.542622557503955
2014-03-27,3.571745921290972
2014-03-28,3.5982759383080087
2014-03-31,3.5939409745763227
2014-04-01,3.583695609819218
2014-04-02,3.597886656754608
2014-04-03,3.578542302521782
2014-04-04,3.5817053236194956
2014-04-08,3.589186894177524
2014-04-09,3.573763855454259
2014-04-10,3.5790860022241016
2014-04-11,3.5687506478642845
2014-04-14,3.557608006890186
2014-04-15,3.5466899755429644
2014-04-16,3.5427815663533826
2014-04-17,3.5314312634233778
2014-04-18,3.524265733874275
2014-04-21,3.524882488716446
2014-04-22,3.5429286369652644
2014-04-23,3.536459709664482
2014-04-24,3.5122552026624643
2014-04-25,3.5104798141552473
2014-04-28,3.5203096533158145
2014-04-29,3.5253979351640177
2014-04-30,3.5160448950471563
2014-05-05,3.491861444838886
2014-05-06,3.4794503569690525
2014-05-07,3.4800644272660675
2014-05-08,3.4786588058227426
2014-05-09,3.468842353530259
2014-05-12,3.4908295132890665
2014-05-13,3.485374964213677
2014-05-14,3.4706412250501666
2014-05-15,3.4728339944489917
2014-05-16,3.477257689885639
2014-05-19,3.4664454845773767
2014-05-20,3.4494977692558924
2014-05-21,3.440690383186394
2014-05-22,3.441335732195818
2014-05-23,3.442606660389799
2014-05-26,3.426063990051983
2014-05-27,3.4126253450880526
2014-05-28,3.412900460914453
2014-05-29,3.416503933094265
2014-05-30,3.4131400487703742
2014-06-03,3.415537786132851
2014-06-04,3.40247449980816
2014-06-05,3.395548722810857
2014-06-06,3.3879435574173526
2014-06-09,3.3747434013979296
2014-06-10,3.3684456971959493
2014-06-11,3.3615840327392
2014-06-12,3.347480442810845
2014-06-13,3.356131523242261
