date,000852.SH_均线_60日
2015-01-12,6242.458799999999
2015-01-13,6244.266283333333
2015-01-14,6244.012449999999
2015-01-15,6245.106616666667
2015-01-16,6248.849366666666
2015-01-19,6251.8294
2015-01-20,6258.407816666668
2015-01-21,6266.056066666667
2015-01-22,6272.805466666667
2015-01-23,6277.0616
2015-01-26,6283.745333333333
2015-01-27,6291.831933333334
2015-01-28,6298.33645
2015-01-29,6304.8895999999995
2015-01-30,6310.212133333333
2015-02-02,6314.323983333334
2015-02-03,6321.43035
2015-02-04,6328.209116666666
2015-02-05,6338.727083333333
2015-02-06,6345.5086
2015-02-09,6353.02585
2015-02-10,6362.13205
2015-02-11,6371.210000000001
2015-02-12,6380.614883333334
2015-02-13,6390.986316666666
2015-02-16,6403.9760166666665
2015-02-17,6416.964000000001
2015-02-25,6428.8247
2015-02-26,6439.705133333334
2015-02-27,6451.484266666666
2015-03-02,6465.569099999999
2015-03-03,6478.9691
2015-03-04,6495.945266666667
2015-03-05,6512.5010999999995
2015-03-06,6526.241883333334
2015-03-09,6540.333450000001
2015-03-10,6558.739983333333
2015-03-11,6577.22
2015-03-12,6599.771300000001
2015-03-13,6621.146883333334
2015-03-16,6645.147666666667
2015-03-17,6669.281883333333
2015-03-18,6694.161983333334
2015-03-19,6720.518133333333
2015-03-20,6749.979966666667
2015-03-23,6783.6393
2015-03-24,6820.594933333333
2015-03-25,6865.000383333333
2015-03-26,6908.142016666667
2015-03-27,6950.732233333333
2015-03-30,6992.344133333333
2015-03-31,7034.79085
2015-04-01,7083.277883333333
2015-04-02,7137.534833333334
2015-04-03,7194.06285
2015-04-07,7253.2451
2015-04-08,7307.965066666667
2015-04-09,7361.346533333333
2015-04-10,7418.618033333333
2015-04-13,7480.0444333333335
2015-04-14,7542.84075
2015-04-15,7597.408666666666
2015-04-16,7654.116599999999
2015-04-17,7710.767216666666
2015-04-20,7762.4595
2015-04-21,7822.577233333333
2015-04-22,7883.554416666666
2015-04-23,7944.213366666667
2015-04-24,8003.467933333333
2015-04-27,8064.681816666666
2015-04-28,8118.103166666667
2015-04-29,8174.9964
2015-04-30,8233.566833333334
2015-05-04,8294.318916666667
2015-05-05,8351.996799999999
2015-05-06,8409.298266666667
2015-05-07,8461.830916666666
2015-05-08,8522.181616666667
2015-05-11,8590.80725
2015-05-12,8666.215266666666
2015-05-13,8743.923316666665
2015-05-14,8821.511349999999
2015-05-15,8897.718350000001
2015-05-18,8978.359433333333
2015-05-19,9061.951299999999
2015-05-20,9148.069116666667
2015-05-21,9240.835733333333
2015-05-22,9335.54615
2015-05-25,9432.756183333335
2015-05-26,9537.079883333332
2015-05-27,9641.494433333333
2015-05-28,9733.7758
2015-05-29,9827.378733333333
2015-06-01,9931.383133333333
2015-06-02,10047.015066666667
2015-06-03,10162.111466666667
2015-06-04,10274.48095
2015-06-05,10389.471583333332
2015-06-08,10499.226333333334
2015-06-09,10606.841083333333
2015-06-10,10716.148551666667
2015-06-11,10829.075858333334
2015-06-12,10943.332321666667
