date,000852.SH_动量_20日
2014-11-14,-0.8124227965618847
2014-11-17,-0.8723182311537014
2014-11-18,0.5982951357756727
2014-11-19,2.7549021071719526
2014-11-20,4.307170259150883
2014-11-21,5.029480340212911
2014-11-24,4.764320263006927
2014-11-25,3.7115862102980346
2014-11-26,3.0166492734802874
2014-11-27,3.7009652030861595
2014-11-28,4.340713944022911
2014-12-01,1.8558178761512334
2014-12-02,3.622379094633077
2014-12-03,4.604154806820682
2014-12-04,5.0265598506135545
2014-12-05,3.7558723136357663
2014-12-08,3.3762141781817245
2014-12-09,2.2972423727429137
2014-12-10,4.031857214425094
2014-12-11,7.296645197319562
2014-12-12,8.915031435510024
2014-12-15,9.135014841415924
2014-12-16,8.074455959275006
2014-12-17,5.773043040499148
2014-12-18,5.738225799594221
2014-12-19,3.160954073965816
2014-12-22,-2.7401933855954463
2014-12-23,-5.773630797119478
2014-12-24,-4.355181083861437
2014-12-25,-3.8636946865295174
2014-12-26,-3.7691869292700964
2014-12-29,-4.591109156031226
2014-12-30,-7.3544851953277535
2014-12-31,-7.467611468727842
2015-01-05,-8.410415116780069
2015-01-06,-4.483023988063306
2015-01-07,-4.502384897215039
2015-01-08,0.044535571408088614
2015-01-09,-3.750669487545577
2015-01-12,-6.204756196354932
2015-01-13,-5.7763487385392835
2015-01-14,-7.792786128869233
2015-01-15,-7.032088442719986
2015-01-16,-4.564777406730059
2015-01-19,-6.598438344926327
2015-01-20,-1.5751838835472043
2015-01-21,5.639185946695924
2015-01-22,9.052579570957509
2015-01-23,5.640875416214586
2015-01-26,6.751395659562243
2015-01-27,7.3768803529583815
2015-01-28,9.301310924336681
2015-01-29,10.737223524881001
2015-01-30,8.611783950944996
2015-02-02,8.035258100822396
2015-02-03,7.811509703207453
2015-02-04,7.890177173816615
2015-02-05,7.948769903721731
2015-02-06,6.51005578970798
2015-02-09,6.804928110416486
2015-02-10,6.302799184773056
2015-02-11,8.245578886157844
2015-02-12,8.675420164320968
2015-02-13,9.01737423175506
2015-02-16,14.011721502598107
2015-02-17,10.78525797067873
2015-02-25,8.33520344870411
2015-02-26,7.256179212853309
2015-02-27,9.840270793887541
2015-03-02,10.16264385154515
2015-03-03,8.78875187001238
2015-03-04,11.17222480237805
2015-03-05,12.466420780059796
2015-03-06,12.094940317847591
2015-03-09,13.998264662128545
2015-03-10,13.703888873611113
2015-03-11,13.722044483535933
2015-03-12,12.929852682909516
2015-03-13,17.196334765293877
2015-03-16,22.063110046198986
2015-03-17,21.92594425287584
2015-03-18,22.653505900976747
2015-03-19,22.566389436462675
2015-03-20,22.051269335818514
2015-03-23,22.901235711134383
2015-03-24,23.29508053571674
2015-03-25,25.415119780888883
2015-03-26,22.236144884765196
2015-03-27,21.96062161714101
2015-03-30,19.152840443763775
2015-03-31,20.579631612165052
2015-04-01,21.551203246402583
2015-04-02,23.985633424982144
2015-04-03,28.354898422054696
2015-04-07,28.854638203386052
2015-04-08,24.966810859632105
2015-04-09,23.833870451020257
2015-04-10,27.759282288978106
2015-04-13,28.293285242069732
2015-04-14,24.37821722221287
2015-04-15,18.11466259689589
2015-04-16,17.063223665557548
2015-04-17,16.443140150991443
2015-04-20,12.439046409055887
2015-04-21,13.502902478972745
2015-04-22,15.480337085142448
2015-04-23,15.029876803504738
2015-04-24,17.55770876084435
2015-04-27,16.814696546877705
2015-04-28,12.944655599927524
2015-04-29,15.108762485708782
2015-04-30,13.013575074534867
2015-05-04,11.172018606085054
2015-05-05,6.243300254448347
2015-05-06,3.8879263455394275
2015-05-07,3.7112226735719345
2015-05-08,9.655881746791795
2015-05-11,12.19968832551892
2015-05-12,12.613459938640247
2015-05-13,13.298369837341806
2015-05-14,18.74665826094841
2015-05-15,17.566601402717286
2015-05-18,20.638042914202437
2015-05-19,26.489745351849116
2015-05-20,24.86552304780325
2015-05-21,25.920160972268636
2015-05-22,25.551222283026576
2015-05-25,27.202533408534848
2015-05-26,31.70950083047499
2015-05-27,37.92341163739288
2015-05-28,26.827769752854348
2015-05-29,27.962504751735917
2015-06-01,33.31058126820208
2015-06-02,42.65948655327576
2015-06-03,43.9403745200893
2015-06-04,45.90973667690885
2015-06-05,40.79438370003836
2015-06-08,30.897023845995285
2015-06-09,27.641671711262706
2015-06-10,29.85024287753766
2015-06-11,31.73445424623811
2015-06-12,33.77101479506468
2015-06-15,27.425243539404676
2015-06-16,19.193582141021825
2015-06-17,18.751019792505485
2015-06-18,10.711579884078004
2015-06-19,2.6595561384661126
2015-06-23,1.3134858482031442
2015-06-24,-0.65303391981828
2015-06-25,-6.052412102293003
