date,000300.SH_涨跌幅绝对值_1日
2005-01-05,0.9941045631129297
2005-01-06,0.9460347141343028
2005-01-07,0.07974173442339971
2005-01-10,1.0082747434341677
2005-01-11,0.3276052718691025
2005-01-12,0.03881119407100897
2005-01-13,0.012942087669087776
2005-01-14,0.8597851088950725
2005-01-17,2.1100752196182238
2005-01-18,0.7480474483488653
2005-01-19,0.7673216790176074
2005-01-20,1.1336731423372437
2005-01-21,2.756511145156315
2005-01-24,1.580392508070383
2005-01-25,0.03586696362108954
2005-01-26,0.7864498509182916
2005-01-27,1.5452638979804645
2005-01-28,0.556313107216988
2005-01-31,1.4785252716390307
2005-02-01,0.11226553311989296
2005-02-02,5.3310263810592895
2005-02-03,1.3603955853186855
2005-02-04,2.380451362494518
2005-02-16,0.6614492879045031
2005-02-17,0.290938506268168
2005-02-18,1.4257215810998591
2005-02-21,1.9460168678650858
2005-02-22,2.058338606499577
2005-02-23,0.2674961595194203
2005-02-24,0.14521851746838177
2005-02-25,0.12444282899393144
2005-02-28,0.6469480616874246
2005-03-01,0.38990797018045864
2005-03-02,1.4107076319533784
2005-03-03,0.6256609094113408
2005-03-04,0.3933989160366247
2005-03-07,0.6060564617204722
2005-03-08,1.8561547999701
2005-03-09,0.23289135137041228
2005-03-10,2.3057797856564144
2005-03-11,0.49060409051919773
2005-03-14,0.3500971843309886
2005-03-15,1.697629351733132
2005-03-16,1.031846341918241
2005-03-17,1.017082641703182
2005-03-18,1.4300059524828823
2005-03-21,0.32983707397322704
2005-03-22,1.8198520612734859
2005-03-23,0.5201115324929728
2005-03-24,0.6038518889271316
2005-03-25,0.19133479339262793
2005-03-28,0.23459040142063126
2005-03-29,0.5731261502077589
2005-03-30,1.900773668066047
2005-03-31,0.551634198972506
2005-04-01,3.8146768796108788
2005-04-04,1.6333979113526076
2005-04-05,0.6828329356203922
2005-04-06,1.8909625177114364
2005-04-07,1.1364243253347173
2005-04-08,1.9002105139159564
2005-04-11,0.7996452222094885
2005-04-12,1.6800931465179136
2005-04-13,2.2686285949583995
2005-04-14,1.3912478769107728
2005-04-15,1.306314749613724
2005-04-18,1.0584324522986743
2005-04-19,0.2193464844382209
2005-04-20,1.5549454076360991
2005-04-21,0.7241811946360532
2005-04-22,0.5169595574487151
2005-04-25,0.9616644003147656
2005-04-26,0.7540292666143422
2005-04-27,1.1182574008919088
2005-04-28,1.6694294434299817
2005-04-29,1.0273089240430355
2005-05-09,2.49046809560326
2005-05-10,0.4291807728773689
2005-05-11,1.2293609732377142
2005-05-12,1.7775663607402903
2005-05-13,0.19450904246911538
2005-05-16,1.3826935709030486
2005-05-17,0.7073237888608253
2005-05-18,0.1967186333613924
2005-05-19,0.11039452171432984
2005-05-20,0.1592452138783118
2005-05-23,2.2001375227552633
2005-05-24,0.5924657811918976
2005-05-25,0.0005757344068046955
2005-05-26,1.2804406926815726
2005-05-27,0.9124830433053233
2005-05-30,0.7185335511849189
2005-05-31,0.03903638565143641
2005-06-01,2.1513039373979193
2005-06-02,2.286837995443758
2005-06-03,0.04227869972225351
2005-06-06,2.5627327992880478
2005-06-07,0.20441074282744331
2005-06-08,8.180159133959641
2005-06-09,0.7541624667549263
2005-06-10,1.9776376171921184
2005-06-13,0.17852431820927217
2005-06-14,1.055143629214772
2005-06-15,1.8904697822502148
2005-06-16,1.4308391226001804
2005-06-17,0.1260183545505944
2005-06-20,2.9431643276215613
2005-06-21,1.1132628233775144
2005-06-22,0.4999073832303358
2005-06-23,0.7854362313272856
2005-06-24,0.5292242818709658
2005-06-27,1.9750618111301188
2005-06-28,1.3456791875490537
2005-06-29,0.5331320901699188
2005-06-30,2.2485309790432284
2005-07-01,2.184170454519585
2005-07-04,0.41442988549076354
2005-07-05,0.730548688447219
2005-07-06,0.8383165877937304
2005-07-07,0.25790570597088447
2005-07-08,1.8041288981436643
2005-07-11,0.6500387588021073
2005-07-12,3.363560357579276
2005-07-13,0.6556580294335923
2005-07-14,0.3969365338778674
2005-07-15,1.010958226909453
2005-07-18,0.9519608181203121
2005-07-19,0.3136873570669607
2005-07-20,0.8416625977731185
2005-07-21,0.15973587803108646
2005-07-22,1.8609291375341064
2005-07-25,0.3295362414257097
2005-07-26,2.2897556193543833
2005-07-27,2.0002738225629813
2005-07-28,0.34977159143276815
2005-07-29,0.30542662633223916
2005-08-01,0.387653631536522
2005-08-02,1.3448750402363263
2005-08-03,0.6609133707688786
2005-08-04,0.5958859680948225
