date,881001.WI_换手率均值_20日
2005-01-28,0.805915
2005-01-31,0.8094950000000001
2005-02-01,0.818005
2005-02-02,0.858555
2005-02-03,0.9065249999999999
2005-02-04,0.936075
2005-02-16,0.962125
2005-02-17,0.9766999999999999
2005-02-18,0.98926
2005-02-21,1.0015100000000001
2005-02-22,1.055475
2005-02-23,1.11171
2005-02-24,1.15065
2005-02-25,1.2080199999999999
2005-02-28,1.23743
2005-03-01,1.23289
2005-03-02,1.236575
2005-03-03,1.239535
2005-03-04,1.2452050000000001
2005-03-07,1.2518
2005-03-08,1.2883299999999998
2005-03-09,1.329445
2005-03-10,1.359405
2005-03-11,1.342735
2005-03-14,1.3373599999999999
2005-03-15,1.3349499999999999
2005-03-16,1.3333749999999998
2005-03-17,1.339955
2005-03-18,1.34856
2005-03-21,1.338405
2005-03-22,1.30372
2005-03-23,1.259935
2005-03-24,1.225
2005-03-25,1.1688649999999998
2005-03-28,1.13485
2005-03-29,1.1104699999999998
2005-03-30,1.08133
2005-03-31,1.070135
2005-04-01,1.1001299999999998
2005-04-04,1.111235
2005-04-05,1.08668
2005-04-06,1.07687
2005-04-07,1.1057549999999998
2005-04-08,1.121575
2005-04-11,1.128625
2005-04-12,1.12178
2005-04-13,1.1463700000000001
2005-04-14,1.1605450000000002
2005-04-15,1.16841
2005-04-18,1.1771150000000001
2005-04-19,1.16542
2005-04-20,1.1585100000000002
2005-04-21,1.167345
2005-04-22,1.184385
2005-04-25,1.20273
2005-04-26,1.2235200000000002
2005-04-27,1.232075
2005-04-28,1.26301
2005-04-29,1.24458
2005-05-09,1.23082
2005-05-10,1.23613
2005-05-11,1.21305
2005-05-12,1.16371
2005-05-13,1.1425649999999998
2005-05-16,1.1054549999999999
2005-05-17,1.096955
2005-05-18,1.0618750000000001
2005-05-19,1.038725
2005-05-20,1.019465
2005-05-23,1.01226
2005-05-24,1.0126050000000002
2005-05-25,1.00861
2005-05-26,0.9941850000000001
2005-05-27,0.97889
2005-05-30,0.9598150000000001
2005-05-31,0.940415
2005-06-01,0.9281200000000001
2005-06-02,0.9024199999999999
2005-06-03,0.887265
2005-06-06,0.8904650000000001
2005-06-07,0.90428
2005-06-08,1.0164950000000001
2005-06-09,1.12867
2005-06-10,1.186205
2005-06-13,1.219725
2005-06-14,1.24571
2005-06-15,1.2614649999999998
2005-06-16,1.2741149999999999
2005-06-17,1.2993700000000001
2005-06-20,1.34602
2005-06-21,1.365275
2005-06-22,1.376285
2005-06-23,1.388215
2005-06-24,1.39451
2005-06-27,1.4484549999999998
2005-06-28,1.46745
2005-06-29,1.4794049999999999
2005-06-30,1.490285
2005-07-01,1.506945
2005-07-04,1.51346
2005-07-05,1.49003
2005-07-06,1.3711749999999998
2005-07-07,1.245695
2005-07-08,1.177845
2005-07-11,1.147555
2005-07-12,1.1475899999999999
2005-07-13,1.140475
2005-07-14,1.1344150000000002
2005-07-15,1.12138
2005-07-18,1.079325
2005-07-19,1.054035
2005-07-20,1.042685
2005-07-21,1.0349249999999999
2005-07-22,1.0867850000000001
2005-07-25,1.0542250000000002
2005-07-26,1.09507
2005-07-27,1.138465
2005-07-28,1.187145
2005-07-29,1.200585
2005-08-01,1.20892
2005-08-02,1.2444549999999999
2005-08-03,1.33702
2005-08-04,1.38235
2005-08-05,1.4482300000000001
2005-08-08,1.527285
2005-08-09,1.5674000000000001
2005-08-10,1.640955
2005-08-11,1.73704
2005-08-12,1.8467250000000004
2005-08-15,1.9212550000000004
2005-08-16,2.013745
2005-08-17,2.1040750000000004
2005-08-18,2.25313
2005-08-19,2.27769
2005-08-22,2.3112500000000002
2005-08-23,2.2962
2005-08-24,2.284045
2005-08-25,2.27306
2005-08-26,2.298685
2005-08-29,2.337125
2005-08-30,2.334105
2005-08-31,2.2912399999999997
2005-09-01,2.34217
2005-09-02,2.34776
