date,932000.CSI_均线_20日
2014-01-29,1006.101035
2014-01-30,1007.7820750000001
2014-02-07,1010.59082
2014-02-10,1016.3455250000001
2014-02-11,1021.9887500000001
2014-02-12,1028.2871599999999
2014-02-13,1034.4569999999999
2014-02-14,1042.74393
2014-02-17,1052.135465
2014-02-18,1060.631345
2014-02-19,1068.7464800000002
2014-02-20,1075.7172150000001
2014-02-21,1082.94969
2014-02-24,1091.1344199999999
2014-02-25,1096.1340599999999
2014-02-26,1100.5914699999998
2014-02-27,1103.58662
2014-02-28,1106.64869
2014-03-03,1110.986315
2014-03-04,1115.570905
2014-03-05,1119.6261200000001
2014-03-06,1124.04827
2014-03-07,1127.389475
2014-03-10,1127.1305200000002
2014-03-11,1126.354085
2014-03-12,1124.471005
2014-03-13,1124.298805
2014-03-14,1122.780015
2014-03-17,1121.340405
2014-03-18,1120.2142900000001
2014-03-19,1119.3374099999999
2014-03-20,1117.8138999999999
2014-03-21,1117.10807
2014-03-24,1115.69507
2014-03-25,1116.4339750000001
2014-03-26,1117.226515
2014-03-27,1117.64132
2014-03-28,1115.951525
2014-03-31,1112.725765
2014-04-01,1110.40579
2014-04-02,1107.8816749999999
2014-04-03,1105.3953099999999
2014-04-04,1103.58724
2014-04-08,1104.415585
2014-04-09,1106.234265
2014-04-10,1108.41673
2014-04-11,1109.8241400000002
2014-04-14,1111.8655800000001
2014-04-15,1112.3257
2014-04-16,1112.398295
2014-04-17,1112.286595
2014-04-18,1114.1210500000002
2014-04-21,1114.19415
2014-04-22,1113.7430200000001
2014-04-23,1113.2313499999998
2014-04-24,1112.0584549999999
2014-04-25,1110.9801
2014-04-28,1109.60309
2014-04-29,1109.20081
2014-04-30,1108.35176
2014-05-05,1108.5126100000002
2014-05-06,1108.937825
2014-05-07,1107.824665
2014-05-08,1106.31545
2014-05-09,1103.6554099999998
2014-05-12,1101.843685
2014-05-13,1100.11707
2014-05-14,1097.977825
2014-05-15,1095.01458
2014-05-16,1091.867285
2014-05-19,1088.467655
2014-05-20,1085.161805
2014-05-21,1083.37015
2014-05-22,1082.0938350000001
2014-05-23,1081.537135
2014-05-26,1082.09185
2014-05-27,1083.9025500000002
2014-05-28,1088.14259
2014-05-29,1091.04659
2014-05-30,1093.58521
2014-06-03,1095.15816
2014-06-04,1095.977845
2014-06-05,1098.52766
2014-06-06,1100.921705
2014-06-09,1103.621335
2014-06-10,1106.0101399999999
2014-06-11,1108.782215
2014-06-12,1111.490125
2014-06-13,1115.730765
2014-06-16,1120.45749
2014-06-17,1124.9492149999999
2014-06-18,1128.48386
2014-06-19,1129.86919
2014-06-20,1131.945905
2014-06-23,1134.120135
2014-06-24,1135.8396050000001
2014-06-25,1137.312845
2014-06-26,1139.0469600000001
2014-06-27,1142.0327650000002
2014-06-30,1145.4295100000002
2014-07-01,1149.29915
2014-07-02,1153.90657
2014-07-03,1158.00254
2014-07-04,1162.3084350000001
2014-07-07,1166.92774
2014-07-08,1171.3414950000001
2014-07-09,1174.530335
2014-07-10,1177.884245
2014-07-11,1181.2414899999999
2014-07-14,1185.0967500000002
2014-07-15,1188.9730800000002
2014-07-16,1192.71009
2014-07-17,1197.891325
2014-07-18,1202.344325
2014-07-21,1206.016555
2014-07-22,1210.041065
2014-07-23,1213.614395
2014-07-24,1215.8920050000002
2014-07-25,1218.00427
2014-07-28,1220.421055
2014-07-29,1223.21294
2014-07-30,1225.929725
2014-07-31,1228.9115399999998
2014-08-01,1231.157845
2014-08-04,1234.0113999999999
2014-08-05,1236.84762
2014-08-06,1240.7044849999997
2014-08-07,1243.6597349999997
2014-08-08,1246.64583
2014-08-11,1249.7312049999998
2014-08-12,1253.590455
2014-08-13,1258.39599
2014-08-14,1263.0592849999998
2014-08-15,1268.673055
2014-08-18,1275.7036400000002
2014-08-19,1282.37209
2014-08-20,1289.739005
2014-08-21,1297.623165
2014-08-22,1305.6545999999998
2014-08-25,1312.491335
2014-08-26,1317.27772
2014-08-27,1322.26858
2014-08-28,1326.29423
2014-08-29,1331.705745
2014-09-01,1337.70314
2014-09-02,1344.3431799999998
2014-09-03,1351.50834
2014-09-04,1360.01178
2014-09-05,1368.3361650000002
2014-09-09,1376.534185
2014-09-10,1385.09339
2014-09-11,1393.5924499999999
2014-09-12,1403.48491
2014-09-15,1413.665875
2014-09-16,1419.98245
2014-09-17,1426.7385600000002
2014-09-18,1434.15744
2014-09-19,1442.512905
2014-09-22,1449.78217
2014-09-23,1458.739075
2014-09-24,1470.24571
2014-09-25,1481.43378
2014-09-26,1493.7556650000001
2014-09-29,1506.31853
2014-09-30,1518.19042
2014-10-08,1530.3544550000001
2014-10-09,1542.1198
2014-10-10,1552.885585
2014-10-13,1563.3113099999998
2014-10-14,1572.766115
2014-10-15,1581.82091
2014-10-16,1589.76111
2014-10-17,1595.18331
2014-10-20,1600.778355
2014-10-21,1608.35303
2014-10-22,1614.093645
2014-10-23,1617.36437
2014-10-24,1619.75285
2014-10-27,1623.50141
2014-10-28,1628.396315
2014-10-29,1633.325195
2014-10-30,1637.9803049999998
2014-10-31,1641.66833
2014-11-03,1645.3479350000002
2014-11-04,1647.536895
2014-11-05,1648.4702499999999
2014-11-06,1649.969185
2014-11-07,1650.9577649999999
2014-11-10,1652.295505
2014-11-11,1650.5593450000001
2014-11-12,1649.703625
2014-11-13,1648.265695
2014-11-14,1647.95887
2014-11-17,1647.7808250000003
2014-11-18,1648.588175
2014-11-19,1651.271555
2014-11-20,1655.6118599999998
2014-11-21,1660.7126949999997
2014-11-24,1665.62673
2014-11-25,1668.92166
2014-11-26,1671.70332
2014-11-27,1675.32268
2014-11-28,1679.32311
2014-12-01,1681.319645
2014-12-02,1684.82647
2014-12-03,1688.2932950000002
2014-12-04,1691.5989849999999
2014-12-05,1692.915775
2014-12-08,1693.38599
2014-12-09,1692.9144949999998
2014-12-10,1693.4896649999998
2014-12-11,1696.694325
2014-12-12,1701.176105
2014-12-15,1705.77317
2014-12-16,1709.4007850000003
2014-12-17,1710.637055
2014-12-18,1711.431545
2014-12-19,1709.6030050000002
2014-12-22,1702.04119
2014-12-23,1692.5215099999998
2014-12-24,1684.2001100000002
2014-12-25,1675.9931650000003
2014-12-26,1667.7621749999998
2014-12-29,1658.6748400000001
2014-12-30,1647.56731
2014-12-31,1636.884855
2015-01-05,1625.81567
2015-01-06,1619.031485
2015-01-07,1612.551395
2015-01-08,1610.45564
2015-01-09,1605.5587
2015-01-12,1598.327
2015-01-13,1591.350035
2015-01-14,1582.5600550000001
2015-01-15,1574.79851
2015-01-16,1569.5695899999998
2015-01-19,1563.5936649999999
2015-01-20,1562.21435
2015-01-21,1567.4864149999999
2015-01-22,1575.08207
2015-01-23,1579.9129950000001
2015-01-26,1585.338815
2015-01-27,1591.27844
2015-01-28,1598.95751
2015-01-29,1607.6203
2015-01-30,1614.78802
2015-02-02,1621.627115
2015-02-03,1628.1881500000002
2015-02-04,1635.032515
2015-02-05,1641.4510050000001
2015-02-06,1646.9643700000001
2015-02-09,1652.916925
2015-02-10,1658.20822
