date,8841431.WI_均线_20日
2009-06-25,5483.7727350000005
2009-06-26,5505.76579
2009-06-29,5524.2916700000005
2009-06-30,5538.466205
2009-07-01,5551.85659
2009-07-02,5568.423435
2009-07-03,5587.202805
2009-07-06,5604.383905000001
2009-07-07,5621.14572
2009-07-08,5638.368615
2009-07-09,5663.49792
2009-07-10,5695.12406
2009-07-13,5724.86973
2009-07-14,5759.4195150000005
2009-07-15,5793.046455000001
2009-07-16,5824.12395
2009-07-17,5857.752890000001
2009-07-20,5898.67728
2009-07-21,5930.782895
2009-07-22,5964.894945
2009-07-23,6001.135235
2009-07-24,6033.980885
2009-07-27,6071.58646
2009-07-28,6116.22896
2009-07-29,6138.602875
2009-07-30,6161.886825
2009-07-31,6192.57186
2009-08-03,6229.95553
2009-08-04,6269.18048
2009-08-05,6307.54694
2009-08-06,6335.792775
2009-08-07,6355.552505
2009-08-10,6376.13459
2009-08-11,6394.40986
2009-08-12,6393.433169999999
2009-08-13,6394.692625
2009-08-14,6375.846234999999
2009-08-17,6331.12408
2009-08-18,6300.43956
2009-08-19,6249.862185
2009-08-20,6206.360685
2009-08-21,6173.925754999999
2009-08-24,6142.981215
2009-08-25,6103.537780000001
2009-08-26,6095.053765000001
2009-08-27,6088.564969999999
2009-08-28,6065.162755
2009-08-31,6015.195345
2009-09-01,5962.03457
2009-09-02,5908.369694999999
2009-09-03,5870.3120499999995
2009-09-04,5844.78453
2009-09-07,5818.768795
2009-09-08,5794.70721
2009-09-09,5789.38615
2009-09-10,5780.132265
2009-09-11,5793.135435
2009-09-14,5834.419765000001
2009-09-15,5874.29729
2009-09-16,5932.243570000001
2009-09-17,5989.045865
2009-09-18,6026.8955750000005
2009-09-21,6063.456365
2009-09-22,6096.3931649999995
2009-09-23,6111.54885
2009-09-24,6118.725090000001
2009-09-25,6131.168124999999
2009-09-28,6152.758885
2009-09-29,6165.17192
2009-09-30,6177.46514
2009-10-09,6192.13459
2009-10-12,6205.157880000001
2009-10-13,6220.21595
2009-10-14,6234.646360000001
2009-10-15,6249.097674999999
2009-10-16,6267.42469
2009-10-19,6287.943695
2009-10-20,6306.6528100000005
2009-10-21,6318.76408
2009-10-22,6330.6340549999995
2009-10-23,6337.0515749999995
2009-10-26,6354.764485000001
2009-10-27,6357.226795
2009-10-28,6371.176434999999
2009-10-29,6385.33264
2009-10-30,6405.752825
2009-11-02,6437.511295
2009-11-03,6487.84439
2009-11-04,6549.89792
2009-11-05,6614.354505
2009-11-06,6665.42378
2009-11-09,6716.524404999999
2009-11-10,6762.11207
2009-11-11,6806.51794
2009-11-12,6851.315895
2009-11-13,6899.952654999999
2009-11-16,6949.475335
2009-11-17,6995.253755000001
2009-11-18,7046.707095000001
2009-11-19,7103.777749999999
2009-11-20,7160.480565
2009-11-23,7224.172145
2009-11-24,7273.684049999999
2009-11-25,7334.406260000001
2009-11-26,7387.800424999999
2009-11-27,7428.08794
2009-11-30,7475.546434999999
2009-12-01,7527.665449999999
2009-12-02,7583.722804999999
2009-12-03,7640.078855
2009-12-04,7683.12748
2009-12-07,7731.660425
2009-12-08,7781.18793
2009-12-09,7822.12166
2009-12-10,7865.186970000001
2009-12-11,7902.83278
2009-12-14,7930.07182
2009-12-15,7957.804879999999
2009-12-16,7980.988004999999
2009-12-17,7983.400200000001
2009-12-18,7968.6736
2009-12-21,7950.8171
2009-12-22,7944.53967
2009-12-23,7929.940025000001
2009-12-24,7940.836265000001
2009-12-25,7963.358754999999
2009-12-28,7976.855545
2009-12-29,7980.8248300000005
2009-12-30,7975.620059999999
2009-12-31,7969.935304999999
2010-01-04,7978.058834999999
2010-01-05,7982.2573999999995
2010-01-06,7984.028079999999
2010-01-07,7983.970225
2010-01-08,7984.418839999998
2010-01-11,7989.431315
2010-01-12,8005.301730000001
2010-01-13,8016.02754
2010-01-14,8039.76291
2010-01-15,8079.23756
2010-01-18,8139.00512
2010-01-19,8193.26876
2010-01-20,8244.06593
2010-01-21,8292.543259999999
2010-01-22,8317.55316
2010-01-25,8335.27444
2010-01-26,8329.681545
2010-01-27,8317.619335
2010-01-28,8311.29809
2010-01-29,8304.256915000002
2010-02-01,8289.416225
2010-02-02,8268.606244999999
2010-02-03,8256.00621
2010-02-04,8256.30508
2010-02-05,8246.81334
2010-02-08,8234.713875
2010-02-09,8213.845904999998
2010-02-10,8200.941275000001
2010-02-11,8174.245454999999
2010-02-12,8152.982325
2010-02-22,8126.991185000001
2010-02-23,8106.769459999999
2010-02-24,8112.6460099999995
2010-02-25,8121.38852
2010-02-26,8144.36009
2010-03-01,8180.237305
2010-03-02,8233.693825
2010-03-03,8296.371815
2010-03-04,8338.883769999999
2010-03-05,8380.01299
2010-03-08,8433.550075
2010-03-09,8489.510795
2010-03-10,8534.797345
2010-03-11,8575.789235
2010-03-12,8615.99082
2010-03-15,8651.257249999999
2010-03-16,8691.918565
2010-03-17,8737.96724
2010-03-18,8788.770495
2010-03-19,8835.03371
2010-03-22,8883.581905000001
2010-03-23,8924.46332
2010-03-24,8958.54325
2010-03-25,8981.0524
2010-03-26,9006.392355
2010-03-29,9026.362565
2010-03-30,9050.422779999999
2010-03-31,9071.696535
2010-04-01,9116.691060000001
2010-04-02,9160.53573
2010-04-06,9202.021335000001
2010-04-07,9244.97334
2010-04-08,9290.71825
2010-04-09,9343.141885000001
2010-04-12,9407.814335
2010-04-13,9463.32443
2010-04-14,9519.303305
2010-04-15,9557.8698
2010-04-16,9593.622169999999
2010-04-19,9606.171695
2010-04-20,9618.62337
2010-04-21,9647.417945
2010-04-22,9675.83644
2010-04-23,9705.71687
2010-04-26,9728.68829
2010-04-27,9734.71859
2010-04-28,9733.56728
2010-04-29,9715.995075
2010-04-30,9673.156599999998
2010-05-04,9628.17889
2010-05-05,9594.53897
2010-05-06,9544.23623
2010-05-07,9487.66367
2010-05-10,9417.08324
2010-05-11,9328.928745
2010-05-12,9243.644075
2010-05-13,9161.60216
2010-05-14,9087.09261
2010-05-17,8983.477990000001
2010-05-18,8902.378200000001
2010-05-19,8816.39648
2010-05-20,8708.191315
2010-05-21,8603.725699999999
2010-05-24,8520.827465
2010-05-25,8438.23145
2010-05-26,8371.850135
2010-05-27,8315.41982
2010-05-28,8274.759625
2010-05-31,8238.67061
2010-06-01,8194.57529
2010-06-02,8142.68909
2010-06-03,8102.7741
2010-06-04,8074.802164999999
2010-06-07,8054.18318
2010-06-08,8051.070885000001
2010-06-09,8067.512775
2010-06-10,8076.196045
2010-06-11,8082.63076
2010-06-17,8114.92509
2010-06-18,8125.46559
2010-06-21,8148.998730000001
2010-06-22,8185.03064
2010-06-23,8213.55499
2010-06-24,8224.610734999998
2010-06-25,8230.1216
2010-06-28,8227.6307
2010-06-29,8191.983165000001
2010-06-30,8145.102809999999
2010-07-01,8107.4883
2010-07-02,8078.066280000001
2010-07-05,8040.02473
2010-07-06,8014.56219
2010-07-07,7989.218220000001
2010-07-08,7962.408350000001
2010-07-09,7940.236040000001
2010-07-12,7913.91135
2010-07-13,7881.369049999999
2010-07-14,7854.73138
2010-07-15,7821.392115
2010-07-16,7809.39197
2010-07-19,7794.038064999999
2010-07-20,7785.379725000001
2010-07-21,7777.567164999999
2010-07-22,7774.934230000001
2010-07-23,7780.174620000001
2010-07-26,7797.5943
2010-07-27,7839.878185
2010-07-28,7899.59703
2010-07-29,7967.45064
2010-07-30,8035.421965
2010-08-02,8113.319229999999
2010-08-03,8173.3371
2010-08-04,8233.63598
2010-08-05,8296.52319
2010-08-06,8357.12484
2010-08-09,8419.02162
2010-08-10,8468.80736
2010-08-11,8520.14711
2010-08-12,8576.879735
2010-08-13,8639.674785
2010-08-16,8702.71291
2010-08-17,8759.019405000001
2010-08-18,8814.173015
2010-08-19,8864.907875
2010-08-20,8905.747335
2010-08-23,8945.8467
2010-08-24,8992.132645
2010-08-25,9019.79044
2010-08-26,9046.435965
2010-08-27,9076.536635
2010-08-30,9109.446635
2010-08-31,9154.300845000002
2010-09-01,9188.360165
2010-09-02,9231.94358
2010-09-03,9273.23757
2010-09-06,9305.692415000001
2010-09-07,9359.848045
2010-09-08,9411.0664
2010-09-09,9459.684955
2010-09-10,9505.000425
2010-09-13,9549.639465
2010-09-14,9590.745345
2010-09-15,9623.158315
2010-09-16,9640.97757
2010-09-17,9667.556809999998
2010-09-20,9682.336855
2010-09-21,9687.752750000001
2010-09-27,9713.744305
2010-09-28,9732.31284
2010-09-29,9741.390475
2010-09-30,9745.461925
2010-10-08,9755.820749999999
2010-10-11,9775.180115
2010-10-12,9787.053
2010-10-13,9794.352085
2010-10-14,9786.87527
2010-10-15,9769.702519999999
2010-10-18,9742.777395000001
2010-10-19,9740.89255
2010-10-20,9734.121075
2010-10-21,9722.229415
2010-10-22,9715.213145
2010-10-25,9728.20164
2010-10-26,9756.76155
2010-10-27,9784.327650000001
2010-10-28,9820.76287
2010-10-29,9865.473855
2010-11-01,9911.59418
2010-11-02,9961.607565
2010-11-03,10012.021805
2010-11-04,10065.796835
2010-11-05,10116.13992
2010-11-08,10176.935355
2010-11-09,10236.86885
2010-11-10,10299.224474999999
2010-11-11,10371.498285
2010-11-12,10414.021395
2010-11-15,10479.556685
2010-11-16,10515.464134999998
