date,932000.CSI_占市场比重
2020-04-27,17.285119593974244
2020-04-28,15.836391015417457
2020-04-29,15.898885129346555
2020-04-30,13.774364664460181
2020-05-06,13.148068895833633
2020-05-07,15.24015167738666
2020-05-08,14.876677519123504
2020-05-11,15.23255197061412
2020-05-12,15.821182641035156
2020-05-13,16.069922206982195
2020-05-14,16.050304217272735
2020-05-15,15.110155504595122
2020-05-18,14.458669584443165
2020-05-19,15.391148131001986
2020-05-20,15.85269045254583
2020-05-21,15.902474085785615
2020-05-22,15.8291790667057
2020-05-25,16.575293973288225
2020-05-26,17.30832438375776
2020-05-27,17.778098368924443
2020-05-28,16.8563323273717
2020-05-29,16.016738564118967
2020-06-01,14.717203627841732
2020-06-02,15.221482770988798
2020-06-03,15.890283046119254
2020-06-04,16.793921412687084
2020-06-05,16.634139923707238
2020-06-08,15.43709451910348
2020-06-09,15.263814133149683
2020-06-10,14.906704100464466
2020-06-11,14.565936199785842
2020-06-12,14.109211321565136
2020-06-15,13.927312448314513
2020-06-16,14.56094698392383
2020-06-17,15.958365491755156
2020-06-18,14.433926261477072
2020-06-19,12.996303901315295
2020-06-22,12.71325583839779
2020-06-23,13.175991237523874
2020-06-24,13.318111169638652
2020-06-29,12.977784574611679
2020-06-30,13.33608287701723
2020-07-01,12.458153135805835
2020-07-02,10.632263763542818
2020-07-03,10.782133821747296
2020-07-06,11.234609716768942
2020-07-07,11.567371535683174
2020-07-08,11.861297807753544
2020-07-09,12.659211767695028
2020-07-10,12.505024539623696
2020-07-13,12.864010301143447
2020-07-14,13.06051238366103
2020-07-15,12.798686595524952
2020-07-16,11.611439792973052
2020-07-17,11.760259451674216
2020-07-20,11.62436453249268
2020-07-21,12.635714284157896
2020-07-22,12.364676700429657
2020-07-23,12.511505678959189
2020-07-24,12.533809994050968
2020-07-27,12.528351077696787
2020-07-28,13.366314289979684
2020-07-29,12.790359911700245
2020-07-30,13.692186564378792
2020-07-31,13.540106459854215
2020-08-03,13.745520243677426
2020-08-04,14.138728283202648
2020-08-05,13.976846562842537
2020-08-06,12.717665506472514
2020-08-07,12.753696731726999
2020-08-10,12.676271860366262
2020-08-11,13.6222408361172
2020-08-12,13.383666495740393
2020-08-13,15.320150072222816
2020-08-14,15.06877706941962
2020-08-17,12.600354270083338
2020-08-18,14.657103243920902
2020-08-19,15.014648728395954
2020-08-20,14.709190082273723
2020-08-21,14.861948521572863
2020-08-24,14.516280578739648
2020-08-25,16.00799685386339
2020-08-26,14.968345074177181
2020-08-27,16.46188410810145
2020-08-28,15.416350616054055
2020-08-31,14.110684766831898
2020-09-01,15.809828856377989
2020-09-02,17.46419303622876
2020-09-03,17.181168001155193
2020-09-04,17.796951257153058
2020-09-07,17.53136019277993
2020-09-08,18.650810574929977
2020-09-09,19.750615462929193
2020-09-10,19.405578416394928
2020-09-11,17.424140246133042
2020-09-14,17.832599381021243
2020-09-15,18.52263213259857
2020-09-16,17.29449811506341
2020-09-17,15.842836453530182
2020-09-18,15.01935006174429
2020-09-21,15.690695220511259
2020-09-22,16.669507236341346
2020-09-23,17.140351564681936
2020-09-24,17.01147224860724
2020-09-25,16.85648717737952
2020-09-28,16.144726989988413
2020-09-29,16.51476463563489
2020-09-30,16.38201309655033
2020-10-09,15.28442905729756
2020-10-12,15.191101984033287
2020-10-13,17.825851122690402
2020-10-14,18.62891397628018
2020-10-15,18.67231689642619
2020-10-16,18.844520735704236
2020-10-19,18.13377626858105
2020-10-20,18.94154749294363
2020-10-21,19.29689027352574
2020-10-22,18.764061504944227
2020-10-23,19.13754940437757
2020-10-26,18.813500217065116
2020-10-27,19.72731246020672
2020-10-28,18.23288524032007
2020-10-29,18.194968889394893
2020-10-30,16.835518018114094
2020-11-02,14.792904161586328
2020-11-03,15.95015220923863
2020-11-04,17.689545122190015
2020-11-05,16.204517749724186
2020-11-06,14.770942579524165
2020-11-09,13.682701837446034
2020-11-10,14.342172291370089
2020-11-11,13.462068675120925
2020-11-12,14.712113350289261
2020-11-13,13.482931062735975
2020-11-16,13.662919417626584
2020-11-17,13.687190230098375
2020-11-18,13.517258942960131
2020-11-19,14.964461047850449
2020-11-20,14.903575705933012
2020-11-23,13.116762826482557
2020-11-24,13.52529225503328
2020-11-25,13.630707301360228
2020-11-26,14.448779387680638
2020-11-27,14.311507170333302
2020-11-30,11.113501571725717
2020-12-01,12.222295842000017
2020-12-02,12.535552272905667
2020-12-03,13.221022693978805
2020-12-04,13.330826457446626
2020-12-07,12.999648212145946
2020-12-08,13.522743124977477
2020-12-09,13.333184384434894
2020-12-10,13.3889814795252
2020-12-11,13.047138909310968
2020-12-14,13.83924412566364
2020-12-15,13.612429760413644
2020-12-16,14.62207672004547
2020-12-17,13.474922900199427
2020-12-18,13.325134009108936
2020-12-21,12.844896124233305
2020-12-22,13.411181697508187
2020-12-23,13.325975875182532
2020-12-24,15.312396428014512
2020-12-25,14.193983471585458
2020-12-28,13.283622026405054
2020-12-29,13.283626641404723
2020-12-30,11.837524247382154
2020-12-31,11.033096337352982
2021-01-04,10.654131364225199
2021-01-05,10.389675296361284
2021-01-06,11.248307947995517
2021-01-07,10.808981830257334
2021-01-08,9.441426819247841
2021-01-11,8.83568734498489
2021-01-12,8.275496547440865
2021-01-13,8.272345463944616
2021-01-14,7.912763790703215
2021-01-15,8.147758775842487
2021-01-18,9.201723151512997
2021-01-19,9.493025176346698
2021-01-20,9.909548080529744
2021-01-21,9.520403097990831
2021-01-22,9.14464579943769
2021-01-25,8.469869180958126
2021-01-26,8.350137731272286
2021-01-27,8.788380504030808
2021-01-28,8.991705862978531
2021-01-29,8.969176004462598
2021-02-01,8.917624405821178
2021-02-02,8.111474949453601
2021-02-03,8.40616974109282
2021-02-04,8.37255857843087
2021-02-05,8.054198322392933
2021-02-08,7.699765654434561
2021-02-09,7.513788633174714
2021-02-10,6.899099328439162
2021-02-18,7.03028956663883
2021-02-19,7.887022291017424
2021-02-22,8.780379337566401
2021-02-23,8.973439289579291
2021-02-24,8.397068321255384
2021-02-25,9.031691348082008
2021-02-26,9.236579406118265
2021-03-01,10.265992852637384
2021-03-02,9.7259868543869
2021-03-03,10.066429841487512
2021-03-04,10.149854252653185
2021-03-05,11.067572215165445
2021-03-08,10.227846231726462
2021-03-09,9.909218309598266
2021-03-10,10.348105106770577
2021-03-11,9.698420622929984
2021-03-12,10.207921172348087
2021-03-15,9.99627032816285
2021-03-16,12.221672345373962
2021-03-17,12.740737687740037
2021-03-18,12.42442782091765
2021-03-19,11.883203712517997
2021-03-22,12.4061347962024
2021-03-23,12.901922544047794
2021-03-24,12.027334971843636
2021-03-25,13.088705509763196
2021-03-26,11.936495155784739
2021-03-29,12.021468600831286
2021-03-30,12.44458104606143
2021-03-31,12.099729326052849
2021-04-01,13.221449922087148
2021-04-02,11.754338833446324
2021-04-06,12.984480698959864
2021-04-07,12.013800653111508
2021-04-08,12.84230034027803
2021-04-09,12.695378203829025
2021-04-12,11.89579805548868
2021-04-13,13.286574604410397
2021-04-14,13.118098970041176
2021-04-15,13.476912009257905
2021-04-16,14.448026413968584
2021-04-19,12.703724478257278
2021-04-20,13.32214971046463
2021-04-21,13.588370225661928
2021-04-22,13.221926110369358
2021-04-23,12.789297899055121
2021-04-26,11.650330892606286
2021-04-27,13.168317836293195
2021-04-28,12.261580359645318
2021-04-29,11.596832025976651
2021-04-30,10.787525487647082
2021-05-06,11.039255052531164
2021-05-07,10.989572811046925
2021-05-10,11.376072618550834
2021-05-11,11.883918673729307
2021-05-12,13.666999511168513
2021-05-13,13.65714540385473
2021-05-14,12.14851055986145
2021-05-17,11.6666752344565
2021-05-18,12.703617992210525
2021-05-19,12.857243482549977
2021-05-20,12.497081974882423
2021-05-21,12.908989256446896
2021-05-24,12.22035026936691
2021-05-25,10.616677131915694
2021-05-26,11.501695615263332
2021-05-27,12.469650631877036
2021-05-28,12.371979559134264
2021-05-31,12.515798754973812
2021-06-01,13.052083868144864
2021-06-02,13.321888522719963
2021-06-03,12.41529425217423
2021-06-04,12.112956399362401
2021-06-07,12.39193647714896
