date,000852.SH_均线_20日
2014-11-13,6137.46955
2014-11-14,6135.008449999999
2014-11-17,6132.3241
2014-11-18,6134.1498
2014-11-19,6142.4524
2014-11-20,6155.2242
2014-11-21,6170.1666
2014-11-24,6184.475850000001
2014-11-25,6195.91435
2014-11-26,6205.3364
2014-11-27,6216.88635
2014-11-28,6230.36125
2014-12-01,6236.1848
2014-12-02,6247.471799999999
2014-12-03,6261.8074
2014-12-04,6277.6139
2014-12-05,6289.3099999999995
2014-12-08,6299.854949999999
2014-12-09,6306.7731
2014-12-10,6319.1107
2014-12-11,6341.087399999999
2014-12-12,6367.8746
2014-12-15,6395.7402
2014-12-16,6420.52685
2014-12-17,6438.4047
2014-12-18,6456.152800000001
2014-12-19,6466.0162
2014-12-22,6457.39415
2014-12-23,6438.94035
2014-12-24,6424.927250000001
2014-12-25,6412.4232
2014-12-26,6400.2146
2014-12-29,6385.54035
2014-12-30,6361.794349999999
2014-12-31,6337.4725
2015-01-05,6309.695750000001
2015-01-06,6295.2109
2015-01-07,6280.6738
2015-01-08,6280.811
2015-01-09,6268.871099999999
2015-01-12,6248.819450000001
2015-01-13,6229.915800000001
2015-01-14,6203.97305
2015-01-15,6180.6432
2015-01-16,6165.691000000001
2015-01-19,6144.1112
2015-01-20,6139.04065
2015-01-21,6156.2982
2015-01-22,6183.5617
2015-01-23,6200.92115
2015-01-26,6221.92645
2015-01-27,6244.91995
2015-01-28,6273.2842
2015-01-29,6305.402650000001
2015-01-30,6331.3565
2015-02-02,6355.6623
2015-02-03,6379.77015
2015-02-04,6404.098599999999
2015-02-05,6428.59715
2015-02-06,6448.544
2015-02-09,6469.170700000001
2015-02-10,6488.605750000001
2015-02-11,6513.91675
2015-02-12,6540.6746
2015-02-13,6568.863249999999
2015-02-16,6611.664049999999
2015-02-17,6645.835150000001
2015-02-25,6672.781749999999
2015-02-26,6696.61335
2015-02-27,6728.604399999999
2015-03-02,6762.35765
2015-03-03,6791.772749999999
2015-03-04,6829.0112500000005
2015-03-05,6870.306299999999
2015-03-06,6909.89665
2015-03-09,6955.642300000001
2015-03-10,7001.238900000001
2015-03-11,7046.887599999999
2015-03-12,7089.90575
2015-03-13,7146.02555
2015-03-16,7217.45285
2015-03-17,7289.3241
2015-03-18,7364.59615
2015-03-19,7440.236600000001
2015-03-20,7515.385650000001
2015-03-23,7595.14265
2015-03-24,7676.909
2015-03-25,7765.9212
2015-03-26,7844.250999999999
2015-03-27,7922.671149999999
2015-03-30,7992.748299999999
2015-03-31,8067.679849999999
2015-04-01,8147.5382
2015-04-02,8236.89555
2015-04-03,8340.9354
2015-04-07,8448.430699999999
2015-04-08,8542.88615
2015-04-09,8633.0534
2015-04-10,8737.351200000001
2015-04-13,8845.56375
2015-04-14,8941.8987
2015-04-15,9014.29615
2015-04-16,9083.836899999998
2015-04-17,9151.390449999999
2015-04-20,9203.129599999998
2015-04-21,9260.925
2015-04-22,9327.9191
2015-04-23,9393.937150000002
2015-04-24,9469.53945
2015-04-27,9542.769900000001
2015-04-28,9599.20355
2015-04-29,9665.536600000001
2015-04-30,9724.15105
2015-05-04,9775.7549
2015-05-05,9805.15835
2015-05-06,9823.821800000002
2015-05-07,9841.3677
2015-05-08,9886.60385
2015-05-11,9945.1648
2015-05-12,10007.0565
2015-05-13,10072.418399999999
2015-05-14,10160.913799999998
2015-05-15,10244.722
2015-05-18,10343.45125
2015-05-19,10467.338650000002
2015-05-20,10588.1397
2015-05-21,10717.6791
2015-05-22,10846.7801
2015-05-25,10984.478099999998
2015-05-26,11145.798599999998
2015-05-27,11332.53145
2015-05-28,11468.110949999998
2015-05-29,11610.44695
2015-06-01,11781.49895
2015-06-02,11994.95145
2015-06-03,12214.0819
2015-06-04,12439.189
2015-06-05,12648.757500000002
2015-06-08,12815.162999999999
2015-06-09,12967.903
2015-06-10,13134.128555
2015-06-11,13312.017624999999
2015-06-12,13501.438065
2015-06-15,13659.712985
2015-06-16,13773.256075000001
2015-06-17,13887.003229999998
2015-06-18,13954.411470000001
2015-06-19,13971.282749999998
2015-06-23,13979.7402
2015-06-24,13975.364445
2015-06-25,13934.26085
2015-06-26,13879.848754999999
2015-06-29,13773.790469999998
2015-06-30,13658.305615
2015-07-01,13481.190175
2015-07-02,13263.478115
2015-07-03,13015.982225
2015-07-06,12735.640315
2015-07-07,12448.46009
2015-07-08,12148.87881
2015-07-09,11843.232
2015-07-10,11535.801510000001
2015-07-13,11237.112385
2015-07-14,10968.631915
2015-07-15,10710.666079999999
2015-07-16,10442.361859999999
2015-07-17,10222.714065
2015-07-20,10063.474125
2015-07-21,9914.26783
2015-07-22,9760.021245
2015-07-23,9649.658445
2015-07-24,9585.608525
2015-07-27,9526.283835
2015-07-28,9421.437245
2015-07-29,9371.09827
2015-07-30,9344.01677
2015-07-31,9337.261965
2015-08-03,9330.49606
2015-08-04,9375.950835
2015-08-05,9432.264845
2015-08-06,9476.288525
2015-08-07,9524.531765
2015-08-10,9576.801055
2015-08-11,9617.578295
2015-08-12,9670.729510000001
2015-08-13,9734.107544999999
2015-08-14,9775.943524999999
2015-08-17,9812.104315
2015-08-18,9799.29471
2015-08-19,9790.743555000001
2015-08-20,9750.078265
2015-08-21,9687.998485
2015-08-24,9627.357135
2015-08-25,9557.23569
2015-08-26,9448.06332
2015-08-27,9364.703819999999
2015-08-28,9317.069985
2015-08-31,9278.413255
2015-09-01,9187.21911
2015-09-02,9081.67337
2015-09-07,8984.779355
2015-09-08,8888.097555
2015-09-09,8782.036875000002
2015-09-10,8666.501135
2015-09-11,8563.811445
2015-09-14,8418.98705
2015-09-15,8251.833115
2015-09-16,8098.706969999999
2015-09-17,7979.803784999999
2015-09-18,7854.721949999999
2015-09-21,7760.120375
2015-09-22,7693.7544450000005
2015-09-23,7659.62157
2015-09-24,7661.957195
2015-09-25,7666.77663
2015-09-28,7669.08057
2015-09-29,7641.56646
2015-09-30,7630.418965
2015-10-08,7661.166005000001
2015-10-09,7713.687345
2015-10-12,7775.2454
2015-10-13,7825.2229849999985
2015-10-14,7854.122845
2015-10-15,7902.39614
2015-10-16,7951.940240000001
2015-10-19,8028.094705
2015-10-20,8132.176640000001
2015-10-21,8184.2265050000005
2015-10-22,8257.53248
2015-10-23,8338.849955000002
2015-10-26,8409.6002
2015-10-27,8482.85674
2015-10-28,8548.246955
2015-10-29,8612.535100000001
2015-10-30,8689.939735
2015-11-02,8745.193025
2015-11-03,8805.379915
2015-11-04,8888.84656
2015-11-05,8955.604925
2015-11-06,9028.049110000002
2015-11-09,9092.719350000001
2015-11-10,9155.728745
2015-11-11,9234.01799
2015-11-12,9300.348860000002
2015-11-13,9349.936409999998
2015-11-16,9412.90575
2015-11-17,9462.54875
2015-11-18,9531.901565
2015-11-19,9598.931225
2015-11-20,9661.82117
2015-11-23,9715.749135
2015-11-24,9771.430705
2015-11-25,9849.652605
2015-11-26,9919.964815
2015-11-27,9957.226305
2015-11-30,10010.051524999999
2015-12-01,10061.59101
2015-12-02,10082.851644999999
2015-12-03,10118.42396
2015-12-04,10141.038595000002
2015-12-07,10162.137845000001
2015-12-08,10169.462725000001
2015-12-09,10166.14689
2015-12-10,10161.165229999999
2015-12-11,10161.73286
2015-12-14,10157.939095
2015-12-15,10166.392629999998
2015-12-16,10188.67092
2015-12-17,10210.90153
2015-12-18,10220.382445
2015-12-21,10238.290495
2015-12-22,10255.772724999999
2015-12-23,10252.865285
2015-12-24,10253.483175
2015-12-25,10293.15795
2015-12-28,10318.866605
2015-12-29,10353.791795000001
2015-12-30,10403.024255
2015-12-31,10428.598555
2016-01-04,10409.261719999999
2016-01-05,10369.962795
2016-01-06,10352.554375
2016-01-07,10293.66925
2016-01-08,10235.709425
2016-01-11,10148.659465
2016-01-12,10052.11234
2016-01-13,9929.995025
2016-01-14,9819.17043
2016-01-15,9678.5807
2016-01-18,9550.126155
2016-01-19,9434.56483
2016-01-20,9310.172320000001
2016-01-21,9175.49269
2016-01-22,9047.547480000001
2016-01-25,8920.223115
2016-01-26,8771.73228
2016-01-27,8612.384145
2016-01-28,8427.094014999999
2016-01-29,8265.663025
2016-02-01,8145.551875
2016-02-02,8051.7531149999995
2016-02-03,7947.797595000001
2016-02-04,7895.343065000001
2016-02-05,7837.4658500000005
2016-02-15,7813.52825
2016-02-16,7807.609965000001
2016-02-17,7825.911145
2016-02-18,7826.831264999999
2016-02-19,7845.385680000001
2016-02-22,7862.734340000001
2016-02-23,7861.182930000001
2016-02-24,7863.346454999999
2016-02-25,7851.24767
2016-02-26,7830.874529999999
2016-02-29,7781.033159999999
2016-03-01,7771.010245
2016-03-02,7783.267255000001
2016-03-03,7814.58018
2016-03-04,7816.232275
2016-03-07,7831.62347
2016-03-08,7836.35469
2016-03-09,7829.840249999999
2016-03-10,7808.30508
2016-03-11,7789.848014999999
2016-03-14,7785.53605
2016-03-15,7760.64733
2016-03-16,7724.751285
2016-03-17,7704.938070000001
2016-03-18,7697.835475
2016-03-21,7693.741704999999
2016-03-22,7691.4345
2016-03-23,7693.633295000001
2016-03-24,7722.486205000001
2016-03-25,7756.307185
2016-03-28,7812.062275000001
2016-03-29,7850.757795
2016-03-30,7887.09767
2016-03-31,7923.098639999999
2016-04-01,7971.622939999999
2016-04-05,8023.384415
2016-04-06,8074.411420000001
2016-04-07,8126.878564999999
2016-04-08,8182.252409999999
2016-04-11,8248.644515
2016-04-12,8297.05667
2016-04-13,8354.957715
2016-04-14,8422.59734
2016-04-15,8475.6583
2016-04-18,8506.590605
2016-04-19,8528.016975
2016-04-20,8528.066475
2016-04-21,8517.560094999999
2016-04-22,8517.698825
2016-04-25,8512.160605000001
2016-04-26,8514.392774999998
2016-04-27,8524.615855
2016-04-28,8517.859525
2016-04-29,8510.085485
2016-05-03,8518.550075
2016-05-04,8515.022455
2016-05-05,8511.897985
2016-05-06,8498.223995
2016-05-09,8469.922695
2016-05-10,8430.98536
2016-05-11,8391.765655
2016-05-12,8346.36923
2016-05-13,8294.866165
2016-05-16,8250.86876
2016-05-17,8213.151355
2016-05-18,8161.023865
2016-05-19,8133.779574999999
2016-05-20,8116.860425000001
2016-05-23,8102.51829
2016-05-24,8086.578170000001
2016-05-25,8063.8935900000015
2016-05-26,8044.194074999999
2016-05-27,8024.659415
2016-05-30,8003.4543300000005
2016-05-31,7985.4032449999995
2016-06-01,7970.673359999999
2016-06-02,7957.707935
2016-06-03,7963.49444
2016-06-06,7988.710615000001
2016-06-07,8015.51094
2016-06-08,8045.90653
2016-06-13,8054.851849999999
2016-06-14,8066.43346
