date,881001.WI_换手率均值_120日
2005-07-05,1.1352274999999998
2005-07-06,1.1360883333333334
2005-07-07,1.1368733333333334
2005-07-08,1.1382466666666669
2005-07-11,1.1408741666666666
2005-07-12,1.1471766666666667
2005-07-13,1.1509475
2005-07-14,1.1540758333333332
2005-07-15,1.1577408333333332
2005-07-18,1.159105833333333
2005-07-19,1.1594216666666666
2005-07-20,1.1596225000000002
2005-07-21,1.1600533333333334
2005-07-22,1.1702425
2005-07-25,1.1729175
2005-07-26,1.1783025
2005-07-27,1.1826616666666667
2005-07-28,1.1920883333333334
2005-07-29,1.1974516666666666
2005-08-01,1.2011166666666668
2005-08-02,1.2083175
2005-08-03,1.2240091666666666
2005-08-04,1.2309308333333333
2005-08-05,1.236525833333333
2005-08-08,1.2443341666666667
2005-08-09,1.2523975
2005-08-10,1.2640858333333331
2005-08-11,1.2807991666666667
2005-08-12,1.3006516666666668
2005-08-15,1.3123966666666669
2005-08-16,1.3191333333333333
2005-08-17,1.3250166666666667
2005-08-18,1.3438
2005-08-19,1.3485208333333332
2005-08-22,1.3518875
2005-08-23,1.3555208333333333
2005-08-24,1.3572400000000002
2005-08-25,1.3643425
2005-08-26,1.3730316666666667
2005-08-29,1.382004166666667
2005-08-30,1.3826133333333332
2005-08-31,1.3843083333333333
2005-09-01,1.394725
2005-09-02,1.40403
2005-09-05,1.4090150000000001
2005-09-06,1.4207791666666667
2005-09-07,1.4308483333333333
2005-09-08,1.44282
2005-09-09,1.4493483333333332
2005-09-12,1.4542433333333336
2005-09-13,1.4613391666666666
2005-09-14,1.4735408333333333
2005-09-15,1.4835816666666666
2005-09-16,1.4923199999999999
2005-09-19,1.5024641666666665
2005-09-20,1.5169133333333336
2005-09-21,1.5303566666666668
2005-09-22,1.5424441666666666
2005-09-23,1.5426166666666667
2005-09-26,1.542668333333333
2005-09-27,1.5468433333333331
2005-09-28,1.5452691666666667
2005-09-29,1.5412491666666666
2005-09-30,1.5386775
2005-10-10,1.5330458333333334
2005-10-11,1.5328008333333332
2005-10-12,1.5316299999999998
2005-10-13,1.5316625
2005-10-14,1.5318591666666665
2005-10-17,1.5338025
2005-10-18,1.5380216666666666
2005-10-19,1.5421475
2005-10-20,1.5451441666666668
2005-10-21,1.5475475
2005-10-24,1.5492058333333332
2005-10-25,1.5505466666666665
2005-10-26,1.5537116666666668
2005-10-27,1.5525958333333334
2005-10-28,1.554345833333333
2005-10-31,1.5567233333333332
2005-11-01,1.5571975
2005-11-02,1.5614725
2005-11-03,1.5638766666666666
2005-11-04,1.5634808333333332
2005-11-07,1.5641708333333333
2005-11-08,1.5658016666666665
2005-11-09,1.569034166666667
2005-11-10,1.5725533333333332
2005-11-11,1.5745141666666667
2005-11-14,1.5739124999999998
2005-11-15,1.5740474999999998
2005-11-16,1.5746266666666666
2005-11-17,1.5756275
2005-11-18,1.5830841666666666
2005-11-21,1.5866483333333332
2005-11-22,1.58902
2005-11-23,1.5895100000000002
2005-11-24,1.5918700000000001
2005-11-25,1.5937675
2005-11-28,1.593730833333333
2005-11-29,1.5898216666666665
2005-11-30,1.5709125
2005-12-01,1.5501008333333333
2005-12-02,1.5395958333333333
2005-12-05,1.5347466666666667
2005-12-06,1.5296291666666666
2005-12-07,1.5264099999999998
2005-12-08,1.5242641666666665
2005-12-09,1.5225591666666667
2005-12-12,1.5162674999999999
2005-12-13,1.5129650000000001
2005-12-14,1.5137333333333334
2005-12-15,1.5160316666666669
2005-12-16,1.5166208333333335
2005-12-19,1.5092091666666667
2005-12-20,1.5072641666666666
2005-12-21,1.5060716666666667
2005-12-22,1.5037200000000002
2005-12-23,1.5031375
2005-12-26,1.5062916666666666
2005-12-27,1.5090775
2005-12-28,1.5116683333333332
2005-12-29,1.5191775
2005-12-30,1.5240258333333332
2006-01-04,1.5297033333333334
2006-01-05,1.5354458333333334
2006-01-06,1.5472708333333334
2006-01-09,1.5567083333333334
2006-01-10,1.564345
2006-01-11,1.575626666666667
2006-01-12,1.586095
2006-01-13,1.59675
2006-01-16,1.6054341666666665
2006-01-17,1.6013516666666665
2006-01-18,1.6075325
2006-01-19,1.6103025
2006-01-20,1.6136508333333335
2006-01-23,1.6140174999999999
2006-01-24,1.6203225
2006-01-25,1.6268833333333332
2006-02-06,1.6316258333333333
2006-02-07,1.6330266666666666
2006-02-08,1.6388233333333333
2006-02-09,1.6378591666666666
2006-02-10,1.6332008333333334
2006-02-13,1.6303916666666667
2006-02-14,1.6235541666666669
2006-02-15,1.6171825
2006-02-16,1.6101641666666666
2006-02-17,1.6060841666666665
2006-02-20,1.5976975
2006-02-21,1.5915283333333332
2006-02-22,1.5761641666666664
2006-02-23,1.5699575000000001
2006-02-24,1.5690175000000002
2006-02-27,1.5704433333333334
2006-02-28,1.5700174999999998
2006-03-01,1.56841
2006-03-02,1.56957
2006-03-03,1.5679775
2006-03-06,1.5676591666666666
2006-03-07,1.5663216666666668
2006-03-08,1.55614
2006-03-09,1.5461125
2006-03-10,1.537530833333333
2006-03-13,1.5238091666666667
2006-03-14,1.5133241666666668
2006-03-15,1.5035383333333334
2006-03-16,1.4995241666666668
2006-03-17,1.4995508333333334
2006-03-20,1.49447
2006-03-21,1.4876408333333335
2006-03-22,1.4841916666666666
2006-03-23,1.4851783333333335
2006-03-24,1.4842658333333334
2006-03-27,1.4767658333333331
2006-03-28,1.4721658333333332
2006-03-29,1.4745533333333332
2006-03-30,1.4782608333333334
2006-03-31,1.4852225000000001
2006-04-03,1.4938641666666668
2006-04-04,1.5069400000000002
2006-04-05,1.5180366666666667
2006-04-06,1.5343416666666667
2006-04-07,1.5515816666666666
2006-04-10,1.5682125000000002
2006-04-11,1.58335
2006-04-12,1.5959600000000003
2006-04-13,1.6123200000000002
2006-04-14,1.6252408333333335
2006-04-17,1.6384783333333333
2006-04-18,1.648865
2006-04-19,1.6607866666666666
2006-04-20,1.6748158333333332
2006-04-21,1.6913175
2006-04-24,1.7103533333333334
2006-04-25,1.7237941666666667
2006-04-26,1.7408791666666665
2006-04-27,1.7515841666666667
2006-04-28,1.7680241666666667
2006-05-08,1.78711
2006-05-09,1.8116999999999999
2006-05-10,1.8382408333333335
2006-05-11,1.8719925000000002
2006-05-12,1.9020533333333334
2006-05-15,1.9415275
2006-05-16,1.981535
2006-05-17,2.0107375
2006-05-18,2.0369683333333333
2006-05-19,2.0723858333333336
2006-05-22,2.1065300000000002
2006-05-23,2.1370291666666668
2006-05-24,2.1628650000000005
2006-05-25,2.1717491666666664
2006-05-26,2.186655833333333
2006-05-29,2.2067758333333334
2006-05-30,2.2295366666666667
2006-05-31,2.2525208333333335
2006-06-01,2.2815825
2006-06-02,2.3180716666666665
2006-06-05,2.347891666666667
2006-06-06,2.3720675
2006-06-07,2.4012983333333335
2006-06-08,2.4234625
2006-06-09,2.442246666666667
2006-06-12,2.4526166666666667
2006-06-13,2.464435
2006-06-14,2.4757325
2006-06-15,2.482874166666667
2006-06-16,2.49409
2006-06-19,2.507535
2006-06-20,2.5178825000000002
2006-06-21,2.5298516666666666
2006-06-22,2.540426666666667
2006-06-23,2.55228
2006-06-26,2.566609166666667
2006-06-27,2.579800833333333
2006-06-28,2.5921133333333333
2006-06-29,2.6123616666666662
2006-06-30,2.6283741666666667
2006-07-03,2.646278333333333
2006-07-04,2.6680733333333335
2006-07-05,2.684788333333333
2006-07-06,2.6998
2006-07-07,2.7131925
2006-07-10,2.7173708333333333
2006-07-11,2.7200025
2006-07-12,2.730413333333333
2006-07-13,2.7521758333333333
2006-07-14,2.7576016666666665
2006-07-17,2.759235
2006-07-18,2.7598366666666663
2006-07-19,2.763830833333333
2006-07-20,2.7673841666666665
2006-07-21,2.7680233333333333
2006-07-24,2.7654908333333332
2006-07-25,2.764239166666667
2006-07-26,2.7636991666666666
2006-07-27,2.7650991666666664
2006-07-28,2.76691
2006-07-31,2.7675475
2006-08-01,2.760545833333333
2006-08-02,2.7562408333333335
2006-08-03,2.7502550000000006
2006-08-04,2.7477741666666664
2006-08-07,2.7445716666666664
2006-08-08,2.742945833333333
2006-08-09,2.736726666666667
2006-08-10,2.730636666666667
2006-08-11,2.7274483333333337
2006-08-14,2.727195
2006-08-15,2.722086666666667
2006-08-16,2.7202975
2006-08-17,2.718406666666667
2006-08-18,2.7158541666666665
2006-08-21,2.71251
2006-08-22,2.7119799999999996
2006-08-23,2.71167
2006-08-24,2.706595
2006-08-25,2.705926666666667
2006-08-28,2.712895
2006-08-29,2.722844166666667
2006-08-30,2.7269091666666667
2006-08-31,2.735625833333333
2006-09-01,2.7450258333333335
2006-09-04,2.7526966666666666
2006-09-05,2.763119166666667
2006-09-06,2.7692058333333334
2006-09-07,2.773369166666667
2006-09-08,2.7746791666666666
2006-09-11,2.7778475
2006-09-12,2.780866666666667
2006-09-13,2.786105833333333
2006-09-14,2.785705
2006-09-15,2.7906449999999996
2006-09-18,2.797499166666667
2006-09-19,2.8004175000000004
2006-09-20,2.7971549999999996
2006-09-21,2.7988075
2006-09-22,2.8020983333333334
2006-09-25,2.7988041666666663
2006-09-26,2.7909075000000003
2006-09-27,2.7810924999999997
2006-09-28,2.7706975
2006-09-29,2.764819166666667
2006-10-09,2.763093333333333
2006-10-10,2.7614525
2006-10-11,2.7595225
2006-10-12,2.7577475000000002
2006-10-13,2.75444
2006-10-16,2.7505975
2006-10-17,2.7466125
2006-10-18,2.7400175
2006-10-19,2.73342
2006-10-20,2.726014166666667
2006-10-23,2.71689
2006-10-24,2.7096666666666662
2006-10-25,2.7030758333333336
2006-10-26,2.7018174999999998
2006-10-27,2.703415833333333
2006-10-30,2.693991666666667
2006-10-31,2.6765125000000003
2006-11-01,2.659520833333333
2006-11-02,2.6384591666666664
2006-11-03,2.6207866666666666
2006-11-06,2.5926016666666665
2006-11-07,2.5647308333333334
2006-11-08,2.5404508333333333
2006-11-09,2.5234625
2006-11-10,2.5061891666666662
2006-11-13,2.4843133333333336
2006-11-14,2.463261666666667
2006-11-15,2.4485416666666664
2006-11-16,2.450581666666667
2006-11-17,2.4461708333333334
2006-11-20,2.44106
2006-11-21,2.4329725
2006-11-22,2.4263658333333336
2006-11-23,2.4125900000000002
2006-11-24,2.393419166666667
2006-11-27,2.3802499999999998
2006-11-28,2.3718033333333333
2006-11-29,2.3601700000000005
2006-11-30,2.3612249999999997
2006-12-01,2.365435
2006-12-04,2.382285
2006-12-05,2.399195833333333
2006-12-06,2.421429166666667
2006-12-07,2.4434625
2006-12-08,2.455319166666667
2006-12-11,2.4585391666666667
2006-12-12,2.4652641666666666
2006-12-13,2.464939166666667
2006-12-14,2.469445
2006-12-15,2.4757491666666667
2006-12-18,2.48557
2006-12-19,2.4986391666666665
2006-12-20,2.5109033333333333
2006-12-21,2.515069166666667
2006-12-22,2.5150441666666667
2006-12-25,2.5156191666666667
2006-12-26,2.5121974999999996
2006-12-27,2.508241666666667
2006-12-28,2.510590833333333
2006-12-29,2.515896666666667
2007-01-04,2.5373991666666664
2007-01-05,2.5525458333333333
2007-01-08,2.5647283333333335
2007-01-09,2.5716841666666665
2007-01-10,2.5943158333333334
2007-01-11,2.626975
2007-01-12,2.653068333333333
2007-01-15,2.6714408333333335
2007-01-16,2.701359166666667
2007-01-17,2.738906666666667
2007-01-18,2.7696449999999997
2007-01-19,2.8034075
2007-01-22,2.8441308333333333
2007-01-23,2.883995
2007-01-24,2.9162033333333337
2007-01-25,2.946955833333333
2007-01-26,2.9764825000000004
2007-01-29,3.008226666666667
2007-01-30,3.0430766666666664
2007-01-31,3.0764383333333334
2007-02-01,3.102571666666667
2007-02-02,3.1253175000000004
2007-02-05,3.1419066666666664
2007-02-06,3.1623341666666667
2007-02-07,3.188125833333333
2007-02-08,3.211759166666667
2007-02-09,3.2346491666666664
2007-02-12,3.253223333333333
2007-02-13,3.274338333333333
2007-02-14,3.3021966666666667
2007-02-15,3.3361666666666667
2007-02-16,3.372125
2007-02-26,3.4044491666666667
2007-02-27,3.4601275
2007-02-28,3.497085833333333
2007-03-01,3.5314924999999997
2007-03-02,3.547978333333333
2007-03-05,3.5772233333333334
2007-03-06,3.5925775
2007-03-07,3.6116091666666668
2007-03-08,3.634065
2007-03-09,3.6600916666666667
2007-03-12,3.6871316666666663
2007-03-13,3.7178225
2007-03-14,3.7536050000000003
2007-03-15,3.7821241666666667
2007-03-16,3.8154933333333334
2007-03-19,3.8409825
2007-03-20,3.863869166666667
2007-03-21,3.8856833333333336
2007-03-22,3.9177224999999996
2007-03-23,3.9476625
2007-03-26,3.9806608333333333
2007-03-27,4.014685
2007-03-28,4.060795833333334
2007-03-29,4.101921666666667
2007-03-30,4.123495833333333
2007-04-02,4.148841666666667
2007-04-03,4.177716666666667
2007-04-04,4.204983333333334
2007-04-05,4.227574166666667
2007-04-06,4.252062499999999
2007-04-09,4.286794166666667
2007-04-10,4.321581666666666
2007-04-11,4.3624116666666675
2007-04-12,4.398130833333334
2007-04-13,4.4416875
2007-04-16,4.4778725
2007-04-17,4.5250375
2007-04-18,4.567543333333333
2007-04-19,4.6172933333333335
2007-04-20,4.655616666666666
2007-04-23,4.700816666666666
2007-04-24,4.7504108333333335
2007-04-25,4.7817
2007-04-26,4.809935
2007-04-27,4.840963333333334
2007-04-30,4.8750175
2007-05-08,4.914114166666667
2007-05-09,4.968554999999999
2007-05-10,5.0096225
2007-05-11,5.038600833333334
2007-05-14,5.074265
2007-05-15,5.112191666666666
2007-05-16,5.1358575
2007-05-17,5.167359166666667
2007-05-18,5.1979500000000005
2007-05-21,5.236488333333333
2007-05-22,5.274900833333334
2007-05-23,5.313577499999999
2007-05-24,5.357716666666667
2007-05-25,5.3925825
2007-05-28,5.432285833333334
2007-05-29,5.4718108333333335
2007-05-30,5.516512500000001
2007-05-31,5.557073333333333
2007-06-01,5.593245
2007-06-04,5.611456666666666
2007-06-05,5.6388074999999995
2007-06-06,5.6646391666666664
2007-06-07,5.6846925
2007-06-08,5.701862500000001
2007-06-11,5.7132241666666665
2007-06-12,5.733865833333334
2007-06-13,5.766162500000001
2007-06-14,5.795155833333333
2007-06-15,5.8102350000000005
2007-06-18,5.836545833333333
2007-06-19,5.861667499999999
2007-06-20,5.88884
2007-06-21,5.900405000000001
2007-06-22,5.912171666666667
2007-06-25,5.919357499999999
2007-06-26,5.920819166666666
2007-06-27,5.930121666666667
2007-06-28,5.938485
2007-06-29,5.943570833333334
2007-07-02,5.944780833333334
2007-07-03,5.9416475
2007-07-04,5.9316975
2007-07-05,5.91244
2007-07-06,5.9049283333333324
2007-07-09,5.8971325
2007-07-10,5.881716666666667
2007-07-11,5.854913333333333
2007-07-12,5.8229175
2007-07-13,5.7951
2007-07-16,5.774554166666666
2007-07-17,5.747136666666666
2007-07-18,5.716165
2007-07-19,5.686965
2007-07-20,5.665386666666667
2007-07-23,5.651669999999999
2007-07-24,5.633955833333333
2007-07-25,5.6184183333333335
2007-07-26,5.606895833333334
2007-07-27,5.599350833333333
2007-07-30,5.595030833333333
2007-07-31,5.589566666666667
2007-08-01,5.5895649999999995
2007-08-02,5.587467500000001
2007-08-03,5.595104166666667
2007-08-06,5.609134166666666
2007-08-07,5.6185616666666665
2007-08-08,5.622134999999999
2007-08-09,5.619774166666667
2007-08-10,5.623125833333334
2007-08-13,5.62868
2007-08-14,5.626361666666667
2007-08-15,5.618785833333334
2007-08-16,5.605480833333333
2007-08-17,5.5886458333333335
2007-08-20,5.577833333333333
2007-08-21,5.547653333333333
2007-08-22,5.536466666666667
2007-08-23,5.51966
2007-08-24,5.518463333333333
2007-08-27,5.5147575
2007-08-28,5.519494166666666
2007-08-29,5.518225
2007-08-30,5.5160025
2007-08-31,5.508116666666667
2007-09-03,5.508525
2007-09-04,5.504824999999999
2007-09-05,5.490552500000001
2007-09-06,5.484444166666666
2007-09-07,5.475629166666667
2007-09-10,5.4662375
2007-09-11,5.465820833333334
2007-09-12,5.457370833333333
2007-09-13,5.435204166666666
2007-09-14,5.418115833333333
2007-09-17,5.403559166666667
2007-09-18,5.387622500000001
2007-09-19,5.353201666666667
2007-09-20,5.3246649999999995
2007-09-21,5.320211666666666
2007-09-24,5.310267499999999
2007-09-25,5.2956775
2007-09-26,5.2704475
2007-09-27,5.2433525
2007-09-28,5.219857500000001
2007-10-08,5.194399166666667
2007-10-09,5.1626025
2007-10-10,5.1326616666666665
2007-10-11,5.106300833333333
2007-10-12,5.0823075
2007-10-15,5.059995833333334
2007-10-16,5.020928333333333
2007-10-17,4.981559166666667
2007-10-18,4.934095833333333
2007-10-19,4.895740833333334
2007-10-22,4.8471575
2007-10-23,4.796027499999999
2007-10-24,4.7568616666666665
2007-10-25,4.733345
2007-10-26,4.700470833333332
2007-10-29,4.662035833333333
2007-10-30,4.618268333333333
2007-10-31,4.56571
2007-11-01,4.524065833333334
2007-11-02,4.4910125
2007-11-05,4.458094166666667
2007-11-06,4.416009166666667
2007-11-07,4.381536666666666
2007-11-08,4.3453800000000005
2007-11-09,4.312155
2007-11-12,4.270935
2007-11-13,4.2228175
2007-11-14,4.179944166666667
2007-11-15,4.1271475
2007-11-16,4.082195
2007-11-19,4.029428333333334
2007-11-20,3.9813199999999997
2007-11-21,3.9251825
2007-11-22,3.8737458333333334
2007-11-23,3.824046666666667
2007-11-26,3.7937149999999997
2007-11-27,3.7450775000000003
2007-11-28,3.6984008333333334
2007-11-29,3.659304166666667
2007-11-30,3.619794166666667
2007-12-03,3.5824458333333333
2007-12-04,3.5359800000000003
2007-12-05,3.4885274999999996
2007-12-06,3.448296666666667
2007-12-07,3.4215666666666666
2007-12-10,3.3941225000000004
2007-12-11,3.3664366666666665
2007-12-12,3.3352500000000003
2007-12-13,3.3125766666666667
2007-12-14,3.2833216666666662
2007-12-17,3.2642666666666664
2007-12-18,3.2418275
2007-12-19,3.221843333333333
2007-12-20,3.2026208333333335
2007-12-21,3.19041
2007-12-24,3.189233333333333
