date,8841431.WI_动量_60日
2009-08-21,8.558546418442138
2009-08-24,9.465707187148142
2009-08-25,7.231122267107781
2009-08-26,10.073278458048263
2009-08-27,12.35203210032565
2009-08-28,9.664654830882103
2009-08-31,1.6937377614740123
2009-09-01,1.0315161982105803
2009-09-02,0.6942731842033201
2009-09-03,5.55452660341702
2009-09-04,9.576475032358767
2009-09-07,8.834584550205937
2009-09-08,10.460825796746631
2009-09-09,9.827982021919635
2009-09-10,8.251545712703479
2009-09-11,9.913677953962651
2009-09-14,13.462493536136066
2009-09-15,14.818086304710064
2009-09-16,14.75016933590403
2009-09-17,17.541980458612173
2009-09-18,13.483193859964903
2009-09-21,15.186237352553977
2009-09-22,13.51883955651414
2009-09-23,10.219807822926775
2009-09-24,8.3623074027527
2009-09-25,6.838703777024868
2009-09-28,3.1207851347150983
2009-09-29,-0.5237878392161721
2009-09-30,-1.0207295704934949
2009-10-09,1.6143954928639737
2009-10-12,2.4053057753461893
2009-10-13,3.156198390484488
2009-10-14,2.792801088288721
2009-10-15,2.6158185872488193
2009-10-16,3.3243006615311765
2009-10-19,4.675223242711435
2009-10-20,4.7815983567469855
2009-10-21,6.854442197285615
2009-10-22,6.101080203003395
2009-10-23,6.187987640854842
2009-10-26,7.304799761220071
2009-10-27,2.507176948258083
2009-10-28,2.277982407364565
2009-10-29,6.793559915746705
2009-10-30,6.810143012767722
2009-11-02,6.517510029395912
2009-11-03,6.73515582538986
2009-11-04,6.457250194149777
2009-11-05,6.936935313986381
2009-11-06,8.410094606075113
2009-11-09,12.008634143231633
2009-11-10,10.638389705995532
2009-11-11,10.608874826443081
2009-11-12,17.355576607002178
2009-11-13,18.492061624151802
2009-11-16,28.145154486055525
2009-11-17,38.510935418205385
2009-11-18,36.92710333647733
2009-11-19,47.92557180274564
2009-11-20,43.583944909241026
2009-11-23,41.965120242814116
2009-11-24,30.395900791919004
2009-11-25,37.456026861191695
2009-11-26,27.744527968629985
2009-11-27,22.370332676113904
2009-11-30,30.994784297384914
2009-12-01,44.93815657904352
2009-12-02,47.156185704456476
2009-12-03,47.68802946252546
2009-12-04,37.37324770199943
2009-12-07,38.07546255997196
2009-12-08,36.78529852017902
2009-12-09,32.84856652666217
2009-12-10,33.501335122828976
2009-12-11,34.544523645937474
2009-12-14,31.57826098988248
2009-12-15,29.189419451292785
2009-12-16,27.10843337726212
2009-12-17,22.110883534517356
2009-12-18,14.578379356366788
2009-12-21,19.73391261056463
2009-12-22,13.939016660081261
2009-12-23,18.75907599374993
2009-12-24,25.042468291058274
2009-12-25,26.793871000505586
2009-12-28,30.08524250283633
2009-12-29,35.75736256183326
2009-12-30,39.040342499075905
2009-12-31,39.507022345539376
2010-01-04,33.439231473595356
2010-01-05,33.61338679423456
2010-01-06,30.800286207920703
2010-01-07,26.80487901049149
2010-01-08,27.609904213086022
2010-01-11,28.427328091387906
2010-01-12,28.191539367133256
2010-01-13,25.171942839563588
2010-01-14,29.619897418967824
2010-01-15,29.577118269154457
2010-01-18,30.06852289414075
2010-01-19,29.463574476494593
2010-01-20,28.468906876831323
2010-01-21,28.30808930733304
2010-01-22,27.274721572010606
2010-01-25,24.32589858678693
2010-01-26,16.2864722094058
2010-01-27,12.652846881136082
2010-01-28,12.677700612738985
2010-01-29,12.260205697473037
2010-02-01,10.181951821075707
2010-02-02,8.867048193499837
2010-02-03,10.74503319027318
2010-02-04,11.356563651078822
2010-02-05,9.329997164022075
2010-02-08,8.263849706463144
2010-02-09,5.88237215468832
2010-02-10,6.717270116969143
2010-02-11,5.272261558640934
2010-02-12,5.265918382192725
2010-02-22,4.821813269251796
2010-02-23,4.011963499777171
2010-02-24,13.268891098485724
2010-02-25,10.792602219080049
2010-02-26,15.461393692186153
2010-03-01,20.499046491596683
2010-03-02,15.83955767250169
2010-03-03,13.643774896703853
2010-03-04,7.607373057854039
2010-03-05,6.890259360682505
2010-03-08,11.70876230206639
2010-03-09,9.631814393445293
2010-03-10,8.410826249220737
2010-03-11,10.218883952698121
2010-03-12,7.642139569804018
2010-03-15,6.916303808142721
2010-03-16,8.798414084070272
2010-03-17,10.748226003967144
2010-03-18,11.762199576425836
2010-03-19,16.36176372442626
2010-03-22,21.64447909855902
2010-03-23,19.43172158101516
2010-03-24,24.296187175330996
2010-03-25,20.964635790123687
2010-03-26,18.71872701650441
2010-03-29,18.67881954688455
2010-03-30,17.94131127195373
2010-03-31,17.79257531992471
2010-04-01,20.189816804148396
2010-04-02,19.16979760813142
2010-04-06,19.652722650381737
2010-04-07,18.92329737649576
2010-04-08,19.06232236868688
2010-04-09,23.228871684758335
2010-04-12,23.368409522282608
2010-04-13,19.075657252230727
2010-04-14,17.98903081125387
2010-04-15,17.11939252802752
2010-04-16,13.9051731698554
2010-04-19,8.661323431903867
2010-04-20,7.954417737936215
2010-04-21,11.243798852167398
2010-04-22,16.113723597374374
2010-04-23,14.257228456893568
2010-04-26,17.10609430667165
2010-04-27,15.034084747734422
2010-04-28,19.318783244964276
2010-04-29,16.934415155217764
2010-04-30,11.285824903937968
2010-05-04,10.011612451965778
2010-05-05,15.612920515278429
2010-05-06,12.40293333418725
2010-05-07,8.63962136490619
2010-05-10,5.65591694379346
2010-05-11,4.193766997827875
2010-05-12,1.3717703954915672
2010-05-13,3.646419200995399
2010-05-14,2.489190298216748
2010-05-17,-4.224719061610349
2010-05-18,-5.405950051263253
2010-05-19,-6.032432063044613
2010-05-20,-9.182047789923974
2010-05-21,-9.755180412722208
2010-05-24,-6.973054140141432
2010-05-25,-7.797592346120485
2010-05-26,-9.024447507485778
2010-05-27,-7.469992206531961
2010-05-28,-8.128887309729137
2010-05-31,-7.741940304543327
2010-06-01,-10.264543303571848
2010-06-02,-9.859285088629155
2010-06-03,-10.553117194861272
2010-06-04,-8.736010890769897
2010-06-07,-8.718947595288428
2010-06-08,-6.059626771728633
2010-06-09,-3.06066210092385
2010-06-10,-3.9409300731659935
2010-06-11,-6.527976635829358
2010-06-17,-7.824118833251603
2010-06-18,-12.65118952413582
2010-06-21,-10.806079236763466
2010-06-22,-9.419998801291474
2010-06-23,-10.235709788621428
2010-06-24,-9.121566689986803
2010-06-25,-11.63680222330823
2010-06-28,-13.444123958191035
2010-06-29,-19.718193949865103
2010-06-30,-22.08567314657186
2010-07-01,-24.114047929934312
2010-07-02,-24.458607521563046
2010-07-05,-25.312096226863588
2010-07-06,-23.56800749871617
2010-07-07,-22.43176577553467
2010-07-08,-23.73698286074256
2010-07-09,-22.527873226485617
2010-07-12,-19.377463351960657
2010-07-13,-21.30865097251242
2010-07-14,-19.30562513654328
2010-07-15,-21.34403572891751
2010-07-16,-17.525505266735884
2010-07-19,-16.375142489970727
2010-07-20,-16.520175374459544
2010-07-21,-16.998861168908252
2010-07-22,-15.201805443678818
2010-07-23,-14.722475139846058
2010-07-26,-10.86733090561307
2010-07-27,-10.557252052682964
2010-07-28,-6.069841596333347
2010-07-29,-1.3281479564699383
2010-07-30,-1.2619089634350322
2010-08-02,-2.6467591905282806
2010-08-03,-1.21662998990677
2010-08-04,1.6115565287035727
2010-08-05,3.623845334607312
2010-08-06,8.502029198777027
2010-08-09,12.816381280270095
2010-08-10,6.248246599774232
2010-08-11,7.4832625278298925
2010-08-12,14.39959113704472
2010-08-13,15.727759473720116
2010-08-16,18.30103818299058
2010-08-17,21.958372227760936
2010-08-18,19.54100453344281
2010-08-19,14.534572841845094
2010-08-20,12.72595016531235
2010-08-23,13.517793939574375
2010-08-24,12.74541383686354
2010-08-25,9.695077173429901
2010-08-26,14.06755403425537
2010-08-27,17.362213681280124
2010-08-30,18.071692941248486
2010-08-31,19.821746031615284
2010-09-01,17.026496190595065
2010-09-02,19.623085871223857
2010-09-03,19.337031657015082
2010-09-06,16.10937243506538
2010-09-07,16.854228663023953
2010-09-08,17.96845997157368
2010-09-09,17.185573580292424
2010-09-10,23.996258535744342
2010-09-13,22.371798726396076
2010-09-14,21.277975249721326
2010-09-15,19.136618491208267
2010-09-16,15.76800607325266
2010-09-17,17.682542597489004
2010-09-20,17.869786834981905
2010-09-21,24.76054073063039
2010-09-27,30.572371668930053
2010-09-28,30.829374152444
