date,000852.SH_RSI,000852.SH_RSI_30P,000852.SH_RSI_70P
2015-05-05,53.45724756208718,57.04553492039056,73.99848654386227
2015-05-06,62.06925609478191,57.04553492039056,73.99848654386227
2015-05-07,55.82063930249595,57.04553492039056,73.99848654386227
2015-05-08,63.00914285840516,57.04553492039056,73.99848654386227
2015-05-11,73.63925040326536,57.29172614845483,73.99848654386227
2015-05-12,72.88967434855826,57.29172614845483,73.99848654386227
2015-05-13,70.96793738176092,57.55472704779594,73.99848654386227
2015-05-14,70.57673585680858,57.667299862719474,73.99848654386227
2015-05-15,70.44684701926306,57.96450076232484,73.99848654386227
2015-05-18,73.18663735595895,58.38227177948506,73.99848654386227
2015-05-19,84.07186422836209,58.62890492229951,75.38096792059574
2015-05-20,84.29578614558432,59.33464715933784,77.80110608956588
2015-05-21,86.08913095399551,59.78231237032631,79.02302636098922
2015-05-22,86.13738053177788,59.97534117563581,79.46280271248558
2015-05-25,93.86447457370195,60.14148066444854,79.84480257130495
2015-05-26,95.54837020587223,61.094841490210314,80.37692070887455
2015-05-27,100.0,61.094841490210314,80.47606703391533
2015-05-28,81.24728309588308,61.094841490210314,80.66597322235815
2015-05-29,79.81447163541483,61.094841490210314,80.66597322235815
2015-06-01,81.6754102609639,61.094841490210314,80.74838049757318
2015-06-02,83.6361532230066,61.094841490210314,80.74838049757318
2015-06-03,83.65884664278286,61.094841490210314,80.74838049757318
2015-06-04,82.78415865109233,61.094841490210314,80.97256548128242
2015-06-05,82.1508460372727,61.094841490210314,81.1364709885187
2015-06-08,74.53124628252185,61.50627811463096,81.1364709885187
2015-06-09,72.7985271153082,61.775865306214385,81.1364709885187
2015-06-10,72.1678139498737,62.014587014310564,81.1364709885187
2015-06-11,73.45903714679949,62.58344943684749,81.1364709885187
2015-06-12,73.73653538257632,62.94754540448915,81.1364709885187
2015-06-15,65.33899998149647,63.54635386294711,81.1364709885187
2015-06-16,55.548532940385776,63.54635386294711,81.1364709885187
2015-06-17,68.79896070942976,64.0730665264212,81.1364709885187
2015-06-18,60.10168140539104,64.0730665264212,81.1364709885187
2015-06-19,42.96233980650886,64.0730665264212,81.1364709885187
2015-06-23,35.267486052480464,64.0730665264212,81.1364709885187
2015-06-24,38.037285629791974,64.0730665264212,81.1364709885187
2015-06-25,34.0851772415261,64.0730665264212,81.1364709885187
2015-06-26,26.16165815172148,64.0730665264212,81.1364709885187
2015-06-29,24.224700090529126,64.0730665264212,81.1364709885187
2015-06-30,29.55667523102005,64.0730665264212,81.1364709885187
2015-07-01,23.20463540987328,64.0730665264212,81.1364709885187
2015-07-02,17.70926835327657,64.0730665264212,81.1364709885187
2015-07-03,13.736047069369297,64.0730665264212,81.1364709885187
2015-07-06,13.389966155758644,64.0730665264212,81.1364709885187
2015-07-07,13.564479714372654,64.0730665264212,81.1364709885187
2015-07-08,9.774160416925985,64.0730665264212,81.1364709885187
2015-07-09,13.171462562585114,64.0730665264212,81.1364709885187
2015-07-10,18.28960028793944,64.0730665264212,81.1364709885187
2015-07-13,22.63404517288908,64.0730665264212,81.1364709885187
2015-07-14,23.04153148925392,64.0730665264212,81.1364709885187
2015-07-15,23.546243691098994,64.0730665264212,81.1364709885187
2015-07-16,28.600780407478943,64.0730665264212,81.1364709885187
2015-07-17,38.54945786036279,64.0730665264212,81.1364709885187
2015-07-20,36.670986038082816,63.54635386294711,81.1364709885187
2015-07-21,43.73749410555546,62.94754540448915,81.1364709885187
2015-07-22,52.363092981364154,62.58344943684749,81.1364709885187
2015-07-23,63.351407569933194,62.58344943684749,81.1364709885187
2015-07-24,69.510265493459,62.58344943684749,81.1364709885187
2015-07-27,65.8378005705964,62.58344943684749,81.1364709885187
2015-07-28,63.00557836101503,62.58344943684749,81.1364709885187
2015-07-29,64.64390752494779,62.58344943684749,81.1364709885187
2015-07-30,58.938461287142715,62.014587014310564,81.1364709885187
2015-07-31,52.11083751156167,61.7656526620669,81.1364709885187
2015-08-03,43.49048281141947,61.094841490210314,81.1364709885187
2015-08-04,53.311269293099315,60.16380183312845,81.1364709885187
2015-08-05,52.08280082563477,60.02742390255562,81.1364709885187
2015-08-06,46.37690340972317,60.02742390255562,81.1364709885187
2015-08-07,47.07927998758987,60.02742390255562,81.1364709885187
2015-08-10,50.16246595005607,60.02742390255562,81.1364709885187
