date,000905.SH_RSI,000905.SH_RSI_30P,000905.SH_RSI_70P
2005-07-26,47.53867426627631,30.303936738710586,48.82640825461837
2005-07-27,50.79069314286061,30.303936738710586,48.82640825461837
2005-07-28,58.5563449495942,30.303936738710586,49.458196608499904
2005-07-29,61.11965999853447,30.303936738710586,49.92496771980936
2005-08-01,54.67823769581634,30.303936738710586,49.99326454672405
2005-08-02,62.561387791668345,30.303936738710586,50.23519942248007
2005-08-03,64.40540163845567,30.65935120849842,50.72851873364356
2005-08-04,71.9648728153659,30.744862796955523,50.83409196779706
2005-08-05,87.74824269483886,30.744862796955523,50.98986650072186
2005-08-08,88.33674364220985,30.744862796955523,51.500212766665264
2005-08-09,89.17819365337671,30.744862796955523,52.67492883910796
2005-08-10,91.46182618568332,30.744862796955523,53.36226146609132
2005-08-11,90.98092883630582,30.744862796955523,53.565533173808674
2005-08-12,82.552123320137,30.744862796955523,53.961925958900174
2005-08-15,83.25495271534382,30.744862796955523,54.30722573061258
2005-08-16,81.35394343931142,30.744862796955523,54.607284442873556
2005-08-17,84.65588299892764,30.744862796955523,55.20711048402555
2005-08-18,70.35847932180457,30.744862796955523,55.20711048402555
2005-08-19,69.46366447088234,30.744862796955523,55.20711048402555
2005-08-22,69.09184553200541,30.744862796955523,55.20711048402555
2005-08-23,62.627311963843944,30.744862796955523,55.20711048402555
2005-08-24,65.99881285861564,30.744862796955523,55.20711048402555
2005-08-25,63.5597618343443,30.744862796955523,55.20711048402555
2005-08-26,61.793374600685716,30.744862796955523,55.20711048402555
2005-08-29,55.4722720442096,30.744862796955523,54.91644800033432
2005-08-30,51.15912966884684,30.744862796955523,54.607284442873556
2005-08-31,53.646534295386786,30.744862796955523,54.30722573061258
2005-09-01,64.21046528482388,30.744862796955523,54.30722573061258
2005-09-02,60.500147177393536,30.744862796955523,54.30722573061258
2005-09-05,63.42648918151672,30.744862796955523,54.607284442873556
2005-09-06,52.28599473058843,30.744862796955523,54.607284442873556
2005-09-07,70.32141458565533,30.744862796955523,54.91644800033432
2005-09-08,70.5626101765813,30.96067038259097,55.76293452790084
2005-09-09,64.38153440579971,31.110699669268683,56.82200241025196
2005-09-12,71.30917438819291,31.318192245053364,57.75537824532393
2005-09-13,73.18635741563027,31.50116046278352,58.024263126316896
2005-09-14,73.34089923291283,31.634358834067367,58.45265938671134
2005-09-15,73.26289569031272,32.26913277917791,58.77395646431806
2005-09-16,76.60257209082071,33.27910195592968,59.34211291073446
2005-09-19,80.51943431468473,33.74374298926892,59.78817039154242
2005-09-20,75.10388735687688,34.19509535007899,60.60357140933657
2005-09-21,64.64829825997414,34.61681919301162,60.896283717364454
2005-09-22,52.16090845418117,35.06095772297466,60.896283717364454
2005-09-23,45.47269119042826,35.26096333760608,60.896283717364454
2005-09-26,53.899593904141184,35.664044944142546,60.896283717364454
2005-09-27,39.651359697181,36.41379733516944,60.896283717364454
2005-09-28,37.84948476425442,36.67145509518284,60.896283717364454
2005-09-29,47.47111428641818,36.67145509518284,60.896283717364454
2005-09-30,45.61116385987707,36.67145509518284,60.896283717364454
2005-10-10,34.82235058194925,36.251400691929675,60.896283717364454
2005-10-11,38.58771390189706,36.251400691929675,60.896283717364454
2005-10-12,40.66101365941239,36.251400691929675,60.896283717364454
2005-10-13,39.84084344652983,36.251400691929675,60.896283717364454
2005-10-14,33.28214829738096,35.26096333760608,60.896283717364454
2005-10-17,35.73874094595528,35.26096333760608,60.896283717364454
2005-10-18,44.964695277680384,35.26096333760608,60.896283717364454
2005-10-19,52.29355794500701,35.26096333760608,60.896283717364454
2005-10-20,57.13594850003173,35.57849838949993,60.896283717364454
2005-10-21,57.86582087109671,35.57849838949993,60.896283717364454
2005-10-24,68.02569608284956,36.38748714274133,61.047232131978106
2005-10-25,59.79339805825242,37.0884308638074,61.047232131978106
2005-10-26,43.52800917768261,37.56226860210473,61.047232131978106
2005-10-27,42.06057093174899,37.800938726468786,61.047232131978106
2005-10-28,38.75584989551967,38.09040325936845,61.047232131978106
2005-10-31,31.288293011759382,38.09040325936845,61.047232131978106
2005-11-01,25.190169013433184,38.09040325936845,61.047232131978106
2005-11-02,34.863138686131386,38.09040325936845,61.047232131978106
2005-11-03,33.908104824121274,38.09040325936845,61.047232131978106
2005-11-04,35.455484817172774,38.09040325936845,61.047232131978106
2005-11-07,31.789521145812067,38.09040325936845,61.047232131978106
2005-11-08,36.804431851103416,38.09040325936845,61.047232131978106
2005-11-09,35.72368557038425,38.09040325936845,61.047232131978106
2005-11-10,27.023002541992735,37.800938726468786,61.047232131978106
2005-11-11,27.00344632028972,37.56226860210473,61.047232131978106
2005-11-14,32.62331994384758,37.56226860210473,61.047232131978106
2005-11-15,36.84028786011945,37.14086085371978,61.047232131978106
2005-11-16,41.783487565748636,37.56226860210473,61.047232131978106
2005-11-17,50.34768933436915,37.800938726468786,61.047232131978106
2005-11-18,56.28820924277935,38.09040325936845,61.047232131978106
2005-11-21,60.030733181648365,38.09040325936845,61.047232131978106
2005-11-22,46.316397527309064,38.09040325936845,61.047232131978106
2005-11-23,54.15197930095652,38.366245160604265,61.047232131978106
2005-11-24,53.03678120584732,38.697420126444506,61.047232131978106
2005-11-25,49.57245680440881,38.75242605081036,61.047232131978106
2005-11-28,44.5691849943253,39.382706756682595,61.047232131978106
2005-11-29,41.40190910386092,39.78399832172518,61.047232131978106
2005-11-30,54.90296524857337,39.78399832172518,61.047232131978106
2005-12-01,52.5660436778546,39.78399832172518,61.047232131978106
2005-12-02,44.56454774572952,39.78399832172518,61.047232131978106
2005-12-05,38.57565326998596,39.382706756682595,61.047232131978106
2005-12-06,35.93633072426835,38.75242605081036,61.047232131978106
2005-12-07,41.01953895987382,38.75242605081036,61.047232131978106
2005-12-08,28.59241647694769,38.697420126444506,61.047232131978106
2005-12-09,36.06330207057219,38.58409571232373,61.047232131978106
2005-12-12,45.957845224427956,38.58409571232373,61.047232131978106
2005-12-13,42.0825668346991,38.58409571232373,61.047232131978106
2005-12-14,44.767839241775306,38.58409571232373,60.65496050949737
2005-12-15,42.62873010879822,38.58409571232373,60.171557380371915
2005-12-16,48.026431809458636,38.58409571232373,60.171557380371915
2005-12-19,54.52092401187277,38.58409571232373,59.864598595271204
2005-12-20,53.93290472851729,38.58409571232373,59.864598595271204
2005-12-21,51.458699472759214,38.58409571232373,59.864598595271204
2005-12-22,60.6769729912957,38.705409097432884,60.171557380371915
2005-12-23,83.91102563030472,39.382706756682595,60.553194921564184
2005-12-26,85.08122358779502,39.78399832172518,60.80977909346733
2005-12-27,83.70320176181592,39.96819495980055,61.32177437917984
2005-12-28,85.71626163570716,40.469541815520785,62.0237785579805
2005-12-29,84.85799328455582,40.682529857592165,62.58116504332102
2005-12-30,75.621231960172,40.92120259752672,62.86706512914577
2006-01-04,79.01925577363625,41.28719806066479,63.46647097736499
2006-01-05,79.85494322572966,41.66901402718232,63.75497286948817
2006-01-06,86.45105785666577,41.977445921948885,64.26178602111663
2006-01-09,87.33023531528858,42.07596806381407,64.3886945755965
2006-01-10,88.08070346654448,42.464881126568486,64.47827062491122
2006-01-11,83.93134371534634,43.25822545701729,65.05345263956659
2006-01-12,90.51695227874843,44.25358617531544,66.6068778258858
2006-01-13,90.54406527445701,44.56779381974656,68.34554091759631
2006-01-16,80.70814057633994,44.7082429675403,69.20339121366848
2006-01-17,78.70055221755284,44.90563846690886,69.72098950531424
2006-01-18,81.64836315757972,45.32029241660389,70.3325340065001
2006-01-19,82.69649923467045,45.32029241660389,70.41971857823759
2006-01-20,81.84018832726302,45.32029241660389,70.78657944006478
2006-01-23,86.90117571361718,45.32029241660389,71.5058839163448
2006-01-24,85.19998411248355,45.32029241660389,72.3313181954452
2006-01-25,81.95216647225605,45.32029241660389,73.20931889803501
2006-02-06,83.86392009987513,45.32029241660389,73.28629675309276
2006-02-07,82.17241379310344,45.32029241660389,73.86979567010204
2006-02-08,81.42992308096647,45.32029241660389,75.25909073786542
2006-02-09,75.68089108185353,45.32029241660389,75.25909073786542
2006-02-10,73.59548078538155,45.32029241660389,74.04800275683014
2006-02-13,70.14348142099546,45.32029241660389,73.41727369865345
2006-02-14,80.44581974503411,45.32029241660389,73.41727369865345
2006-02-15,81.2567764609115,45.32029241660389,73.41727369865345
2006-02-16,58.480235741312306,45.32029241660389,73.28629675309276
2006-02-17,50.03554860382861,45.32029241660389,73.20931889803501
2006-02-20,46.11541581099969,45.32029241660389,71.87232929642411
2006-02-21,49.57527897550187,45.32029241660389,70.78657944006478
2006-02-22,49.835227272727295,45.32029241660389,70.78657944006478
2006-02-23,50.38364010865013,45.32029241660389,70.78657944006478
2006-02-24,43.58677701372499,44.90563846690886,70.78657944006478
2006-02-27,41.75181555255361,44.7082429675403,70.78657944006478
2006-02-28,41.74019496712765,44.56779381974656,70.78657944006478
2006-03-01,51.19424460431655,44.56779381974656,70.78657944006478
2006-03-02,37.72331817693603,44.27121652612816,70.78657944006478
2006-03-03,39.51666712367584,43.569146662912274,70.78657944006478
2006-03-06,33.61496504720326,43.25822545701729,70.78657944006478
2006-03-07,27.24326802241493,42.464881126568486,70.78657944006478
2006-03-08,33.56345790570413,42.07596806381407,70.78657944006478
2006-03-09,34.887298711551495,41.977445921948885,70.78657944006478
2006-03-10,38.26997853940464,41.773985961790125,70.78657944006478
2006-03-13,31.40752458416461,41.748329376925824,70.78657944006478
2006-03-14,33.93365360533685,41.63870920814763,70.78657944006478
2006-03-15,41.78511041655991,41.63870920814763,70.4931893111547
2006-03-16,38.2363173802431,41.28719806066479,70.4931893111547
2006-03-17,39.0801404569295,40.911981369735386,68.66103168429332
2006-03-20,45.75095489718777,40.911981369735386,65.66151760683675
2006-03-21,43.77474206715485,40.911981369735386,61.86837057189922
2006-03-22,60.3100485618229,40.911981369735386,60.42012589066474
2006-03-23,63.374698379869024,40.911981369735386,60.42012589066474
2006-03-24,60.62948593598448,40.911981369735386,60.40587977407137
2006-03-27,81.1496726750964,40.911981369735386,60.40587977407137
2006-03-28,86.36126473964308,40.911981369735386,60.40587977407137
2006-03-29,91.12538965583052,40.911981369735386,60.643732052577846
2006-03-30,81.53089616261548,40.911981369735386,61.48629060786769
2006-03-31,82.61569379904881,40.911981369735386,64.76999769076318
2006-04-03,85.55037376890577,41.28719806066479,68.66103168429332
2006-04-04,85.69664955781347,41.63870920814763,71.17908123031128
2006-04-05,86.47799854290304,41.63870920814763,74.20320613781868
2006-04-06,88.02331853450066,41.63870920814763,75.63912969667646
2006-04-07,88.18702680581134,41.748329376925824,76.58678942256331
2006-04-10,89.53098270578069,41.773985961790125,78.79616328437785
2006-04-11,88.96246255815439,41.78462356131653,79.26996200926426
2006-04-12,88.39939984192267,41.977932777192265,80.03220618152099
2006-04-13,75.18700613573827,42.07596806381407,80.03220618152099
2006-04-14,77.21344152684696,42.464881126568486,80.03220618152099
2006-04-17,76.5965792768443,42.464881126568486,80.03220618152099
2006-04-18,76.7257687005034,42.464881126568486,80.03220618152099
2006-04-19,81.70456953568521,42.464881126568486,80.52451599442587
2006-04-20,76.19627761190618,42.464881126568486,80.52451599442587
2006-04-21,73.98823698536812,42.464881126568486,80.52451599442587
2006-04-24,68.05202638535974,42.464881126568486,80.52451599442587
2006-04-25,67.66339115807523,42.464881126568486,80.52451599442587
2006-04-26,69.39752667551751,43.29936294224696,80.52451599442587
2006-04-27,68.2443809475215,43.71835255112589,80.52451599442587
2006-04-28,66.92705738559745,44.327606042157115,80.52451599442587
2006-05-08,73.21688892236024,44.56779381974656,80.52451599442587
2006-05-09,77.59018791493193,44.7082429675403,80.52451599442587
2006-05-10,92.0214240409688,45.456020200564026,80.84060020596688
2006-05-11,89.12849004190406,45.8957781262559,81.18180381084093
2006-05-12,91.03208099220633,46.06814463502817,81.30872044692799
2006-05-15,92.80326642563274,46.256103012416254,81.46021500546118
2006-05-16,79.63655702683458,47.51342152481376,81.46021500546118
2006-05-17,82.9113061925974,49.10864930592375,81.56613626110475
2006-05-18,82.83888993989842,49.57443232417395,81.66522507101136
2006-05-19,86.37777789697846,49.75724278355967,81.74525517315855
2006-05-22,86.81681206215886,49.97545220449821,81.87378177076093
2006-05-23,74.22352127115487,50.25404711520699,81.87378177076093
2006-05-24,70.7875256481471,50.27921265720367,81.87378177076093
