date,000300.SH_换手率均值_120日
2005-09-29,1.2549958333333333
2005-09-30,1.2497116666666668
2005-10-10,1.2421674999999999
2005-10-11,1.2395866666666668
2005-10-12,1.2355416666666668
2005-10-13,1.2330058333333334
2005-10-14,1.2319816666666665
2005-10-17,1.2327000000000001
2005-10-18,1.2335341666666666
2005-10-19,1.2344175000000002
2005-10-20,1.2355608333333334
2005-10-21,1.235255
2005-10-24,1.23435
2005-10-25,1.2331233333333336
2005-10-26,1.2339158333333333
2005-10-27,1.2311083333333335
2005-10-28,1.2308883333333334
2005-10-31,1.232135
2005-11-01,1.2310883333333333
2005-11-02,1.2333016666666667
2005-11-03,1.2340566666666668
2005-11-04,1.2320524999999998
2005-11-07,1.23167
2005-11-08,1.2320016666666664
2005-11-09,1.2341366666666669
2005-11-10,1.2354766666666666
2005-11-11,1.23633
2005-11-14,1.2351416666666668
2005-11-15,1.233775
2005-11-16,1.2344891666666666
2005-11-17,1.2355741666666666
2005-11-18,1.2419458333333333
2005-11-21,1.2446075
2005-11-22,1.2465175
2005-11-23,1.247305
2005-11-24,1.2501133333333334
2005-11-25,1.2530475
2005-11-28,1.2529083333333333
2005-11-29,1.2486941666666667
2005-11-30,1.2290741666666667
2005-12-01,1.2085583333333334
2005-12-02,1.1991041666666669
2005-12-05,1.1942158333333335
2005-12-06,1.1903183333333334
2005-12-07,1.1883141666666668
2005-12-08,1.1868841666666665
2005-12-09,1.1842825
2005-12-12,1.1771883333333333
2005-12-13,1.1747775
2005-12-14,1.17633
2005-12-15,1.1803008333333334
2005-12-16,1.1815066666666667
2005-12-19,1.1760024999999998
2005-12-20,1.1755008333333334
2005-12-21,1.1744641666666666
2005-12-22,1.172466666666667
2005-12-23,1.1729583333333333
2005-12-26,1.176715
2005-12-27,1.1792233333333333
2005-12-28,1.1822608333333333
2005-12-29,1.1897616666666666
2005-12-30,1.1954500000000001
2006-01-04,1.2031991666666668
2006-01-05,1.2101541666666666
2006-01-06,1.2232475
2006-01-09,1.2323891666666666
2006-01-10,1.2408199999999998
2006-01-11,1.2520458333333333
2006-01-12,1.2606525
2006-01-13,1.2690391666666667
2006-01-16,1.2762466666666668
2006-01-17,1.2707383333333333
2006-01-18,1.2757016666666665
2006-01-19,1.2769075
2006-01-20,1.2789716666666668
2006-01-23,1.2785041666666668
2006-01-24,1.2837591666666666
2006-01-25,1.2894183333333333
2006-02-06,1.2953683333333332
2006-02-07,1.2980433333333334
2006-02-08,1.3048591666666667
2006-02-09,1.3061225
2006-02-10,1.3045483333333332
2006-02-13,1.3044225
2006-02-14,1.3006625
2006-02-15,1.2968433333333331
2006-02-16,1.2920325000000001
2006-02-17,1.2884566666666666
2006-02-20,1.2832149999999998
2006-02-21,1.2825175
2006-02-22,1.2724958333333334
2006-02-23,1.2692075
2006-02-24,1.2688866666666665
2006-02-27,1.2724566666666668
2006-02-28,1.2733575
2006-03-01,1.2740683333333331
2006-03-02,1.278903333333333
2006-03-03,1.2813575
2006-03-06,1.28384
2006-03-07,1.2856608333333333
2006-03-08,1.2807408333333334
2006-03-09,1.2754608333333333
2006-03-10,1.2701958333333334
2006-03-13,1.2624199999999999
2006-03-14,1.2555391666666664
2006-03-15,1.2488516666666667
2006-03-16,1.2465933333333332
2006-03-17,1.2475991666666668
2006-03-20,1.2454658333333335
2006-03-21,1.2432275000000002
2006-03-22,1.2432641666666666
2006-03-23,1.2461716666666665
2006-03-24,1.2483008333333332
2006-03-27,1.2457433333333332
2006-03-28,1.2464216666666668
2006-03-29,1.2525625
2006-03-30,1.25809
2006-03-31,1.2656941666666666
2006-04-03,1.2750825
2006-04-04,1.2882099999999999
2006-04-05,1.3001749999999999
2006-04-06,1.3161733333333332
2006-04-07,1.331265
2006-04-10,1.345620833333333
2006-04-11,1.3589566666666666
2006-04-12,1.369965833333333
2006-04-13,1.38364
2006-04-14,1.3967941666666668
2006-04-17,1.4107016666666667
2006-04-18,1.4225191666666666
2006-04-19,1.4343575000000002
2006-04-20,1.4491741666666667
2006-04-21,1.4656433333333332
2006-04-24,1.4852741666666667
2006-04-25,1.4991758333333334
2006-04-26,1.5157991666666668
2006-04-27,1.5263683333333333
2006-04-28,1.5429908333333335
2006-05-08,1.562828333333333
2006-05-09,1.58714
2006-05-10,1.6118083333333333
2006-05-11,1.6416958333333334
2006-05-12,1.6684983333333332
2006-05-15,1.7052574999999999
2006-05-16,1.7444366666666664
2006-05-17,1.7735783333333335
2006-05-18,1.7980891666666665
2006-05-19,1.8330333333333333
2006-05-22,1.8661216666666667
2006-05-23,1.893135
2006-05-24,1.9168816666666666
2006-05-25,1.924395
2006-05-26,1.9375783333333334
2006-05-29,1.9561549999999999
2006-05-30,1.9753333333333332
2006-05-31,1.9927316666666668
2006-06-01,2.0147850000000003
2006-06-02,2.0452558333333335
2006-06-05,2.0714016666666666
2006-06-06,2.0928166666666668
2006-06-07,2.1179416666666664
2006-06-08,2.1365433333333335
2006-06-09,2.1509775
2006-06-12,2.1583008333333336
2006-06-13,2.1675366666666664
2006-06-14,2.1770133333333335
2006-06-15,2.181481666666667
2006-06-16,2.190346666666666
2006-06-19,2.2006625
2006-06-20,2.2070766666666666
2006-06-21,2.214473333333333
2006-06-22,2.2213649999999996
2006-06-23,2.2290408333333334
2006-06-26,2.2385966666666666
2006-06-27,2.246575
2006-06-28,2.2550866666666662
2006-06-29,2.2711491666666666
2006-06-30,2.2825466666666667
2006-07-03,2.2964791666666664
2006-07-04,2.3132999999999995
2006-07-05,2.3208941666666667
2006-07-06,2.328778333333333
2006-07-07,2.3343333333333334
2006-07-10,2.3322358333333333
2006-07-11,2.328709166666667
2006-07-12,2.333675
2006-07-13,2.3470483333333334
2006-07-14,2.348399166666667
2006-07-17,2.347910833333333
2006-07-18,2.3463183333333335
2006-07-19,2.3471758333333335
2006-07-20,2.3470175
2006-07-21,2.3448075
2006-07-24,2.3386583333333335
2006-07-25,2.3338708333333336
2006-07-26,2.3300991666666664
2006-07-27,2.327614166666667
2006-07-28,2.325438333333333
2006-07-31,2.321425
2006-08-01,2.3095083333333335
2006-08-02,2.301724166666667
2006-08-03,2.2933025000000002
2006-08-04,2.2879516666666664
2006-08-07,2.2820091666666666
2006-08-08,2.277935
2006-08-09,2.269026666666667
2006-08-10,2.2619216666666664
2006-08-11,2.2568333333333332
2006-08-14,2.2537849999999997
2006-08-15,2.2462816666666665
2006-08-16,2.2412233333333336
2006-08-17,2.236861666666667
2006-08-18,2.231751666666667
2006-08-21,2.225259166666667
2006-08-22,2.2221816666666663
2006-08-23,2.2200949999999997
2006-08-24,2.212355833333333
2006-08-25,2.2088683333333337
2006-08-28,2.2115983333333333
2006-08-29,2.2164291666666665
2006-08-30,2.2167325
2006-08-31,2.2212191666666663
2006-09-01,2.227246666666667
2006-09-04,2.231219166666667
2006-09-05,2.2385816666666667
2006-09-06,2.2417116666666668
2006-09-07,2.2441941666666665
2006-09-08,2.2440275
2006-09-11,2.2456175000000003
2006-09-12,2.2483333333333335
2006-09-13,2.25434
2006-09-14,2.253445833333333
2006-09-15,2.26029
2006-09-18,2.2665241666666662
2006-09-19,2.2669825
2006-09-20,2.2605283333333333
2006-09-21,2.2608024999999996
2006-09-22,2.2621016666666667
2006-09-25,2.258015
2006-09-26,2.2491525
2006-09-27,2.2380875
2006-09-28,2.2273133333333335
2006-09-29,2.221714166666666
2006-10-09,2.2227883333333334
2006-10-10,2.2211649999999996
2006-10-11,2.219244166666667
2006-10-12,2.21854
2006-10-13,2.212905833333333
2006-10-16,2.2060275
2006-10-17,2.199205833333333
2006-10-18,2.1912716666666667
2006-10-19,2.180966666666667
2006-10-20,2.17049
2006-10-23,2.158245
2006-10-24,2.1489816666666663
2006-10-25,2.1410166666666663
2006-10-26,2.1418150000000002
2006-10-27,2.136825
2006-10-30,2.1284783333333333
2006-10-31,2.11445
2006-11-01,2.1015966666666666
2006-11-02,2.0873049999999997
2006-11-03,2.0752325000000003
2006-11-06,2.0534508333333337
2006-11-07,2.0286866666666667
2006-11-08,2.0070291666666664
2006-11-09,1.9939816666666668
2006-11-10,1.9817949999999998
2006-11-13,1.9639166666666668
2006-11-14,1.9488666666666667
2006-11-15,1.939335
2006-11-16,1.9485075
2006-11-17,1.94962
2006-11-20,1.9505266666666665
2006-11-21,1.9488883333333333
2006-11-22,1.950025
2006-11-23,1.9447233333333334
2006-11-24,1.9324175000000001
2006-11-27,1.9241766666666669
2006-11-28,1.9196183333333332
2006-11-29,1.9124766666666666
2006-11-30,1.9163183333333333
2006-12-01,1.9240400000000002
2006-12-04,1.9454016666666665
2006-12-05,1.9630475000000003
2006-12-06,1.9871158333333334
2006-12-07,2.0139808333333336
2006-12-08,2.030804166666667
2006-12-11,2.0388441666666663
2006-12-12,2.0517724999999998
2006-12-13,2.0571466666666667
2006-12-14,2.0658416666666666
2006-12-15,2.0758091666666667
2006-12-18,2.089751666666667
2006-12-19,2.1084325
2006-12-20,2.1217791666666668
2006-12-21,2.1275299999999997
2006-12-22,2.1286758333333333
2006-12-25,2.134065833333333
2006-12-26,2.1372116666666665
2006-12-27,2.1453225
2006-12-28,2.1575358333333337
2006-12-29,2.1743675000000002
2007-01-04,2.211291666666667
2007-01-05,2.2405125
2007-01-08,2.261260833333333
2007-01-09,2.2730908333333333
2007-01-10,2.296065
2007-01-11,2.3246233333333333
2007-01-12,2.3492125
2007-01-15,2.3676641666666662
2007-01-16,2.3948724999999995
2007-01-17,2.4272199999999997
2007-01-18,2.4546816666666667
2007-01-19,2.4831508333333336
2007-01-22,2.518180833333333
2007-01-23,2.554860833333333
2007-01-24,2.584001666666667
2007-01-25,2.6111825
2007-01-26,2.6398875
2007-01-29,2.6711466666666666
2007-01-30,2.7016424999999997
2007-01-31,2.73168
2007-02-01,2.75452
2007-02-02,2.7751033333333335
2007-02-05,2.79079
2007-02-06,2.813136666666667
2007-02-07,2.83831
2007-02-08,2.859286666666667
2007-02-09,2.8781325
2007-02-12,2.8931966666666664
2007-02-13,2.9095299999999997
2007-02-14,2.932090833333333
2007-02-15,2.9583466666666665
2007-02-16,2.9854841666666667
2007-02-26,3.0108616666666665
2007-02-27,3.054339166666667
2007-02-28,3.08397
2007-03-01,3.1092025000000003
2007-03-02,3.119781666666667
2007-03-05,3.141165
2007-03-06,3.1537508333333335
2007-03-07,3.168650833333333
2007-03-08,3.1836308333333334
2007-03-09,3.2026125
2007-03-12,3.2198091666666664
2007-03-13,3.239275
2007-03-14,3.2627733333333335
2007-03-15,3.281735
2007-03-16,3.302750833333333
2007-03-19,3.3201308333333333
2007-03-20,3.33729
2007-03-21,3.3485225
2007-03-22,3.3711608333333336
2007-03-23,3.3919374999999996
2007-03-26,3.415514166666667
2007-03-27,3.4399275
2007-03-28,3.4780975
2007-03-29,3.5154875
2007-03-30,3.5348025
2007-04-02,3.557913333333333
2007-04-03,3.582371666666667
2007-04-04,3.603169166666667
2007-04-05,3.616966666666667
2007-04-06,3.6335
2007-04-09,3.659255
2007-04-10,3.6861883333333334
2007-04-11,3.718634166666667
2007-04-12,3.7466691666666665
2007-04-13,3.780735833333333
2007-04-16,3.8085716666666665
2007-04-17,3.8447116666666665
2007-04-18,3.8777166666666667
2007-04-19,3.9153949999999997
2007-04-20,3.944635833333334
2007-04-23,3.9776708333333333
2007-04-24,4.009845833333333
2007-04-25,4.0361775
2007-04-26,4.0534625
2007-04-27,4.070704166666666
2007-04-30,4.093141666666666
2007-05-08,4.119239166666667
2007-05-09,4.162110833333333
2007-05-10,4.1921975
2007-05-11,4.209740833333333
2007-05-14,4.235319166666667
2007-05-15,4.259178333333334
2007-05-16,4.270426666666666
2007-05-17,4.289701666666667
2007-05-18,4.307976666666666
2007-05-21,4.330693333333333
2007-05-22,4.349503333333333
2007-05-23,4.3700875
2007-05-24,4.3928325
2007-05-25,4.409865
2007-05-28,4.430706666666667
2007-05-29,4.4537016666666664
2007-05-30,4.485483333333334
2007-05-31,4.515577500000001
2007-06-01,4.544185833333333
2007-06-04,4.559863333333333
2007-06-05,4.577985833333333
2007-06-06,4.5893966666666675
2007-06-07,4.59354
2007-06-08,4.5976175
2007-06-11,4.595464166666667
2007-06-12,4.5969775
2007-06-13,4.609777500000001
2007-06-14,4.620400833333333
2007-06-15,4.620352499999999
2007-06-18,4.6331825
2007-06-19,4.643729166666668
2007-06-20,4.655365000000001
2007-06-21,4.655292500000001
2007-06-22,4.654700833333334
2007-06-25,4.6557825
2007-06-26,4.650310833333333
2007-06-27,4.654360833333333
2007-06-28,4.654155
2007-06-29,4.650295833333334
2007-07-02,4.643099166666667
2007-07-03,4.630999166666667
2007-07-04,4.610291666666666
2007-07-05,4.575075833333334
2007-07-06,4.550281666666667
2007-07-09,4.5305550000000006
2007-07-10,4.5115175
2007-07-11,4.483355833333333
2007-07-12,4.453585
2007-07-13,4.426815833333333
2007-07-16,4.406283333333333
2007-07-17,4.3819083333333335
2007-07-18,4.356772500000001
2007-07-19,4.330337500000001
2007-07-20,4.3119525
2007-07-23,4.3006275
2007-07-24,4.281549166666666
2007-07-25,4.266585833333333
2007-07-26,4.253638333333333
2007-07-27,4.2416675
2007-07-30,4.231235833333333
2007-07-31,4.222579166666667
2007-08-01,4.2158291666666665
2007-08-02,4.210095833333333
2007-08-03,4.2133725
2007-08-06,4.221491666666667
2007-08-07,4.223446666666667
2007-08-08,4.226074166666667
2007-08-09,4.225359166666666
2007-08-10,4.229289166666667
2007-08-13,4.237944166666667
2007-08-14,4.238250833333334
2007-08-15,4.2341975
2007-08-16,4.225655833333333
2007-08-17,4.215109166666667
2007-08-20,4.206875
2007-08-21,4.1854425
2007-08-22,4.175890833333333
2007-08-23,4.164175833333333
2007-08-24,4.166498333333333
2007-08-27,4.167356666666667
2007-08-28,4.172839166666667
2007-08-29,4.174155
2007-08-30,4.175386666666666
2007-08-31,4.169239166666667
2007-09-03,4.1734808333333335
2007-09-04,4.174800833333333
2007-09-05,4.168589166666667
2007-09-06,4.167015833333333
2007-09-07,4.163480000000001
2007-09-10,4.15479
2007-09-11,4.153584166666667
2007-09-12,4.147850833333333
2007-09-13,4.132465
2007-09-14,4.121744166666667
2007-09-17,4.1136824999999995
2007-09-18,4.1042875
2007-09-19,4.073529166666666
2007-09-20,4.045846666666667
2007-09-21,4.040661666666667
2007-09-24,4.030004166666667
2007-09-25,4.012199166666666
2007-09-26,3.9926225
2007-09-27,3.9714941666666665
2007-09-28,3.9541166666666663
2007-10-08,3.9382800000000002
2007-10-09,3.9127099999999997
2007-10-10,3.8909391666666666
2007-10-11,3.8737741666666667
2007-10-12,3.857989166666667
2007-10-15,3.8454725
2007-10-16,3.8218216666666667
2007-10-17,3.79366
2007-10-18,3.7594716666666668
2007-10-19,3.731253333333333
2007-10-22,3.6949933333333336
2007-10-23,3.6590416666666665
2007-10-24,3.6304783333333335
2007-10-25,3.6142358333333333
2007-10-26,3.5910433333333334
2007-10-29,3.56123
2007-10-30,3.5274733333333335
2007-10-31,3.4826474999999997
2007-11-01,3.4478416666666667
2007-11-02,3.4237958333333336
2007-11-05,3.3956675
2007-11-06,3.3640049999999997
2007-11-07,3.3367741666666664
2007-11-08,3.3099908333333334
2007-11-09,3.286345
2007-11-12,3.2575316666666665
2007-11-13,3.2234141666666667
2007-11-14,3.193614166666667
2007-11-15,3.155873333333333
2007-11-16,3.123069166666667
2007-11-19,3.08291
2007-11-20,3.0463791666666666
2007-11-21,2.9994349999999996
2007-11-22,2.9552916666666667
2007-11-23,2.9115725
2007-11-26,2.8816383333333335
2007-11-27,2.8409774999999997
2007-11-28,2.80851
2007-11-29,2.7820016666666665
2007-11-30,2.754926666666667
2007-12-03,2.7245475000000003
2007-12-04,2.6910250000000002
2007-12-05,2.6565741666666667
2007-12-06,2.628861666666667
2007-12-07,2.6098575
2007-12-10,2.5884608333333334
2007-12-11,2.5689583333333337
2007-12-12,2.5469941666666664
2007-12-13,2.529439166666667
2007-12-14,2.507273333333333
2007-12-17,2.491410833333333
2007-12-18,2.4751808333333334
2007-12-19,2.459660833333333
2007-12-20,2.4430425
2007-12-21,2.4318158333333333
2007-12-24,2.4289466666666666
2007-12-25,2.4234816666666665
2007-12-26,2.422253333333333
2007-12-27,2.4227391666666667
2007-12-28,2.4175433333333336
2008-01-02,2.4110749999999994
2008-01-03,2.412
2008-01-04,2.415971666666666
2008-01-07,2.421325
2008-01-08,2.43238
2008-01-09,2.4360475
2008-01-10,2.4445633333333334
2008-01-11,2.4448608333333337
2008-01-14,2.449431666666667
2008-01-15,2.444144166666667
2008-01-16,2.4282674999999996
2008-01-17,2.4182141666666666
2008-01-18,2.4067341666666664
2008-01-21,2.3962424999999996
2008-01-22,2.390335833333333
2008-01-23,2.3784316666666667
2008-01-24,2.368504166666667
2008-01-25,2.3521516666666664
2008-01-28,2.3405533333333333
2008-01-29,2.3185066666666665
2008-01-30,2.2989949999999997
2008-01-31,2.275201666666667
2008-02-01,2.2506375000000003
2008-02-04,2.2349658333333333
