date,000300.SH_对_000905.SH_相对换手率
2007-01-15,0.8151711838749144
2007-01-16,0.7082138772696652
2007-01-17,0.6745823465403572
2007-01-18,0.6880469489120151
2007-01-19,0.6389654634349319
2007-01-22,0.6558087747559936
2007-01-23,0.7422609210428948
2007-01-24,0.7320680087372337
2007-01-25,0.7442104110959953
2007-01-26,0.7773083784966506
2007-01-29,0.8171716337818873
2007-01-30,0.6794360281985901
2007-01-31,0.720368946963874
2007-02-01,0.6695162784070671
2007-02-02,0.6701510326097575
2007-02-05,0.6880366485593411
2007-02-06,0.9458224383568339
2007-02-07,0.7971493818410899
2007-02-08,0.6991748951711079
2007-02-09,0.6507320837479439
2007-02-12,0.6619953286619953
2007-02-13,0.5878700389566731
2007-02-14,0.6207239322684581
2007-02-15,0.6067036482639194
2007-02-16,0.6126016430840716
2007-02-26,0.6627522482153342
2007-02-27,0.6478547992727425
2007-02-28,0.6807063664418791
2007-03-01,0.6087925393513152
2007-03-02,0.5340316655705096
2007-03-05,0.602193968880525
2007-03-06,0.6874758187487198
2007-03-07,0.6963376380005704
2007-03-08,0.5587914023960535
2007-03-09,0.6388355675418419
2007-03-12,0.5305155251819937
2007-03-13,0.5358496480579066
2007-03-14,0.531988122553651
2007-03-15,0.5447999161638996
2007-03-16,0.5907173575521083
2007-03-19,0.6777041233969472
2007-03-20,0.6156048047204271
2007-03-21,0.5855162031534744
2007-03-22,0.6511132067735454
2007-03-23,0.6191075900244555
2007-03-26,0.5879357618488054
2007-03-27,0.6216670702504911
2007-03-28,0.7332204785652193
2007-03-29,0.8312819671234376
2007-03-30,0.7655946976962257
2007-04-02,0.7987050124596592
2007-04-03,0.7142833618759057
2007-04-04,0.6162699678195577
2007-04-05,0.608803453707485
2007-04-06,0.6077075775207065
2007-04-09,0.6336456938866577
2007-04-10,0.6884025353106484
2007-04-11,0.6512156405952013
2007-04-12,0.6200232021336395
2007-04-13,0.6473527621104385
2007-04-16,0.6288046272493574
2007-04-17,0.5851636552502522
2007-04-18,0.6186236056331873
2007-04-19,0.640282131661442
2007-04-20,0.6542543123572537
2007-04-23,0.6451623265376049
2007-04-24,0.6074872431656352
2007-04-25,0.6787839138914262
2007-04-26,0.6205026893737292
2007-04-27,0.6063619110487664
2007-04-30,0.6383131693772313
2007-05-08,0.6452803343559647
2007-05-09,0.746611338924828
2007-05-10,0.7426920704218669
2007-05-11,0.6501295266878947
2007-05-14,0.6750875057068939
2007-05-15,0.635907595788725
2007-05-16,0.6742985048424379
2007-05-17,0.6251328580686973
2007-05-18,0.6013865055940696
2007-05-21,0.5869308638612738
2007-05-22,0.5782572764653713
2007-05-23,0.563130484255673
2007-05-24,0.5812320958926878
2007-05-25,0.5672769610081272
2007-05-28,0.5945656310718506
2007-05-29,0.628831191161931
2007-05-30,0.6860149799897176
2007-05-31,0.7048367725734249
2007-06-01,0.7540029291226171
2007-06-04,0.8320976101353297
2007-06-05,0.668552101490263
2007-06-06,0.5905662433260288
