date,000905.SH_动量_60日
2005-04-07,-5.531716124900832
2005-04-08,-5.397989105579438
2005-04-11,-4.633644850416507
2005-04-12,-7.036445249928336
2005-04-13,-5.575468257651261
2005-04-14,-7.231467863613872
2005-04-15,-9.45341159207631
2005-04-18,-11.050766482079222
2005-04-19,-9.73675448849145
2005-04-20,-9.558761848838193
2005-04-21,-12.516504121869765
2005-04-22,-13.063744054445115
2005-04-25,-13.512596366134233
2005-04-26,-13.482694819219454
2005-04-27,-16.685793637017376
2005-04-28,-13.89991326122777
2005-04-29,-14.20550531147674
2005-05-09,-15.748224420485235
2005-05-10,-14.103650412163638
2005-05-11,-12.03952081660169
2005-05-12,-11.586270475873484
2005-05-13,-15.49038987060316
2005-05-16,-14.507485359331096
2005-05-17,-14.92399389622755
2005-05-18,-15.189589617591427
2005-05-19,-15.587472065095486
2005-05-20,-15.095737943486986
2005-05-23,-19.157808109233976
2005-05-24,-19.742717984137936
2005-05-25,-20.560152581583857
2005-05-26,-22.00428329067613
2005-05-27,-22.763001919700653
2005-05-30,-21.87546223870962
2005-05-31,-21.96419373223838
2005-06-01,-22.60850292402311
2005-06-02,-23.916727974622454
2005-06-03,-23.64838867236172
2005-06-06,-22.716353196226635
2005-06-07,-24.247054515147305
2005-06-08,-18.516294610430485
2005-06-09,-15.496074268182925
2005-06-10,-17.61670401432882
2005-06-13,-17.21768743934604
2005-06-14,-17.673024890549804
2005-06-15,-19.07235983559573
2005-06-16,-17.201529198756692
2005-06-17,-15.731499122177894
2005-06-20,-13.250445209482786
2005-06-21,-11.529498224513413
2005-06-22,-11.32448867735275
2005-06-23,-13.285519747746555
2005-06-24,-12.691844791323337
2005-06-27,-9.597442040126857
2005-06-28,-10.663593695974416
2005-06-29,-8.423992827485039
2005-06-30,-11.669426873853329
2005-07-01,-18.025413294866244
2005-07-04,-17.62746326398277
2005-07-05,-17.427229901169294
2005-07-06,-19.063923088060953
2005-07-07,-19.8335787749656
2005-07-08,-23.866589008243654
2005-07-11,-24.673882904642973
2005-07-12,-20.258138256003278
2005-07-13,-22.919317343503522
2005-07-14,-21.688644199160812
2005-07-15,-21.76604753682093
2005-07-18,-22.668507343100465
2005-07-19,-22.122543019655836
2005-07-20,-19.996991232723616
2005-07-21,-18.74031508264462
2005-07-22,-15.856757806440614
2005-07-25,-14.52824894359248
2005-07-26,-13.958537954258453
2005-07-27,-10.707503872240466
2005-07-28,-13.174981641057105
2005-07-29,-12.126553336377178
2005-08-01,-8.29803066719289
2005-08-02,-6.698301405227802
2005-08-03,-5.1527286617297445
2005-08-04,-5.231885673242442
2005-08-05,-3.3206197737575494
2005-08-08,-0.9965712701891172
2005-08-09,-0.5215925127221466
2005-08-10,-0.09749673495075273
2005-08-11,0.9577666254515504
2005-08-12,-0.3349895620963772
2005-08-15,5.788284088675666
2005-08-16,3.773881195880513
2005-08-17,5.536515511357942
2005-08-18,2.7083041310398626
2005-08-19,3.776368587531187
2005-08-22,4.258637897915052
2005-08-23,2.5150839783553813
2005-08-24,6.1698556390166415
2005-08-25,8.707456645971433
2005-08-26,9.721567639336959
2005-08-29,6.943884041582615
2005-08-30,6.117377321618167
2005-08-31,0.44951031663023056
2005-09-01,1.845302892112155
2005-09-02,4.915795359575759
2005-09-05,5.997947862276631
2005-09-06,5.414383683027557
2005-09-07,11.537060759048545
2005-09-08,10.665530602217821
2005-09-09,9.91905136245419
2005-09-12,7.263033045902012
2005-09-13,10.795678004207332
2005-09-14,11.767709403442495
2005-09-15,13.487169285856382
2005-09-16,12.84242679872063
2005-09-19,11.523157059541255
2005-09-20,12.833711415476046
2005-09-21,11.758657795947247
2005-09-22,11.182662835975155
2005-09-23,14.229856697950428
2005-09-26,16.725796315593566
2005-09-27,15.090485431677614
2005-09-28,14.650061067141596
2005-09-29,16.57345688757832
2005-09-30,20.28832931684683
2005-10-10,20.192868889744233
2005-10-11,18.807654550027465
2005-10-12,21.198646174514614
2005-10-13,20.600264284466196
2005-10-14,22.612696084468876
2005-10-17,26.104545037081262
2005-10-18,27.11452409873325
2005-10-19,25.310726954741526
2005-10-20,25.789741028507862
2005-10-21,24.06032337877455
2005-10-24,24.884992634242487
2005-10-25,19.258528444910116
2005-10-26,13.868122637547264
2005-10-27,13.43133974813644
2005-10-28,10.77273184976335
2005-10-31,10.416022641268064
2005-11-01,7.865686698371532
2005-11-02,9.167108367370291
2005-11-03,8.316628814706606
2005-11-04,6.004297941532255
2005-11-07,5.234859401812475
2005-11-08,4.271628350278678
2005-11-09,2.5819365191499744
2005-11-10,-1.3894608934958752
2005-11-11,0.9272574492948271
2005-11-14,-1.4408092731999833
2005-11-15,-2.2368408510313853
2005-11-16,-3.257244367052603
2005-11-17,0.625469132312384
2005-11-18,2.785950011512184
2005-11-21,1.8595399136015045
2005-11-22,1.8186736914779233
2005-11-23,1.3790709264124512
2005-11-24,0.6313828731567162
2005-11-25,0.0831716107568603
2005-11-28,0.7322336611202296
2005-11-29,-0.06585704791250979
2005-11-30,-1.850813236118909
2005-12-01,-4.29995204557404
2005-12-02,-6.2603941615042125
2005-12-05,-9.879564396295326
2005-12-06,-7.3754972515655215
2005-12-07,-9.159408866995067
2005-12-08,-9.455990288752258
2005-12-09,-6.856485992657213
2005-12-12,-6.682390915850744
2005-12-13,-8.785694302070867
2005-12-14,-9.013282213986484
2005-12-15,-9.903702211746257
2005-12-16,-9.055967603782754
2005-12-19,-10.293189924867463
2005-12-20,-9.526597126038771
2005-12-21,-8.685659390604616
2005-12-22,-5.05787982677528
2005-12-23,-2.643489313786551
2005-12-26,-2.4771386767866166
2005-12-27,-0.2837945383554419
2005-12-28,0.5686571034036136
2005-12-29,-0.521524955497088
2005-12-30,-1.0785397275933972
2006-01-04,1.5117356896318768
2006-01-05,0.4676636054371297
2006-01-06,0.47639378130945875
2006-01-09,2.4469975663591548
2006-01-10,4.010944543309591
2006-01-11,3.1566178135707723
2006-01-12,3.773194330529628
2006-01-13,5.210907195418324
2006-01-16,3.810384286972779
2006-01-17,2.709638927093816
2006-01-18,4.609153701948299
2006-01-19,8.242695512758424
2006-01-20,11.56179891057436
2006-01-23,13.388029396184265
2006-01-24,16.397535703334178
2006-01-25,15.58276685584783
2006-02-06,19.13963815150219
2006-02-07,16.81010477011029
2006-02-08,18.5831686584486
2006-02-09,16.10004286798816
2006-02-10,16.484402649874962
2006-02-13,15.127949915485317
2006-02-14,16.677828921678838
2006-02-15,20.0777090088631
2006-02-16,16.339950191515086
2006-02-17,14.793207575440848
2006-02-20,15.024418305624309
2006-02-21,16.127529962791478
2006-02-22,16.244912490599983
2006-02-23,13.627927152741727
2006-02-24,14.192557364119596
2006-02-27,15.822624255955064
2006-02-28,15.106363431358627
2006-03-01,15.488672316350627
2006-03-02,13.343835079000876
2006-03-03,13.85055263842203
2006-03-06,15.156619367476608
2006-03-07,11.944062688366497
2006-03-08,11.66841545388575
2006-03-09,12.50403490066807
2006-03-10,15.65477848633372
