date,932000.CSI_换手率均值_120日
2024-07-19,4.1358500000000005
2024-07-22,4.120838333333333
2024-07-23,4.1179425
2024-07-24,4.108211666666667
2024-07-25,4.099458333333334
2024-07-26,4.090419166666667
2024-07-29,4.078740833333334
2024-07-30,4.070664166666667
2024-07-31,4.074980833333333
2024-08-01,4.0808875
2024-08-02,4.0789599999999995
2024-08-05,4.081663333333333
2024-08-06,4.073483333333334
2024-08-07,4.060591666666666
2024-08-08,4.044725000000001
2024-08-09,4.026959166666667
2024-08-12,4.003464166666666
2024-08-13,3.9836474999999996
2024-08-14,3.9730374999999998
2024-08-15,3.9615708333333335
2024-08-16,3.9564766666666666
2024-08-19,3.9443466666666667
2024-08-20,3.9278508333333333
2024-08-21,3.913040833333333
2024-08-22,3.8797333333333333
2024-08-23,3.8632058333333332
2024-08-26,3.84742
2024-08-27,3.8312741666666668
2024-08-28,3.816660833333333
2024-08-29,3.8061425
2024-08-30,3.8014566666666667
2024-09-02,3.7975291666666666
2024-09-03,3.7862091666666666
2024-09-04,3.7681991666666668
2024-09-05,3.7534758333333333
2024-09-06,3.740406666666667
2024-09-09,3.7277466666666665
2024-09-10,3.7096700000000005
2024-09-11,3.6902358333333334
2024-09-12,3.676286666666667
2024-09-13,3.6582133333333338
2024-09-18,3.6383375
2024-09-19,3.6253900000000003
2024-09-20,3.6150075
2024-09-23,3.606018333333333
2024-09-24,3.60995
2024-09-25,3.6255825
2024-09-26,3.6355875
2024-09-27,3.653923333333333
2024-09-30,3.7119308333333336
2024-10-08,3.787493333333333
2024-10-09,3.8342341666666666
2024-10-10,3.858791666666667
2024-10-11,3.8766625
2024-10-14,3.8934691666666668
2024-10-15,3.902808333333333
2024-10-16,3.9095675
2024-10-17,3.92504
2024-10-18,3.9523258333333335
2024-10-21,3.9867975
2024-10-22,4.021825
2024-10-23,4.056521666666667
2024-10-24,4.080800833333333
2024-10-25,4.112813333333333
2024-10-28,4.149794166666667
2024-10-29,4.189386666666667
2024-10-30,4.219849166666666
2024-10-31,4.260323333333333
2024-11-01,4.305069166666667
2024-11-04,4.327115833333334
2024-11-05,4.36498
2024-11-06,4.410941666666667
2024-11-07,4.459945
2024-11-08,4.516339166666667
2024-11-11,4.561005
2024-11-12,4.6054225
2024-11-13,4.63266
2024-11-14,4.651186666666667
2024-11-15,4.674771666666667
2024-11-18,4.700365833333334
2024-11-19,4.719924166666667
2024-11-20,4.7490425
2024-11-21,4.778044166666667
2024-11-22,4.8157475
2024-11-25,4.843374166666667
2024-11-26,4.871784166666667
2024-11-27,4.902683333333333
2024-11-28,4.9354216666666675
2024-11-29,4.973850833333333
2024-12-02,5.018894166666667
2024-12-03,5.056761666666666
2024-12-04,5.102329166666666
2024-12-05,5.144636666666667
2024-12-06,5.2004675
2024-12-09,5.249455833333333
2024-12-10,5.312421666666666
2024-12-11,5.369833333333333
2024-12-12,5.430754166666667
2024-12-13,5.490634166666667
2024-12-16,5.538640833333333
2024-12-17,5.587948333333333
2024-12-18,5.61961
2024-12-19,5.655470833333334
2024-12-20,5.688985
2024-12-23,5.730514166666667
2024-12-24,5.757758333333333
2024-12-25,5.787403333333334
2024-12-26,5.808198333333333
2024-12-27,5.838473333333334
2024-12-30,5.861800000000001
2024-12-31,5.8889225000000005
2025-01-02,5.920344166666666
2025-01-03,5.949265833333333
2025-01-06,5.9695849999999995
2025-01-07,5.985094166666667
2025-01-08,6.012551666666667
2025-01-09,6.037739166666666
2025-01-10,6.066341666666667
2025-01-13,6.08341
2025-01-14,6.11231
2025-01-15,6.140859166666667
2025-01-16,6.173299999999999
2025-01-17,6.19637
2025-01-20,6.220470000000001
2025-01-21,6.246700833333334
2025-01-22,6.2658625
2025-01-23,6.292481666666666
2025-01-24,6.313064166666666
2025-01-27,6.317521666666667
2025-02-05,6.326095833333334
2025-02-06,6.344908333333334
2025-02-07,6.374798333333334
2025-02-10,6.405761666666666
2025-02-11,6.4350175
2025-02-12,6.461093333333334
2025-02-13,6.494800833333333
2025-02-14,6.525706666666666
2025-02-17,6.564513333333333
2025-02-18,6.602874166666667
2025-02-19,6.629299166666667
2025-02-20,6.658213333333333
2025-02-21,6.695059166666666
2025-02-24,6.7305725
2025-02-25,6.765398333333334
2025-02-26,6.801280833333334
2025-02-27,6.842280000000001
2025-02-28,6.882313333333333
2025-03-03,6.912933333333333
2025-03-04,6.938135000000001
2025-03-05,6.964970833333333
2025-03-06,6.9902475
2025-03-07,7.020593333333333
2025-03-10,7.045366666666667
2025-03-11,7.069840833333333
2025-03-12,7.102803333333333
2025-03-13,7.133441666666667
2025-03-14,7.1681525
2025-03-17,7.20063
2025-03-18,7.232855833333334
2025-03-19,7.263115
2025-03-20,7.2936125
2025-03-21,7.330704166666666
2025-03-24,7.364768333333333
2025-03-25,7.388495000000001
2025-03-26,7.409630000000001
2025-03-27,7.418456666666667
2025-03-28,7.415193333333334
2025-03-31,7.414533333333334
2025-04-01,7.399725833333333
2025-04-02,7.344995
2025-04-03,7.277653333333334
2025-04-07,7.251524166666667
2025-04-08,7.253956666666667
2025-04-09,7.273385
2025-04-10,7.287952499999999
2025-04-11,7.289338333333333
2025-04-14,7.2935791666666665
2025-04-15,7.287604166666666
2025-04-16,7.2738733333333325
2025-04-17,7.25208
2025-04-18,7.2311749999999995
2025-04-21,7.21383
2025-04-22,7.207855833333334
2025-04-23,7.1980466666666665
2025-04-24,7.174685833333332
2025-04-25,7.1447650000000005
2025-04-28,7.12418
2025-04-29,7.089250833333334
2025-04-30,7.055953333333333
2025-05-06,7.050985833333333
2025-05-07,7.039846666666667
2025-05-08,7.012711666666666
2025-05-09,6.979679166666667
2025-05-12,6.940464166666667
2025-05-13,6.915605
2025-05-14,6.888257499999999
2025-05-15,6.874570000000001
2025-05-16,6.8672375
2025-05-19,6.862699166666666
2025-05-20,6.8585325
2025-05-21,6.8581666666666665
2025-05-22,6.849850000000001
2025-05-23,6.841539166666666
2025-05-26,6.817184166666667
2025-05-27,6.807455833333333
2025-05-28,6.799026666666666
2025-05-29,6.7947725
2025-05-30,6.781921666666666
2025-06-03,6.759814166666668
2025-06-04,6.737771666666666
2025-06-05,6.715790833333333
2025-06-06,6.691127500000001
2025-06-09,6.677513333333334
2025-06-10,6.66043
2025-06-11,6.639381666666667
2025-06-12,6.6028725
2025-06-13,6.5805175
2025-06-16,6.540219166666666
2025-06-17,6.502877499999999
2025-06-18,6.473679166666667
2025-06-19,6.4531625
2025-06-20,6.436858333333333
2025-06-23,6.4198216666666665
2025-06-24,6.4135349999999995
2025-06-25,6.402840833333333
2025-06-26,6.405656666666667
2025-06-27,6.403028333333333
2025-06-30,6.408155
2025-07-01,6.408763333333334
2025-07-02,6.415121666666667
2025-07-03,6.416720833333333
2025-07-04,6.416627500000001
2025-07-07,6.407884999999999
2025-07-08,6.416811666666667
2025-07-09,6.429753333333333
2025-07-10,6.432853333333333
2025-07-11,6.44196
2025-07-14,6.444330833333334
2025-07-15,6.462696666666667
2025-07-16,6.459504166666666
2025-07-17,6.458748333333333
2025-07-18,6.453797499999999
2025-07-21,6.463757500000001
2025-07-22,6.4758450000000005
2025-07-23,6.487381666666666
2025-07-24,6.498906666666667
2025-07-25,6.502910833333333
2025-07-28,6.508494166666667
2025-07-29,6.52198
2025-07-30,6.535249166666666
2025-07-31,6.538613333333333
2025-08-01,6.520510833333334
2025-08-04,6.505674166666667
2025-08-05,6.499483333333333
2025-08-06,6.497543333333334
2025-08-07,6.4909225
2025-08-08,6.489949999999999
2025-08-11,6.486730833333334
2025-08-12,6.484105
2025-08-13,6.490550833333333
2025-08-14,6.499510833333333
2025-08-15,6.4944725000000005
2025-08-18,6.503196666666667
2025-08-19,6.516660833333334
2025-08-20,6.522194999999999
2025-08-21,6.524815
2025-08-22,6.525249166666667
2025-08-25,6.546635833333332
2025-08-26,6.5655149999999995
2025-08-27,6.592614166666666
2025-08-28,6.605739166666666
2025-08-29,6.604345833333334
2025-09-01,6.6149875
2025-09-02,6.635658333333334
2025-09-03,6.6363199999999996
2025-09-04,6.642656666666666
2025-09-05,6.6436025
2025-09-08,6.6453558333333325
2025-09-09,6.646304166666666
2025-09-10,6.64308
2025-09-11,6.6442825
2025-09-12,6.643453333333334
2025-09-15,6.6380575
2025-09-16,6.651255
2025-09-17,6.6645025
2025-09-18,6.6913225
2025-09-19,6.703384166666666
2025-09-22,6.707520000000001
2025-09-23,6.725406666666667
2025-09-24,6.7364325
2025-09-25,6.743401666666666
2025-09-26,6.738206666666667
2025-09-29,6.719239999999999
2025-09-30,6.691699166666667
2025-10-09,6.677448333333333
2025-10-10,6.675651666666667
2025-10-13,6.6731525000000005
2025-10-14,6.6803175
2025-10-15,6.678810833333333
2025-10-16,6.6803475
2025-10-17,6.68367
2025-10-20,6.680284166666667
2025-10-21,6.6808425
2025-10-22,6.6744475
2025-10-23,6.670159166666667
2025-10-24,6.667488333333333
2025-10-27,6.669631666666666
2025-10-28,6.676525
2025-10-29,6.679740833333333
2025-10-30,6.681619166666667
2025-10-31,6.6714649999999995
2025-11-03,6.665980833333334
2025-11-04,6.667130833333333
2025-11-05,6.676445
2025-11-06,6.682402499999999
2025-11-07,6.685646666666667
2025-11-10,6.6947849999999995
2025-11-11,6.70339
2025-11-12,6.707010833333333
2025-11-13,6.7099575
2025-11-14,6.716600833333333
2025-11-17,6.723143333333334
2025-11-18,6.73039
2025-11-19,6.740294166666667
2025-11-20,6.744644166666666
2025-11-21,6.757379166666667
2025-11-24,6.753005
2025-11-25,6.751833333333333
2025-11-26,6.757094166666666
2025-11-27,6.7559825
2025-11-28,6.752341666666667
2025-12-01,6.7541025
2025-12-02,6.751604166666667
2025-12-03,6.742073333333334
2025-12-04,6.738775833333333
2025-12-05,6.738706666666667
2025-12-08,6.7366616666666665
2025-12-09,6.743645833333333
2025-12-10,6.749315833333333
2025-12-11,6.7575875000000005
2025-12-12,6.759315833333333
2025-12-15,6.763169166666667
2025-12-16,6.769585
2025-12-17,6.765606666666668
2025-12-18,6.756539166666667
2025-12-19,6.752131666666666
2025-12-22,6.749076666666666
2025-12-23,6.748118333333333
2025-12-24,6.739950833333333
2025-12-25,6.7347275
2025-12-26,6.738401666666666
2025-12-29,6.73604
2025-12-30,6.739904166666666
2025-12-31,6.736625833333333
2026-01-05,6.733490000000001
2026-01-06,6.734839166666666
2026-01-07,6.737776666666666
2026-01-08,6.746605
2026-01-09,6.756919166666667
2026-01-12,6.785870833333333
2026-01-13,6.819083333333333
2026-01-14,6.8558725
2026-01-15,6.860928333333333
2026-01-16,6.862218333333333
2026-01-19,6.8621783333333335
2026-01-20,6.870411666666667
2026-01-21,6.87286
2026-01-22,6.8790716666666665
2026-01-23,6.889415833333333
2026-01-26,6.903821666666667
2026-01-27,6.909859999999999
2026-01-28,6.921096666666666
2026-01-29,6.940290833333333
2026-01-30,6.949648333333332
2026-02-02,6.949742499999999
2026-02-03,6.946195
2026-02-04,6.945189166666667
2026-02-05,6.9368425
2026-02-06,6.929620833333334
2026-02-09,6.919465
2026-02-10,6.901623333333333
2026-02-11,6.886933333333333
2026-02-12,6.863191666666666
2026-02-13,6.831759166666666
2026-02-24,6.811628333333333
2026-02-25,6.795203333333333
