date,881001.WI_年化波动率_120日
2005-07-06,25.63353172869779
2005-07-07,25.5690432721908
2005-07-08,25.70238066459554
2005-07-11,25.700996621596207
2005-07-12,26.205202755210816
2005-07-13,26.167825085051998
2005-07-14,26.166406762231002
2005-07-15,26.23936273396501
2005-07-18,26.314938802444527
2005-07-19,26.301399062621737
2005-07-20,26.163690519142584
2005-07-21,26.10500785630511
2005-07-22,26.293613019046035
2005-07-25,26.239273721669054
2005-07-26,26.276812672560297
2005-07-27,26.33676500248803
2005-07-28,26.335805199474553
2005-07-29,26.313844684224684
2005-08-01,26.259121137874924
2005-08-02,26.322129523220443
2005-08-03,26.140140715543364
2005-08-04,26.143720744959214
2005-08-05,25.300091486210064
2005-08-08,25.249307638316598
2005-08-09,25.143466553703664
2005-08-10,25.157187740892674
2005-08-11,25.234972917762533
2005-08-12,25.28934207889146
2005-08-15,25.364025240996412
2005-08-16,25.12117585662676
2005-08-17,25.209831280575468
2005-08-18,25.695202436629792
2005-08-19,25.69373061912777
2005-08-22,25.741698752871557
2005-08-23,25.780360315694463
2005-08-24,25.760199255967116
2005-08-25,25.762397700924467
2005-08-26,25.75768924619496
2005-08-29,25.779395335956078
2005-08-30,25.6120807594633
2005-08-31,25.73382987532749
2005-09-01,25.6812749974216
2005-09-02,25.68052784918319
2005-09-05,25.72729593749317
2005-09-06,25.79824957792716
2005-09-07,25.96799586038187
2005-09-08,25.92360048258596
2005-09-09,25.81465234101204
2005-09-12,25.817967247772273
2005-09-13,25.72347305936803
2005-09-14,25.742449299041187
2005-09-15,25.718540811242597
2005-09-16,25.717383737662676
2005-09-19,25.74180635565749
2005-09-20,25.747606375349253
2005-09-21,25.6359785767428
2005-09-22,25.956735916738477
2005-09-23,25.48937980746942
2005-09-26,25.379327000951214
2005-09-27,25.487685729049183
2005-09-28,25.36254724548884
2005-09-29,25.408120546353796
2005-09-30,25.260379414478763
2005-10-10,25.320055391933515
2005-10-11,25.33438898871771
2005-10-12,25.131132665665813
2005-10-13,25.0684299426577
2005-10-14,24.980053245530076
2005-10-17,24.915199090665606
2005-10-18,24.964738490524912
2005-10-19,24.85858049612223
2005-10-20,24.791827040553184
2005-10-21,24.75727742246831
2005-10-24,24.66228455260015
2005-10-25,24.736767652725405
2005-10-26,24.952805398623322
2005-10-27,24.800395960363677
2005-10-28,24.889774897868392
2005-10-31,24.53772224660505
2005-11-01,24.551110069209862
2005-11-02,24.626133570632497
2005-11-03,24.60386322157644
2005-11-04,24.603436119230388
2005-11-07,24.555282106610683
2005-11-08,24.533937484938033
2005-11-09,24.529814310553153
2005-11-10,24.78119715653926
2005-11-11,24.777416474938352
2005-11-14,24.48791014912601
2005-11-15,24.43443411008833
2005-11-16,24.460643389671567
2005-11-17,24.39561927048969
2005-11-18,24.599700733139898
2005-11-21,24.574704091612578
2005-11-22,24.73035898503974
2005-11-23,24.564743374630847
2005-11-24,24.44386128707862
2005-11-25,24.441073455690475
2005-11-28,24.300640759740304
2005-11-29,24.37525262600837
2005-11-30,21.805706854645805
2005-12-01,21.757165589018985
2005-12-02,21.59818990978908
2005-12-05,21.787618719208044
2005-12-06,21.685152949379486
2005-12-07,21.47427941035384
2005-12-08,21.410943597317377
2005-12-09,21.555426068607904
2005-12-12,21.16516867576566
