date,000852.SH_换手率均值_20日
2014-11-13,3.8814450000000003
2014-11-14,3.79812
2014-11-17,3.7632000000000003
2014-11-18,3.7246
2014-11-19,3.7179049999999996
2014-11-20,3.6946199999999996
2014-11-21,3.7208300000000003
2014-11-24,3.7996749999999997
2014-11-25,3.8374900000000003
2014-11-26,3.82868
2014-11-27,3.8484849999999993
2014-11-28,3.9056599999999997
2014-12-01,3.937325
2014-12-02,3.9553350000000003
2014-12-03,4.07751
2014-12-04,4.209820000000001
2014-12-05,4.341185
2014-12-08,4.459155
2014-12-09,4.586705
2014-12-10,4.669415
2014-12-11,4.733305
2014-12-12,4.831605000000001
2014-12-15,4.938174999999999
2014-12-16,5.032505
2014-12-17,5.117215
2014-12-18,5.16734
2014-12-19,5.22912
2014-12-22,5.27034
2014-12-23,5.203255
2014-12-24,5.10778
2014-12-25,5.000635000000001
2014-12-26,4.90523
2014-12-29,4.868119999999999
2014-12-30,4.822825
2014-12-31,4.678694999999999
2015-01-05,4.581915
2015-01-06,4.449885
2015-01-07,4.334665
2015-01-08,4.154365
2015-01-09,4.082625
2015-01-12,3.97485
2015-01-13,3.8715649999999995
2015-01-14,3.7466750000000006
2015-01-15,3.6275500000000003
2015-01-16,3.531315
2015-01-19,3.5401650000000005
2015-01-20,3.5079000000000002
2015-01-21,3.476585
2015-01-22,3.5410199999999996
2015-01-23,3.619265
2015-01-26,3.68396
2015-01-27,3.7521950000000004
2015-01-28,3.754275
2015-01-29,3.7459900000000004
2015-01-30,3.7698750000000003
2015-02-02,3.70839
2015-02-03,3.6664000000000003
2015-02-04,3.6620049999999997
2015-02-05,3.6804
2015-02-06,3.6921399999999998
2015-02-09,3.67196
2015-02-10,3.64943
2015-02-11,3.653295
2015-02-12,3.6806550000000002
2015-02-13,3.71997
2015-02-16,3.70442
2015-02-17,3.6942
2015-02-25,3.64852
2015-02-26,3.6175550000000003
2015-02-27,3.6059449999999997
2015-03-02,3.676585
2015-03-03,3.7445449999999996
2015-03-04,3.8019949999999993
2015-03-05,3.9097649999999993
2015-03-06,3.98026
2015-03-09,4.05094
2015-03-10,4.123045
2015-03-11,4.188785
2015-03-12,4.231364999999999
2015-03-13,4.271154999999999
2015-03-16,4.461930000000001
2015-03-17,4.7263399999999995
2015-03-18,4.9543
2015-03-19,5.1741399999999995
2015-03-20,5.318465
2015-03-23,5.51564
2015-03-24,5.794415
2015-03-25,6.00647
2015-03-26,6.18215
