date,881001.WI_均线_60日
2005-04-05,759.1807766666666
2005-04-06,758.3854950000001
2005-04-07,757.9642733333334
2005-04-08,757.6064966666668
2005-04-11,757.305765
2005-04-12,756.7414883333333
2005-04-13,756.3477133333333
2005-04-14,755.7331116666667
2005-04-15,754.8921833333333
2005-04-18,753.87148
2005-04-19,753.018285
2005-04-20,752.2482350000001
2005-04-21,751.1968883333334
2005-04-22,750.1028183333333
2005-04-25,749.0039983333334
2005-04-26,747.7734933333334
2005-04-27,746.1523699999999
2005-04-28,744.8022466666666
2005-04-29,743.44966
2005-05-09,741.9591983333333
2005-05-10,740.645955
2005-05-11,739.519185
2005-05-12,738.33335
2005-05-13,736.5636483333334
2005-05-16,734.8844866666666
2005-05-17,733.059935
2005-05-18,731.1783083333333
2005-05-19,729.296915
2005-05-20,727.538585
2005-05-23,725.2630316666667
2005-05-24,722.8237916666666
2005-05-25,720.345055
2005-05-26,717.700095
2005-05-27,714.9437666666668
2005-05-30,712.3286599999999
2005-05-31,709.7210516666668
2005-06-01,707.07977
2005-06-02,704.1905916666667
2005-06-03,701.350675
2005-06-06,698.6517516666667
2005-06-07,695.6998083333333
2005-06-08,693.565535
2005-06-09,691.8671266666666
2005-06-10,689.8754033333333
2005-06-13,687.9077350000001
2005-06-14,685.9609016666667
2005-06-15,683.8809316666667
2005-06-16,682.0712133333333
2005-06-17,680.4755883333333
2005-06-20,679.1745333333333
2005-06-21,678.064615
2005-06-22,677.0487466666667
2005-06-23,675.8194016666667
2005-06-24,674.6725316666667
2005-06-27,673.8724333333333
2005-06-28,672.954695
2005-06-29,672.2642116666667
2005-06-30,671.2110416666667
2005-07-01,669.3805
2005-07-04,667.6538816666667
2005-07-05,665.9396283333334
2005-07-06,663.954395
2005-07-07,661.83886
2005-07-08,659.2351816666667
2005-07-11,656.6041666666666
2005-07-12,654.54606
2005-07-13,652.123195
2005-07-14,649.9084700000001
2005-07-15,647.7687700000001
2005-07-18,645.6239416666666
2005-07-19,643.4975166666667
2005-07-20,641.6531866666667
2005-07-21,639.9557816666668
2005-07-22,638.5882983333333
2005-07-25,637.3693883333333
2005-07-26,636.253495
2005-07-27,635.5225766666667
2005-07-28,634.5366016666667
2005-07-29,633.6360416666668
2005-08-01,633.149905
2005-08-02,632.8180100000001
2005-08-03,632.6859483333334
2005-08-04,632.6107350000001
2005-08-05,632.7601466666666
2005-08-08,633.1380516666667
2005-08-09,633.5494516666665
2005-08-10,634.0237616666667
2005-08-11,634.6373566666666
2005-08-12,635.0919633333334
2005-08-15,636.0897
2005-08-16,636.8783083333333
2005-08-17,637.8182033333334
2005-08-18,638.4755183333333
2005-08-19,639.2320916666666
2005-08-22,640.0111916666667
2005-08-23,640.6742433333333
2005-08-24,641.6722933333333
2005-08-25,642.9141533333334
2005-08-26,644.2027199999999
2005-08-29,645.1689583333334
2005-08-30,646.0808466666666
2005-08-31,646.353335
2005-09-01,646.7376666666667
2005-09-02,647.4068750000001
2005-09-05,648.1781699999999
2005-09-06,648.8857033333334
2005-09-07,650.1025966666667
2005-09-08,651.2210666666667
2005-09-09,652.2671616666667
2005-09-12,653.0351333333333
2005-09-13,654.1238116666666
2005-09-14,655.2643033333333
2005-09-15,656.5454216666666
2005-09-16,657.7550016666667
2005-09-19,658.809045
2005-09-20,659.9657066666666
2005-09-21,660.9653066666667
2005-09-22,661.9061800000001
2005-09-23,663.0737716666666
2005-09-26,664.3946599999999
2005-09-27,665.5854899999999
2005-09-28,666.8064350000001
2005-09-29,668.1872433333334
2005-09-30,669.8237316666666
2005-10-10,671.3930899999999
2005-10-11,672.8371633333334
2005-10-12,674.4471116666666
2005-10-13,675.9489716666666
2005-10-14,677.4711516666666
2005-10-17,679.1211566666667
2005-10-18,680.854395
2005-10-19,682.4346999999999
2005-10-20,684.0056099999999
2005-10-21,685.4361316666667
2005-10-24,686.9302916666667
2005-10-25,687.9859283333333
2005-10-26,688.5131833333332
2005-10-27,689.0331816666666
2005-10-28,689.3895133333333
2005-10-31,689.7553683333334
2005-11-01,689.8862283333333
2005-11-02,690.1146183333333
2005-11-03,690.31274
2005-11-04,690.2860466666667
2005-11-07,690.1828333333334
2005-11-08,690.0139616666668
2005-11-09,689.6886616666667
2005-11-10,688.9445516666667
2005-11-11,688.43039
2005-11-14,687.6675233333333
2005-11-15,686.8830783333334
2005-11-16,686.0156116666668
2005-11-17,685.549495
2005-11-18,685.3448216666667
2005-11-21,685.05976
2005-11-22,684.6906233333334
2005-11-23,684.3025333333333
2005-11-24,683.913365
2005-11-25,683.5290683333334
2005-11-28,683.2138333333334
2005-11-29,682.8070683333333
2005-11-30,682.2445033333333
2005-12-01,681.4411383333332
2005-12-02,680.4893633333334
2005-12-05,679.2000633333333
2005-12-06,678.2100683333334
2005-12-07,677.0689633333333
2005-12-08,675.8936933333333
2005-12-09,674.9986633333333
2005-12-12,674.11022
2005-12-13,673.0142166666667
2005-12-14,671.9374733333334
2005-12-15,670.7817633333333
2005-12-16,669.7321800000001
2005-12-19,668.5674233333334
2005-12-20,667.52969
2005-12-21,666.64186
2005-12-22,666.1693883333334
2005-12-23,665.9367366666667
2005-12-26,665.7567933333335
2005-12-27,665.7640250000001
2005-12-28,665.8269766666667
2005-12-29,665.8176716666666
2005-12-30,665.6954866666667
2006-01-04,665.9027383333334
2006-01-05,666.073385
2006-01-06,666.2623066666667
2006-01-09,666.6300733333334
2006-01-10,667.18786
2006-01-11,667.7119366666666
2006-01-12,668.2762233333334
2006-01-13,668.887755
2006-01-16,669.3006600000001
2006-01-17,669.6666766666666
2006-01-18,670.2514783333334
2006-01-19,671.1558266666667
2006-01-20,672.375945
2006-01-23,673.6968899999999
2006-01-24,675.2300966666667
2006-01-25,676.743715
2006-02-06,678.65289
2006-02-07,680.3601516666666
2006-02-08,682.2103433333333
2006-02-09,683.8129866666666
2006-02-10,685.5382366666666
2006-02-13,687.164395
2006-02-14,688.9261266666667
2006-02-15,690.979735
2006-02-16,692.6585633333333
2006-02-17,694.2750883333334
2006-02-20,695.9648816666667
2006-02-21,697.8145149999999
2006-02-22,699.6749016666666
2006-02-23,701.3071383333333
2006-02-24,703.0241133333333
2006-02-27,704.87586
2006-02-28,706.68594
2006-03-01,708.5269466666666
2006-03-02,710.0743249999999
2006-03-03,711.70828
2006-03-06,713.4414866666667
2006-03-07,714.8006916666667
2006-03-08,716.1130833333334
2006-03-09,717.4803433333333
2006-03-10,719.1274350000001
2006-03-13,720.8580216666667
2006-03-14,722.4781833333333
2006-03-15,724.2623133333333
2006-03-16,725.8562616666667
2006-03-17,727.3657633333333
2006-03-20,729.058535
2006-03-21,730.6821066666666
2006-03-22,732.4842933333333
2006-03-23,734.2445466666667
2006-03-24,735.9001499999999
2006-03-27,737.6444333333334
2006-03-28,739.56511
2006-03-29,741.4848983333334
2006-03-30,743.1438583333334
2006-03-31,744.8053366666666
2006-04-03,746.7846549999999
2006-04-04,748.8983833333334
2006-04-05,751.0219099999999
2006-04-06,753.2919216666667
2006-04-07,755.44818
