date,000905.SH_年化波动率_120日
2005-07-07,27.592151879455745
2005-07-08,27.80557085647243
2005-07-11,27.82010554289332
2005-07-12,28.307189562798534
2005-07-13,28.279355586828352
2005-07-14,28.274397174015288
2005-07-15,28.44760122042393
2005-07-18,28.600676208336743
2005-07-19,28.617046024134662
2005-07-20,28.50103656860184
2005-07-21,28.39933891079974
2005-07-22,28.639656430873757
2005-07-25,28.592975494674544
2005-07-26,28.703903599017096
2005-07-27,28.694045303287457
2005-07-28,28.681241665783077
2005-07-29,28.65093022292552
2005-08-01,28.608741961135465
2005-08-02,28.62432198545104
2005-08-03,28.338022279177988
2005-08-04,28.31790276828727
2005-08-05,27.5246795978971
2005-08-08,27.50816878487094
2005-08-09,27.50680653259703
2005-08-10,27.517313463281795
2005-08-11,27.5572767782566
2005-08-12,27.635807217500645
2005-08-15,27.82366135024581
2005-08-16,27.547836976028666
2005-08-17,27.626792419706696
2005-08-18,28.15833135209358
2005-08-19,28.159076708830206
2005-08-22,28.235630396912686
2005-08-23,28.325042981374516
2005-08-24,28.330916228557857
2005-08-25,28.378006129952677
2005-08-26,28.37719822375596
2005-08-29,28.391700868094606
2005-08-30,28.193651365128737
2005-08-31,28.372109845523962
2005-09-01,28.374104790946742
2005-09-02,28.39633561882947
2005-09-05,28.47238463590869
2005-09-06,28.61632651460126
2005-09-07,28.912286067750482
2005-09-08,28.859945605367894
2005-09-09,28.73568074327606
2005-09-12,28.74517383636696
2005-09-13,28.655653102792623
2005-09-14,28.705230606005124
2005-09-15,28.667534717493837
2005-09-16,28.66643417648674
2005-09-19,28.705700919682307
2005-09-20,28.70657105848669
2005-09-21,28.45373081492026
2005-09-22,28.824843971767123
2005-09-23,28.45083564676718
2005-09-26,28.345219399973082
2005-09-27,28.46594106790396
2005-09-28,28.345200589898994
2005-09-29,28.441682655628846
2005-09-30,28.31508602982002
2005-10-10,28.363953149018535
2005-10-11,28.39100249282691
2005-10-12,28.21164564140231
2005-10-13,28.135118733979642
2005-10-14,27.95711628780933
2005-10-17,27.898570445177224
2005-10-18,28.00234983982895
2005-10-19,27.868199513334098
2005-10-20,27.732879165075474
2005-10-21,27.713314922236115
2005-10-24,27.57309914636787
2005-10-25,27.671453690662666
2005-10-26,27.824558450101357
2005-10-27,27.629079894221192
2005-10-28,27.808765930146674
2005-10-31,27.364116803387812
2005-11-01,27.379891320370476
2005-11-02,27.507112408393763
2005-11-03,27.568461003361044
2005-11-04,27.558868783231393
2005-11-07,27.55518372155664
2005-11-08,27.522243617480278
2005-11-09,27.511207379311024
2005-11-10,27.813939837463113
2005-11-11,27.79952996731343
2005-11-14,27.435852968191597
2005-11-15,27.337533952030803
2005-11-16,27.357402515424393
2005-11-17,27.290287659028472
2005-11-18,27.414584948121345
2005-11-21,27.39656184365089
2005-11-22,27.523024636879782
2005-11-23,27.335537162509883
2005-11-24,27.2808918062872
2005-11-25,27.271338152988157
2005-11-28,27.191589622832574
2005-11-29,27.26568381744113
2005-11-30,25.03837283828997
2005-12-01,24.998056199888758
2005-12-02,24.874118500076214
2005-12-05,25.137345382065167
2005-12-06,24.991621493986493
2005-12-07,24.730658681844794
2005-12-08,24.694213007933975
2005-12-09,24.798887898382088
2005-12-12,24.469418941749606
2005-12-13,24.433981817739834
2005-12-14,24.46511486590538
2005-12-15,24.425020361390484
2005-12-16,24.44451546319192
2005-12-19,24.171286122321746
2005-12-20,24.02645717449031
2005-12-21,24.028207652977894
2005-12-22,23.69643271654848
2005-12-23,23.02711640775952
2005-12-26,22.950381073038294
2005-12-27,22.9244920411438
2005-12-28,22.922936186740856
2005-12-29,22.958487000077398
2005-12-30,22.453751830956993
2006-01-04,22.438191905832124
2006-01-05,21.997779521174696
2006-01-06,21.975805865253733
2006-01-09,22.051648797623415
2006-01-10,21.727645222148855
2006-01-11,21.406142351190237
2006-01-12,21.585476597651756
2006-01-13,21.583759082053962
2006-01-16,21.679321491609414
2006-01-17,21.47178772780495
2006-01-18,21.631223914860374
2006-01-19,21.45959807921034
2006-01-20,21.322790092799927
2006-01-23,21.327885755366253
2006-01-24,21.31821301505363
2006-01-25,21.31455381446757
2006-02-06,21.435553543030476
2006-02-07,21.41718905475116
2006-02-08,21.38770164009242
2006-02-09,21.15185150148833
2006-02-10,21.106703947113342
2006-02-13,20.99830722928555
2006-02-14,20.973040996103645
2006-02-15,20.93090572558506
2006-02-16,21.13824594780171
2006-02-17,20.83709748752659
2006-02-20,20.864049403017702
2006-02-21,20.848732452028624
2006-02-22,19.988872178213928
2006-02-23,19.99168887492448
2006-02-24,19.951898894491446
2006-02-27,19.780983087043207
2006-02-28,19.723176919323993
2006-03-01,19.687942696840466
2006-03-02,19.898611527109274
2006-03-03,19.838024712545444
2006-03-06,19.82000072867467
2006-03-07,19.966810633609015
2006-03-08,19.706463068818042
2006-03-09,19.69240691789177
2006-03-10,19.605202061878774
2006-03-13,19.291781689319752
2006-03-14,18.854790920865725
2006-03-15,18.922132968048782
2006-03-16,18.847093169656212
2006-03-17,18.841658878348237
2006-03-20,18.647567148789435
2006-03-21,18.584600299363668
2006-03-22,18.65958058974164
2006-03-23,18.69683104627155
2006-03-24,18.626620474039253
2006-03-27,18.648408663127803
2006-03-28,18.556039895759127
2006-03-29,17.907907158992213
2006-03-30,17.874109361292625
2006-03-31,17.9385542261799
2006-04-03,17.98899574866834
2006-04-04,18.022419564908386
2006-04-05,17.828160189386903
2006-04-06,17.826561949247644
2006-04-07,17.792620884365014
2006-04-10,17.748147130657514
2006-04-11,17.708014497693686
2006-04-12,17.683480490799326
2006-04-13,18.209594816861323
2006-04-14,18.477076900091397
2006-04-17,18.356196759854974
2006-04-18,18.30287701893896
2006-04-19,18.3020085221984
2006-04-20,18.321310163323314
2006-04-21,18.35633938263547
2006-04-24,18.068336154927355
2006-04-25,17.602648735797853
2006-04-26,17.607209445940637
2006-04-27,17.117094432610852
2006-04-28,17.19798935749526
2006-05-08,17.700069973373253
2006-05-09,17.97830260715741
2006-05-10,17.95898801840812
2006-05-11,17.97234141264861
2006-05-12,18.566273499427144
2006-05-15,19.538960562533195
2006-05-16,20.29152307313848
2006-05-17,19.83710686880866
2006-05-18,19.84152500254795
2006-05-19,20.127810382799375
2006-05-22,20.105997484221103
2006-05-23,21.272380833770203
2006-05-24,21.40066153205439
2006-05-25,21.286117273478876
2006-05-26,21.45750934604635
2006-05-29,21.39993932753583
2006-05-30,21.464833289902206
2006-05-31,21.513421576002724
2006-06-01,22.009115342527515
2006-06-02,21.98492914954226
2006-06-05,21.910646463425902
2006-06-06,22.0023926042881
2006-06-07,24.42721715203554
2006-06-08,24.30927690825471
2006-06-09,24.210242042444683
2006-06-12,24.20868117285279
2006-06-13,24.19819393268932
2006-06-14,24.27090981601321
2006-06-15,24.205137300652822
2006-06-16,24.3350978343813
2006-06-19,24.348280990697553
2006-06-20,24.36276885055734
2006-06-21,24.341186940739593
2006-06-22,24.340696941635816
2006-06-23,24.36785037822707
2006-06-26,24.444686914683892
2006-06-27,24.39348357156431
2006-06-28,24.411614231405924
2006-06-29,24.46178640055688
2006-06-30,24.46985091568748
2006-07-03,24.54739791743787
2006-07-04,24.57415691543587
2006-07-05,24.61730922877833
2006-07-06,24.76547679362677
2006-07-07,24.74001689816522
2006-07-10,24.715243588852736
2006-07-11,24.705362120962207
2006-07-12,24.672379169514688
2006-07-13,26.71891589447735
2006-07-14,26.69125903260065
2006-07-17,26.61489081084406
2006-07-18,26.619796058558077
2006-07-19,26.785029880626475
2006-07-20,26.781854546361405
2006-07-21,26.667426109108654
2006-07-24,26.646272453064988
2006-07-25,26.68781480705037
2006-07-26,26.678997179596987
2006-07-27,26.759260057792122
2006-07-28,26.81145693387369
2006-07-31,27.567453950376326
2006-08-01,27.642312084326065
2006-08-02,27.66489289159242
2006-08-03,27.566699199476417
2006-08-04,28.027857663326515
2006-08-07,28.254919154375497
2006-08-08,28.523506433361987
2006-08-09,28.521403472917683
2006-08-10,28.24442397060492
2006-08-11,28.192171097771755
2006-08-14,28.548953589030603
2006-08-15,28.573570539553454
2006-08-16,28.64012071153616
2006-08-17,28.679507627428553
2006-08-18,28.709631796955854
2006-08-21,28.69524169678272
2006-08-22,28.718125880492707
2006-08-23,28.727679582513755
2006-08-24,28.560227980875315
2006-08-25,28.558597252619215
2006-08-28,28.71513389308429
2006-08-29,28.423707514722835
2006-08-30,28.40911278922832
2006-08-31,28.385035452974485
2006-09-01,28.57123290240352
2006-09-04,28.685512808159608
2006-09-05,28.68543702036886
2006-09-06,28.663931796783533
2006-09-07,28.80916385730028
2006-09-08,28.800720009434542
2006-09-11,28.770679873182953
2006-09-12,28.770671345278707
2006-09-13,28.85870083880644
2006-09-14,28.849654459735664
2006-09-15,28.83588173092421
2006-09-18,28.871536336555486
2006-09-19,28.854516440729157
2006-09-20,28.85462896413471
2006-09-21,28.781734804267217
2006-09-22,28.796647489632193
2006-09-25,28.62722132978889
2006-09-26,28.6183749546736
2006-09-27,28.6149996006198
2006-09-28,28.62386844967751
2006-09-29,28.602062882004418
2006-10-09,28.57146668405362
2006-10-10,28.574159576485958
2006-10-11,28.57331080512599
2006-10-12,28.292093480620927
2006-10-13,28.141895241380183
2006-10-16,28.167544150598484
2006-10-17,28.168834193226388
2006-10-18,28.202771328190114
2006-10-19,28.159993269537466
2006-10-20,28.17367050750093
2006-10-23,28.581798054883755
2006-10-24,28.754606545243032
2006-10-25,28.758214200783815
2006-10-26,28.77647647223193
2006-10-27,28.8636839375389
2006-10-30,28.522271723125627
2006-10-31,28.238158591663844
2006-11-01,28.133927688185995
2006-11-02,28.12985943133143
2006-11-03,27.691284538579673
2006-11-06,26.948260741746406
2006-11-07,26.478674651028932
2006-11-08,26.400587512463698
2006-11-09,26.422673721292917
2006-11-10,26.42018127101313
2006-11-13,26.85089394785684
2006-11-14,26.106365167248878
2006-11-15,26.1098708349092
2006-11-16,26.155488516940682
2006-11-17,25.996111987537283
2006-11-20,25.814513914181425
2006-11-21,25.732851469956202
2006-11-22,25.806585974972325
2006-11-23,25.274007352563675
2006-11-24,25.35887749946143
2006-11-27,25.43172574155001
2006-11-28,25.406670249469155
2006-11-29,23.354382633348735
2006-11-30,23.45370768721118
2006-12-01,23.220095222347194
2006-12-04,23.373951235822393
2006-12-05,23.377390369251696
2006-12-06,23.450708494469108
2006-12-07,23.506934657893986
2006-12-08,24.00376294258092
2006-12-11,24.345467394434657
2006-12-12,24.298286149273736
2006-12-13,24.29675645099646
2006-12-14,24.39480050367087
2006-12-15,24.426617674062754
2006-12-18,24.396564513352125
2006-12-19,24.39399946813082
2006-12-20,24.504268386121527
2006-12-21,24.45210313988791
2006-12-22,24.466344484233375
2006-12-25,24.367127917433088
2006-12-26,24.413834703543806
2006-12-27,24.39590735631425
2006-12-28,24.285637115574605
2006-12-29,24.341731227200626
2007-01-04,24.334512279819517
2007-01-05,24.593341561392396
2007-01-08,25.372488358378998
2007-01-09,23.521493378566678
2007-01-10,23.74433575241106
2007-01-11,23.664112226418922
2007-01-12,24.288515270512406
2007-01-15,25.141169155010868
2007-01-16,25.521707406460024
2007-01-17,25.57617620841311
2007-01-18,25.758793071742662
2007-01-19,26.11201628478667
2007-01-22,26.785719978097216
2007-01-23,26.704641891522986
2007-01-24,26.653753817666466
2007-01-25,26.77529408685429
2007-01-26,26.69132004640899
2007-01-29,26.993877495671466
2007-01-30,27.000059789298607
2007-01-31,27.61381020373935
2007-02-01,27.356733710761283
2007-02-02,27.265420757176816
2007-02-05,27.28790314264378
2007-02-06,27.3328533871254
2007-02-07,27.405610944971443
2007-02-08,27.04499439440099
2007-02-09,26.959216059019692
2007-02-12,27.03181363792913
2007-02-13,27.044383413788864
2007-02-14,27.094362893095635
2007-02-15,27.348215714166656
2007-02-16,27.348919876643347
