date,000300.SH_均线_60日
2005-04-06,995.3384166666667
2005-04-07,995.3707333333333
2005-04-08,995.5520833333334
2005-04-11,995.7562
2005-04-12,995.6685166666667
2005-04-13,995.7855333333334
2005-04-14,995.6162
2005-04-15,995.2384333333333
2005-04-18,994.6866833333333
2005-04-19,994.3130166666667
2005-04-20,994.0365999999999
2005-04-21,993.5247999999999
2005-04-22,993.0563166666667
2005-04-25,992.6200666666666
2005-04-26,991.8613833333333
2005-04-27,990.6692333333334
2005-04-28,989.7408666666668
2005-04-29,988.7819833333334
2005-05-09,987.6910333333333
2005-05-10,986.7554833333332
2005-05-11,985.8716833333333
2005-05-12,984.7028333333333
2005-05-13,982.7133333333334
2005-05-16,980.7476
2005-05-17,978.491
2005-05-18,976.1512
2005-05-19,973.8772833333333
2005-05-20,971.8224166666665
2005-05-23,969.11755
2005-05-24,966.1460833333333
2005-05-25,963.2212000000001
2005-05-26,960.0857166666667
2005-05-27,956.7981666666668
2005-05-30,953.7252166666666
2005-05-31,950.7254166666667
2005-06-01,947.6622833333333
2005-06-02,944.1734333333334
2005-06-03,940.7462
2005-06-06,937.5649666666667
2005-06-07,934.03655
2005-06-08,931.6903666666666
2005-06-09,929.8602166666666
2005-06-10,927.6456666666668
2005-06-13,925.34455
2005-06-14,923.1781166666667
2005-06-15,920.9076
2005-06-16,919.0138333333333
2005-06-17,917.3751666666667
2005-06-20,916.1145333333333
2005-06-21,914.9835666666667
2005-06-22,914.0108333333334
2005-06-23,912.8236833333334
2005-06-24,911.7461166666667
2005-06-27,911.0019
2005-06-28,910.144
2005-06-29,909.5084
2005-06-30,908.4497833333334
2005-07-01,906.4722666666668
2005-07-04,904.7016666666667
2005-07-05,902.93635
2005-07-06,900.75115
2005-07-07,898.4177500000001
2005-07-08,895.5184833333334
2005-07-11,892.6630833333332
2005-07-12,890.5483999999999
2005-07-13,887.9705833333334
2005-07-14,885.6808333333333
2005-07-15,883.4628166666666
2005-07-18,881.2832
2005-07-19,879.1119
2005-07-20,877.3081333333334
2005-07-21,875.6415666666667
2005-07-22,874.3181000000001
2005-07-25,873.0979333333333
2005-07-26,872.0878833333334
2005-07-27,871.5446833333334
2005-07-28,870.6915499999999
2005-07-29,869.9543666666667
2005-08-01,869.6615833333333
2005-08-02,869.5036166666667
2005-08-03,869.6322666666667
2005-08-04,869.9377666666666
2005-08-05,870.5421
2005-08-08,871.4121
2005-08-09,872.27255
2005-08-10,873.2254499999999
