date,000852.SH_年化波动率_20日
2014-11-14,22.39046596782648
2014-11-17,22.336048423130865
2014-11-18,22.254289658612336
2014-11-19,21.92767482246184
2014-11-20,20.996475748937776
2014-11-21,21.12573150978031
2014-11-24,21.0155472410822
2014-11-25,19.841191659464226
2014-11-26,19.47683205334284
2014-11-27,19.513181743767188
2014-11-28,19.344111812423318
2014-12-01,19.78023623229294
2014-12-02,19.800633135138458
2014-12-03,19.919549386956227
2014-12-04,20.1644457861791
2014-12-05,21.502822879995477
2014-12-08,21.516447276795255
2014-12-09,24.04464877332954
2014-12-10,25.999241917215166
2014-12-11,25.51717220956915
2014-12-12,25.60720513855485
2014-12-15,25.725171160810422
2014-12-16,25.854797164304717
2014-12-17,26.415305955593283
2014-12-18,26.421968297247624
2014-12-19,27.089458653268544
2014-12-22,32.43337521931367
2014-12-23,32.181882287239624
2014-12-24,33.156333046733266
2014-12-25,33.36171324235805
2014-12-26,33.374050814217696
2014-12-29,33.87644405131995
2014-12-30,34.03957548908295
2014-12-31,33.984966495081366
2015-01-05,33.484444776040135
2015-01-06,33.86765009050088
2015-01-07,33.866515414078805
2015-01-08,29.66103788145919
2015-01-09,27.163183618075355
2015-01-12,26.58948275161489
2015-01-13,26.978586793462817
2015-01-14,25.95737387544083
2015-01-15,26.138776233428402
2015-01-16,26.559944722953876
2015-01-19,27.51968166763148
2015-01-20,30.38832918583068
2015-01-21,25.139918914842703
2015-01-22,24.545045896342067
2015-01-23,24.184831111673986
2015-01-26,24.898581299980915
2015-01-27,24.938703102401043
2015-01-28,23.344789361226365
2015-01-29,22.06289711421486
2015-01-30,22.81432331733422
2015-02-02,22.902435891235246
2015-02-03,22.72634071754602
2015-02-04,22.708650862331503
2015-02-05,22.696557010643577
2015-02-06,23.875993844062872
2015-02-09,23.68907656297398
2015-02-10,23.39293526405088
2015-02-11,23.493717753953412
2015-02-12,23.55150894367665
2015-02-13,23.73369633229371
2015-02-16,22.20784356782432
2015-02-17,19.330300408673654
2015-02-25,18.66682839953034
2015-02-26,18.180190144942944
2015-02-27,17.778761924127434
2015-03-02,18.154476820287936
2015-03-03,18.42741851374914
2015-03-04,18.718658942416685
2015-03-05,18.23950604937577
2015-03-06,18.681246914941642
2015-03-09,18.756164773588935
2015-03-10,18.576005546345947
2015-03-11,18.568858235904482
2015-03-12,19.025377767518805
2015-03-13,16.991106195323994
2015-03-16,17.990581015411795
2015-03-17,17.97521067081726
2015-03-18,18.247271812287458
2015-03-19,18.256255358955517
2015-03-20,18.126535366096647
2015-03-23,18.844892254299534
2015-03-24,18.82410275768869
2015-03-25,18.28971143595851
2015-03-26,21.225619939018188
2015-03-27,21.191606448099563
2015-03-30,20.720770407327752
2015-03-31,20.12839534667197
2015-04-01,20.729048687702328
2015-04-02,21.332734833792223
2015-04-03,19.265423451377643
2015-04-07,19.382383984250932
2015-04-08,21.63220298076998
2015-04-09,22.447571173700016
2015-04-10,21.956349590690515
2015-04-13,22.137682306214217
2015-04-14,21.136142842074904
2015-04-15,27.65006806018988
2015-04-16,27.361619126399006
2015-04-17,27.420277211883654
2015-04-20,29.286231420624297
2015-04-21,30.381447005995593
2015-04-22,31.301632088041558
2015-04-23,31.20923520914024
2015-04-24,29.702874279097692
2015-04-27,29.69567568059835
2015-04-28,32.8188569041602
2015-04-29,33.54445129343232
2015-04-30,32.85280797319463
2015-05-04,32.12661956630304
2015-05-05,33.433326636855604
2015-05-06,32.96795198257291
2015-05-07,33.08578289919973
2015-05-08,36.26393366209135
2015-05-11,38.65112823508984
2015-05-12,38.868339126063496
2015-05-13,38.840851496397164
2015-05-14,34.898765682074824
2015-05-15,34.99845087082016
2015-05-18,35.63759788535046
2015-05-19,33.98923840863612
2015-05-20,32.998502737253474
2015-05-21,33.67948312886704
2015-05-22,33.701356083302436
2015-05-25,33.53662523911524
2015-05-26,34.77426684875191
2015-05-27,30.34903455267305
2015-05-28,39.49604680580247
2015-05-29,39.483212756546884
2015-06-01,41.52858185512729
2015-06-02,39.80734716224692
2015-06-03,39.3224916946273
2015-06-04,38.0386647297804
2015-06-05,36.72981230101225
2015-06-08,37.842200937563476
2015-06-09,37.82350775212573
2015-06-10,38.03583078312753
2015-06-11,38.054494430290084
2015-06-12,37.75111889745097
2015-06-15,39.219504726310376
2015-06-16,43.1639501477963
2015-06-17,43.0036395737711
2015-06-18,44.06575818395852
2015-06-19,50.74907964173837
2015-06-23,50.505756506119404
2015-06-24,49.00654289125989
2015-06-25,50.8291536755913
2015-06-26,55.078356301168654
2015-06-29,59.38306619661845
2015-06-30,58.54267975433595
2015-07-01,57.797391778075905
2015-07-02,60.477573698780475
2015-07-03,62.47717241728108
2015-07-06,62.35770493298784
2015-07-07,63.466080407303636
2015-07-08,62.71621402380549
2015-07-09,63.1078231148722
2015-07-10,64.28660936481269
2015-07-13,67.70031813708773
2015-07-14,70.70967697912455
2015-07-15,70.75288553798966
2015-07-16,70.0101359972992
2015-07-17,74.81758280093818
2015-07-20,74.50555886049372
2015-07-21,75.40454007813285
2015-07-22,75.19846326582264
2015-07-23,75.90913067773508
2015-07-24,70.83375790843569
2015-07-27,70.77868881172978
2015-07-28,69.75071636576439
2015-07-29,70.0491505974836
2015-07-30,66.42610276742502
2015-07-31,62.84440639554837
2015-08-03,62.93857234867753
2015-08-04,62.62722038878292
2015-08-05,61.43147734889992
2015-08-06,60.945983926422386
2015-08-07,61.30769454286769
2015-08-10,61.61242126321882
2015-08-11,60.77782944947822
2015-08-12,58.71443230294524
2015-08-13,59.29689518100425
2015-08-14,56.72186120031624
2015-08-17,56.11745599551521
2015-08-18,61.775616476062176
2015-08-19,62.177223845022354
2015-08-20,61.92039094737047
2015-08-21,64.51597206030513
2015-08-24,65.4394125941333
2015-08-25,68.54468417070414
2015-08-26,66.53146362655697
2015-08-27,68.08430011955116
2015-08-28,71.88394892161087
2015-08-31,70.6497177778564
2015-09-01,69.54041877227633
2015-09-02,70.3238500574471
2015-09-07,71.29998691957915
2015-09-08,72.30335196716962
2015-09-09,71.2047245830924
2015-09-10,70.85500697295315
2015-09-11,71.45544499595987
2015-09-14,72.56232409947492
2015-09-15,73.05910514260222
2015-09-16,77.70000847603906
2015-09-17,74.84169495852329
2015-09-18,74.34453522380484
2015-09-21,76.17202348870897
2015-09-22,74.46970389824634
2015-09-23,69.73187406558057
2015-09-24,64.71991769111439
2015-09-25,64.17068380475766
2015-09-28,63.781996976192346
2015-09-29,60.14735869808254
2015-09-30,58.68477650213728
2015-10-08,55.427294807488
2015-10-09,52.812076641137295
2015-10-12,53.89272735886203
2015-10-13,51.923665866081606
2015-10-14,50.88429907134543
2015-10-15,51.33462983470088
2015-10-16,51.36339960162174
2015-10-19,43.292583107993536
2015-10-20,37.0439802927354
2015-10-21,41.34843402750697
2015-10-22,42.51890780228723
2015-10-23,43.18210417239279
2015-10-26,41.93613774323616
2015-10-27,41.90953479403872
2015-10-28,43.025159269462435
2015-10-29,42.98028033793857
2015-10-30,40.002664130733585
2015-11-02,41.39601824359465
2015-11-03,40.76236091999491
2015-11-04,43.47922306756637
2015-11-05,41.990927848290795
2015-11-06,42.35023552773613
2015-11-09,40.85099180840757
2015-11-10,40.762058598930125
2015-11-11,40.259891514341895
2015-11-12,39.37963152574876
