date,000905.SH_对_932000.CSI_相对换手率
2024-05-31,0.49799653300747393
2024-06-03,0.5324992523178147
2024-06-04,0.4805284015852047
2024-06-05,0.5069487953522811
2024-06-06,0.4762814390321554
2024-06-07,0.530532228463378
2024-06-11,0.647826230919506
2024-06-12,0.5616931560168666
2024-06-13,0.6083440544017643
2024-06-14,0.719252276721521
2024-06-17,0.639189793321641
2024-06-18,0.5012218132327013
2024-06-19,0.4619897335614764
2024-06-20,0.4696061643835616
2024-06-21,0.5101268954791277
2024-06-24,0.4958886780518659
2024-06-25,0.4956472547848769
2024-06-26,0.4817334492162915
2024-06-27,0.4893459983313009
2024-06-28,0.5587939085055086
2024-07-01,0.5291088858704236
2024-07-02,0.5004082867079994
2024-07-03,0.4664634146341463
2024-07-04,0.477351066101333
2024-07-05,0.5044472681067345
2024-07-08,0.5359400366135886
2024-07-09,0.5521725340945132
2024-07-10,0.5454288318300387
2024-07-11,0.5225234729401836
2024-07-12,0.49537284214273003
2024-07-15,0.5046172580590603
2024-07-16,0.5477260273972603
2024-07-17,0.5681577780052548
2024-07-18,0.5648255220733284
2024-07-19,0.5886608159218595
2024-07-22,0.5952025108354506
2024-07-23,0.5873556312170372
2024-07-24,0.639009900990099
2024-07-25,0.5705024918499644
2024-07-26,0.5025706940874036
2024-07-29,0.47792074112197636
2024-07-30,0.45466094965856757
2024-07-31,0.5511800434811842
2024-08-01,0.47562318060617914
2024-08-02,0.41997817135486437
2024-08-05,0.45593986370980966
2024-08-06,0.5111816675869685
2024-08-07,0.4789444939492368
2024-08-08,0.46994807783080716
2024-08-09,0.5415134227216124
2024-08-12,0.4889172788246567
2024-08-13,0.49939268362389255
2024-08-14,0.4536283185840708
2024-08-15,0.43234122593494134
2024-08-16,0.39977627443669095
2024-08-19,0.4294156458877191
2024-08-20,0.46160374597600234
2024-08-21,0.4584851390220518
2024-08-22,0.43676492371500514
2024-08-23,0.4021020092735703
2024-08-26,0.507893396706841
2024-08-27,0.4779572975343205
2024-08-28,0.48563021759956204
2024-08-29,0.5625396825396826
2024-08-30,0.6024001664855365
2024-09-02,0.5941184516482014
2024-09-03,0.5473160648536917
2024-09-04,0.5079126570542537
2024-09-05,0.4396127598793842
2024-09-06,0.47691313181062606
2024-09-09,0.5514762336846514
2024-09-10,0.5744233378561737
2024-09-11,0.5422097156398104
2024-09-12,0.4796920797500564
2024-09-13,0.4985266457680251
2024-09-18,0.5155951203428949
2024-09-19,0.5643072203601659
2024-09-20,0.4826364069573505
2024-09-23,0.45878859857482185
2024-09-24,0.6094172288843066
2024-09-25,0.569775544931529
2024-09-26,0.6869686168825524
2024-09-27,0.5615097989020679
2024-09-30,0.5811219465432647
2024-10-08,0.6270305104331015
2024-10-09,0.7695886589783089
2024-10-10,0.8255907388491658
2024-10-11,0.6892638642194592
2024-10-14,0.7157251349010726
2024-10-15,0.6466068131972167
2024-10-16,0.6013448935008192
2024-10-17,0.534254152134835
2024-10-18,0.6513559994708296
2024-10-21,0.566280263760191
2024-10-22,0.5179399622853066
2024-10-23,0.6190690056007608
2024-10-24,0.5413542981402351
2024-10-25,0.5343930673901305
2024-10-28,0.5207791333991209
2024-10-29,0.489955680735617
2024-10-30,0.5205556891989415
2024-10-31,0.5699672797738174
2024-11-01,0.6508621573411519
2024-11-04,0.7127246376811593
2024-11-05,0.7165234045463872
2024-11-06,0.7037183387995416
2024-11-07,0.6995702298928985
2024-11-08,0.6223334211219383
2024-11-11,0.6270044409441928
2024-11-12,0.6035598534674789
2024-11-13,0.5833148580445755
2024-11-14,0.5940051351585265
2024-11-15,0.5906812020870377
2024-11-18,0.6833869057689055
2024-11-19,0.6368207399206568
2024-11-20,0.5195129087539883
2024-11-21,0.49060661560661556
2024-11-22,0.4657334218306885
2024-11-25,0.45663440613904477
2024-11-26,0.35635923218837584
2024-11-27,0.41597940997398575
2024-11-28,0.37181715149225536
2024-11-29,0.417161912701721
2024-12-02,0.454220218468923
2024-12-03,0.38886728034919404
2024-12-04,0.40858091634213345
2024-12-05,0.42039026800049406
2024-12-06,0.465004548846433
2024-12-09,0.5333799982500657
2024-12-10,0.5142530930054093
2024-12-11,0.44425504986067593
2024-12-12,0.39608665136483484
2024-12-13,0.46924959840893454
2024-12-16,0.40905362231240827
2024-12-17,0.3898353533043677
2024-12-18,0.4560844234362977
2024-12-19,0.46358146742906003
2024-12-20,0.4273211567732116
2024-12-23,0.3864340654592145
2024-12-24,0.45132905591200734
2024-12-25,0.4129493834689355
2024-12-26,0.44213102604319277
2024-12-27,0.4684101348347904
2024-12-30,0.4516495269436446
2024-12-31,0.517814024540482
2025-01-02,0.5136144740987443
2025-01-03,0.4430673449682226
2025-01-06,0.45952101348706453
2025-01-07,0.4531285934155359
2025-01-08,0.43400387021286174
2025-01-09,0.3834715996521041
2025-01-10,0.3726052708353593
2025-01-13,0.4244913535118199
2025-01-14,0.4743609750007803
2025-01-15,0.39741755025043907
2025-01-16,0.4013517421947544
2025-01-17,0.3874258353284064
2025-01-20,0.4037993920972645
2025-01-21,0.38319235265800156
2025-01-22,0.3866966018493855
2025-01-23,0.47113999476165536
2025-01-24,0.4370995301153353
2025-01-27,0.48122723451947325
2025-02-05,0.5357449968730457
2025-02-06,0.508006169600407
2025-02-07,0.5215792086138651
2025-02-10,0.5022895769733973
2025-02-11,0.45839533020487583
2025-02-12,0.49583003240907453
2025-02-13,0.5362229927980795
2025-02-14,0.5454332792373935
2025-02-17,0.5517837982832617
2025-02-18,0.508810898859766
2025-02-19,0.5319029795761987
2025-02-20,0.4823858366900599
2025-02-21,0.5610567316690694
2025-02-24,0.558174667257052
2025-02-25,0.49702385024835455
2025-02-26,0.4817871742130341
2025-02-27,0.4655605832076421
2025-02-28,0.463500871023937
2025-03-03,0.4863008540314199
2025-03-04,0.4510173196569699
2025-03-05,0.44548922342746805
2025-03-06,0.5025618722733388
2025-03-07,0.49258599424420996
2025-03-10,0.4938704893722195
2025-03-11,0.4958283867563646
2025-03-12,0.4494652406417113
2025-03-13,0.4833795413850864
2025-03-14,0.5388225923450012
2025-03-17,0.464625363388018
2025-03-18,0.4361211346092358
2025-03-19,0.3939992280055821
2025-03-20,0.37027899032074396
2025-03-21,0.40057455905932654
2025-03-24,0.38270047185310785
2025-03-25,0.40869971634863334
2025-03-26,0.39758138274448696
2025-03-27,0.38200948086483993
2025-03-28,0.3987783142120473
2025-03-31,0.4699328314792941
2025-04-01,0.4457512608240556
2025-04-02,0.39233747707356836
2025-04-03,0.4274168250512059
2025-04-07,0.6272616306917385
2025-04-08,0.5033401446086136
2025-04-09,0.5003328657362277
2025-04-10,0.46937117059013217
2025-04-11,0.43394833948339484
2025-04-14,0.4190574896750993
2025-04-15,0.36521228654799115
2025-04-16,0.3847207889973441
2025-04-17,0.3566634356882898
2025-04-18,0.3590022098205925
2025-04-21,0.3849517216250683
2025-04-22,0.3654423812124522
2025-04-23,0.3400405236907731
2025-04-24,0.34489639042899434
2025-04-25,0.3981901198345064
2025-04-28,0.40569492453540507
2025-04-29,0.4198811926430828
2025-04-30,0.41914254458316696
2025-05-06,0.4505147607036914
2025-05-07,0.4012454439079501
2025-05-08,0.345818891445548
2025-05-09,0.34331628926223523
2025-05-12,0.3998109959836647
2025-05-13,0.39159942199347314
2025-05-14,0.440215811068394
2025-05-15,0.391144156404554
2025-05-16,0.33626315528607065
2025-05-19,0.3185473657548126
2025-05-20,0.3091670205666444
2025-05-21,0.31262481616224164
2025-05-22,0.3077371223277718
2025-05-23,0.3211162820657337
2025-05-26,0.3158709148194411
2025-05-27,0.2851961357307388
2025-05-28,0.271726992051501
2025-05-29,0.2976936706222176
2025-05-30,0.2992701870634015
2025-06-03,0.3726930844766349
2025-06-04,0.3221876744000638
2025-06-05,0.32889587331328674
2025-06-06,0.3081396301210543
2025-06-09,0.3447619637027524
2025-06-10,0.31080993702070425
2025-06-11,0.32496146522803515
2025-06-12,0.3463191789730819
2025-06-13,0.4091669360619562
2025-06-16,0.3953675800686804
2025-06-17,0.35773078596045105
2025-06-18,0.344193716368686
2025-06-19,0.35124124761298536
2025-06-20,0.3362462648700456
2025-06-23,0.3604984561093957
2025-06-24,0.3780587522713507
2025-06-25,0.4759697200868494
2025-06-26,0.4598991850549834
2025-06-27,0.5465767748177973
2025-06-30,0.45534587274625615
2025-07-01,0.3968630900029317
2025-07-02,0.41732329508076893
2025-07-03,0.363849167170929
2025-07-04,0.43569013449545424
2025-07-07,0.4095045672179021
2025-07-08,0.4428221298980781
2025-07-09,0.40215385042396995
2025-07-10,0.4400494437577256
2025-07-11,0.5526613496238475
2025-07-14,0.5157956711029856
2025-07-15,0.4646238235785487
2025-07-16,0.43388491477319874
2025-07-17,0.4346785507964017
2025-07-18,0.4509137769447048
2025-07-21,0.5241687501796132
2025-07-22,0.5875754493048492
2025-07-23,0.6313048550161092
2025-07-24,0.7110170512743267
2025-07-25,0.6328138041977146
2025-07-28,0.5998028115259844
2025-07-29,0.536425342786739
2025-07-30,0.556035831929767
2025-07-31,0.5891731165765174
2025-08-01,0.513245848578666
2025-08-04,0.47018282588353844
2025-08-05,0.4340691885315447
2025-08-06,0.43505670894376797
2025-08-07,0.44702021332139924
2025-08-08,0.45107838762457236
2025-08-11,0.43492651739111987
2025-08-12,0.4160996457290671
2025-08-13,0.5023347487334153
2025-08-14,0.48493282727875175
2025-08-15,0.5891849701484362
2025-08-18,0.6082172941378717
2025-08-19,0.4968959411909724
2025-08-20,0.5131148523156192
2025-08-21,0.502036768091814
2025-08-22,0.5770098441345365
2025-08-25,0.6358698604095377
2025-08-26,0.6014368340943683
2025-08-27,0.5980337137037268
2025-08-28,0.6051786094101579
2025-08-29,0.691295688518612
2025-09-01,0.6829022597331882
2025-09-02,0.6041215639006238
2025-09-03,0.6329919002421578
2025-09-04,0.6175444988029561
2025-09-05,0.5919207189048459
2025-09-08,0.6075796873449836
2025-09-09,0.5933968900130207
2025-09-10,0.5256343618579596
2025-09-11,0.6129396625679154
2025-09-12,0.6343422032635927
2025-09-15,0.6013532927249742
2025-09-16,0.5466392758554279
2025-09-17,0.6053456811540053
2025-09-18,0.6603254715455046
2025-09-19,0.6599227820599753
2025-09-22,0.6601660020101807
2025-09-23,0.6673918036995501
2025-09-24,0.6766023017287042
2025-09-25,0.662973975318115
2025-09-26,0.6347564416024074
2025-09-29,0.7650604658106898
2025-09-30,0.7585619456030076
2025-10-09,0.8224050046339203
2025-10-10,0.7318554799313021
2025-10-13,0.746119112751722
2025-10-14,0.7316695482222054
2025-10-15,0.6661722362795567
2025-10-16,0.6051341931603064
2025-10-17,0.6116580988063082
2025-10-20,0.6104432683416294
2025-10-21,0.609901792042118
2025-10-22,0.5272633926990759
2025-10-23,0.5919245673875386
2025-10-24,0.5963419303191674
2025-10-27,0.6671037534830356
2025-10-28,0.5825739382175873
2025-10-29,0.6376448379117302
2025-10-30,0.6527652275129034
2025-10-31,0.6527844802625229
2025-11-03,0.6244986711766127
2025-11-04,0.5253131118500792
2025-11-05,0.4854262795485199
2025-11-06,0.5129764329356997
2025-11-07,0.5125001899724919
2025-11-10,0.5019095759618085
2025-11-11,0.472654651179202
2025-11-12,0.4800556929776488
2025-11-13,0.5026343064432545
2025-11-14,0.4955696115314123
2025-11-17,0.5089167767503302
2025-11-18,0.4989759163782753
2025-11-19,0.4339936511812466
2025-11-20,0.439726157049563
2025-11-21,0.4789560742510568
2025-11-24,0.4690538488871661
2025-11-25,0.4538612722304779
2025-11-26,0.40781816185351927
2025-11-27,0.391961681953699
2025-11-28,0.3958259181362239
2025-12-01,0.49444268524382523
2025-12-02,0.4232660014602093
2025-12-03,0.41790863560479585
2025-12-04,0.39543854573508846
2025-12-05,0.4675190597204574
2025-12-08,0.4890891357197968
2025-12-09,0.44465832531280075
2025-12-10,0.40328637087326147
2025-12-11,0.46957178393745563
2025-12-12,0.5330129093878054
2025-12-15,0.5222097345897813
2025-12-16,0.48599996779751076
2025-12-17,0.4992818202591976
2025-12-18,0.47420700731456106
2025-12-19,0.4934697088906373
2025-12-22,0.5172733442584959
2025-12-23,0.4825375668427984
2025-12-24,0.5066502336568582
2025-12-25,0.4751114472858361
2025-12-26,0.5197524067433452
2025-12-29,0.5470640862645383
2025-12-30,0.5413079405052333
2025-12-31,0.5410924102889806
2026-01-05,0.6462646791811872
2026-01-06,0.76197883392128
2026-01-07,0.6936059589714578
2026-01-08,0.6844963200553654
2026-01-09,0.6545217029867585
2026-01-12,0.619045613887339
2026-01-13,0.6346774193548387
2026-01-14,0.7122878949749275
2026-01-15,0.7251820620927558
2026-01-16,0.6554010070011823
2026-01-19,0.635686492495831
2026-01-20,0.6647742172339645
2026-01-21,0.6182534032630645
2026-01-22,0.6685859705991072
2026-01-23,0.711845421450574
2026-01-26,0.7241461044348053
2026-01-27,0.7144879469341531
2026-01-28,0.775663993630211
2026-01-29,0.7884358501367598
2026-01-30,0.7808293530178029
2026-02-02,0.7798988245796756
2026-02-03,0.7585619165949855
2026-02-04,0.712372960937855
2026-02-05,0.6679850365023647
2026-02-06,0.6124611788813115
2026-02-09,0.584040372181044
2026-02-10,0.5562718194365511
2026-02-11,0.6442599277978339
2026-02-12,0.6315323747128393
2026-02-13,0.6885226809526582
2026-02-24,0.6623663529967284
2026-02-25,0.74773402274441
