date,000300.SH_对_932000.CSI_相对换手率
2023-08-11,0.34127610490529386
2023-08-14,0.3274972296976413
2023-08-15,0.29662602412747563
2023-08-16,0.27656157829193156
2023-08-17,0.2644214838690243
2023-08-18,0.2508905702593694
2023-08-21,0.2929881194049719
2023-08-22,0.30511799829400055
2023-08-23,0.26524296831913724
2023-08-24,0.30377836621964066
2023-08-25,0.246134526332313
2023-08-28,0.36860196237735143
2023-08-29,0.2988525959467182
2023-08-30,0.2646553894751299
2023-08-31,0.28340546027675373
2023-09-01,0.26648273508163145
2023-09-04,0.32583084679493773
2023-09-05,0.250209476444036
2023-09-06,0.22939372364313487
2023-09-07,0.23343942979950488
2023-09-08,0.19551737696984361
2023-09-11,0.2621983174734519
2023-09-12,0.21056167304378304
2023-09-13,0.202986301369863
2023-09-14,0.2690729864533837
2023-09-15,0.2959101605552411
2023-09-18,0.23019816449406674
2023-09-19,0.2318693797379001
2023-09-20,0.23384531180515172
2023-09-21,0.2655020292923946
2023-09-22,0.3003458126597504
2023-09-25,0.26033519553072626
2023-09-26,0.2260663810193771
2023-09-27,0.25247118221357095
2023-09-28,0.2331994321785617
2023-10-09,0.2555346468895284
2023-10-10,0.24183147613522918
2023-10-11,0.2395689990912631
2023-10-12,0.2848954170915204
2023-10-13,0.23831236756698762
2023-10-16,0.21412177321608172
2023-10-17,0.23893175412123108
2023-10-18,0.24109309508052063
2023-10-19,0.2868023819415594
2023-10-20,0.26899498968464486
2023-10-23,0.25317100792751984
2023-10-24,0.28383862497016
2023-10-25,0.28792389804661966
2023-10-26,0.23234937899261443
2023-10-27,0.24266637949601552
2023-10-30,0.2823433515863395
2023-10-31,0.2306799263997196
2023-11-01,0.22714385196975725
2023-11-02,0.2061219512195122
2023-11-03,0.2267767033731885
2023-11-06,0.30038896015227373
2023-11-07,0.21043425814234015
2023-11-08,0.20241447140047059
2023-11-09,0.2201593162676845
2023-11-10,0.2370745552864029
2023-11-13,0.21106637524444957
2023-11-14,0.2139633601429848
2023-11-15,0.21305128972922105
2023-11-16,0.184619489094911
2023-11-17,0.1845763164929163
2023-11-20,0.18088022937027814
2023-11-21,0.19119802586414827
2023-11-22,0.1637062809009339
2023-11-23,0.17677167084047274
2023-11-24,0.17188998018620705
2023-11-27,0.20930077246722026
2023-11-28,0.2054987150269117
2023-11-29,0.2298642090298544
2023-11-30,0.2290723712420792
