date,8841431.WI_动量_120日
2009-11-23,54.11527095679256
2009-11-24,42.73879494492625
2009-11-25,47.39564022703298
2009-11-26,40.61258998582944
2009-11-27,37.48555544954277
2009-11-30,43.65497804618572
2009-12-01,47.3930288678071
2009-12-02,48.6741255966668
2009-12-03,48.71338784736208
2009-12-04,45.00368129158496
2009-12-07,51.29822475784156
2009-12-08,48.8697113701958
2009-12-09,46.74562364449135
2009-12-10,46.621822337723316
2009-12-11,45.64652651852117
2009-12-14,44.6225060418439
2009-12-15,46.58153669429477
2009-12-16,45.943470735669734
2009-12-17,40.12244563342722
2009-12-18,34.67769627285517
2009-12-21,35.87786816396803
2009-12-22,31.24206616724723
2009-12-23,34.81392493614368
2009-12-24,37.82156824744855
2009-12-25,37.39676426141758
2009-12-28,38.98138689522976
2009-12-29,39.99405815194423
2009-12-30,38.312066093461226
2009-12-31,38.08303291554351
2010-01-04,35.59346841221742
2010-01-05,36.827197303431916
2010-01-06,34.92860273596419
2010-01-07,30.346287051499687
2010-01-08,30.947947806662345
2010-01-11,32.696638608716746
2010-01-12,34.18478001081504
2010-01-13,31.15716240148845
2010-01-14,38.504618363731865
2010-01-15,37.48272217949613
2010-01-18,38.11714701547264
2010-01-19,38.920629355720536
2010-01-20,31.68984969572637
2010-01-21,31.230925008979703
2010-01-22,35.92120603960496
2010-01-25,32.7926700824557
2010-01-26,23.865454698484513
2010-01-27,20.24019166031845
2010-01-28,19.953581654318576
2010-01-29,20.047623550054805
2010-02-01,19.44835820804829
2010-02-02,21.9404937135929
2010-02-03,22.52652140108853
2010-02-04,23.17024209985017
2010-02-05,28.304848576257214
2010-02-08,28.284067510861387
2010-02-09,35.68312937112559
2010-02-10,47.81508909178693
2010-02-11,44.146258369046976
2010-02-12,55.715211680270116
2010-02-22,50.50729461738997
2010-02-23,47.66070904937061
2010-02-24,47.69799086488822
2010-02-25,52.29110906647192
2010-02-26,47.49561235808473
2010-03-01,47.45508406331203
2010-03-02,51.74377870413838
2010-03-03,64.71319240212038
2010-03-04,58.35090572870296
2010-03-05,57.86411773717466
2010-03-08,53.457954742055435
2010-03-09,51.37463483663951
