date,000905.SH_动量_120日
2005-07-07,-24.268157624626753
2005-07-08,-27.976262239284676
2005-07-11,-28.16422765045069
2005-07-12,-25.86913069889315
2005-07-13,-27.216926337797375
2005-07-14,-27.351704727458813
2005-07-15,-29.16182506791457
2005-07-18,-31.21423001372068
2005-07-19,-29.705279807712493
2005-07-20,-27.644288312692712
2005-07-21,-28.91118689474379
2005-07-22,-26.849015605719085
2005-07-25,-26.0777016709119
2005-07-26,-25.55924569988033
2005-07-27,-25.606665509460157
2005-07-28,-25.243583881995246
2005-07-29,-24.609420469555797
2005-08-01,-22.7394625957279
2005-08-02,-19.857246803645058
2005-08-03,-16.57188563847948
2005-08-04,-16.211975724025585
2005-08-05,-18.296632695285332
2005-08-08,-15.359479198402227
2005-08-09,-15.367743974187864
2005-08-10,-15.272276998612611
2005-08-11,-14.778997044835018
2005-08-12,-15.380158359151263
2005-08-15,-14.478432379084127
2005-08-16,-16.71390350981653
2005-08-17,-16.161953107064164
2005-08-18,-19.891922073003354
2005-08-19,-19.846248186244154
2005-08-22,-18.548421066036337
2005-08-23,-20.001527671417463
2005-08-24,-17.83355927756155
2005-08-25,-17.291810048176192
2005-08-26,-16.22581513342172
2005-08-29,-17.34986637906635
2005-08-30,-19.61296100759916
2005-08-31,-18.150016948331793
2005-09-01,-13.9367208827054
2005-09-02,-13.566909773199631
2005-09-05,-12.252447492771134
2005-09-06,-13.215526583493576
2005-09-07,-9.735688818964228
2005-09-08,-8.37063295728171
2005-09-09,-7.372863237736549
2005-09-12,-6.949796377874639
2005-09-13,-1.9785077241253668
2005-09-14,-0.8894121928868737
2005-09-15,-1.5901910007746323
2005-09-16,-1.4793588693356452
2005-09-19,0.8197866994321235
2005-09-20,0.8015828780413736
2005-09-21,2.344116479123115
2005-09-22,-1.791716700071866
2005-09-23,-6.3605470779885875
2005-09-26,-3.8500005495290535
2005-09-27,-4.966598058872595
2005-09-28,-7.206738395113199
2005-09-29,-6.547231514920093
2005-09-30,-8.420391866087662
2005-10-10,-9.463378839842317
2005-10-11,-5.260564367431875
2005-10-12,-6.579256158252377
2005-10-13,-5.556297939439281
2005-10-14,-4.075241631454407
2005-10-17,-2.48147301463294
2005-10-18,-1.0064411792398031
2005-10-19,0.2523518719396156
2005-10-20,2.216347218122805
2005-10-21,4.38837836671524
2005-10-24,6.741390011152615
2005-10-25,2.6117814882372192
2005-10-26,1.6756889968843502
2005-10-27,-1.513218438885633
2005-10-28,-2.6601825601602624
2005-10-31,1.253667221000998
2005-11-01,0.6405178904958841
2005-11-02,3.5420234853432264
2005-11-03,2.6496266300107596
2005-11-04,2.484298263052853
2005-11-07,4.186119026790114
2005-11-08,3.7277553439101663
2005-11-09,2.4819224803945383
2005-11-10,-0.44500206075593907
2005-11-11,0.5891616715295589
2005-11-14,4.264076681566875
2005-11-15,1.4526246285902822
2005-11-16,2.09893330468065
2005-11-17,3.3507128697010335
2005-11-18,6.667526340142449
2005-11-21,6.197368883004062
2005-11-22,4.379498840466223
2005-11-23,7.634013250748373
2005-11-24,9.393816909078367
2005-11-25,9.812824834490264
2005-11-28,7.726963159044464
2005-11-29,6.047491549591966
2005-11-30,-1.4096225159266007
2005-12-01,-2.5339962929183057
2005-12-02,-1.6523469676108182
2005-12-05,-4.474187655528539
2005-12-06,-2.360451288268872
2005-12-07,1.320925325898581
2005-12-08,0.20100877547593043
2005-12-09,2.382467002525823
