date,000300.SH_年化波动率_20日
2005-02-01,18.130412513197363
2005-02-02,25.75659119681034
2005-02-03,26.00855405955042
2005-02-04,27.214429638626836
2005-02-16,27.10548794632508
2005-02-17,27.138577515813147
2005-02-18,27.670276978368868
2005-02-21,28.43156639531167
2005-02-22,28.911292978044735
2005-02-23,27.622226938211963
2005-02-24,27.600158107197277
2005-02-25,27.311383224683212
2005-02-28,27.011526236252053
2005-03-01,25.777575263996578
2005-03-02,25.94817224220403
2005-03-03,26.00076468382048
2005-03-04,25.85518021715785
2005-03-07,25.100750683056834
2005-03-08,25.469097090437415
2005-03-09,24.646368743359652
2005-03-10,26.48270369806648
2005-03-11,19.6718818711128
2005-03-14,18.929950286238487
2005-03-15,18.275985997397136
2005-03-16,18.42919736286817
2005-03-17,18.698652403041375
2005-03-18,18.702501572486042
2005-03-21,17.22231650753502
2005-03-22,15.988609320524796
2005-03-23,15.983902026004253
2005-03-24,16.26772912514058
2005-03-25,16.174525452796555
2005-03-28,16.163084356887975
2005-03-29,16.17491593100439
2005-03-30,16.658845163557338
2005-03-31,16.601386417520086
2005-04-01,22.068473129693803
2005-04-04,22.375051229931525
2005-04-05,20.91936281567255
2005-04-06,22.445833376702097
2005-04-07,21.793700771758616
2005-04-08,22.857656183100616
2005-04-11,22.908824149413107
2005-04-12,22.893665438437253
2005-04-13,24.130259960874337
2005-04-14,24.367260012684497
2005-04-15,24.278538238863625
2005-04-18,24.50343205511826
2005-04-19,23.669650474871172
2005-04-20,24.241103173859376
2005-04-21,24.23169802357435
2005-04-22,24.27248563516768
2005-04-25,24.447221651105632
2005-04-26,24.596711100445553
2005-04-27,23.99442935878336
2005-04-28,24.64933470508523
2005-04-29,20.689283690047837
2005-05-09,21.649182055198057
2005-05-10,21.732197273430323
2005-05-11,20.56422455300469
2005-05-12,20.337671822580884
2005-05-13,18.55791117489721
2005-05-16,18.746769273912946
2005-05-17,18.890340096076986
2005-05-18,16.22635620164273
2005-05-19,16.157895115878297
2005-05-20,15.959870569886364
2005-05-23,16.968345769498292
2005-05-24,17.230160644344164
2005-05-25,16.889347756300943
2005-05-26,17.11680676793147
2005-05-27,17.183704633667244
2005-05-30,17.595367708376976
2005-05-31,17.162079827026417
2005-06-01,18.051424219689473
2005-06-02,17.262102640611225
2005-06-03,17.365244336086977
2005-06-06,19.23656558036213
2005-06-07,19.013477373563084
2005-06-08,34.30978904978699
2005-06-09,33.73200514354719
2005-06-10,34.54622214035709
2005-06-13,34.161405054678625
2005-06-14,34.31500237689139
2005-06-15,34.94612121117827
2005-06-16,35.33852947491623
2005-06-17,35.338954238303025
2005-06-20,35.74956948490842
2005-06-21,36.03130069925565
2005-06-22,36.04533118622997
2005-06-23,35.82672577160206
2005-06-24,35.60131922648394
2005-06-27,36.0533987491717
2005-06-28,36.52513628049289
2005-06-29,35.558755773839664
2005-06-30,35.521554848992025
2005-07-01,36.61288225970341
2005-07-04,35.69548688452968
