date,000905.SH_换手率均值_60日
2007-04-13,6.568091666666667
2007-04-16,6.6173866666666665
2007-04-17,6.6778666666666675
2007-04-18,6.700223333333333
2007-04-19,6.753356666666666
2007-04-20,6.757265
2007-04-23,6.772211666666667
2007-04-24,6.808878333333334
2007-04-25,6.8309750000000005
2007-04-26,6.839968333333333
2007-04-27,6.862135
2007-04-30,6.895646666666666
2007-05-08,6.934470000000001
2007-05-09,6.996351666666667
2007-05-10,7.043258333333333
2007-05-11,7.081483333333334
2007-05-14,7.135373333333334
2007-05-15,7.198406666666667
2007-05-16,7.22767
2007-05-17,7.270001666666667
2007-05-18,7.309338333333333
2007-05-21,7.3762783333333335
2007-05-22,7.45737
2007-05-23,7.512453333333334
2007-05-24,7.569351666666667
2007-05-25,7.596280000000001
2007-05-28,7.654826666666667
2007-05-29,7.650409999999999
2007-05-30,7.699088333333334
2007-05-31,7.722348333333334
2007-06-01,7.753871666666667
2007-06-04,7.73755
2007-06-05,7.8087
2007-06-06,7.864538333333333
2007-06-07,7.902756666666667
2007-06-08,7.930101666666666
2007-06-11,7.944495
2007-06-12,7.978378333333334
2007-06-13,8.014245
2007-06-14,8.04432
2007-06-15,8.029818333333333
2007-06-18,8.044673333333332
2007-06-19,8.076578333333334
2007-06-20,8.109361666666667
2007-06-21,8.094046666666667
2007-06-22,8.094425
2007-06-25,8.06874
2007-06-26,8.034306666666668
2007-06-27,7.974738333333334
2007-06-28,7.934825
2007-06-29,7.936153333333333
2007-07-02,7.920831666666667
2007-07-03,7.8801
2007-07-04,7.8182149999999995
2007-07-05,7.762124999999999
2007-07-06,7.715460000000001
2007-07-09,7.66313
2007-07-10,7.594843333333333
2007-07-11,7.497966666666667
2007-07-12,7.405291666666667
2007-07-13,7.300088333333333
2007-07-16,7.211656666666667
2007-07-17,7.087109999999999
2007-07-18,6.983763333333333
2007-07-19,6.855011666666667
2007-07-20,6.792233333333333
2007-07-23,6.735721666666667
2007-07-24,6.663941666666667
2007-07-25,6.6091783333333325
2007-07-26,6.586596666666667
2007-07-27,6.55938
2007-07-30,6.527995000000001
2007-07-31,6.476451666666666
2007-08-01,6.421281666666667
2007-08-02,6.370778333333334
2007-08-03,6.351609999999999
2007-08-06,6.3370766666666665
2007-08-07,6.304521666666667
2007-08-08,6.27942
2007-08-09,6.2255883333333335
2007-08-10,6.18234
2007-08-13,6.1131166666666665
2007-08-14,6.01853
2007-08-15,5.9369266666666665
2007-08-16,5.84159
2007-08-17,5.768011666666666
2007-08-20,5.688023333333333
