date,8841431.WI_均线_60日
2009-08-20,5897.089551666667
2009-08-21,5904.557476666667
2009-08-24,5912.953115
2009-08-25,5919.410981666666
2009-08-26,5928.50441
2009-08-27,5939.625076666666
2009-08-28,5948.312473333333
2009-08-31,5949.844926666667
2009-09-01,5950.786923333333
2009-09-02,5951.428416666667
2009-09-03,5956.534248333333
2009-09-04,5965.1536983333335
2009-09-07,5973.257705
2009-09-08,5982.845528333333
2009-09-09,5991.955258333333
2009-09-10,5999.649613333333
2009-09-11,6008.91152
2009-09-14,6021.407041666666
2009-09-15,6035.1732483333335
2009-09-16,6049.000233333333
2009-09-17,6065.513928333333
2009-09-18,6078.2674050000005
2009-09-21,6092.67468
2009-09-22,6105.386635
2009-09-23,6115.068496666668
2009-09-24,6123.058961666667
2009-09-25,6129.634246666667
2009-09-28,6132.6365866666665
2009-09-29,6132.12899
2009-09-30,6131.127258333333
2009-10-09,6132.746471666666
2009-10-12,6135.164971666667
2009-10-13,6138.373111666667
2009-10-14,6141.254476666666
2009-10-15,6143.972331666667
2009-10-16,6147.416526666667
2009-10-19,6152.308455
2009-10-20,6157.398885
2009-10-21,6164.500309999999
2009-10-22,6170.91327
2009-10-23,6177.486041666666
2009-10-26,6185.1952716666665
2009-10-27,6187.888125
2009-10-28,6190.3691266666665
2009-10-29,6197.311751666667
2009-10-30,6204.347628333333
2009-11-02,6211.280725
2009-11-03,6218.59954
2009-11-04,6225.70147
2009-11-05,6233.396446666667
2009-11-06,6242.623473333332
2009-11-09,6255.488938333333
2009-11-10,6267.032271666667
2009-11-11,6278.623836666667
2009-11-12,6296.599906666666
2009-11-13,6315.836536666667
2009-11-16,6343.518155
2009-11-17,6378.775443333333
2009-11-18,6413.256155
2009-11-19,6455.551791666667
2009-11-20,6495.526001666667
2009-11-23,6535.277401666666
2009-11-24,6564.78907
2009-11-25,6600.65862
2009-11-26,6628.227304999999
2009-11-27,6650.855285
2009-11-30,6681.408618333333
2009-12-01,6722.756241666666
2009-12-02,6766.264215
2009-12-03,6810.632833333334
2009-12-04,6846.895283333333
2009-12-07,6884.44757
2009-12-08,6921.171983333334
2009-12-09,6954.428653333333
2009-12-10,6988.533513333333
2009-12-11,7023.403374999999
2009-12-14,7055.830283333333
2009-12-15,7086.570481666667
2009-12-16,7115.486393333334
2009-12-17,7139.270668333334
2009-12-18,7155.401913333333
2009-12-21,7176.584576666666
2009-12-22,7191.816838333333
2009-12-23,7211.840906666666
2009-12-24,7237.989776666666
2009-12-25,7265.733173333333
2009-12-28,7296.637758333333
2009-12-29,7332.111556666667
2009-12-30,7369.746928333333
2009-12-31,7408.122888333333
2010-01-04,7442.203364999999
2010-01-05,7476.814076666666
2010-01-06,7509.1093599999995
2010-01-07,7537.536608333334
2010-01-08,7566.973901666666
2010-01-11,7597.405583333332
2010-01-12,7628.282961666668
2010-01-13,7656.362058333334
2010-01-14,7689.15267
2010-01-15,7722.138503333334
2010-01-18,7756.053095
2010-01-19,7789.4193350000005
2010-01-20,7820.763216666665
2010-01-21,7852.296515
2010-01-22,7882.063283333333
2010-01-25,7908.907045
2010-01-26,7927.361175
2010-01-27,7942.036538333332
2010-01-28,7956.880318333333
2010-01-29,7971.423691666667
