date,000852.SH_占市场比重
2014-10-17,31.032726818685326
2014-10-20,32.64681363833169
2014-10-21,31.672208365505817
2014-10-22,31.93036211987728
2014-10-23,31.124295837082354
2014-10-24,31.529061956382137
2014-10-27,32.34462892152138
2014-10-28,32.8617088370168
2014-10-29,30.950757325587265
2014-10-30,29.96775687554754
2014-10-31,25.058384229418916
2014-11-03,26.214581312014733
2014-11-04,25.906019459409606
2014-11-05,24.59274580982631
2014-11-06,27.538205319538715
2014-11-07,25.659994271112684
2014-11-10,22.858079376977113
2014-11-11,22.061606140953113
2014-11-12,22.627908882105725
2014-11-13,23.12885156127432
2014-11-14,22.595110643804283
2014-11-17,23.652276436364115
2014-11-18,25.482350133485365
2014-11-19,28.828978109979857
2014-11-20,28.554464005367176
2014-11-21,25.15948109197333
2014-11-24,20.920034509060937
2014-11-25,24.84421961671106
2014-11-26,24.431341014959717
2014-11-27,23.71691189861073
2014-11-28,22.189118228233777
2014-12-01,20.550733150864417
2014-12-02,19.305559944737773
2014-12-03,18.756588947397265
2014-12-04,20.04148684359738
2014-12-05,18.64333920863176
2014-12-08,18.323858513061605
2014-12-09,16.185473273637186
2014-12-10,16.061855471459303
2014-12-11,18.21469241523772
2014-12-12,19.592965188671595
2014-12-15,20.585067432744932
2014-12-16,16.962204355516203
2014-12-17,14.797818742259192
2014-12-18,15.734193106037168
2014-12-19,15.322505263093781
2014-12-22,14.000808584732868
2014-12-23,13.314625130883858
2014-12-24,13.841907087486355
2014-12-25,14.23748537038235
2014-12-26,12.679384520573949
2014-12-29,12.928236511429914
2014-12-30,14.065584732852423
2014-12-31,12.548482553633338
2015-01-05,12.251026917578239
2015-01-06,13.434829600985376
2015-01-07,14.028524504365333
2015-01-08,15.433408047537561
2015-01-09,13.277654134277398
2015-01-12,14.288513567944857
2015-01-13,17.48021215786594
2015-01-14,17.265209489662915
2015-01-15,14.199951594093765
2015-01-16,15.013018811047118
2015-01-19,18.01781349647977
2015-01-20,17.597690178606275
2015-01-21,18.192384566969494
2015-01-22,20.015239063983017
2015-01-23,19.4401248641104
2015-01-26,20.36710647339683
2015-01-27,20.37627855325452
2015-01-28,21.5810289981117
