date,881001.WI_动量_20日
2005-01-31,-6.592680852296717
2005-02-01,-5.631204311043758
2005-02-02,-1.795137254332202
2005-02-03,-2.5280045666165596
2005-02-04,-0.7801763399929884
2005-02-16,-0.8293691669815528
2005-02-17,-1.070733030581572
2005-02-18,-2.303263054949667
2005-02-21,-0.6444931469282156
2005-02-22,2.903825395681503
2005-02-23,5.789190374396047
2005-02-24,4.957825942968297
2005-02-25,5.773998209118614
2005-02-28,6.819346194809839
2005-03-01,4.441246633056672
2005-03-02,1.0837549662391588
2005-03-03,2.029833478492593
2005-03-04,2.4143917632377
2005-03-07,4.571292237273017
2005-03-08,8.029613456436756
2005-03-09,10.778535649431454
2005-03-10,8.713591587378456
2005-03-11,3.62241797195475
2005-03-14,5.308914096132278
2005-03-15,1.6352287526032905
2005-03-16,-0.19039677848285974
2005-03-17,-1.4093601121750954
2005-03-18,-1.9383633791239308
2005-03-21,-3.554981493145659
2005-03-22,-8.081598113763578
2005-03-23,-8.85830633265675
2005-03-24,-8.346918456438257
2005-03-25,-8.646545996234433
2005-03-28,-8.824608531920008
2005-03-29,-9.238507118518747
2005-03-30,-10.20364428768178
2005-03-31,-10.099213273181839
2005-04-01,-6.30620345448717
2005-04-04,-8.36446819831157
2005-04-05,-10.837271091613887
2005-04-06,-9.323096599808157
2005-04-07,-5.763859246919467
2005-04-08,-4.4681513381878535
2005-04-11,-4.879916267399443
2005-04-12,-5.2203550522708975
2005-04-13,-2.060223465425448
2005-04-14,-2.3496207290022886
2005-04-15,-2.416870114737024
2005-04-18,-3.8778551871817113
2005-04-19,-1.3307832085802995
2005-04-20,-2.6760939005166184
2005-04-21,-4.702188120455708
2005-04-22,-5.5360043909000956
2005-04-25,-6.440253826649145
2005-04-26,-4.776626207531642
2005-04-27,-3.705865612783543
2005-04-28,-2.4595613176937037
2005-04-29,-6.883955552656329
2005-05-09,-8.088461348436415
2005-05-10,-7.234168317867729
2005-05-11,-9.768089566587623
2005-05-12,-12.061162096139444
2005-05-13,-13.150591965516057
2005-05-16,-13.679305181384727
2005-05-17,-11.149528955502896
2005-05-18,-12.772170899690916
2005-05-19,-11.418187531022795
2005-05-20,-10.063274361940955
2005-05-23,-11.234106283275436
2005-05-24,-10.176488099892534
2005-05-25,-8.401994028829119
2005-05-26,-8.359011388285165
2005-05-27,-8.190650044290305
2005-05-30,-5.963014464786354
