date,000852.SH_对_8841431.WI_相对强弱
2014-10-17,0.2410180386487536
2014-10-20,0.24162262209485716
2014-10-21,0.24091297331240002
2014-10-22,0.24082464903376616
2014-10-23,0.2417915804093813
2014-10-24,0.24123762043203348
2014-10-27,0.24149228325513197
2014-10-28,0.24099829715711035
2014-10-29,0.2409818924841448
2014-10-30,0.24039325972608208
2014-10-31,0.23879423620427329
2014-11-03,0.23816744232707854
2014-11-04,0.23694948492383403
2014-11-05,0.23655248247295602
2014-11-06,0.2365917407874538
2014-11-07,0.2361766029404852
2014-11-10,0.23610447460435463
2014-11-11,0.23540346473804225
2014-11-12,0.23540326462615666
2014-11-13,0.2352996414421648
2014-11-14,0.23527070125256005
2014-11-17,0.2353315291167015
2014-11-18,0.23495949109292216
2014-11-19,0.23490277779131558
2014-11-20,0.23438431649362773
2014-11-21,0.23395710395422706
2014-11-24,0.23429444848872574
2014-11-25,0.23507214185867015
2014-11-26,0.2351073871917919
2014-11-27,0.2344667206267953
2014-11-28,0.23450742634048335
2014-12-01,0.23350112232211379
2014-12-02,0.2333973000841694
2014-12-03,0.23441290280181876
2014-12-04,0.23593557563264864
2014-12-05,0.2384798228551102
2014-12-08,0.24065643973510525
2014-12-09,0.24023571627081194
2014-12-10,0.24125986104745237
2014-12-11,0.2414154601647679
2014-12-12,0.24146625831855703
2014-12-15,0.2421127137482707
2014-12-16,0.24256311517477322
2014-12-17,0.24332241597811002
2014-12-18,0.2441141199224501
2014-12-19,0.24458659281086206
2014-12-22,0.24615748507727694
2014-12-23,0.24305310250800874
2014-12-24,0.24188641090813243
2014-12-25,0.24229246886423098
2014-12-26,0.24249227326069647
2014-12-29,0.2418954176334799
2014-12-30,0.24043995496574608
2014-12-31,0.23981113313652852
2015-01-05,0.2391071032767486
2015-01-06,0.2391569013194741
2015-01-07,0.2395482833477326
2015-01-08,0.23904048766483715
2015-01-09,0.2393397772057242
2015-01-12,0.2407524192046269
2015-01-13,0.2409087943288138
2015-01-14,0.24055775667412996
2015-01-15,0.24017309556023303
2015-01-16,0.24050016417632156
2015-01-19,0.2386219594681329
2015-01-20,0.23930062624961326
2015-01-21,0.23911684327200394
2015-01-22,0.23927374772374094
2015-01-23,0.23826162358364736
2015-01-26,0.23943538595140337
2015-01-27,0.23946195895948091
2015-01-28,0.23838361710713413
2015-01-29,0.2376734600590285
2015-01-30,0.2367341931379294
2015-02-02,0.23622351039837278
2015-02-03,0.2371413419521077
2015-02-04,0.23726358836681086
2015-02-05,0.23819702211356458
2015-02-06,0.23734560837538432
2015-02-09,0.23698892388241594
2015-02-10,0.23806538398904475
2015-02-11,0.2386057411625331
2015-02-12,0.23808330941750558
2015-02-13,0.23848238990631845
2015-02-16,0.23975726034330255
2015-02-17,0.24089569559359458
2015-02-25,0.23966091842770895
2015-02-26,0.2391114582875153
2015-02-27,0.23971064115684332
2015-03-02,0.24111288147369214
2015-03-03,0.240457282872209
2015-03-04,0.2402420386427692
2015-03-05,0.23939338114991837
2015-03-06,0.2375414760660148
2015-03-09,0.23855688163038058
2015-03-10,0.2389229369269934
2015-03-11,0.2377870611963106
2015-03-12,0.23701033800958937
2015-03-13,0.23826415165968975
2015-03-16,0.23987664975874476
2015-03-17,0.23928461911427837
2015-03-18,0.23973394319395505
2015-03-19,0.23915751323157214
2015-03-20,0.23969072432285904
2015-03-23,0.24202634874667814
2015-03-24,0.2449968628757706
2015-03-25,0.24486988581890226
2015-03-26,0.24083930770324496
2015-03-27,0.239992909011299
2015-03-30,0.23876194776715384
2015-03-31,0.2395612456378627
2015-04-01,0.24054607333185696
2015-04-02,0.24137050714978686
2015-04-03,0.24034462913504887
2015-04-07,0.24016559993922063
2015-04-08,0.23811842607663744
2015-04-09,0.23740791238339157
2015-04-10,0.2373719362045853
2015-04-13,0.2372123954742875
2015-04-14,0.23693555073818567
2015-04-15,0.23413303675993963
2015-04-16,0.23482683763779122
2015-04-17,0.2345922560378347
2015-04-20,0.2337063331029412
2015-04-21,0.234601689155515
2015-04-22,0.2353900698854445
2015-04-23,0.23495670976093935
2015-04-24,0.23393727753086926
2015-04-27,0.23271988736365684
2015-04-28,0.2307897623830001
2015-04-29,0.23116094079296462
2015-04-30,0.23170369929879728
2015-05-04,0.23076483192971892
2015-05-05,0.2289788379724223
2015-05-06,0.23015762567129983
2015-05-07,0.23047054121317906
2015-05-08,0.23198895894422364
2015-05-11,0.233334347834893
2015-05-12,0.23430466552063048
2015-05-13,0.2323937566233019
2015-05-14,0.2290928283032737
2015-05-15,0.22813161726011963
2015-05-18,0.22790960015788608
