date,000905.SH_对_000852.SH_相对强弱
2014-10-17,0.8022773322453054
2014-10-20,0.8009008013622507
2014-10-21,0.8002650496279868
2014-10-22,0.8005974274617546
2014-10-23,0.8018286200297682
2014-10-24,0.8035552782044071
2014-10-27,0.8006738320560668
2014-10-28,0.7990293772932758
2014-10-29,0.7991028541634551
2014-10-30,0.7998973979057894
2014-10-31,0.8031453094976171
2014-11-03,0.8012593385620411
2014-11-04,0.80289116366722
2014-11-05,0.8021914988088633
2014-11-06,0.7989655904923876
2014-11-07,0.7991524633170561
2014-11-10,0.8053967494699527
2014-11-11,0.8104726478680737
2014-11-12,0.8113295658309121
2014-11-13,0.8170400256848604
2014-11-14,0.8169819647268651
2014-11-17,0.8127522913674249
2014-11-18,0.8091266714249089
2014-11-19,0.8048843298896499
2014-11-20,0.8041854411608041
2014-11-21,0.8059533961652833
2014-11-24,0.8123471024974801
2014-11-25,0.8117400204804361
2014-11-26,0.8102714160064893
2014-11-27,0.8113276808793763
2014-11-28,0.8096911937868279
2014-12-01,0.8147310645785413
2014-12-02,0.8172839693531114
2014-12-03,0.8196254596092667
2014-12-04,0.8253892845799191
2014-12-05,0.825412958564947
2014-12-08,0.8381981850282562
2014-12-09,0.8432229406234039
2014-12-10,0.8440800023873807
2014-12-11,0.8439078330689697
2014-12-12,0.8392728094982728
2014-12-15,0.8386115051564662
2014-12-16,0.8449853095321883
2014-12-17,0.8482956881106877
2014-12-18,0.8497395075678643
2014-12-19,0.8580437965455957
2014-12-22,0.8667817864379563
2014-12-23,0.8622623961419578
2014-12-24,0.8549909518921415
2014-12-25,0.8621225917660826
2014-12-26,0.8698759499616294
2014-12-29,0.880087798301978
2014-12-30,0.8817325673833407
2014-12-31,0.8830686584200467
2015-01-05,0.8954062349633135
2015-01-06,0.8878023301177241
2015-01-07,0.88997042049086
2015-01-08,0.8831828304195042
2015-01-09,0.8826774490650475
2015-01-12,0.8795730915234408
2015-01-13,0.8764372396372568
2015-01-14,0.8762801561744111
2015-01-15,0.8833425357670986
2015-01-16,0.8829265483859359
2015-01-19,0.864568439678293
2015-01-20,0.8636314786201058
2015-01-21,0.8679130424964966
2015-01-22,0.8662614277910969
2015-01-23,0.8663843359350187
2015-01-26,0.8669750694455736
2015-01-27,0.8625610004233765
2015-01-28,0.8610398568073512
2015-01-29,0.8605585958048333
2015-01-30,0.8604054900584228
2015-02-02,0.8582423882361779
2015-02-03,0.8576803627112821
2015-02-04,0.8542357234819575
2015-02-05,0.8497365977756209
2015-02-06,0.8479896196523062
2015-02-09,0.8502130639367877
2015-02-10,0.8512597512621612
2015-02-11,0.8489620811645757
2015-02-12,0.8474787863328569
2015-02-13,0.8464496273977941
2015-02-16,0.8427077307929692
2015-02-17,0.8420303949272178
2015-02-25,0.8432291908321097
2015-02-26,0.8473143959889106
2015-02-27,0.842699157421679
