date,932000.CSI_动量_20日
2014-01-30,3.307658434249605
2014-02-07,5.5454994354291465
2014-02-10,11.710156033873087
2014-02-11,11.391841622773091
2014-02-12,12.64106626012369
2014-02-13,12.608516262035895
2014-02-14,17.21802774105963
2014-02-17,19.449251600599204
2014-02-18,17.23614439694654
2014-02-19,16.32192249136577
2014-02-20,13.974203173513633
2014-02-21,14.567492033170693
2014-02-24,16.573550009527317
2014-02-25,9.934624470483655
2014-02-26,8.701358278706772
2014-02-27,5.781946962993834
2014-02-28,5.850556286911468
2014-03-03,8.290751476905832
2014-03-04,8.792619369523358
2014-03-05,7.695522079331774
2014-03-06,8.42254926795636
2014-03-07,6.250168941559275
2014-03-10,-0.47170584630720214
2014-03-11,-1.40707838707953
2014-03-12,-3.355249325593257
2014-03-13,-0.31250141778009777
2014-03-14,-2.6921115542650753
2014-03-17,-2.495903182653225
2014-03-18,-1.9487358304946079
2014-03-19,-1.5161918423249099
2014-03-20,-2.6797064707318907
2014-03-21,-1.24089934480206
2014-03-24,-2.454445116488002
2014-03-25,1.3355705359118897
2014-03-26,1.423281117864894
2014-03-27,0.7569861837999792
2014-03-28,-3.0501621204411578
2014-03-31,-5.693542652193361
2014-04-01,-4.089795963698084
2014-04-02,-4.4477021458127926
2014-04-03,-4.367725734442263
2014-04-04,-3.183275632827598
2014-04-08,1.5160434641404263
2014-04-09,3.3429027511930887
2014-04-10,4.023694919204024
2014-04-11,2.562115942477483
2014-04-14,3.718637927542079
2014-04-15,0.8181465953262856
2014-04-16,0.12812200879144253
2014-04-17,-0.1961111699268936
2014-04-18,3.315473556393922
2014-04-21,0.13012977908735124
2014-04-22,-0.8033510921892306
2014-04-23,-0.912654210058339
2014-04-24,-2.0767823105341865
2014-04-25,-1.953127334762883
2014-04-28,-2.5637691042000643
2014-04-29,-0.7529004155943597
2014-04-30,-1.5605827008658646
2014-05-05,0.2966241370169431
2014-05-06,0.7810782927134552
2014-05-07,-2.0242596193520535
