time,000300.SH_动量_60日
2005-04-07,0.19729465177849015
2005-04-08,1.0962517278482853
2005-04-11,1.2456594661779175
2005-04-12,-0.5346772931364874
2005-04-13,0.7064240214351925
2005-04-14,-1.018919203518076
2005-04-15,-2.2739950318435564
2005-04-18,-3.3208710803840247
2005-04-19,-2.268528168401296
2005-04-20,-1.7142969366955696
2005-04-21,-3.1505434041012026
2005-04-22,-2.906194104692883
2005-04-25,-2.737269214479543
2005-04-26,-4.6326902801128504
2005-04-27,-7.1662794437214234
2005-04-28,-5.582621332464733
2005-04-29,-5.811836820455629
2005-05-09,-6.716080239598366
2005-05-10,-5.791630081850241
2005-05-11,-5.55337377824835
2005-05-12,-7.33625468250988
2005-05-13,-11.855046066541997
2005-05-16,-11.874971682868264
2005-05-17,-13.31513347979757
2005-05-18,-13.715337480851586
2005-05-19,-13.368038204752853
2005-05-20,-12.254995999224683
2005-05-23,-15.823593819621639
2005-05-24,-17.032626888713942
2005-05-25,-16.8105760462247
2005-05-26,-17.994853939892486
2005-05-27,-18.844129653282838
2005-05-30,-17.728745207882014
2005-05-31,-17.374465940880402
2005-06-01,-17.995143539732894
2005-06-02,-20.3686837726596
2005-06-03,-20.08797782872751
2005-06-06,-18.53377753136074
2005-06-07,-20.181851634005
2005-06-08,-13.451035025760982
2005-06-09,-10.74018033808255
2005-06-10,-12.932572469727843
2005-06-13,-13.391223887661429
2005-06-14,-12.825165289786222
2005-06-15,-13.581472785911197
2005-06-16,-11.444277810735226
2005-06-17,-10.046338634772878
2005-06-20,-7.7032833516482935
2005-06-21,-7.039036372538443
2005-06-22,-6.085859375814651
2005-06-23,-7.382765979720174
2005-06-24,-6.714124751416217
2005-06-27,-4.6479843779926195
2005-06-28,-5.3888755116783145
2005-06-29,-4.0698629932318315
2005-06-30,-6.741328567198357
2005-07-01,-12.130205644357428
2005-07-04,-11.041315030223409
2005-07-05,-11.084054173407642
2005-07-06,-13.465780943812467
2005-07-07,-14.217457930220668
2005-07-08,-17.335877900632322
2005-07-11,-17.211210131190725
2005-07-12,-12.96427801454383
2005-07-13,-15.452992306923763
2005-07-14,-13.919805466197221
2005-07-15,-13.662196817105754
2005-07-18,-13.56928817189128
2005-07-19,-13.48792714668191
2005-07-20,-11.381823115114942
2005-07-21,-10.592797948263788
2005-07-22,-8.456065960956272
2005-07-25,-7.871450535981161
2005-07-26,-6.467196609051706
2005-07-27,-3.517360166802652
2005-07-28,-5.433549204785615
2005-07-29,-4.743804932458884
