date,000300.SH_对_8841431.WI_相对强弱
2009-05-27,0.5271237381542123
2009-06-01,0.53710882044759
2009-06-02,0.5346936340269287
2009-06-03,0.5426861146605898
2009-06-04,0.5468021576699392
2009-06-05,0.5449921501673642
2009-06-08,0.5431322027723914
2009-06-09,0.5403171047508224
2009-06-10,0.5392614213003856
2009-06-11,0.536982289530741
2009-06-12,0.538162243837945
2009-06-15,0.5389324707725733
2009-06-16,0.5384747835682216
2009-06-17,0.5413260462422597
2009-06-18,0.5464722060371882
2009-06-19,0.549457383358843
2009-06-22,0.5535180999143586
2009-06-23,0.5532560442051561
2009-06-24,0.5548485558208072
2009-06-25,0.5520116207940999
2009-06-26,0.551236706155488
2009-06-29,0.5586507460811272
2009-06-30,0.5612440410866979
2009-07-01,0.5696347036783389
2009-07-02,0.572517681265358
2009-07-03,0.5767377558836262
2009-07-06,0.5846483629288692
2009-07-07,0.5745078475649054
2009-07-08,0.5693074986063529
2009-07-09,0.5643664279357778
2009-07-10,0.5632950637045508
2009-07-13,0.5510990536884647
2009-07-14,0.558094163597737
2009-07-15,0.5603593121493017
2009-07-16,0.5632266489063229
2009-07-17,0.5606477897674602
2009-07-20,0.5622088191526822
2009-07-21,0.5694531691902656
2009-07-22,0.5719182356285233
2009-07-23,0.5730291618930176
2009-07-24,0.5791923489345708
2009-07-27,0.580916203512731
2009-07-28,0.5747468481657035
2009-07-29,0.5803505472513145
2009-07-30,0.5863668826244921
2009-07-31,0.5851266158845476
2009-08-03,0.5808375939477832
2009-08-04,0.5738139830515666
2009-08-05,0.5620686535710293
2009-08-06,0.55646647011977
2009-08-07,0.5530546984949256
2009-08-10,0.5444439389272259
2009-08-11,0.5424797717261289
2009-08-12,0.5466882357548041
2009-08-13,0.5512734080554824
2009-08-14,0.5667443194568899
2009-08-17,0.571677419494604
2009-08-18,0.5661728405154215
2009-08-19,0.5693057508385196
2009-08-20,0.5713889052181743
2009-08-21,0.56367183031191
2009-08-24,0.5543942827900761
2009-08-25,0.5412291484640861
2009-08-26,0.5321034361044678
2009-08-27,0.5200604398916071
2009-08-28,0.5151337546169032
2009-08-31,0.5126742123877256
2009-09-01,0.5136914570439
2009-09-02,0.5178681443501522
2009-09-03,0.524242049050671
2009-09-04,0.5200020886997793
2009-09-07,0.5182257413357719
2009-09-08,0.5220091711595014
2009-09-09,0.5230618993692905
2009-09-10,0.5222339686323518
2009-09-11,0.525564591515694
2009-09-14,0.5212081904501425
2009-09-15,0.5160333617122552
2009-09-16,0.5048326868906151
2009-09-17,0.500081456696367
2009-09-18,0.49680865678823966
2009-09-21,0.4893646742500964
2009-09-22,0.48887130639208987
2009-09-23,0.4884320743812283
2009-09-24,0.4959134047759813
2009-09-25,0.4962400486406522
2009-09-28,0.4994008653894066
2009-09-29,0.5138741309326265
2009-09-30,0.5155610364708725
2009-10-09,0.5173634803761324
2009-10-12,0.5101360260438016
2009-10-13,0.5084088081020081
2009-10-14,0.507201392945121
2009-10-15,0.5064224253554258
2009-10-16,0.5046994900972169
2009-10-19,0.5065957338476901
2009-10-20,0.5046464556516251
2009-10-21,0.5072482183303126
2009-10-22,0.5002353511593672
2009-10-23,0.5043622860733822
2009-10-26,0.5024823746849734
2009-10-27,0.5017806076910815
2009-10-28,0.4981342000924802
2009-10-29,0.49586847410609997
2009-10-30,0.4954471830353594
2009-11-02,0.49904629994738897
2009-11-03,0.4936607645219796
2009-11-04,0.4916465349339571
2009-11-05,0.486742315646375
2009-11-06,0.4880611339756729
2009-11-09,0.4855237306961537
2009-11-10,0.48643396921148147
2009-11-11,0.48207759737699957
2009-11-12,0.4799062058198194
2009-11-13,0.4757740934830823
2009-11-16,0.4794709794270629
2009-11-17,0.4768804295879169
2009-11-18,0.473219215701273
2009-11-19,0.46501747998066717
2009-11-20,0.4595336508225743
2009-11-23,0.45429444707178424
2009-11-24,0.4670888187276803
2009-11-25,0.4595608021014128
2009-11-26,0.45768516366034634
2009-11-27,0.455447533609101
2009-11-30,0.45325054966003975
2009-12-01,0.44502261387070724
2009-12-02,0.4415909879583615
2009-12-03,0.4355493143936868
2009-12-04,0.4555834942998968
2009-12-07,0.4490232910687075
2009-12-08,0.442302313535311
2009-12-09,0.4404588785876044
2009-12-10,0.4386889536303631
2009-12-11,0.43872277873844234
2009-12-14,0.44564141410590363
2009-12-15,0.4389638274081551
2009-12-16,0.4377035853392139
2009-12-17,0.4415794893213073
2009-12-18,0.44587112442221033
