date,932000.CSI_RSI,932000.CSI_RSI_30P,932000.CSI_RSI_70P
2014-10-16,79.93502147343992,62.657009556575495,77.10926847968281
2014-10-17,72.99841405872905,62.657009556575495,77.10926847968281
2014-10-20,72.93418684171287,63.043639350736825,77.10926847968281
2014-10-21,64.99404955215049,63.19782122500678,77.10926847968281
2014-10-22,57.727444126598634,63.19782122500678,77.10926847968281
2014-10-23,46.427649936293534,63.19782122500678,77.10926847968281
2014-10-24,42.00916309825399,63.19782122500678,77.10926847968281
2014-10-27,42.77941115887878,63.19782122500678,77.10926847968281
2014-10-28,48.03784557327367,63.19782122500678,77.10926847968281
2014-10-29,51.92348395392582,63.19782122500678,77.10926847968281
2014-10-30,53.07708950653183,63.19782122500678,77.10926847968281
2014-10-31,51.870757018791636,63.19782122500678,77.10926847968281
2014-11-03,56.14754296667813,63.19782122500678,77.10926847968281
2014-11-04,51.83158236050027,63.19782122500678,77.10926847968281
2014-11-05,56.15404054671023,63.19782122500678,77.10926847968281
2014-11-06,65.31827748521926,63.21548338206647,77.10926847968281
2014-11-07,57.17390780440662,63.21548338206647,77.10926847968281
2014-11-10,61.220566668024624,63.21548338206647,77.10926847968281
2014-11-11,51.4355145958037,63.21548338206647,77.10926847968281
2014-11-12,62.47524007999839,63.21548338206647,77.10926847968281
2014-11-13,55.78766719742817,63.21548338206647,77.10926847968281
2014-11-14,52.151542597267465,63.21548338206647,77.10926847968281
2014-11-17,48.38391947339617,63.21548338206647,77.10926847968281
2014-11-18,44.86065267641746,63.21548338206647,77.10926847968281
2014-11-19,48.523111620676936,63.21548338206647,77.10926847968281
2014-11-20,49.41060979158651,63.19782122500678,77.10926847968281
2014-11-21,49.057101247907056,62.96048146089721,77.10926847968281
2014-11-24,54.670547763958744,62.30457347135643,77.10926847968281
2014-11-25,57.02859706212304,61.81782264202144,77.10926847968281
2014-11-26,56.5831096652564,61.49404890373295,77.10926847968281
2014-11-27,62.57774295718429,62.21604472885269,77.10926847968281
2014-11-28,61.85825057609332,61.784152076119135,77.10926847968281
2014-12-01,74.56162278941106,61.784152076119135,77.10926847968281
2014-12-02,73.30575450373902,61.784152076119135,77.10926847968281
2014-12-03,85.78974394178623,61.784152076119135,77.10926847968281
2014-12-04,89.02695166752244,61.784152076119135,77.2689698407551
2014-12-05,64.81789248483072,61.784152076119135,77.10926847968281
2014-12-08,60.50379879736997,61.49404890373295,77.01512631605156
2014-12-09,40.364418677113655,61.005536306828226,77.01512631605156
2014-12-10,48.84870884210126,60.19213466663902,77.01512631605156
2014-12-11,49.48556301838086,60.19213466663902,77.01512631605156
2014-12-12,50.53198586208508,60.19213466663902,77.01512631605156
2014-12-15,52.45916620809171,60.19213466663902,77.01512631605156
2014-12-16,48.788299191215515,60.19213466663902,77.01512631605156
2014-12-17,42.415220428389574,58.943676091099704,77.01512631605156
2014-12-18,41.02603828864685,58.943676091099704,77.01512631605156
2014-12-19,39.527716881321325,57.56138322994103,77.01512631605156
2014-12-22,29.21118080199806,57.13031458172154,77.01512631605156
2014-12-23,27.514091689221083,56.89495084306305,77.01512631605156
2014-12-24,30.934634352322632,56.45438892969255,77.01512631605156
2014-12-25,37.23594715188494,56.152091272700595,77.01512631605156
2014-12-26,38.193655750817015,56.03958023590314,77.01512631605156
2014-12-29,42.3941297698209,55.71738467961176,77.01512631605156
2014-12-30,33.141509261243094,55.28853882581572,77.01512631605156
2014-12-31,31.249303551012115,54.432430305620606,76.90292095705058
2015-01-05,28.675178077679554,53.79666396628262,76.57749130535075
2015-01-06,28.371349621294957,53.44986536532733,76.45404108411881
2015-01-07,28.922074335713134,52.89171251699979,76.41047428919475
2015-01-08,32.310648008566325,52.36687912484444,76.36311409800301
2015-01-09,32.33377373076363,52.08312500426497,76.2289537862693
2015-01-12,33.295972522576754,51.90766587338556,76.2289537862693
2015-01-13,52.966183335641794,51.90766587338556,76.2289537862693
2015-01-14,56.636873056882294,51.90766587338556,76.2289537862693
2015-01-15,50.62618910454039,51.85900462130422,76.2289537862693
2015-01-16,50.95092317368095,51.7127620310913,76.2289537862693
2015-01-19,45.352559449340596,51.34718164768938,76.2289537862693
2015-01-20,64.06264612159947,51.7127620310913,76.2289537862693
2015-01-21,74.54769192720246,51.85900462130422,76.2289537862693
2015-01-22,75.7989872361355,51.85900462130422,76.2289537862693
2015-01-23,70.88715905667696,51.85900462130422,76.2289537862693
2015-01-26,70.9563791040368,51.85900462130422,76.2289537862693
2015-01-27,73.068279720308,51.85900462130422,76.2289537862693
2015-01-28,72.18021384555571,51.85900462130422,76.2289537862693
2015-01-29,73.18430243628158,51.85900462130422,76.2289537862693
2015-01-30,74.63864889950732,51.85900462130422,76.2289537862693
2015-02-02,72.09709204592203,51.85900462130422,76.2289537862693
2015-02-03,75.69764125962438,51.85900462130422,76.2289537862693
2015-02-04,75.00834198155502,51.85900462130422,76.2289537862693
2015-02-05,71.72081110258647,51.85900462130422,76.2289537862693
2015-02-06,70.91333319693055,51.85900462130422,76.018934715641
2015-02-09,58.12287740560693,51.85900462130422,75.84463467401727
2015-02-10,53.9927410250965,51.85900462130422,75.72804505257771
2015-02-11,53.46070037310745,51.85900462130422,75.58952865081392
2015-02-12,62.294576712962034,51.85900462130422,75.16879778977135
2015-02-13,61.57666872235607,51.85900462130422,74.74955682412163
2015-02-16,65.63334689843609,51.85900462130422,74.58473062243993
2015-02-17,67.84001103396878,51.85900462130422,74.55187118586504
2015-02-25,70.38831205653395,51.85900462130422,74.4185939728235
2015-02-26,78.03405706830203,51.85900462130422,74.4185939728235
2015-02-27,80.28101558039732,51.85900462130422,74.55187118586504
2015-03-02,81.75770019589447,51.85900462130422,74.55187118586504
2015-03-03,81.4698691289868,51.85900462130422,74.58473062243993
2015-03-04,85.26057161643597,51.85900462130422,74.74955682412163
2015-03-05,94.54566988868486,51.85900462130422,75.16879778977135
2015-03-06,92.7286938952308,51.85900462130422,75.21513176497582
2015-03-09,93.08848728250629,51.85900462130422,75.21513176497582
2015-03-10,93.2871141882187,51.85900462130422,75.21513176497582
2015-03-11,93.1218036364382,51.85900462130422,75.21513176497582
2015-03-12,87.16445329147467,51.85900462130422,75.21513176497582
2015-03-13,86.84038230467,51.85900462130422,75.21513176497582
2015-03-16,88.90777370851856,51.85900462130422,75.21513176497582
2015-03-17,89.77382037912683,51.85900462130422,75.21513176497582
2015-03-18,90.4245088339781,51.85900462130422,75.21513176497582
2015-03-19,90.24656635990654,51.85900462130422,75.21513176497582
2015-03-20,89.86718574092157,51.85900462130422,75.21513176497582
2015-03-23,91.42726239199125,51.85900462130422,75.21513176497582
2015-03-24,91.02263625254314,51.85900462130422,75.21513176497582
2015-03-25,91.39766619979254,51.85900462130422,75.21513176497582
2015-03-26,89.31445185520097,51.85900462130422,75.21513176497582
2015-03-27,89.08092336621567,51.85900462130422,75.21513176497582
2015-03-30,88.39151609482995,51.85900462130422,75.21513176497582
2015-03-31,88.66876627462531,51.85900462130422,75.21513176497582
2015-04-01,93.34130624305685,51.85900462130422,75.21513176497582
2015-04-02,93.81760629733063,51.85900462130422,75.21513176497582
2015-04-03,93.80650621801304,51.85900462130422,75.21513176497582
2015-04-07,94.02925723763602,51.85900462130422,75.21513176497582
2015-04-08,90.56167236929225,51.85900462130422,75.72804505257771
2015-04-09,85.89029300907029,51.85900462130422,75.72804505257771
2015-04-10,86.91094042502822,51.85900462130422,75.72804505257771
2015-04-13,86.86317183120048,51.85900462130422,75.72804505257771
2015-04-14,86.57222604372586,51.85900462130422,75.72804505257771
2015-04-15,71.94682295445783,51.85900462130422,75.72804505257771
2015-04-16,76.88275498048534,51.85900462130422,76.12411755944045
2015-04-17,76.57066174843645,51.85900462130422,76.66428971805112
2015-04-20,69.37999879438183,51.85900462130422,76.66428971805112
2015-04-21,72.62122894235895,51.90766587338556,76.66428971805112
2015-04-22,73.72416826899004,52.08312500426497,76.66428971805112
2015-04-23,72.72556621635302,52.36687912484444,76.66428971805112
2015-04-24,70.20032311643568,52.814078197376766,76.66428971805112
2015-04-27,68.24372829171536,53.04381765526482,76.66428971805112
2015-04-28,61.306518213414996,53.312345261867755,76.66428971805112
2015-04-29,67.08942743042297,53.833128829499785,76.66428971805112
2015-04-30,64.67043844165354,53.833128829499785,76.66428971805112
2015-05-04,62.88287524856929,54.46720574230007,76.66428971805112
2015-05-05,56.54723704043543,54.46720574230007,76.66428971805112
2015-05-06,63.63591505952301,54.46720574230007,76.66428971805112
2015-05-07,57.31665032950317,54.46720574230007,76.66428971805112
2015-05-08,63.295182060465685,54.46720574230007,76.66428971805112
2015-05-11,73.60753153216764,55.45253136738734,76.66428971805112
2015-05-12,73.21439568769851,55.45253136738734,76.66428971805112
2015-05-13,72.02364430777672,55.98423025749241,76.66428971805112
2015-05-14,72.58273470072317,56.57234787781011,76.66428971805112
2015-05-15,72.13410863694229,56.62074403939452,76.66428971805112
2015-05-18,75.07459074775379,56.911079860550814,76.66428971805112
2015-05-19,84.87054705224587,57.23023434928913,77.22814560683035
2015-05-20,85.5152596776524,57.8810092827758,78.70814462193061
2015-05-21,87.16090452242081,59.789522379841046,80.63767164497416
2015-05-22,87.28145011157736,61.06570238860149,81.5562184490591
2015-05-25,93.22727556996229,61.49562356967375,82.69155425279988
2015-05-26,95.42519517304189,61.77377601997214,84.98755442150289
2015-05-27,99.76136399518144,61.77377601997214,85.3369780348009
2015-05-28,85.9726900314281,62.07920431578024,85.59760495689254
2015-05-29,85.12208168569303,62.07920431578024,85.59760495689254
2015-06-01,86.40763668993398,62.07920431578024,85.81990866197144
2015-06-02,87.7074173222508,62.07920431578024,85.91501211577763
2015-06-03,87.70499284891274,62.07920431578024,85.91501211577763
2015-06-04,84.5362333855367,62.07920431578024,85.91501211577763
2015-06-05,83.770082015036,62.70638568788711,85.91501211577763
2015-06-08,76.3582291334441,63.17149001689676,85.91501211577763
2015-06-09,74.57758368889053,63.53369515980581,85.91501211577763
2015-06-10,73.8073779340384,63.93462680297653,85.91501211577763
2015-06-11,74.87223971523314,64.48810074563733,85.91501211577763
2015-06-12,75.42348576756204,65.34447436140132,85.91501211577763
2015-06-15,69.9552333033314,66.6526032708269,85.91501211577763
2015-06-16,58.33133390549558,66.6526032708269,85.91501211577763
2015-06-17,68.74534527767796,67.61483595290504,85.91501211577763
2015-06-18,61.09368669678119,67.61483595290504,85.91501211577763
2015-06-19,44.147816847025595,67.61483595290504,85.91501211577763
2015-06-23,35.13175500974958,67.61483595290504,85.91501211577763
2015-06-24,37.30737000951429,67.61483595290504,85.91501211577763
2015-06-25,35.40702281405127,67.61483595290504,85.91501211577763
2015-06-26,27.733732186499594,67.61483595290504,85.91501211577763
2015-06-29,25.542375092212733,67.61483595290504,85.91501211577763
2015-06-30,29.060893885641274,67.61483595290504,85.91501211577763
2015-07-01,22.68612852791115,67.61483595290504,85.91501211577763
2015-07-02,17.080078561843358,67.61483595290504,85.91501211577763
2015-07-03,12.527482645891055,67.61483595290504,85.91501211577763
2015-07-06,11.965886291593407,67.61483595290504,85.91501211577763
2015-07-07,12.24634409681656,67.61483595290504,85.91501211577763
2015-07-08,8.56383141766514,67.61483595290504,85.91501211577763
2015-07-09,12.262622246800825,67.61483595290504,85.91501211577763
2015-07-10,17.90736097535056,67.61483595290504,85.91501211577763
2015-07-13,22.816882934591188,67.61483595290504,85.91501211577763
2015-07-14,21.967778795653246,67.61483595290504,85.91501211577763
2015-07-15,22.116346785673002,67.61483595290504,85.91501211577763
2015-07-16,26.428093685997446,67.61483595290504,85.91501211577763
2015-07-17,36.00963400409832,67.61483595290504,85.91501211577763
2015-07-20,35.12415335675235,66.6526032708269,85.91501211577763
2015-07-21,42.85980195363175,65.34447436140132,85.91501211577763
2015-07-22,51.431469287651396,64.36008142701438,85.91501211577763
2015-07-23,62.53249072994319,63.53369515980581,85.91501211577763
2015-07-24,69.00474342836024,63.53369515980581,85.91501211577763
2015-07-27,66.48598615215758,63.53369515980581,85.91501211577763
2015-07-28,64.5736762244328,63.53369515980581,85.91501211577763
2015-07-29,65.83943839093328,63.53369515980581,85.91501211577763
2015-07-30,59.644441248288175,63.17149001689676,85.91501211577763
2015-07-31,52.54533376061071,62.77775989298146,85.91501211577763
2015-08-03,44.07459385632762,62.46111652484884,85.91501211577763
2015-08-04,54.21613319295614,62.07920431578024,85.91501211577763
2015-08-05,53.36280356397894,61.49562356967375,85.91501211577763
2015-08-06,48.289609597474886,61.49562356967375,85.91501211577763
2015-08-07,49.259384079770996,61.49562356967375,85.91501211577763
2015-08-10,51.502649501471176,61.49562356967375,85.91501211577763
2015-08-11,50.87554165125283,61.242668758424855,85.91501211577763
2015-08-12,45.189843392412484,60.65891306223328,85.91501211577763
2015-08-13,49.73109860136613,59.25050904545039,85.91501211577763
2015-08-14,60.263505745392955,59.25050904545039,85.91501211577763
2015-08-17,68.74287918035671,59.25050904545039,85.91501211577763
2015-08-18,53.10517361073958,58.026928832697855,85.91501211577763
2015-08-19,59.50072128473109,58.026928832697855,85.91501211577763
2015-08-20,57.34198358843731,57.334383610757065,85.91501211577763
2015-08-21,57.23053856806133,57.29081680107062,85.91501211577763
2015-08-24,42.894825576752886,57.02554810977355,85.91501211577763
2015-08-25,37.9390862632098,55.84790588619163,85.62776967707777
2015-08-26,35.70750873902131,53.96013430426298,85.24003508328084
2015-08-27,33.962148011450736,53.28551457800713,84.94600744228002
2015-08-28,33.89929270953232,52.93722165570092,84.63652748554945
2015-08-31,30.342200383302824,52.232528482868844,83.9999274261862
2015-09-01,28.466931425057812,51.481295437325244,78.94895309085052
2015-09-02,23.043859586006707,51.26469099673182,76.66428971805112
2015-09-07,22.629611532751625,50.53220873628682,76.42195891794181
2015-09-08,24.704487817645656,49.58958424488759,75.70390877732666
2015-09-09,32.683019626806015,48.96845173508216,75.17925925369626
2015-09-10,28.7386082155218,47.35967973595615,74.93294502498934
2015-09-11,32.22349788105798,44.87723542879641,74.66598049679331
2015-09-14,32.09676773828175,44.1258499498162,74.03843966049403
2015-09-15,34.00752234857328,43.72066337245519,73.74913116850455
2015-09-16,45.10090633616227,43.72066337245519,73.64252255321436
2015-09-17,46.75894354614793,43.72066337245519,73.33233644103925
2015-09-18,44.753780529061565,43.72066337245519,72.87221505775666
2015-09-21,41.7525750659763,42.88431848981654,72.65253012455717
2015-09-22,45.98280595680812,42.88431848981654,72.59428297321391
2015-09-23,51.85770636316417,42.88431848981654,72.26869645607655
2015-09-24,59.16906959290627,42.88431848981654,72.0567836065264
2015-09-25,51.87257544343866,42.88431848981654,71.9698693604535
2015-09-28,49.133189282916526,42.88431848981654,70.72427306784232
2015-09-29,41.2639982259674,42.527633887335114,70.02876024726268
2015-09-30,42.5796388261564,42.33151969810237,69.5525691470667
2015-10-08,46.464835263560985,42.33151969810237,69.11732003816672
2015-10-09,58.76008020335715,42.33151969810237,68.82316472288264
2015-10-12,73.69088785594575,42.33151969810237,68.82316472288264
2015-10-13,70.21201819380227,42.33151969810237,68.82316472288264
2015-10-14,72.90546152783371,42.33151969810237,68.82316472288264
2015-10-15,75.19255101816995,42.33151969810237,68.82316472288264
2015-10-16,73.97440536946941,42.33151969810237,68.82316472288264
2015-10-19,73.62647384701684,42.33151969810237,68.82316472288264
2015-10-20,77.08556764006647,42.33151969810237,68.82316472288264
2015-10-21,60.306778638022585,42.33151969810237,68.74361900955309
2015-10-22,71.72718171733175,42.33151969810237,68.74361900955309
2015-10-23,72.82309510878675,42.33151969810237,68.82316472288264
2015-10-26,76.8820474046832,42.33151969810237,69.28989039085158
2015-10-27,77.81177689626837,42.33151969810237,70.03226877047265
2015-10-28,70.24536722455852,42.33151969810237,70.22202290302914
2015-10-29,70.04951104575754,42.33151969810237,70.22202290302914
2015-10-30,65.28201248264226,42.33151969810237,70.22202290302914
2015-11-02,57.78237318715771,42.33151969810237,70.22202290302914
2015-11-03,59.59726872556802,42.33151969810237,70.22202290302914
2015-11-04,62.364461138376406,42.33151969810237,70.22202290302914
2015-11-05,60.425442768728246,42.33151969810237,70.09826319017095
2015-11-06,63.82213905975067,42.33151969810237,69.98351662605924
2015-11-09,63.880438513075035,42.33151969810237,69.28989039085158
2015-11-10,81.18746299306767,42.33151969810237,69.28989039085158
2015-11-11,80.29688515519476,42.33151969810237,69.28989039085158
2015-11-12,78.31234859231515,42.33151969810237,69.28989039085158
2015-11-13,68.98691127174726,42.33151969810237,68.99226091873115
2015-11-16,71.94082018754887,42.33151969810237,68.99226091873115
2015-11-17,75.85873680173812,42.33151969810237,68.99226091873115
2015-11-18,69.03901952860959,42.33151969810237,68.99226091873115
2015-11-19,73.15268880232904,42.33151969810237,68.99226091873115
2015-11-20,81.80804082670193,42.33151969810237,68.99226091873115
2015-11-23,80.83970280350599,42.33151969810237,68.99226091873115
2015-11-24,78.4957002983616,42.33151969810237,68.99226091873115
2015-11-25,80.41201912605726,42.33151969810237,68.99226091873115
2015-11-26,76.74224544402516,42.33151969810237,68.99226091873115
2015-11-27,57.463515217358484,42.33151969810237,68.81781507589875
2015-11-30,57.936766197963365,42.33151969810237,68.74361900955309
2015-12-01,53.983452216089546,42.33151969810237,67.16305406061731
2015-12-02,49.19681833788402,42.33151969810237,66.03340271930057
2015-12-03,59.253088116456844,42.33151969810237,65.44924025512957
2015-12-04,55.866074741140324,42.33151969810237,64.78617710189563
2015-12-07,60.74687158978781,42.33151969810237,64.08840982648236
2015-12-08,60.81586880700418,42.33151969810237,63.83962889574798
2015-12-09,54.30451529028254,42.33151969810237,62.91938522888543
2015-12-10,48.63196581368956,42.33151969810237,62.41487001584644
2015-12-11,46.97820259571476,42.33151969810237,62.41487001584644
2015-12-14,47.684188859844454,42.33151969810237,61.47491902925975
2015-12-15,45.81038495381735,42.33151969810237,61.28044650641584
2015-12-16,49.67349261140117,42.33151969810237,61.28044650641584
2015-12-17,73.39682860683314,42.77575301538914,62.41487001584644
2015-12-18,71.05025035737343,42.88431848981654,62.91938522888543
2015-12-21,72.66799668217682,43.72066337245519,63.83962889574798
2015-12-22,80.35564111263191,44.550024527241376,64.08840982648236
2015-12-23,72.19709359322714,44.996768594032055,64.78617710189563
2015-12-24,72.1133160015766,45.16316227553742,65.44924025512957
2015-12-25,70.33523089206516,45.62422248539588,66.03340271930057
2015-12-28,64.77294518664306,45.931079655910885,66.03340271930057
2015-12-29,69.53664902850537,46.32022647153512,67.16305406061731
2015-12-30,72.71609977504441,46.67071106137185,68.81608880777388
2015-12-31,68.45231968381096,46.91242488084471,68.81608880777388
2016-01-04,44.41759438346564,46.91242488084471,68.81608880777388
2016-01-05,37.45919195374696,46.91242488084471,68.81608880777388
2016-01-06,40.72533227483978,46.91242488084471,68.81608880777388
2016-01-07,25.576535068078048,46.91242488084471,68.81608880777388
2016-01-08,26.59920374061015,46.91242488084471,68.81608880777388
2016-01-11,20.856422990586594,46.91242488084471,68.81608880777388
2016-01-12,18.117360836107142,46.91242488084471,68.81608880777388
2016-01-13,17.106664442340993,46.91242488084471,68.81608880777388
2016-01-14,21.633311264753534,46.91242488084471,68.81608880777388
2016-01-15,18.676238129508143,46.91242488084471,68.81608880777388
2016-01-18,23.48448840724069,46.67071106137185,68.81608880777388
2016-01-19,26.758955974428805,46.32022647153512,68.81608880777388
2016-01-20,24.813952207953495,45.931079655910885,68.53948753277469
2016-01-21,24.047652559901415,45.62422248539588,68.53948753277469
2016-01-22,32.08808729149507,45.16316227553742,68.53948753277469
2016-01-25,36.26485027174398,44.996768594032055,68.53948753277469
2016-01-26,26.574559241447066,44.652924685382786,68.53948753277469
2016-01-27,31.894434482424384,44.31469422532423,68.53948753277469
2016-01-28,28.077232145784247,43.96076374145181,68.53948753277469
2016-01-29,38.834905739322046,42.80026955157394,68.53948753277469
2016-02-01,37.96032419829285,42.33151969810237,68.53948753277469
2016-02-02,46.70520723448762,42.33151969810237,68.53948753277469
2016-02-03,42.99274672234169,42.33151969810237,68.53948753277469
2016-02-04,50.797172352332844,42.33151969810237,68.53948753277469
2016-02-05,46.30647489690177,42.33151969810237,68.53948753277469
2016-02-15,40.146190460854115,41.60600201397363,68.53948753277469
2016-02-16,46.6678691024891,41.60600201397363,68.53948753277469
2016-02-17,55.34416069504305,41.60600201397363,68.53948753277469
2016-02-18,52.67162607594093,41.60600201397363,66.23310464299286
2016-02-19,51.765697590323654,41.60600201397363,66.23310464299286
2016-02-22,70.84357176586386,41.60600201397363,68.61269716019184
2016-02-23,72.73839904863351,41.60600201397363,69.00254374880596
2016-02-24,88.19596927680922,41.60600201397363,69.18830837857831
2016-02-25,59.16194675493407,41.60600201397363,69.18830837857831
2016-02-26,60.857690426866995,42.33151969810237,69.18830837857831
2016-02-29,42.502535064204864,42.556507697570936,69.18830837857831
2016-03-01,44.52728391055663,42.8688143534861,69.18830837857831
2016-03-02,47.99061329613525,43.99014008512845,69.18830837857831
2016-03-03,49.69550969751829,44.494377052429336,69.18830837857831
2016-03-04,44.13353520515185,44.494377052429336,69.18830837857831
2016-03-07,41.570937904252936,44.494377052429336,69.18830837857831
2016-03-08,40.20245325924214,44.494377052429336,69.18830837857831
2016-03-09,37.86328637446436,44.494377052429336,69.18830837857831
2016-03-10,34.59358312855677,44.494377052429336,69.18830837857831
2016-03-11,29.864646227943798,44.494377052429336,69.18830837857831
2016-03-14,37.27413811140961,44.494377052429336,69.18830837857831
2016-03-15,36.714527109599096,44.494377052429336,69.18830837857831
2016-03-16,46.02880091427179,44.68583154351008,69.18830837857831
2016-03-17,51.95668797702921,44.68583154351008,69.18830837857831
2016-03-18,68.93099902422306,44.68583154351008,69.18830837857831
2016-03-21,69.82213783109859,45.42545464083913,69.62229566928333
2016-03-22,64.48567258633993,45.931079655910885,69.62229566928333
2016-03-23,65.84329544124442,45.963276126135455,69.62229566928333
2016-03-24,72.5964971316568,45.963276126135455,69.89034979549628
2016-03-25,70.4765089934604,45.963276126135455,70.09826319017095
2016-03-28,67.9782095816019,45.963276126135455,70.09826319017095
2016-03-29,67.45108680973053,45.963276126135455,70.09826319017095
2016-03-30,77.33921546401986,46.22317270211278,70.22202290302914
2016-03-31,78.8059621797504,46.41732715356322,70.2723263248105
2016-04-01,74.75791053166355,46.5594508408129,70.37761432248372
2016-04-05,79.57393543602316,46.5594508408129,70.58662782518144
2016-04-06,83.26798287612895,46.5594508408129,70.58662782518144
2016-04-07,74.11719607049923,46.5594508408129,70.90557534331673
2016-04-08,65.78641193226218,46.5594508408129,70.58662782518144
2016-04-11,65.19345734268231,46.5594508408129,70.37761432248372
2016-04-12,63.29192534354061,46.5594508408129,70.2723263248105
2016-04-13,64.11303090915706,46.5594508408129,70.10826789939783
2016-04-14,70.55229542451839,46.5594508408129,70.10826789939783
2016-04-15,70.11396419514978,46.5594508408129,70.1533851039724
2016-04-18,67.57235100633487,46.5594508408129,70.06884699057521
2016-04-19,75.66601136236073,46.5594508408129,70.06884699057521
2016-04-20,53.82348060599925,46.5594508408129,69.89034979549628
2016-04-21,47.638749370526874,46.5594508408129,69.62229566928333
2016-04-22,50.19434872351628,46.5594508408129,69.18830837857831
2016-04-25,42.243258540504726,46.22317270211278,69.00254374880596
2016-04-26,44.19459019643444,45.963276126135455,69.00254374880596
2016-04-27,48.287079420600875,45.963276126135455,69.00254374880596
2016-04-28,50.27757143693306,45.963276126135455,69.00254374880596
2016-04-29,43.6690608433571,45.42545464083913,69.00254374880596
2016-05-03,55.01609163044886,45.42545464083913,69.00254374880596
2016-05-04,51.24584020336409,45.42545464083913,69.00254374880596
2016-05-05,48.43573013931709,45.42545464083913,69.00254374880596
2016-05-06,36.33581457066008,44.494377052429336,68.94777269848032
2016-05-09,30.624319056272913,44.35069312735628,68.59592348593459
2016-05-10,28.605236843515357,44.176273699049666,68.12044261226461
2016-05-11,33.463160794661164,43.99419289661343,67.69410857891498
2016-05-12,34.61553315646418,43.46616660705248,67.48746606871183
2016-05-13,31.12607867417749,42.84568322490064,66.32563285179025
2016-05-16,38.26982803603713,42.42475210709482,65.80347698495686
2016-05-17,33.56708202795195,42.04156234962919,65.37134371955626
2016-05-18,28.59853232603365,41.31725621542898,64.89909883345483
2016-05-19,30.723755666792584,40.56846857016048,64.57185436643087
2016-05-20,32.663351436148034,40.18557441972573,64.22482341231192
