date,932000.CSI_均线_60日
2014-04-02,1077.86961
2014-04-03,1079.0752183333332
2014-04-04,1080.5225116666668
2014-04-08,1082.6305433333334
2014-04-09,1084.8590333333334
2014-04-10,1087.0582983333334
2014-04-11,1089.5266483333332
2014-04-14,1092.463175
2014-04-15,1095.26719
2014-04-16,1097.7479766666665
2014-04-17,1100.123495
2014-04-18,1102.5507216666667
2014-04-21,1104.7506366666667
2014-04-22,1106.8575033333334
2014-04-23,1108.5997949999999
2014-04-24,1109.9588133333334
2014-04-25,1110.7360133333334
2014-04-28,1110.7344349999998
2014-04-29,1110.9709633333332
2014-04-30,1111.4428183333332
2014-05-05,1112.0068016666667
2014-05-06,1112.7938016666667
2014-05-07,1112.9337933333334
2014-05-08,1112.6205183333332
2014-05-09,1112.0812533333333
2014-05-12,1111.57714
2014-05-13,1111.413338333333
2014-05-14,1110.8744733333333
2014-05-15,1109.5602283333333
2014-05-16,1108.1599566666666
2014-05-19,1106.6972200000002
2014-05-20,1105.6989183333333
2014-05-21,1104.8907900000002
2014-05-22,1103.843975
2014-05-23,1103.7341533333333
2014-05-26,1103.7922733333332
2014-05-27,1104.1746566666666
2014-05-28,1104.5657350000001
2014-05-29,1104.3243883333334
2014-05-30,1104.1142533333334
2014-06-03,1103.850815
2014-06-04,1103.4369933333332
2014-06-05,1103.3131883333333
2014-06-06,1103.8842466666667
2014-06-09,1104.5036699999998
2014-06-10,1105.4235183333333
2014-06-11,1106.2411416666666
2014-06-12,1107.1111766666666
2014-06-13,1107.6903483333333
2014-06-16,1108.2410233333333
2014-06-17,1108.5678216666668
2014-06-18,1109.2555716666668
2014-06-19,1109.1444966666668
2014-06-20,1109.2609200000002
2014-06-23,1109.6295400000001
2014-06-24,1109.9966366666667
2014-06-25,1110.7318316666667
2014-06-26,1112.2642133333331
2014-06-27,1114.0933883333335
2014-06-30,1115.7888266666666
2014-07-01,1117.65664
2014-07-02,1119.6074133333334
2014-07-03,1121.4516216666666
2014-07-04,1123.1818633333335
2014-07-07,1124.7348283333336
2014-07-08,1126.3984400000002
2014-07-09,1127.8098733333331
2014-07-10,1129.1173983333333
2014-07-11,1130.6622783333332
2014-07-14,1132.4738416666667
2014-07-15,1134.1299833333333
2014-07-16,1135.4519183333332
2014-07-17,1137.043555
2014-07-18,1138.7946883333332
2014-07-21,1140.5579416666667
2014-07-22,1142.6575066666667
2014-07-23,1144.9432633333333
2014-07-24,1147.6938516666667
2014-07-25,1150.3612083333333
2014-07-28,1153.1452583333335
2014-07-29,1155.8900833333335
2014-07-30,1158.6047133333334
2014-07-31,1161.8139133333336
2014-08-01,1164.7959950000002
2014-08-04,1168.186825
2014-08-05,1171.3997516666668
2014-08-06,1174.672345
2014-08-07,1177.6780350000001
2014-08-08,1181.2060283333333
2014-08-11,1185.0951483333333
2014-08-12,1189.1709166666665
2014-08-13,1193.1966466666668
2014-08-14,1196.9399333333333
2014-08-15,1200.9877616666668
2014-08-18,1205.28011
2014-08-19,1209.4175866666667
2014-08-20,1213.555415
2014-08-21,1217.52071
2014-08-22,1221.8972116666666
2014-08-25,1226.1139666666666
2014-08-26,1229.9299366666667
2014-08-27,1234.0349583333334
2014-08-28,1237.7361033333332
2014-08-29,1241.7240083333334
2014-09-01,1246.214093333333
2014-09-02,1250.8440983333335
2014-09-03,1255.5810533333336
2014-09-04,1260.5185866666666
2014-09-05,1265.4078283333333
2014-09-09,1270.4540466666667
2014-09-10,1275.8856416666667
2014-09-11,1281.5661766666667
2014-09-12,1288.1451733333333
2014-09-15,1294.8944183333333
2014-09-16,1300.5675483333334
2014-09-17,1306.383905
2014-09-18,1312.5036133333333
2014-09-19,1318.676025
2014-09-22,1324.4803466666667
2014-09-23,1330.5504883333335
2014-09-24,1336.9121233333333
2014-09-25,1343.2106950000002
2014-09-26,1349.6538116666666
2014-09-29,1356.39404
2014-09-30,1363.3016533333332
2014-10-08,1370.5150849999998
2014-10-09,1378.1108749999999
2014-10-10,1385.5190333333335
2014-10-13,1392.764435
2014-10-14,1399.6771683333334
2014-10-15,1406.8349183333335
2014-10-16,1413.9165166666667
2014-10-17,1420.575835
2014-10-20,1427.7057616666668
2014-10-21,1434.6797066666666
2014-10-22,1441.0680983333334
2014-10-23,1447.0869383333334
2014-10-24,1453.2963066666666
2014-10-27,1459.64606
2014-10-28,1466.5422416666665
2014-10-29,1473.6162083333331
2014-10-30,1480.5608883333332
2014-10-31,1487.2394083333334
2014-11-03,1494.4574033333333
2014-11-04,1501.143485
2014-11-05,1507.7226283333332
2014-11-06,1514.5324416666667
2014-11-07,1521.2850433333333
2014-11-10,1527.9809933333333
2014-11-11,1533.2865483333333
2014-11-12,1538.8726416666666
2014-11-13,1543.873085
2014-11-14,1548.8756966666667
2014-11-17,1554.0750183333332
2014-11-18,1558.9745516666667
2014-11-19,1564.0345866666669
2014-11-20,1569.0445566666667
2014-11-21,1574.3261499999999
2014-11-24,1579.63677
2014-11-25,1585.3523500000001
2014-11-26,1591.7580750000002
2014-11-27,1598.2455883333334
2014-11-28,1604.9157016666666
2014-12-01,1610.9953699999999
2014-12-02,1616.8512616666667
2014-12-03,1622.3726666666666
2014-12-04,1627.89599
2014-12-05,1632.2530416666666
2014-12-08,1636.3309350000002
2014-12-09,1638.7466516666666
2014-12-10,1641.6714
2014-12-11,1644.9070433333331
2014-12-12,1648.1060949999999
2014-12-15,1651.4441166666666
2014-12-16,1655.4473299999997
2014-12-17,1658.6674183333334
2014-12-18,1661.4692583333335
2014-12-19,1663.3561833333333
2014-12-22,1663.72311
2014-12-23,1663.2798283333332
2014-12-24,1663.0762083333332
2014-12-25,1663.0987166666666
2014-12-26,1662.9178716666668
2014-12-29,1661.7808066666666
2014-12-30,1659.9768916666665
2014-12-31,1657.8828
2015-01-05,1655.7946133333332
2015-01-06,1654.301675
2015-01-07,1652.7442966666667
2015-01-08,1651.3098266666666
2015-01-09,1649.5839966666667
2015-01-12,1647.7623400000002
2015-01-13,1646.8283366666665
2015-01-14,1645.37135
2015-01-15,1644.26249
2015-01-16,1643.8260666666667
2015-01-19,1643.54569
2015-01-20,1644.1766833333334
2015-01-21,1645.051445
2015-01-22,1645.5084133333332
2015-01-23,1645.2721416666668
2015-01-26,1645.5515533333335
2015-01-27,1646.1212416666667
2015-01-28,1646.3173316666666
2015-01-29,1646.67136
2015-01-30,1646.6553900000001
2015-02-02,1646.3472566666667
2015-02-03,1646.7118033333331
2015-02-04,1646.9899666666668
2015-02-05,1648.2737133333333
2015-02-06,1648.6709116666668
2015-02-09,1649.31275
2015-02-10,1650.2447866666666
2015-02-11,1651.068745
2015-02-12,1652.0599016666667
2015-02-13,1653.2119983333332
2015-02-16,1654.953315
2015-02-17,1656.5586566666668
2015-02-25,1658.0274916666667
2015-02-26,1659.4047833333332
2015-02-27,1660.9442016666665
2015-03-02,1662.9415366666665
2015-03-03,1664.90267
2015-03-04,1667.88091
