date,932000.CSI_年化波动率_120日
2017-08-30,18.525987161846047
2017-08-31,18.534245004514112
2017-09-01,18.56138912935326
2017-09-04,18.557853726585567
2017-09-05,18.55891398807549
2017-09-06,18.565793405919855
2017-09-07,18.479779262368584
2017-09-08,18.478563867853104
2017-09-11,18.52977346830358
2017-09-12,18.52375649027492
2017-09-13,18.532453062090156
2017-09-14,18.53221136076343
2017-09-15,18.539811368038947
2017-09-18,18.57869408294162
2017-09-19,18.578821292607408
2017-09-20,18.58772109705057
2017-09-21,18.265664404361363
2017-09-22,18.267768387437048
2017-09-25,18.142749863126763
2017-09-26,18.122637029772505
2017-09-27,18.173687097110612
2017-09-28,18.08216774008861
2017-09-29,18.120513006470958
2017-10-09,18.15558631897215
2017-10-10,18.203479370639258
2017-10-11,18.069352327448353
2017-10-12,17.842891024986514
2017-10-13,17.786574052281466
2017-10-16,17.946216301971006
2017-10-17,17.92175918162376
2017-10-18,17.957966523709327
2017-10-19,17.34629921615539
2017-10-20,17.432795491113865
2017-10-23,17.451554260721977
2017-10-24,17.461956807744773
2017-10-25,17.455148915019194
2017-10-26,17.463816526248273
2017-10-27,17.49172149403867
2017-10-30,17.86812302954158
2017-10-31,17.83737198816929
2017-11-01,17.520005881873825
2017-11-02,17.592779914678527
2017-11-03,17.486082118134373
2017-11-06,17.494090218580887
2017-11-07,17.49499977557212
2017-11-08,17.497507570294676
2017-11-09,17.253007099857886
2017-11-10,17.236166007748423
2017-11-13,17.21341186724501
2017-11-14,17.245820771459364
2017-11-15,16.955786373040723
2017-11-16,16.30596087361515
2017-11-17,17.322341272351323
2017-11-20,17.30962878769696
2017-11-21,17.310918883141
2017-11-22,17.308532907123563
2017-11-23,17.02430383408106
2017-11-24,16.958997258603773
2017-11-27,16.96022207809051
2017-11-28,17.070138412934938
2017-11-29,16.722973478421725
2017-11-30,16.724434230634344
2017-12-01,16.785671489723455
2017-12-04,16.650092095080485
2017-12-05,16.929424005573036
2017-12-06,16.979196896852773
2017-12-07,16.856527232657267
2017-12-08,16.931279860224517
2017-12-11,16.954927301928986
2017-12-12,17.022009014472015
2017-12-13,17.05577685337511
2017-12-14,16.77939121866435
2017-12-15,16.777463279279008
2017-12-18,16.701977380097034
2017-12-19,16.719795786234776
2017-12-20,16.728575573357123
2017-12-21,16.719803699754824
2017-12-22,16.716784452579265
2017-12-25,16.760327541167126
2017-12-26,16.81877844454915
2017-12-27,16.779404306203134
2017-12-28,16.7877872398295
2017-12-29,16.804938761551494
2018-01-02,16.82862039351397
2018-01-03,16.771927932019377
2018-01-04,16.772387948059173
2018-01-05,16.772870611220476
2018-01-08,16.753814478745703
2018-01-09,14.28543407148221
2018-01-10,14.268439145468781
2018-01-11,14.18153350514455
2018-01-12,14.186886714858126
2018-01-15,14.617610522058824
2018-01-16,14.607550045426903
2018-01-17,14.605798019596197
2018-01-18,14.61529418081447
2018-01-19,14.442703765168396
2018-01-22,14.462850020129858
2018-01-23,14.430438666917075
2018-01-24,14.44387185739
2018-01-25,14.377744014497265
2018-01-26,14.362602699707294
2018-01-29,14.467367370652385
2018-01-30,14.420504951548432
2018-01-31,14.85327071930625
2018-02-01,16.057825071712056
2018-02-02,16.083590793710012
2018-02-05,15.989182748804945
2018-02-06,17.337760576093302
2018-02-07,17.339759057454614
2018-02-08,17.439755936709506
2018-02-09,17.774817826408498
2018-02-12,18.168436607271705
2018-02-13,18.116834443727576
2018-02-14,18.122317140571877
2018-02-22,18.2788012468608
2018-02-23,18.28381754370044
2018-02-26,18.496270505385503
2018-02-27,18.414488825625423
2018-02-28,18.418852237368625
2018-03-01,18.53190920835017
2018-03-02,18.514382975036625
2018-03-05,18.514246930758386
2018-03-06,18.577719295759696
2018-03-07,18.580681592316537
2018-03-08,18.644809093454512
2018-03-09,18.793766167866828
2018-03-12,18.929253090107316
2018-03-13,18.872124667117216
2018-03-14,18.901547113096715
2018-03-15,18.91290639833886
2018-03-16,18.914611177011018
2018-03-19,18.923691722698983
2018-03-20,18.89862811026867
2018-03-21,18.90430415353169
2018-03-22,18.86058363586377
2018-03-23,20.382284706179153
2018-03-26,20.48643774293935
2018-03-27,20.799194667313696
2018-03-28,20.799822119442155
2018-03-29,20.81259351404878
2018-03-30,20.936082022691018
2018-04-02,20.891795827883175
2018-04-03,20.844374964924278
2018-04-04,20.791291713483098
2018-04-09,20.80308656265415
2018-04-10,20.80451556511104
2018-04-11,20.846513287277144
2018-04-12,20.62484704524116
2018-04-13,20.62622683206268
2018-04-16,20.599882576164887
2018-04-17,20.779856592487974
2018-04-18,20.74123611657573
2018-04-19,20.712769992876666
2018-04-20,20.920803771527307
2018-04-23,20.8931908480715
2018-04-24,21.16872767059241
2018-04-25,21.177641030614183
2018-04-26,21.05278709579388
2018-04-27,21.003267624754326
2018-05-02,21.00776514545006
2018-05-03,21.0143154672523
2018-05-04,20.99356513384493
2018-05-07,21.156200693662193
