date,932000.CSI_动量_60日
2014-04-03,7.1165598180024325
2014-04-04,8.572473858859064
2014-04-08,12.868798526255754
2014-04-09,13.49579636002478
2014-04-10,13.24193943641534
2014-04-11,15.132757631670968
2014-04-14,18.30395488161285
2014-04-15,17.420792200695878
2014-04-16,15.098799843460476
2014-04-17,14.333597449759639
2014-04-18,14.597553308870692
2014-04-21,13.29306118700142
2014-04-22,12.798807070021656
2014-04-23,10.38615585905369
2014-04-24,7.958863168744368
2014-04-25,4.501005805691327
2014-04-28,-0.009046946679369672
2014-04-29,1.3562705136428876
2014-04-30,2.7148609227475973
2014-05-05,3.2107887207275976
2014-05-06,4.496825937981508
2014-05-07,0.7856191706977933
2014-05-08,-1.7119613330719874
2014-05-09,-2.9318157723767335
2014-05-12,-2.69466924669568
2014-05-13,-0.8917814123358125
2014-05-14,-2.8654745409616433
2014-05-15,-6.835660237743713
2014-05-16,-7.269487315042578
2014-05-19,-7.587546989791716
2014-05-20,-5.267747706104542
2014-05-21,-4.262241273462353
2014-05-22,-5.455095466276827
2014-05-23,-0.5955078753212106
2014-05-26,0.3131240009474956
2014-05-27,2.093457650573516
2014-05-28,2.1177462090820276
2014-05-29,-1.2779477152342622
2014-05-30,-1.1113170721646193
2014-06-03,-1.3926012568238888
2014-06-04,-2.180845784472263
2014-06-05,-0.6539106998991517
2014-06-06,3.1354662147761614
2014-06-09,3.4156728481423704
2014-06-10,5.087626695417735
2014-06-11,4.465320931231687
2014-06-12,4.754504392912473
2014-06-13,3.089502698379465
2014-06-16,2.915638288775657
2014-06-17,1.7212749367993663
2014-06-18,3.72898262166681
2014-06-19,-0.5931941947521113
2014-06-20,0.62196359357376
2014-06-23,1.9724974783260851
2014-06-24,1.9499951749885724
2014-06-25,3.9947775571522737
2014-06-26,8.55913778297024
2014-06-27,10.27035858875529
2014-06-30,9.348819504333704
2014-07-01,10.333326417943134
2014-07-02,10.750138433528523
2014-07-03,10.060970010167125
2014-07-04,9.358230441731518
2014-07-07,8.286472975110936
2014-07-08,8.845424769443767
2014-07-09,7.515758189359567
2014-07-10,6.8890878934213085
2014-07-11,8.174050426961976
2014-07-14,9.579343254938056
2014-07-15,8.740181111037426
2014-07-16,6.937523878430962
2014-07-17,8.489062414718873
2014-07-18,9.430769901888315
2014-07-21,9.52212942475088
2014-07-22,11.389292443691112
2014-07-23,12.6673656195889
2014-07-24,15.767694280694533
2014-07-25,15.090152121244383
2014-07-28,15.594906427573951
2014-07-29,15.140318886292814
2014-07-30,14.843587953638671
2014-07-31,17.86932319632144
2014-08-01,16.580097366948408
2014-08-04,18.991687429656224
2014-08-05,17.649867993772684
2014-08-06,17.97721742217806
2014-08-07,16.454592875163687
2014-08-08,19.696187959751875
2014-08-11,21.773094850001762
2014-08-12,22.877798891445146
2014-08-13,22.423838224123838
2014-08-14,20.621845454143983
2014-08-15,22.31086336542891
2014-08-18,23.414690780604563
2014-08-19,22.221253502384684
2014-08-20,22.189104811941117
2014-08-21,21.027344915866376
2014-08-22,23.473870478528312
2014-08-25,22.551288846009655
2014-08-26,20.457062035080888
2014-08-27,22.11583193385365
2014-08-28,19.677303448443915
2014-08-29,21.230411887610302
2014-09-01,23.94180598315201
2014-09-02,24.368505083301528
2014-09-03,24.764326275320037
2014-09-04,25.75762779283619
2014-09-05,25.299289845554675
2014-09-09,25.961091601406604
2014-09-10,28.124576863653196
2014-09-11,29.692644732129715
2014-09-12,35.34468517256843
2014-09-15,35.833344099286975
2014-09-16,29.769890786763177
