date,000852.SH_对_8841431.WI_相对换手率
2014-10-17,1.14071437650947
2014-10-20,1.3525814719882827
2014-10-21,1.3261520901697819
2014-10-22,1.2089462940803828
2014-10-23,1.1488988243086604
2014-10-24,1.238699303198142
2014-10-27,1.4022780602268283
2014-10-28,1.2731629910295024
2014-10-29,1.2832415811139215
2014-10-30,1.337349063919353
2014-10-31,1.336219246340704
2014-11-03,1.154926516530385
2014-11-04,1.1564129886153327
2014-11-05,1.1715813350615685
2014-11-06,1.185271653937231
2014-11-07,1.1767301182085577
2014-11-10,1.219578983398939
2014-11-11,1.2086384542254425
2014-11-12,1.3363695794290693
2014-11-13,1.309528681536048
2014-11-14,1.3790827302953257
2014-11-17,1.3119169622914202
2014-11-18,1.3134780864059923
2014-11-19,1.2431089019430637
2014-11-20,1.2026588715813078
2014-11-21,1.1918600448203571
2014-11-24,1.2124699978180233
2014-11-25,1.3217447696385272
2014-11-26,1.3008379742882423
2014-11-27,1.2598558098039687
2014-11-28,1.2763293874483277
2014-12-01,1.2474016190403225
2014-12-02,1.2344666207845838
2014-12-03,1.3675966052726618
2014-12-04,1.3557839492674393
2014-12-05,1.3942063701508294
2014-12-08,1.440868063158407
2014-12-09,1.4111571453579974
2014-12-10,1.4758480537752072
2014-12-11,1.4025433019074764
2014-12-12,1.3531889630215992
2014-12-15,1.3687062843718298
2014-12-16,1.4195993184889255
2014-12-17,1.4301992670636738
2014-12-18,1.4496272707534197
2014-12-19,1.3793208373904577
2014-12-22,1.2539380383572074
2014-12-23,1.3921364676513417
2014-12-24,1.2384636972296839
2014-12-25,1.287319355108178
2014-12-26,1.406405807506681
2014-12-29,1.464350100745873
2014-12-30,1.3409406033352071
2014-12-31,1.3601096171961977
2015-01-05,1.4733278054173577
2015-01-06,1.387761801588865
2015-01-07,1.4393698281349459
2015-01-08,1.326438620087971
2015-01-09,1.2635363790186125
2015-01-12,1.3120570517363572
2015-01-13,1.3713018497051561
2015-01-14,1.321952936444087
2015-01-15,1.2359261501210654
2015-01-16,1.346325850578744
2015-01-19,1.3086284570141409
2015-01-20,1.309166217672414
2015-01-21,1.231534279273306
2015-01-22,1.272500137279666
2015-01-23,1.3672150411280846
2015-01-26,1.3431553100061389
2015-01-27,1.231759224279058
2015-01-28,1.2309072722993646
2015-01-29,1.193467160942855
2015-01-30,1.310182861240588
2015-02-02,1.1941056110805068
2015-02-03,1.2472294834505357
2015-02-04,1.2709173387096775
2015-02-05,1.3806283082422492
2015-02-06,1.340581089829024
2015-02-09,1.2776529338327092
2015-02-10,1.2448319350770412
2015-02-11,1.3754828217117299
2015-02-12,1.3174945054945055
2015-02-13,1.3048479312561319
2015-02-16,1.3460923376442777
2015-02-17,1.4675671368236514
2015-02-25,1.443739113605574
2015-02-26,1.459614685568884
2015-02-27,1.3354877680459076
2015-03-02,1.3620705882352941
2015-03-03,1.383119038661562
2015-03-04,1.3122462537831254
2015-03-05,1.3107961768444842
2015-03-06,1.2673306972320937
2015-03-09,1.1943668778863707
2015-03-10,1.2658436861141689
2015-03-11,1.249168492974088
2015-03-12,1.325203473337507
2015-03-13,1.3179944425783994
2015-03-16,1.2459926499335365
2015-03-17,1.3187242654756088
2015-03-18,1.390971397940039
2015-03-19,1.3685681498482267
2015-03-20,1.3404695171646093
2015-03-23,1.4563038050162114
2015-03-24,1.525438249637538
2015-03-25,1.466632320741872
2015-03-26,1.4914226853135772
2015-03-27,1.3366127572684872
2015-03-30,1.3581432413587011
2015-03-31,1.3090874306485556
2015-04-01,1.3176742782416255
2015-04-02,1.357291992901138
2015-04-03,1.2969621404862597
2015-04-07,1.3354431450862259
2015-04-08,1.4098732119073565
2015-04-09,1.361194299116002
2015-04-10,1.2156233279828785
2015-04-13,1.261499017178019
2015-04-14,1.4160399122231184
2015-04-15,1.3673161001752867
2015-04-16,1.3018796066043865
2015-04-17,1.3877860766066223
2015-04-20,1.3485361267794789
2015-04-21,1.3457721728344016
2015-04-22,1.3372290031465024
2015-04-23,1.3162723006230275
2015-04-24,1.2826456016353118
2015-04-27,1.2022525406754339
2015-04-28,1.3353338054944646
2015-04-29,1.3206798077592812
2015-04-30,1.0915615083757655
2015-05-04,1.1804976605699702
2015-05-05,1.2732285072493363
2015-05-06,1.278274387874077
2015-05-07,1.2344696674207556
2015-05-08,1.1369339763561093
2015-05-11,1.1666433051827452
2015-05-12,1.1432578175845292
2015-05-13,1.157917193426043
2015-05-14,1.248664105084443
2015-05-15,1.214396427648817
2015-05-18,1.0896309314586994
2015-05-19,1.2011586565359418
2015-05-20,1.2370826739594696
2015-05-21,1.2694657735664108
2015-05-22,1.2997957890289416
2015-05-25,1.3211003770028276
2015-05-26,1.326437414827916
2015-05-27,1.3344950758506993
2015-05-28,1.3622766432673898
2015-05-29,1.305348278122951
2015-06-01,1.3659581479650684
2015-06-02,1.2961591855622399
2015-06-03,1.3888825772944902
2015-06-04,1.3931365390633148
2015-06-05,1.3895905385375493
2015-06-08,1.3607677082319347
2015-06-09,1.4879919499105545
2015-06-10,1.3638138753832034
2015-06-11,1.4118844039210316
2015-06-12,1.5300121086317247
2015-06-15,1.71942340989215
2015-06-16,1.6129903128473877
2015-06-17,1.5227064640175791
2015-06-18,1.5499082204693162
2015-06-19,1.3351798543748035
2015-06-23,1.2949612752161381
2015-06-24,1.2776324670941615
2015-06-25,1.3554985023534445
2015-06-26,1.121124594796775
2015-06-29,1.1041908040650137
2015-06-30,1.011760354086149
2015-07-01,1.00233590956281
2015-07-02,0.9391838472298242
2015-07-03,0.8749525838172215
2015-07-06,0.8505733878868207
2015-07-07,0.8372440898691851
2015-07-08,0.5533655057464582
2015-07-09,0.6443258100322428
2015-07-10,0.8038476046774803
2015-07-13,0.9478795280398685
2015-07-14,0.8985410964364486
2015-07-15,0.8680713998121057
2015-07-16,0.8301812183658712
2015-07-17,0.8677639624949043
2015-07-20,0.9211772628418138
2015-07-21,0.8984910345486236
2015-07-22,0.9503719131210949
2015-07-23,0.9636977914833794
2015-07-24,1.0081416539958807
2015-07-27,1.0096477644224862
2015-07-28,0.9100464881947467
2015-07-29,0.8993670378976044
2015-07-30,0.9314510446958149
2015-07-31,0.9335832886984466
2015-08-03,0.9148737137511693
2015-08-04,0.924896929419728
2015-08-05,0.888861360317129
2015-08-06,0.9079883259642438
2015-08-07,0.9221677994551608
2015-08-10,0.9634120197232081
2015-08-11,0.9861175277480423
2015-08-12,1.0468570937428374
2015-08-13,1.011302298819081
2015-08-14,1.012996207939327
2015-08-17,1.0269922059367547
2015-08-18,1.100085391019711
2015-08-19,1.062803983633135
2015-08-20,1.067061526526228
2015-08-21,1.0748410181921244
2015-08-24,0.9559765273077016
2015-08-25,0.8230433458532127
2015-08-26,0.9008758705754829
2015-08-27,0.9100655883753437
2015-08-28,0.9226377818652497
2015-08-31,0.9588201272411798
2015-09-01,0.8973358723585202
2015-09-02,0.9321770028206161
2015-09-07,0.8714748121139966
2015-09-08,0.8521347142537814
2015-09-09,0.8836063008554141
2015-09-10,0.9128723218951403
2015-09-11,0.9673801172047302
2015-09-14,0.9385212965443342
2015-09-15,0.9137225140300772
2015-09-16,0.9038968291363454
2015-09-17,0.9638703440775761
2015-09-18,0.9705983272571306
2015-09-21,0.9521905774908764
2015-09-22,0.9329038931728418
2015-09-23,0.9759346717594596
2015-09-24,0.9504473114229213
2015-09-25,0.9805166164880051
2015-09-28,0.979901707190895
2015-09-29,0.9548549437537004
2015-09-30,0.8841471536268948
2015-10-08,0.8773741007194245
2015-10-09,0.9440544677257614
2015-10-12,0.9798543459755983
2015-10-13,0.9958171724085482
2015-10-14,1.0037479613599296
2015-10-15,0.9993286588094883
2015-10-16,1.0242329285807548
2015-10-19,1.0470131906523803
2015-10-20,1.0560740583618677
2015-10-21,1.0898147693214761
2015-10-22,1.0562236830147527
2015-10-23,1.0925235081247993
2015-10-26,1.1047802219818086
2015-10-27,1.1034452618544688
2015-10-28,1.0796610169491525
2015-10-29,1.1157274989784927
2015-10-30,1.1724582445914136
2015-11-02,1.1105690112485722
2015-11-03,1.0146912086279005
2015-11-04,0.9765537041206935
2015-11-05,1.0817363285563941
2015-11-06,1.0638063965514746
2015-11-09,1.079924700820223
2015-11-10,1.155047816867887
2015-11-11,1.1449742170605937
2015-11-12,1.1187037992092144
2015-11-13,1.189419958023278
2015-11-16,1.117271986233131
2015-11-17,1.158991562468232
2015-11-18,1.090294718201695
2015-11-19,1.2301480484522205
2015-11-20,1.197004275015268
2015-11-23,1.2903225806451613
2015-11-24,1.1075991275220065
2015-11-25,1.1539585953700242
2015-11-26,1.1513570269496325
2015-11-27,1.1379984540535624
2015-11-30,1.1283173085075715
2015-12-01,1.1148912212973017
2015-12-02,1.0953326929793923
2015-12-03,1.1447383700675848
2015-12-04,1.0689736531655525
2015-12-07,1.0626002541507822
2015-12-08,1.0492511465925742
2015-12-09,1.1624240952149625
2015-12-10,1.1783369803063457
2015-12-11,1.1587591240875912
2015-12-14,1.1094029607938833
2015-12-15,1.1404653022465452
2015-12-16,1.1426238686199495
2015-12-17,1.097843633706605
2015-12-18,0.9991664721768413
2015-12-21,1.0580422926035786
2015-12-22,1.0627641757715927
2015-12-23,1.0556146071666637
2015-12-24,0.9741893503958357
2015-12-25,0.8991886324462943
2015-12-28,1.0282792133747347
2015-12-29,1.0379961840941878
2015-12-30,1.0917573164626098
2015-12-31,1.0989749374662807
2016-01-04,1.0604845052697813
2016-01-05,1.017321319219666
