date,8841431.WI_换手率均值_60日
2009-08-20,5.036925
2009-08-21,5.035308333333334
2009-08-24,5.0278849999999995
2009-08-25,5.017055
2009-08-26,5.0128416666666675
2009-08-27,5.021190000000001
2009-08-28,5.0043533333333325
2009-08-31,4.986538333333333
2009-09-01,4.945561666666666
2009-09-02,4.8967350000000005
2009-09-03,4.8728050000000005
2009-09-04,4.859911666666667
2009-09-07,4.87734
2009-09-08,4.885385
2009-09-09,4.881895
2009-09-10,4.86022
2009-09-11,4.83787
2009-09-14,4.849898333333333
2009-09-15,4.872395
2009-09-16,4.900023333333334
2009-09-17,4.935461666666667
2009-09-18,4.98217
2009-09-21,4.984421666666666
2009-09-22,4.99047
2009-09-23,4.982326666666667
2009-09-24,4.957953333333333
2009-09-25,4.917543333333333
2009-09-28,4.871746666666667
2009-09-29,4.823476666666666
2009-09-30,4.7741283333333335
2009-10-09,4.714241666666667
2009-10-12,4.661793333333334
2009-10-13,4.6088233333333335
2009-10-14,4.576736666666666
2009-10-15,4.530128333333334
2009-10-16,4.483955
2009-10-19,4.459953333333333
2009-10-20,4.441963333333334
2009-10-21,4.421735
2009-10-22,4.41162
2009-10-23,4.413916666666667
2009-10-26,4.398880000000001
2009-10-27,4.387668333333333
2009-10-28,4.347263333333333
2009-10-29,4.298288333333333
2009-10-30,4.280703333333333
2009-11-02,4.278863333333334
2009-11-03,4.284121666666667
2009-11-04,4.275438333333333
2009-11-05,4.265578333333333
2009-11-06,4.284896666666667
2009-11-09,4.294225
2009-11-10,4.315611666666667
2009-11-11,4.343391666666666
2009-11-12,4.372731666666667
2009-11-13,4.414745
2009-11-16,4.474638333333333
2009-11-17,4.519453333333334
2009-11-18,4.581413333333333
2009-11-19,4.646100000000001
2009-11-20,4.716161666666666
2009-11-23,4.769026666666666
2009-11-24,4.844941666666667
2009-11-25,4.875373333333333
2009-11-26,4.932223333333332
2009-11-27,4.930988333333333
2009-11-30,4.948358333333333
2009-12-01,4.994308333333334
2009-12-02,5.070508333333334
2009-12-03,5.14201
2009-12-04,5.201841666666666
2009-12-07,5.208429999999999
2009-12-08,5.21507
2009-12-09,5.218098333333333
2009-12-10,5.208286666666667
2009-12-11,5.211173333333333
2009-12-14,5.206943333333332
2009-12-15,5.18338
2009-12-16,5.157513333333333
2009-12-17,5.131065
2009-12-18,5.0796133333333335
2009-12-21,5.004286666666666
2009-12-22,4.976671666666666
2009-12-23,4.942841666666667
2009-12-24,4.935473333333333
2009-12-25,4.93411
2009-12-28,4.946938333333334
2009-12-29,4.966998333333334
2009-12-30,4.985941666666666
2009-12-31,5.010553333333333
2010-01-04,5.03149
2010-01-05,5.053413333333333
2010-01-06,5.080315000000001
2010-01-07,5.090255
2010-01-08,5.092465
2010-01-11,5.1093633333333335
2010-01-12,5.120521666666666
2010-01-13,5.119313333333333
2010-01-14,5.1222199999999996
2010-01-15,5.133235
2010-01-18,5.131981666666666
2010-01-19,5.136304999999999
2010-01-20,5.159938333333334
2010-01-21,5.168511666666666
2010-01-22,5.180626666666667
2010-01-25,5.16215
2010-01-26,5.128175
2010-01-27,5.06604
2010-01-28,5.00269
2010-01-29,4.9504150000000005
2010-02-01,4.88592
2010-02-02,4.83864
2010-02-03,4.804813333333333
2010-02-04,4.780343333333334
2010-02-05,4.752656666666667
2010-02-08,4.70388
2010-02-09,4.621888333333334
2010-02-10,4.555499999999999
2010-02-11,4.485271666666667
2010-02-12,4.403278333333334
2010-02-22,4.331975
2010-02-23,4.27357
2010-02-24,4.197335
2010-02-25,4.17031
2010-02-26,4.109851666666667
2010-03-01,4.1048816666666665
2010-03-02,4.106813333333333
2010-03-03,4.089361666666666
2010-03-04,4.064028333333334
2010-03-05,4.011275
2010-03-08,3.943798333333333
2010-03-09,3.9303666666666666
2010-03-10,3.9046166666666666
2010-03-11,3.8874883333333328
2010-03-12,3.8811899999999997
2010-03-15,3.8594016666666664
2010-03-16,3.837415
2010-03-17,3.836185
2010-03-18,3.834555
2010-03-19,3.831885
2010-03-22,3.845595
2010-03-23,3.8751366666666667
2010-03-24,3.900616666666666
2010-03-25,3.9351366666666667
2010-03-26,3.9411116666666666
2010-03-29,3.9527983333333334
2010-03-30,3.9642399999999998
2010-03-31,3.9760416666666667
2010-04-01,4.00777
2010-04-02,4.03256
2010-04-06,4.050271666666666
2010-04-07,4.053093333333333
2010-04-08,4.062790000000001
2010-04-09,4.07048
2010-04-12,4.114438333333333
2010-04-13,4.144698333333333
2010-04-14,4.139151666666667
2010-04-15,4.134026666666666
2010-04-16,4.102743333333334
2010-04-19,4.0938083333333335
2010-04-20,4.072025
2010-04-21,4.063106666666666
2010-04-22,4.043158333333333
2010-04-23,4.045951666666666
2010-04-26,4.036843333333334
2010-04-27,4.06287
2010-04-28,4.068148333333333
2010-04-29,4.086108333333334
2010-04-30,4.101095
2010-05-04,4.091653333333333
2010-05-05,4.089715
2010-05-06,4.095656666666667
2010-05-07,4.082676666666667
2010-05-10,4.064891666666667
2010-05-11,4.04221
2010-05-12,4.0379233333333335
2010-05-13,4.046316666666667
2010-05-14,4.048355
2010-05-17,4.056556666666666
2010-05-18,4.062250000000001
2010-05-19,4.0490900000000005
2010-05-20,4.0231683333333335
2010-05-21,3.9927383333333335
2010-05-24,3.9689566666666667
2010-05-25,3.94258
2010-05-26,3.893061666666667
2010-05-27,3.859653333333333
2010-05-28,3.8226016666666665
2010-05-31,3.769881666666667
2010-06-01,3.750596666666667
2010-06-02,3.726626666666667
2010-06-03,3.704021666666667
2010-06-04,3.675113333333334
2010-06-07,3.65564
2010-06-08,3.642441666666667
2010-06-09,3.6546683333333334
2010-06-10,3.6589766666666668
2010-06-11,3.6360400000000004
2010-06-17,3.6026983333333336
2010-06-18,3.572888333333333
2010-06-21,3.5344233333333337
2010-06-22,3.4998116666666665
2010-06-23,3.4619233333333335
2010-06-24,3.419096666666667
2010-06-25,3.388493333333334
2010-06-28,3.34908
2010-06-29,3.3233016666666666
2010-06-30,3.279095
2010-07-01,3.21554
2010-07-02,3.1695683333333333
2010-07-05,3.11502
2010-07-06,3.076156666666667
2010-07-07,3.02734
2010-07-08,2.9793233333333333
2010-07-09,2.9245966666666665
2010-07-12,2.8689099999999996
2010-07-13,2.836125
2010-07-14,2.801908333333333
2010-07-15,2.7856
2010-07-16,2.744781666666667
2010-07-19,2.721875
2010-07-20,2.7076933333333333
2010-07-21,2.6873283333333333
2010-07-22,2.6659716666666666
2010-07-23,2.6561666666666666
2010-07-26,2.6413633333333335
2010-07-27,2.643311666666667
2010-07-28,2.658375
2010-07-29,2.67998
2010-07-30,2.702545
2010-08-02,2.726386666666666
2010-08-03,2.7460150000000003
