date,932000.CSI_换手率均值_60日
2023-11-10,3.7337316666666664
2023-11-13,3.7512666666666665
2023-11-14,3.7732249999999996
2023-11-15,3.7994783333333335
2023-11-16,3.8235866666666665
2023-11-17,3.843078333333333
2023-11-20,3.866105
2023-11-21,3.9058516666666665
2023-11-22,3.92915
2023-11-23,3.9506233333333336
2023-11-24,3.970316666666667
2023-11-27,3.98148
2023-11-28,3.9702183333333334
2023-11-29,3.962391666666667
2023-11-30,3.9595433333333334
2023-12-01,3.968735
2023-12-04,3.9819283333333337
2023-12-05,3.98904
2023-12-06,3.9987183333333336
2023-12-07,4.008073333333333
2023-12-08,4.022808333333334
2023-12-11,4.037225
2023-12-12,4.043826666666667
2023-12-13,4.0565983333333335
2023-12-14,4.066441666666667
2023-12-15,4.07729
2023-12-18,4.088733333333333
2023-12-19,4.092366666666667
2023-12-20,4.0956616666666665
2023-12-21,4.1089183333333335
2023-12-22,4.127435
2023-12-25,4.126589999999999
2023-12-26,4.127661666666667
2023-12-27,4.130121666666667
2023-12-28,4.141220000000001
2023-12-29,4.15167
2024-01-02,4.159588333333334
2024-01-03,4.164398333333334
2024-01-04,4.158643333333333
2024-01-05,4.161138333333333
2024-01-08,4.153456666666667
2024-01-09,4.149251666666666
2024-01-10,4.150991666666667
2024-01-11,4.150795
2024-01-12,4.152761666666667
2024-01-15,4.151571666666666
2024-01-16,4.156511666666667
2024-01-17,4.15127
2024-01-18,4.157045
2024-01-19,4.142585
2024-01-22,4.135163333333334
2024-01-23,4.117405
2024-01-24,4.10867
2024-01-25,4.113588333333333
2024-01-26,4.113883333333334
2024-01-29,4.112563333333333
2024-01-30,4.088325
2024-01-31,4.07647
2024-02-01,4.055811666666667
2024-02-02,4.052195
2024-02-05,4.067845
2024-02-06,4.090693333333333
2024-02-07,4.1091766666666665
2024-02-08,4.130426666666667
2024-02-19,4.141748333333333
2024-02-20,4.135231666666667
2024-02-21,4.13878
2024-02-22,4.121716666666667
2024-02-23,4.12216
2024-02-26,4.136231666666666
2024-02-27,4.139773333333333
2024-02-28,4.187778333333333
2024-02-29,4.206006666666666
2024-03-01,4.218673333333333
2024-03-04,4.230413333333334
2024-03-05,4.236771666666667
2024-03-06,4.238518333333333
2024-03-07,4.2480633333333335
2024-03-08,4.245503333333334
2024-03-11,4.249528333333333
2024-03-12,4.26168
2024-03-13,4.274116666666667
2024-03-14,4.287371666666667
2024-03-15,4.290615
2024-03-18,4.305224999999999
2024-03-19,4.321786666666667
2024-03-20,4.334035
2024-03-21,4.362691666666666
2024-03-22,4.395393333333334
2024-03-25,4.417986666666667
2024-03-26,4.4289700000000005
2024-03-27,4.448501666666667
2024-03-28,4.469118333333332
2024-03-29,4.486111666666667
2024-04-01,4.496063333333334
2024-04-02,4.510949999999999
2024-04-03,4.518034999999999
2024-04-08,4.525333333333334
2024-04-09,4.533541666666666
2024-04-10,4.543828333333334
2024-04-11,4.55497
2024-04-12,4.561006666666667
2024-04-15,4.587678333333333
2024-04-16,4.61157
2024-04-17,4.626961666666667
2024-04-18,4.643013333333333
2024-04-19,4.644981666666667
2024-04-22,4.648140000000001
2024-04-23,4.6302900000000005
2024-04-24,4.635611666666667
2024-04-25,4.628176666666667
2024-04-26,4.640856666666666
2024-04-29,4.6552733333333345
2024-04-30,4.660983333333334
2024-05-06,4.668801666666667
2024-05-07,4.676158333333333
2024-05-08,4.690746666666667
2024-05-09,4.690169999999999
2024-05-10,4.701195
2024-05-13,4.697483333333334
2024-05-14,4.678123333333333
2024-05-15,4.645871666666666
2024-05-16,4.621825
2024-05-17,4.595975
2024-05-20,4.588178333333333
2024-05-21,4.587061666666667
2024-05-22,4.570906666666668
2024-05-23,4.5674150000000004
2024-05-24,4.5464416666666665
2024-05-27,4.518616666666667
2024-05-28,4.499548333333333
2024-05-29,4.437835000000001
2024-05-30,4.412388333333334
2024-05-31,4.390373333333333
2024-06-03,4.375543333333334
2024-06-04,4.360686666666666
2024-06-05,4.345673333333334
2024-06-06,4.342748333333334
2024-06-07,4.333905000000001
2024-06-11,4.309996666666667
2024-06-12,4.273228333333334
2024-06-13,4.245683333333334
2024-06-14,4.21756
2024-06-17,4.192948333333333
2024-06-18,4.161543333333333
2024-06-19,4.132208333333334
2024-06-20,4.110965
2024-06-21,4.068803333333333
2024-06-24,4.0364716666666665
2024-06-25,4.004931666666667
2024-06-26,3.9838183333333332
2024-06-27,3.9616433333333334
2024-06-28,3.9408666666666665
2024-07-01,3.922051666666667
2024-07-02,3.901311666666667
2024-07-03,3.8727266666666664
2024-07-04,3.8521349999999996
2024-07-05,3.825475
2024-07-08,3.8070816666666665
2024-07-09,3.7916266666666663
2024-07-10,3.7790600000000003
2024-07-11,3.775793333333333
2024-07-12,3.7450333333333337
2024-07-15,3.71017
2024-07-16,3.6782616666666663
2024-07-17,3.655695
2024-07-18,3.638923333333333
2024-07-19,3.62356
2024-07-22,3.6113866666666667
2024-07-23,3.6002733333333334
2024-07-24,3.588246666666667
2024-07-25,3.55806
2024-07-26,3.5255650000000003
2024-07-29,3.4964983333333337
2024-07-30,3.4725266666666665
2024-07-31,3.4738033333333336
2024-08-01,3.4710283333333334
2024-08-02,3.46775
2024-08-05,3.4621316666666666
2024-08-06,3.4494833333333332
2024-08-07,3.44306
2024-08-08,3.4435783333333334
2024-08-09,3.4320933333333334
2024-08-12,3.4109533333333335
2024-08-13,3.3791166666666665
2024-08-14,3.359013333333334
2024-08-15,3.352235
2024-08-16,3.3455383333333333
2024-08-19,3.342251666666667
2024-08-20,3.337085
2024-08-21,3.3265333333333333
2024-08-22,3.3216316666666668
2024-08-23,3.314023333333333
2024-08-26,3.304466666666667
2024-08-27,3.2870049999999997
2024-08-28,3.272635
2024-08-29,3.266611666666667
2024-08-30,3.260165
2024-09-02,3.261153333333333
2024-09-03,3.2624216666666666
2024-09-04,3.26317
2024-09-05,3.261268333333333
2024-09-06,3.2632533333333336
2024-09-09,3.2625450000000003
2024-09-10,3.2577966666666667
2024-09-11,3.2482633333333335
2024-09-12,3.241608333333333
2024-09-13,3.2476233333333338
2024-09-18,3.240203333333333
2024-09-19,3.2458483333333334
2024-09-20,3.2461966666666666
2024-09-23,3.2503933333333337
2024-09-24,3.279033333333333
2024-09-25,3.3291133333333334
2024-09-26,3.369863333333333
2024-09-27,3.43512
2024-09-30,3.5717266666666663
2024-10-08,3.7495116666666664
2024-10-09,3.8613866666666667
2024-10-10,3.9259566666666665
2024-10-11,3.974265
2024-10-14,4.011145
2024-10-15,4.060583333333333
2024-10-16,4.1089649999999995
2024-10-17,4.171818333333333
2024-10-18,4.2489566666666665
2024-10-21,4.334671666666667
2024-10-22,4.42009
2024-10-23,4.501656666666666
2024-10-24,4.561328333333334
2024-10-25,4.637379999999999
2024-10-28,4.741528333333333
2024-10-29,4.853208333333333
2024-10-30,4.9432
2024-10-31,5.04812
2024-11-01,5.136335000000001
2024-11-04,5.183203333333333
2024-11-05,5.2622100000000005
2024-11-06,5.359751666666667
2024-11-07,5.470406666666666
2024-11-08,5.589618333333333
2024-11-11,5.6784316666666665
2024-11-12,5.7787516666666665
2024-11-13,5.8543666666666665
2024-11-14,5.923256666666666
2024-11-15,5.990530000000001
2024-11-18,6.048496666666667
2024-11-19,6.094310000000001
2024-11-20,6.155833333333334
2024-11-21,6.219003333333333
2024-11-22,6.304961666666667
2024-11-25,6.365116666666667
2024-11-26,6.429545000000001
2024-11-27,6.5009
2024-11-28,6.5838383333333335
2024-11-29,6.675066666666667
2024-12-02,6.771176666666666
2024-12-03,6.853358333333333
2024-12-04,6.943505
2024-12-05,7.0268516666666665
2024-12-06,7.137765000000001
2024-12-09,7.237643333333334
2024-12-10,7.3615900000000005
2024-12-11,7.477121666666667
2024-12-12,7.603711666666666
2024-12-13,7.733005
2024-12-16,7.835673333333333
2024-12-17,7.928273333333333
2024-12-18,7.999016666666666
2024-12-19,8.065093333333333
2024-12-20,8.131773333333333
2024-12-23,8.210635
2024-12-24,8.236483333333334
2024-12-25,8.245693333333334
2024-12-26,8.246533333333334
2024-12-27,8.241826666666666
2024-12-30,8.151873333333333
2024-12-31,8.028333333333332
2025-01-02,7.979301666666667
