date,000300.SH_均线_120日
2005-07-06,948.0447833333333
2005-07-07,946.8942416666667
2005-07-08,945.5352833333334
2005-07-11,944.2096416666666
2005-07-12,943.1084583333334
2005-07-13,941.8780583333333
2005-07-14,940.6485166666666
2005-07-15,939.3506250000002
2005-07-18,937.9849416666667
2005-07-19,936.7124583333334
2005-07-20,935.6723666666666
2005-07-21,934.5831833333334
2005-07-22,933.6872083333334
2005-07-25,932.859
2005-07-26,931.9746333333334
2005-07-27,931.1069583333334
2005-07-28,930.2162083333333
2005-07-29,929.368175
2005-08-01,928.6763083333334
2005-08-02,928.12955
2005-08-03,927.7519749999999
2005-08-04,927.3203
2005-08-05,926.6277166666666
2005-08-08,926.07985
2005-08-09,925.3817750000001
2005-08-10,924.688325
2005-08-11,924.1332083333333
2005-08-12,923.5687166666667
2005-08-15,922.9759583333332
2005-08-16,922.1285750000001
2005-08-17,921.3708083333333
2005-08-18,920.3309
2005-08-19,919.299875
2005-08-22,918.3972416666667
2005-08-23,917.4595750000001
2005-08-24,916.704
2005-08-25,915.8907333333334
2005-08-26,915.0956583333334
2005-08-29,914.1581583333334
2005-08-30,913.0405999999999
2005-08-31,912.0520333333334
2005-09-01,911.40325
2005-09-02,910.7402666666666
2005-09-05,910.0876916666667
2005-09-06,909.44675
2005-09-07,909.027525
2005-09-08,908.71435
2005-09-09,908.4676833333334
2005-09-12,908.1977916666667
2005-09-13,908.1957083333333
2005-09-14,908.2889
2005-09-15,908.3288749999999
2005-09-16,908.3667083333333
2005-09-19,908.4537083333333
2005-09-20,908.5097833333333
2005-09-21,908.5712333333333
2005-09-22,908.4134916666667
2005-09-23,907.8969
2005-09-26,907.532875
2005-09-27,907.104675
2005-09-28,906.5217666666667
2005-09-29,905.9487833333334
2005-09-30,905.2316749999999
2005-10-10,904.4975083333334
2005-10-11,904.0060333333333
2005-10-12,903.3609083333333
2005-10-13,902.7736083333333
2005-10-14,902.1964916666667
2005-10-17,901.6452499999999
2005-10-18,901.1159166666667
2005-10-19,900.6815583333333
2005-10-20,900.3143416666667
2005-10-21,900.0252833333335
2005-10-24,899.8301333333333
2005-10-25,899.473375
2005-10-26,899.050175
2005-10-27,898.4983083333334
2005-10-28,897.9594250000001
2005-10-31,897.685325
2005-11-01,897.3502333333333
2005-11-02,897.1887916666668
2005-11-03,897.0950833333334
2005-11-04,897.0185666666665
2005-11-07,897.0352916666667
2005-11-08,897.0358083333334
2005-11-09,897.0029416666667
2005-11-10,896.8262500000001
2005-11-11,896.676475
2005-11-14,896.6665416666667
2005-11-15,896.5680333333333
2005-11-16,896.5236000000001
2005-11-17,896.5679916666667
2005-11-18,896.8407666666666
2005-11-21,897.0762583333333
2005-11-22,897.1901833333335
2005-11-23,897.5126583333333
2005-11-24,898.0386083333334
2005-11-25,898.5892083333333
2005-11-28,898.9322916666666
2005-11-29,899.2158583333332
2005-11-30,898.9496249999999
2005-12-01,898.6201500000001
2005-12-02,898.4149833333335
2005-12-05,898.1370750000001
2005-12-06,897.9915583333334
2005-12-07,898.049925
2005-12-08,898.00675
2005-12-09,898.0651916666666
2005-12-12,897.9173833333334
2005-12-13,897.8585083333334
2005-12-14,897.8377333333333
2005-12-15,897.8615833333333
2005-12-16,897.8970833333334
2005-12-19,897.7876416666667
2005-12-20,897.8176583333334
2005-12-21,897.8530416666667
2005-12-22,898.1036083333333
2005-12-23,898.5735750000001
2005-12-26,899.1272916666668
2005-12-27,899.7079666666667
2005-12-28,900.3609916666667
2005-12-29,901.0885083333334
2005-12-30,901.871525
2006-01-04,902.8492833333333
2006-01-05,903.7436
2006-01-06,904.775275
2006-01-09,905.8224666666666
2006-01-10,906.9654083333334
2006-01-11,908.1360916666667
2006-01-12,909.370325
2006-01-13,910.5050583333334
2006-01-16,911.4838249999999
2006-01-17,912.3554666666666
2006-01-18,913.4118166666666
2006-01-19,914.368
2006-01-20,915.1957333333334
2006-01-23,916.0730416666667
2006-01-24,916.9974500000001
2006-01-25,917.9807
2006-02-06,919.0609999999999
2006-02-07,920.0640583333334
2006-02-08,921.1384083333334
2006-02-09,921.9367083333333
2006-02-10,922.8105916666667
2006-02-13,923.6316333333333
2006-02-14,924.4496416666667
2006-02-15,925.1802083333333
2006-02-16,925.8619166666666
2006-02-17,926.4108
2006-02-20,927.048975
2006-02-21,927.7640083333333
2006-02-22,928.7407916666666
2006-02-23,929.7269166666666
2006-02-24,930.7083416666667
2006-02-27,931.7452666666667
2006-02-28,932.764925
2006-03-01,933.8191
