date,881001.WI_均线_120日
2005-07-05,712.5602025000001
2005-07-06,711.169945
2005-07-07,709.9015666666668
2005-07-08,708.4208391666667
2005-07-11,706.9549658333333
2005-07-12,705.6437741666666
2005-07-13,704.2354541666666
2005-07-14,702.8207908333333
2005-07-15,701.3304766666666
2005-07-18,699.7477108333333
2005-07-19,698.2579008333335
2005-07-20,696.9507108333332
2005-07-21,695.576335
2005-07-22,694.3455583333333
2005-07-25,693.1866933333333
2005-07-26,692.0134941666666
2005-07-27,690.8374733333334
2005-07-28,689.6694241666667
2005-07-29,688.5428508333333
2005-08-01,687.5545516666667
2005-08-02,686.7319825
2005-08-03,686.1025666666666
2005-08-04,685.4720424999999
2005-08-05,684.6618975
2005-08-08,684.0112691666668
2005-08-09,683.3046933333334
2005-08-10,682.601035
2005-08-11,681.9671358333333
2005-08-12,681.3152741666667
2005-08-15,680.6763658333333
2005-08-16,679.85105
2005-08-17,679.0816291666666
2005-08-18,678.0878066666666
2005-08-19,677.0879291666665
2005-08-22,676.1699258333333
2005-08-23,675.1976475
2005-08-24,674.3760316666667
2005-08-25,673.5523724999999
2005-08-26,672.7766975
2005-08-29,671.910355
2005-08-30,670.8903274999999
2005-08-31,669.9594350000001
2005-09-01,669.3023966666667
2005-09-02,668.6411391666666
2005-09-05,668.0429525
2005-09-06,667.4233025
2005-09-07,666.9917641666667
2005-09-08,666.6461400000001
2005-09-09,666.3713750000001
2005-09-12,666.1048333333333
2005-09-13,666.0942133333334
2005-09-14,666.1565250000001
2005-09-15,666.1824116666667
2005-09-16,666.2137666666666
2005-09-19,666.3407391666666
2005-09-20,666.4602008333333
2005-09-21,666.6147591666667
2005-09-22,666.5586108333333
2005-09-23,666.2271358333333
2005-09-26,666.0242708333333
2005-09-27,665.7625591666667
2005-09-28,665.380415
2005-09-29,665.0130516666667
2005-09-30,664.5294566666666
2005-10-10,663.9986283333333
2005-10-11,663.6916116666667
2005-10-12,663.2851533333334
2005-10-13,662.9287208333334
2005-10-14,662.6199608333334
2005-10-17,662.3725491666667
2005-10-18,662.1759558333334
2005-10-19,662.0439433333335
2005-10-20,661.9806958333334
2005-10-21,662.0122150000001
2005-10-24,662.14984
2005-10-25,662.1197116666666
2005-10-26,662.01788
2005-10-27,661.7848916666667
2005-10-28,661.5127775000001
2005-10-31,661.4526366666666
2005-11-01,661.3521191666666
2005-11-02,661.4002833333333
2005-11-03,661.4617374999999
2005-11-04,661.5230966666667
2005-11-07,661.6604424999999
2005-11-08,661.7817066666667
2005-11-09,661.8562116666667
2005-11-10,661.7909541666667
2005-11-11,661.7611766666666
2005-11-14,661.8786116666668
2005-11-15,661.8806933333333
2005-11-16,661.9169075000001
2005-11-17,662.0125066666666
2005-11-18,662.2884566666668
2005-11-21,662.5354758333334
2005-11-22,662.6824333333334
2005-11-23,662.9874133333334
2005-11-24,663.4137591666666
2005-11-25,663.8658941666667
2005-11-28,664.1913958333333
2005-11-29,664.4439575
2005-11-30,664.2989191666667
2005-12-01,664.0894025
2005-12-02,663.9481191666666
2005-12-05,663.6891166666667
2005-12-06,663.5478858333333
2005-12-07,663.58578
2005-12-08,663.55738
2005-12-09,663.6329125
2005-12-12,663.5726766666667
2005-12-13,663.5690141666668
2005-12-14,663.6008883333333
2005-12-15,663.6635924999999
2005-12-16,663.7435908333333
2005-12-19,663.6882341666667
2005-12-20,663.7476983333333
2005-12-21,663.8035833333332
2005-12-22,664.0377841666666
2005-12-23,664.5052541666668
2005-12-26,665.0757266666667
2005-12-27,665.6747575
2005-12-28,666.3167058333332
2005-12-29,667.0024575
2005-12-30,667.7596091666667
2006-01-04,668.6479141666666
2006-01-05,669.4552741666666
2006-01-06,670.3547091666667
2006-01-09,671.2895225
2006-01-10,672.3295058333333
2006-01-11,673.4165466666667
2006-01-12,674.5653091666666
2006-01-13,675.6612275000001
2006-01-16,676.653135
2006-01-17,677.5514041666667
2006-01-18,678.590885
2006-01-19,679.5708775
2006-01-20,680.4445641666666
2006-01-23,681.3650358333333
2006-01-24,682.309805
2006-01-25,683.2495416666666
2006-02-06,684.2695591666667
2006-02-07,685.237385
2006-02-08,686.2615416666667
2006-02-09,687.0495166666666
2006-02-10,687.8605349999999
2006-02-13,688.5891783333333
2006-02-14,689.3073941666667
2006-02-15,689.9621433333334
2006-02-16,690.5444766666667
2006-02-17,690.9713058333333
2006-02-20,691.4239799999999
2006-02-21,691.9150633333334
2006-02-22,692.6121983333335
2006-02-23,693.3259800000001
2006-02-24,694.0419366666667
2006-02-27,694.7832416666665
2006-02-28,695.4942366666667
2006-03-01,696.2201558333334
2006-03-02,696.8016966666667
2006-03-03,697.4610566666668
2006-03-06,698.1242775
2006-03-07,698.5225975
2006-03-08,698.7771108333333
2006-03-09,698.9848533333334
2006-03-10,699.1637491666667
2006-03-13,699.534045
2006-03-14,699.7735733333334
2006-03-15,700.0780033333334
2006-03-16,700.4274624999999
2006-03-17,700.7379916666667
2006-03-20,701.0363758333333
2006-03-21,701.3097899999999
2006-03-22,701.6330283333334
2006-03-23,701.9883633333334
2006-03-24,702.2337866666668
2006-03-27,702.5870616666667
2006-03-28,703.103485
2006-03-29,703.8271433333334
2006-03-30,704.5402975
2006-03-31,705.281065
2006-04-03,706.2743399999999
2006-04-04,707.3626800000001
2006-04-05,708.4197908333333
2006-04-06,709.4937041666667
2006-04-07,710.6754591666667
2006-04-10,711.8742508333332
2006-04-11,713.0563708333334
2006-04-12,714.2431508333333
2006-04-13,715.2883566666666
2006-04-14,716.5358741666666
2006-04-17,717.7448341666666
2006-04-18,719.0295416666667
2006-04-19,720.3515691666668
2006-04-20,721.5928299999999
2006-04-21,722.9005841666666
2006-04-24,724.2346275
2006-04-25,725.7299816666667
2006-04-26,727.3465433333333
2006-04-27,729.0811491666667
2006-04-28,730.8843025000001
2006-05-08,733.0285733333333
2006-05-09,735.3214158333334
2006-05-10,737.7878075000001
2006-05-11,740.153075
2006-05-12,742.7932041666667
2006-05-15,745.8000066666667
2006-05-16,748.5675941666667
2006-05-17,751.5370033333334
2006-05-18,754.499865
2006-05-19,757.6957666666666
2006-05-22,761.0199958333334
2006-05-23,763.8989574999999
2006-05-24,766.6867925
2006-05-25,769.3879391666667
2006-05-26,772.2453566666667
2006-05-29,775.4431475
2006-05-30,778.7036783333333
2006-05-31,781.8587625
2006-06-01,785.2927958333333
2006-06-02,788.7056
2006-06-05,792.30928
2006-06-06,795.8456833333333
2006-06-07,798.8097574999999
2006-06-08,801.8440083333334
2006-06-09,804.7809608333333
2006-06-12,807.7269566666668
2006-06-13,810.6410883333334
2006-06-14,813.4857316666668
2006-06-15,816.2538824999999
2006-06-16,819.2008774999999
2006-06-19,822.2598675
2006-06-20,825.308195
2006-06-21,828.3564116666668
2006-06-22,831.3522841666667
2006-06-23,834.4240266666667
2006-06-26,837.6322558333334
2006-06-27,840.9055408333334
2006-06-28,844.1392283333333
2006-06-29,847.5048041666666
2006-06-30,850.81506
