date,000300.SH_换手率均值_60日
2005-07-07,1.0521816666666666
2005-07-08,1.0395433333333333
2005-07-11,1.0268183333333334
2005-07-12,1.0329933333333332
2005-07-13,1.0214883333333333
2005-07-14,1.014925
2005-07-15,1.0116866666666666
2005-07-18,1.0107433333333333
2005-07-19,1.007955
2005-07-20,1.0066666666666666
2005-07-21,1.0033816666666666
2005-07-22,1.01869
2005-07-25,1.0181283333333335
2005-07-26,1.0321316666666667
2005-07-27,1.0454666666666668
2005-07-28,1.0535116666666666
2005-07-29,1.057195
2005-08-01,1.0613866666666667
2005-08-02,1.0662150000000001
2005-08-03,1.0902516666666666
2005-08-04,1.0963483333333335
2005-08-05,1.1077949999999999
2005-08-08,1.1269616666666666
2005-08-09,1.142525
2005-08-10,1.16207
2005-08-11,1.1894383333333332
2005-08-12,1.2219816666666667
2005-08-15,1.2452666666666667
2005-08-16,1.2660533333333333
2005-08-17,1.2870616666666665
2005-08-18,1.3298366666666668
2005-08-19,1.3501233333333333
2005-08-22,1.3655283333333335
2005-08-23,1.37696
2005-08-24,1.38788
2005-08-25,1.3967916666666667
2005-08-26,1.4068183333333335
2005-08-29,1.415225
2005-08-30,1.4130833333333332
2005-08-31,1.3836883333333334
2005-09-01,1.3649816666666665
2005-09-02,1.3574383333333333
2005-09-05,1.3591483333333334
2005-09-06,1.3677199999999998
2005-09-07,1.37839
2005-09-08,1.3937266666666666
2005-09-09,1.3941449999999997
2005-09-12,1.3822116666666666
2005-09-13,1.3867133333333332
2005-09-14,1.3995399999999998
2005-09-15,1.4087116666666666
2005-09-16,1.4153366666666665
2005-09-19,1.411545
2005-09-20,1.4226383333333332
2005-09-21,1.4329866666666669
2005-09-22,1.4426483333333335
2005-09-23,1.4440316666666668
2005-09-26,1.44341
2005-09-27,1.4472966666666667
2005-09-28,1.44963
2005-09-29,1.4578099999999998
2005-09-30,1.4598799999999998
2005-10-10,1.4575166666666666
2005-10-11,1.4461800000000002
2005-10-12,1.449595
2005-10-13,1.4510866666666666
2005-10-14,1.4522766666666667
2005-10-17,1.4546566666666665
2005-10-18,1.4591133333333335
2005-10-19,1.4621683333333335
2005-10-20,1.46774
2005-10-21,1.45182
2005-10-24,1.4505716666666666
