time,000905.SH_均线_20日
2018-03-15,6014.18305
2018-03-16,6043.7535
2018-03-19,6066.4902999999995
2018-03-20,6088.32765
2018-03-21,6107.04615
2018-03-22,6118.3212
2018-03-23,6112.79495
2018-03-26,6106.4589
2018-03-27,6107.6698
2018-03-28,6105.153
2018-03-29,6102.3846
2018-03-30,6105.30475
2018-04-02,6108.19805
2018-04-03,6103.9046499999995
2018-04-04,6100.4646
2018-04-09,6095.17135
2018-04-10,6088.0097000000005
2018-04-11,6077.55145
2018-04-12,6067.410900000001
2018-04-13,6059.304399999999
2018-04-16,6050.9191
2018-04-17,6038.146650000001
2018-04-18,6028.9878499999995
2018-04-19,6020.5396
2018-04-20,6008.1212
2018-04-23,5994.25585
2018-04-24,6002.7579
2018-04-25,6005.58105
2018-04-26,5996.24115
2018-04-27,5990.6233
2018-05-02,5981.6466
2018-05-03,5971.4400000000005
2018-05-04,5960.806500000001
2018-05-07,5958.7781
2018-05-08,5959.9845000000005
2018-05-09,5960.1637
2018-05-10,5959.0052000000005
2018-05-11,5954.24165
2018-05-14,5950.0526
2018-05-15,5949.72175
2018-05-16,5949.305
2018-05-17,5953.4511
2018-05-18,5954.675700000001
2018-05-21,5958.049
2018-05-22,5968.652550000001
2018-05-23,5978.14885
2018-05-24,5979.92025
2018-05-25,5977.83905
2018-05-28,5980.00335
2018-05-29,5978.72645
2018-05-30,5970.0896999999995
2018-05-31,5962.28315
2018-06-01,5951.07425
2018-06-04,5934.27465
2018-06-05,5921.13785
2018-06-06,5908.389099999999
2018-06-07,5893.261399999999
2018-06-08,5877.15945
2018-06-11,5860.3996
2018-06-12,5844.0383999999995
2018-06-13,5824.18575
2018-06-14,5804.84335
2018-06-15,5779.2831
2018-06-19,5732.75865
2018-06-20,5688.032999999999
2018-06-21,5641.80325
2018-06-22,5600.17835
2018-06-25,5560.5401
2018-06-26,5523.9911
2018-06-27,5487.693700000001
2018-06-28,5456.319750000001
2018-06-29,5429.4842
2018-07-02,5402.16755
2018-07-03,5377.86665
2018-07-04,5344.97995
2018-07-05,5305.4052
2018-07-06,5268.3358
2018-07-09,5240.2482
2018-07-10,5215.457
2018-07-11,5182.59755
2018-07-12,5160.87185
2018-07-13,5141.734600000001
2018-07-16,5127.29735
2018-07-17,5130.0217
2018-07-18,5127.933800000001
2018-07-19,5129.03755
2018-07-20,5129.794
2018-07-23,5134.24255
2018-07-24,5141.4604500000005
2018-07-25,5151.4184000000005
2018-07-26,5162.3369
2018-07-27,5163.913200000001
2018-07-30,5166.231600000001
2018-07-31,5165.8108999999995
2018-08-01,5165.0124000000005
2018-08-02,5165.674849999999
2018-08-03,5162.33085
2018-08-06,5148.21585
2018-08-07,5139.2328
2018-08-08,5131.4534
2018-08-09,5123.0669
2018-08-10,5114.38335
2018-08-13,5107.3871
2018-08-14,5099.4714
2018-08-15,5088.2798999999995
2018-08-16,5077.1321
2018-08-17,5058.52095
2018-08-20,5039.4533
2018-08-21,5018.82025
2018-08-22,4995.238299999999
2018-08-23,4974.747600000001
2018-08-24,4954.89755
2018-08-27,4943.6433
2018-08-28,4932.9178
2018-08-29,4924.74715
2018-08-30,4918.302600000001
2018-08-31,4912.5563
2018-09-03,4913.2374
2018-09-04,4909.9078500000005
2018-09-05,4906.6311000000005
2018-09-06,4896.0597
2018-09-07,4884.12285
2018-09-10,4866.603
2018-09-11,4849.854
2018-09-12,4837.9124
2018-09-13,4829.5544500000005
2018-09-14,4822.907
2018-09-17,4811.39395
2018-09-18,4800.97025
2018-09-19,4795.964
2018-09-20,4789.4547999999995
2018-09-21,4787.101100000001
2018-09-25,4778.72535
2018-09-26,4770.796550000001
2018-09-27,4761.4675
2018-09-28,4758.1479
2018-10-08,4749.73135
2018-10-09,4739.5324
2018-10-10,4726.51275
2018-10-11,4701.1321
2018-10-12,4675.3666
2018-10-15,4645.735350000001
2018-10-16,4615.4756
2018-10-17,4586.9996
2018-10-18,4553.22395
2018-10-19,4523.562599999999
2018-10-22,4506.71585
2018-10-23,4489.274149999999
2018-10-24,4467.37325
2018-10-25,4442.24965
2018-10-26,4417.27355
2018-10-29,4385.139099999999
2018-10-30,4355.73865
2018-10-31,4328.584699999999
2018-11-01,4305.7649
2018-11-02,4287.62575
2018-11-05,4277.34245
2018-11-06,4267.5026
2018-11-07,4256.765
2018-11-08,4260.5104
2018-11-09,4265.03935
2018-11-12,4279.1661
2018-11-13,4302.3587
2018-11-14,4322.964995
2018-11-15,4353.03265
2018-11-16,4379.588225
2018-11-19,4396.467825
2018-11-20,4410.662490000001
2018-11-21,4426.121825
2018-11-22,4441.967095
2018-11-23,4449.0073649999995
2018-11-26,4459.25416
2018-11-27,4468.409635
2018-11-28,4476.874879999999
2018-11-29,4479.21083
2018-11-30,4476.146085
2018-12-03,4479.86341
2018-12-04,4484.76908
2018-12-05,4489.147385
2018-12-06,4490.585355
2018-12-07,4492.70262
2018-12-10,4486.58383
2018-12-11,4478.18559
2018-12-12,4470.5763449999995
2018-12-13,4461.7435
